Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,FsizeD
0,3,female,17.0,0,0,7.6292,Q,Miss,singleton
0,3,female,37.0,0,0,9.5875,S,Miss,singleton
1,1,female,16.0,0,0,86.5,S,Miss,singleton
0,1,male,18.0,1,0,108.9,C,Mr,small
1,2,female,33.0,0,2,26.0,S,Mrs,small
1,1,male,51.0,0,0,26.55,S,Mr,singleton
0,3,male,28.0,0,0,22.525,S,Mr,singleton
1,3,male,26.0,0,0,56.4958,S,Mr,singleton
1,3,male,29.0,0,0,7.75,Q,Mr,singleton
0,3,male,19.0,0,0,8.05,S,Mr,singleton
1,1,male,36.0,0,0,26.2875,S,Mr,singleton
1,1,female,54.0,1,0,59.4,C,Mrs,small
0,3,male,24.0,0,0,7.4958,S,Mr,singleton
0,1,male,47.0,0,0,34.0208,S,Mr,singleton
1,2,female,34.0,0,0,10.5,S,Mrs,singleton
0,3,male,26.0,0,0,24.15,Q,Mr,singleton
1,2,female,36.0,1,0,26.0,S,Mrs,small
0,3,male,32.0,0,0,7.8958,S,Mr,singleton
1,1,female,30.0,0,0,93.5,S,Miss,singleton
0,3,male,22.0,0,0,7.8958,S,Mr,singleton
0,3,male,21.0,0,0,7.225,C,Mr,singleton
1,1,female,44.0,0,1,57.9792,C,Mrs,small
0,3,male,31.0,0,0,7.2292,C,Mr,singleton
0,3,male,40.5,0,0,7.75,Q,Mr,singleton
1,2,female,50.0,0,0,10.5,S,Miss,singleton
0,1,male,71.0,0,0,221.7792,S,Mr,singleton
0,3,male,39.0,0,0,7.925,S,Mr,singleton
0,2,male,23.0,2,1,11.5,S,Mr,small
1,2,female,2.0,1,1,26.0,S,Miss,small
0,3,male,36.0,0,0,7.2292,C,Mr,singleton
0,3,male,17.0,1,1,7.2292,C,Mr,small
1,3,female,24.0,0,2,22.3583,C,Mrs,small
0,3,female,30.0,0,0,8.6625,S,Miss,singleton
1,2,female,7.0,0,2,26.25,S,Miss,small
0,1,male,45.0,0,0,26.55,S,Rare Title,singleton
1,1,female,30.0,0,0,106.425,C,Miss,singleton
0,3,male,32.0,0,0,14.5,S,Mr,singleton
1,1,female,22.0,0,2,49.5,C,Miss,small
1,1,female,36.0,0,2,71.0,S,Miss,small
0,3,female,9.0,4,2,31.275,S,Miss,large
0,3,female,11.0,4,2,31.275,S,Miss,large
1,2,male,32.0,1,0,26.0,S,Mr,small
0,1,male,50.0,1,0,106.425,C,Mr,small
0,1,male,64.0,0,0,26.0,S,Mr,singleton
1,2,female,19.0,1,0,26.0,S,Mrs,small
1,2,male,32.0,0,0,13.8625,C,Mr,singleton
0,3,male,33.0,1,1,20.525,S,Mr,small
1,2,male,8.0,1,1,36.75,S,Master,small
1,1,male,17.0,0,2,110.8833,C,Mr,small
0,2,male,27.0,0,0,26.0,S,Mr,singleton
0,3,male,25.0,0,0,7.8292,Q,Mr,singleton
1,3,male,22.0,0,0,7.225,C,Mr,singleton
1,3,female,22.0,0,0,7.775,S,Miss,singleton
0,1,male,62.0,0,0,26.55,S,Mr,singleton
1,1,female,48.0,1,0,39.6,C,Rare Title,small
0,1,male,24.0,0,0,227.525,C,Mr,singleton
1,1,female,39.0,1,1,79.65,S,Mrs,small
1,3,female,36.0,1,0,17.4,S,Mrs,small
0,3,male,34.5,0,0,7.75,Q,Mr,singleton
0,3,male,40.0,0,0,7.8958,S,Mr,singleton
0,2,male,28.0,0,0,13.5,S,Mr,singleton
0,3,male,26.5,0,0,8.05,S,Mr,singleton
0,3,female,23.0,0,0,8.05,S,Miss,singleton
0,3,male,24.0,2,0,24.15,S,Mr,small
0,3,male,19.0,0,0,7.8958,S,Mr,singleton
0,3,female,29.0,0,4,21.075,S,Mrs,large
0,3,male,29.0,0,0,7.2292,C,Mr,singleton
1,3,male,32.0,0,0,7.8542,S,Mr,singleton
1,2,male,62.0,0,0,10.5,S,Mr,singleton
1,1,female,53.0,2,0,51.4792,S,Mrs,small
1,1,male,36.0,0,0,26.3875,S,Mr,singleton
1,3,female,37.0,0,0,7.75,Q,Miss,singleton
0,3,male,16.0,0,0,8.05,S,Mr,singleton
0,3,male,19.0,0,0,14.5,S,Mr,singleton
1,2,female,34.0,0,0,13.0,S,Miss,singleton
1,1,female,39.0,1,0,55.9,S,Mrs,small
0,3,female,30.0,1,0,14.4583,C,Mrs,small
1,3,male,32.0,0,0,7.925,S,Mr,singleton
1,2,female,25.0,1,1,30.0,S,Miss,small
1,1,female,39.0,1,1,110.8833,C,Mrs,small
0,2,male,54.0,0,0,26.0,S,Mr,singleton
0,1,male,36.0,0,0,40.125,C,Mr,singleton
0,3,male,28.0,0,0,8.7125,C,Mr,singleton
1,1,female,18.0,0,2,79.65,S,Miss,small
0,2,male,47.0,0,0,15.0,S,Mr,singleton
1,1,male,60.0,1,1,79.2,C,Mr,small
0,3,male,22.0,0,0,8.05,S,Mr,singleton
0,3,male,19.0,0,0,8.05,S,Mr,singleton
0,3,male,35.0,0,0,7.125,S,Mr,singleton
1,1,female,52.0,1,0,78.2667,C,Mrs,small
0,3,male,47.0,0,0,7.25,S,Mr,singleton
0,3,female,36.0,0,2,7.75,Q,Miss,small
0,2,male,37.0,1,0,26.0,S,Mr,small
0,3,male,36.0,1,1,24.15,S,Mr,small
1,2,female,19.0,0,0,33.0,S,Miss,singleton
0,3,male,49.0,0,0,0.0,S,Mr,singleton
0,3,male,23.0,0,0,7.225,C,Mr,singleton
1,1,male,49.0,1,0,56.9292,C,Rare Title,small
1,2,female,24.0,2,1,27.0,S,Mrs,small
0,3,male,35.0,0,0,7.8958,S,Mr,singleton
0,1,male,36.0,0,0,42.4,S,Mr,singleton
0,3,male,44.0,0,0,8.05,S,Mr,singleton
1,1,male,35.0,0,0,26.55,C,Mr,singleton
0,3,male,36.0,1,0,15.55,S,Mr,small
0,3,male,30.0,0,0,7.8958,S,Mr,singleton
1,1,male,27.0,0,0,30.5,S,Mr,singleton
1,2,female,22.0,1,2,41.5792,C,Mrs,small
1,1,female,40.0,0,0,153.4625,S,Miss,singleton
0,3,female,39.0,1,5,31.275,S,Mrs,large
0,3,male,25.0,0,0,7.05,S,Mr,singleton
1,3,female,21.0,1,0,15.5,Q,Miss,small
0,3,male,31.0,0,0,7.75,Q,Mr,singleton
0,3,male,35.0,0,0,8.05,S,Mr,singleton
1,2,female,24.0,1,2,65.0,S,Miss,small
0,3,male,34.0,1,1,14.4,S,Mr,small
0,3,female,26.0,1,0,16.1,S,Mrs,small
1,2,female,4.0,2,1,39.0,S,Miss,small
0,2,male,26.0,0,0,10.5,S,Mr,singleton
0,3,male,27.0,1,0,14.4542,C,Mr,small
1,1,male,42.0,1,0,52.5542,S,Mr,small
1,3,male,20.0,1,1,15.7417,C,Mr,small
0,3,male,21.0,0,0,7.8542,S,Mr,singleton
0,3,male,21.0,0,0,16.1,S,Mr,singleton
0,1,male,61.0,0,0,32.3208,S,Mr,singleton
0,2,male,57.0,0,0,12.35,Q,Rare Title,singleton
1,1,female,21.0,0,0,77.9583,S,Miss,singleton
0,3,male,26.0,0,0,7.8958,S,Mr,singleton
0,3,male,26.0,0,0,7.7333,Q,Mr,singleton
1,1,male,80.0,0,0,30.0,S,Mr,singleton
0,3,male,51.0,0,0,7.0542,S,Mr,singleton
1,1,male,32.0,0,0,30.5,C,Rare Title,singleton
0,1,male,47.0,0,0,0.0,S,Mr,singleton
0,3,female,9.0,3,2,27.9,S,Miss,large
1,2,female,28.0,0,0,13.0,S,Miss,singleton
0,3,male,32.0,0,0,7.925,S,Mr,singleton
0,2,male,31.0,1,1,26.25,S,Mr,small
0,3,female,41.0,0,5,39.6875,S,Mrs,large
0,3,male,18.0,1,0,16.1,S,Mr,small
0,3,male,20.0,0,0,7.8542,S,Mr,singleton
1,1,female,24.0,0,0,69.3,C,Miss,singleton
0,3,female,2.0,3,2,27.9,S,Miss,large
1,3,male,28.0,0,0,56.4958,S,Mr,singleton
1,3,female,0.75,2,1,19.2583,C,Miss,small
1,1,male,48.0,1,0,76.7292,C,Mr,small
0,3,male,19.0,0,0,7.8958,S,Mr,singleton
1,1,male,56.0,0,0,35.5,C,Rare Title,singleton
0,3,male,21.0,0,0,7.55,S,Mr,singleton
1,3,female,23.0,0,0,7.55,S,Miss,singleton
0,3,male,21.0,0,0,7.8958,S,Mr,singleton
1,2,female,18.0,0,1,23.0,S,Miss,small
0,3,male,21.0,0,0,8.4333,S,Mr,singleton
1,3,female,27.0,0,0,7.8292,Q,Miss,singleton
0,3,female,18.0,0,0,6.75,Q,Miss,singleton
0,2,male,24.0,2,0,73.5,S,Mr,small
0,3,male,32.0,0,0,7.8958,S,Mr,singleton
0,3,female,32.0,1,1,15.5,Q,Mrs,small
0,2,male,23.0,0,0,13.0,S,Mr,singleton
0,1,male,58.0,0,2,113.275,C,Mr,small
1,1,male,50.0,2,0,133.65,S,Rare Title,small
0,3,male,40.0,0,0,7.225,C,Mr,singleton
0,1,male,47.0,0,0,25.5875,S,Mr,singleton
0,3,male,36.0,0,0,7.4958,S,Mr,singleton
1,3,male,20.0,1,0,7.925,S,Mr,small
0,2,male,32.0,2,0,73.5,S,Mr,small
0,2,male,25.0,0,0,13.0,S,Mr,singleton
0,3,male,27.0,0,0,7.775,S,Mr,singleton
0,3,male,43.0,0,0,8.05,S,Mr,singleton
1,1,female,37.0,1,0,52.0,S,Mrs,small
1,2,female,40.0,1,1,39.0,S,Mrs,small
0,1,male,31.0,1,0,52.0,S,Mr,small
0,2,male,70.0,0,0,10.5,S,Mr,singleton
1,2,male,31.0,0,0,13.0,S,Mr,singleton
0,2,male,30.0,0,0,0.0,S,Mr,singleton
0,3,male,18.0,0,0,7.775,S,Mr,singleton
0,3,male,24.5,0,0,8.05,S,Mr,singleton
1,3,female,18.0,0,0,9.8417,S,Miss,singleton
0,3,female,43.0,1,6,46.9,S,Mrs,large
1,1,male,36.0,0,1,512.3292,C,Mr,small
0,3,female,18.0,0,0,8.1375,Q,Miss,singleton
1,1,male,27.0,0,0,76.7292,C,Mr,singleton
0,3,male,20.0,0,0,9.225,S,Mr,singleton
0,3,male,14.0,5,2,46.9,S,Mr,large
0,2,male,60.0,1,1,39.0,S,Mr,small
0,2,male,25.0,1,2,41.5792,C,Mr,small
0,3,male,14.0,4,1,39.6875,S,Mr,large
0,3,male,19.0,0,0,10.1708,S,Mr,singleton
0,3,male,18.0,0,0,7.7958,S,Mr,singleton
1,1,female,15.0,0,1,211.3375,S,Miss,small
1,1,male,31.0,1,0,57.0,S,Mr,small
1,3,female,4.0,0,1,13.4167,C,Miss,small
1,3,male,23.0,0,0,56.4958,S,Mr,singleton
0,3,male,25.0,0,0,7.225,C,Mr,singleton
0,1,male,60.0,0,0,26.55,S,Rare Title,singleton
0,2,male,52.0,0,0,13.5,S,Mr,singleton
0,3,male,44.0,0,0,8.05,S,Mr,singleton
1,3,female,16.0,0,0,7.7333,Q,Miss,singleton
0,1,male,49.0,1,1,110.8833,C,Mr,small
0,3,male,42.0,0,0,7.65,S,Mr,singleton
1,1,female,18.0,1,0,227.525,C,Mrs,small
1,1,male,35.0,0,0,26.2875,S,Mr,singleton
0,3,female,18.0,0,1,14.4542,C,Miss,small
0,3,male,25.0,0,0,7.7417,Q,Mr,singleton
0,3,male,26.0,1,0,7.8542,S,Mr,small
0,2,male,39.0,0,0,26.0,S,Mr,singleton
1,2,female,45.0,0,0,13.5,S,Mrs,singleton
1,1,male,42.0,0,0,26.2875,S,Mr,singleton
1,1,female,22.0,0,0,151.55,S,Miss,singleton
1,3,male,9.0,1,1,15.2458,C,Master,small
1,1,female,24.0,0,0,49.5042,C,Miss,singleton
0,1,male,33.0,0,0,26.55,S,Mr,singleton
1,1,male,48.0,1,0,52.0,S,Mr,small
0,3,male,29.0,0,0,9.4833,S,Mr,singleton
0,2,male,52.0,0,0,13.0,S,Mr,singleton
0,3,male,19.0,0,0,7.65,S,Mr,singleton
1,1,female,38.0,0,0,227.525,C,Miss,singleton
1,2,female,27.0,0,0,10.5,S,Miss,singleton
0,3,male,40.0,0,0,15.5,Q,Mr,singleton
0,3,male,33.0,0,0,7.775,S,Mr,singleton
1,2,female,6.0,0,1,33.0,S,Miss,small
0,3,male,17.0,1,0,7.0542,S,Mr,small
0,2,male,34.0,0,0,13.0,S,Mr,singleton
0,2,male,50.0,0,0,13.0,S,Mr,singleton
1,1,male,27.0,1,0,53.1,S,Mr,small
0,3,male,20.0,0,0,8.6625,S,Mr,singleton
1,2,female,30.0,3,0,21.0,S,Mrs,small
1,3,female,23.0,0,0,7.7375,Q,Miss,singleton
0,2,male,25.0,1,0,26.0,S,Mr,small
0,3,female,25.0,1,0,7.925,S,Miss,small
1,1,female,29.0,0,0,211.3375,S,Miss,singleton
0,3,male,11.0,0,0,18.7875,C,Mr,singleton
0,2,male,57.0,0,0,0.0,S,Mr,singleton
0,2,male,23.0,0,0,13.0,S,Mr,singleton
0,2,male,23.0,0,0,13.0,S,Mr,singleton
0,3,male,28.5,0,0,16.1,S,Mr,singleton
0,3,female,48.0,1,3,34.375,S,Mrs,large
1,1,male,35.0,0,0,512.3292,C,Mr,singleton
0,3,male,24.0,0,0,7.8958,S,Mr,singleton
0,3,male,29.0,0,0,7.8958,S,Mr,singleton
1,1,male,61.0,0,0,30.0,S,Mr,singleton
0,1,male,36.0,1,0,78.85,S,Mr,small
1,1,female,21.0,2,2,262.375,C,Miss,large
0,3,male,24.0,1,0,16.1,S,Mr,small
1,3,male,31.0,0,0,7.925,S,Mr,singleton
0,1,male,70.0,1,1,71.0,S,Rare Title,small
0,3,male,16.0,1,1,20.25,S,Mr,small
1,2,female,30.0,0,0,13.0,S,Miss,singleton
0,1,male,19.0,1,0,53.1,S,Mr,small
0,3,male,31.0,0,0,7.75,Q,Mr,singleton
1,2,female,4.0,1,1,23.0,S,Miss,small
1,3,male,6.0,0,1,12.475,S,Master,small
0,3,male,33.0,0,0,9.5,S,Mr,singleton
0,3,male,23.0,0,0,7.8958,S,Mr,singleton
1,2,female,48.0,1,2,65.0,S,Mrs,small
1,2,male,0.67,1,1,14.5,S,Master,small
0,3,male,28.0,0,0,7.7958,S,Mr,singleton
0,2,male,18.0,0,0,11.5,S,Mr,singleton
0,3,male,34.0,0,0,8.05,S,Mr,singleton
1,1,female,33.0,0,0,86.5,S,Rare Title,singleton
0,3,male,44.0,0,0,14.5,S,Mr,singleton
0,3,male,41.0,0,0,7.125,S,Mr,singleton
1,3,male,20.0,0,0,7.2292,C,Mr,singleton
1,1,female,36.0,1,2,120.0,S,Mrs,small
0,3,male,16.0,0,0,7.775,S,Mr,singleton
1,1,female,51.0,1,0,77.9583,S,Mrs,small
0,1,male,47.0,0,0,39.6,C,Rare Title,singleton
0,3,female,30.5,0,0,7.75,Q,Miss,singleton
0,3,male,37.0,1,0,24.15,Q,Mr,small
0,3,male,32.0,0,0,8.3625,S,Mr,singleton
0,3,male,24.0,0,0,9.5,S,Mr,singleton
0,3,male,48.0,0,0,7.8542,S,Mr,singleton
0,2,female,57.0,0,0,10.5,S,Mrs,singleton
0,3,male,27.0,0,0,7.225,C,Mr,singleton
1,2,female,54.0,1,3,23.0,S,Mrs,large
0,3,male,18.0,0,0,7.75,S,Mr,singleton
0,3,male,65.0,0,0,7.75,Q,Mr,singleton
1,3,female,5.0,0,0,12.475,S,Miss,singleton
0,3,male,32.0,0,0,7.7375,Q,Mr,singleton
1,1,female,43.0,0,1,211.3375,S,Mrs,small
1,3,female,13.0,0,0,7.2292,C,Miss,singleton
1,1,female,17.0,1,0,57.0,S,Mrs,small
0,1,male,29.0,0,0,30.0,S,Mr,singleton
0,3,male,3.0,1,2,23.45,S,Mr,small
0,3,male,25.0,0,0,7.05,S,Mr,singleton
0,3,male,25.0,0,0,7.25,S,Mr,singleton
1,3,female,18.0,0,0,7.4958,S,Miss,singleton
0,3,male,8.0,4,1,29.125,Q,Master,large
1,3,male,1.0,1,2,20.575,S,Master,small
0,1,male,46.0,0,0,79.2,C,Mr,singleton
0,3,male,65.0,0,0,7.75,Q,Mr,singleton
0,2,male,16.0,0,0,26.0,S,Mr,singleton
0,3,female,10.0,8,2,69.55,S,Miss,large
0,1,male,58.0,0,0,30.6958,C,Mr,singleton
0,3,male,25.0,0,0,7.8958,S,Mr,singleton
0,2,male,39.0,0,0,13.0,S,Mr,singleton
1,1,female,49.0,0,0,25.9292,S,Rare Title,singleton
1,3,female,31.0,0,0,8.6833,S,Mrs,singleton
0,3,male,30.0,0,0,7.2292,C,Mr,singleton
0,3,female,30.0,1,1,24.15,S,Mrs,small
0,2,male,34.0,0,0,13.0,S,Mr,singleton
1,2,female,31.0,1,1,26.25,S,Mrs,small
1,1,male,11.0,1,2,120.0,S,Master,small
1,3,male,0.42,0,1,8.5167,C,Master,small
1,3,male,27.0,0,0,6.975,S,Mr,singleton
0,3,male,31.0,0,0,7.775,S,Mr,singleton
0,1,male,39.0,0,0,0.0,S,Mr,singleton
0,3,female,18.0,0,0,7.775,S,Miss,singleton
0,2,male,39.0,0,0,13.0,S,Mr,singleton
1,1,female,33.0,1,0,53.1,S,Mrs,small
0,3,male,26.0,0,0,7.8875,S,Mr,singleton
0,3,male,39.0,0,0,24.15,S,Mr,singleton
0,2,male,35.0,0,0,10.5,S,Mr,singleton
0,3,female,6.0,4,2,31.275,S,Miss,large
0,3,male,30.5,0,0,8.05,S,Mr,singleton
0,1,male,49.0,0,0,0.0,S,Mr,singleton
0,3,female,23.0,0,0,7.925,S,Miss,singleton
0,2,male,31.0,1,1,37.0042,C,Mr,small
0,3,male,43.0,0,0,6.45,S,Mr,singleton
0,3,male,10.0,3,2,27.9,S,Master,large
1,1,female,52.0,1,1,93.5,S,Mrs,small
1,3,male,27.0,0,0,8.6625,S,Mr,singleton
0,1,male,38.0,0,0,0.0,S,Rare Title,singleton
1,3,female,27.0,0,1,12.475,S,Mrs,small
0,3,male,2.0,4,1,39.6875,S,Master,large
0,3,male,45.0,0,0,6.95,Q,Mr,singleton
0,3,male,48.0,0,0,56.4958,S,Mr,singleton
1,2,male,1.0,0,2,37.0042,C,Master,small
1,3,male,40.5,0,0,7.75,Q,Mr,singleton
1,1,female,62.0,0,0,80.0,C,Mrs,singleton
1,3,female,15.0,1,0,14.4542,C,Mrs,small
1,2,male,0.83,1,1,18.75,S,Master,small
0,3,male,30.0,0,0,7.2292,C,Mr,singleton
0,3,male,23.0,0,0,7.8542,S,Mr,singleton
0,3,male,18.0,0,0,8.3,S,Mr,singleton
1,1,female,39.0,1,1,83.1583,C,Miss,small
0,3,male,21.0,0,0,8.6625,S,Mr,singleton
0,3,male,35.0,0,0,8.05,S,Mr,singleton
1,3,male,32.0,0,0,56.4958,S,Mr,singleton
1,1,male,53.0,0,0,29.7,C,Mr,singleton
0,3,male,20.0,0,0,7.925,S,Mr,singleton
0,2,male,16.0,0,0,10.5,S,Mr,singleton
1,1,female,30.0,0,0,31.0,C,Miss,singleton
0,3,male,34.5,0,0,6.4375,C,Mr,singleton
0,3,male,17.0,0,0,8.6625,S,Mr,singleton
0,3,male,42.0,0,0,7.55,S,Mr,singleton
0,3,male,11.0,8,2,69.55,S,Mr,large
0,3,male,35.0,0,0,7.8958,C,Mr,singleton
0,2,male,28.0,0,1,33.0,S,Rare Title,small
1,1,female,56.0,1,0,89.1042,C,Mrs,small
0,3,male,4.0,4,2,31.275,S,Master,large
0,3,male,74.0,0,0,7.775,S,Mr,singleton
0,3,female,9.0,1,1,15.2458,C,Miss,small
1,1,female,16.0,0,1,39.4,S,Miss,small
0,2,female,44.0,1,0,26.0,S,Mrs,small
1,3,female,18.0,0,1,9.35,S,Mrs,small
1,1,female,45.0,1,1,164.8667,S,Mrs,small
1,1,male,51.0,0,0,26.55,S,Mr,singleton
1,3,female,24.0,0,3,19.2583,C,Mrs,small
0,3,male,22.0,0,0,7.2292,C,Mr,singleton
0,3,male,41.0,2,0,14.1083,S,Mr,small
0,2,male,21.0,1,0,11.5,S,Mr,small
1,1,female,48.0,0,0,25.9292,S,Mrs,singleton
0,3,female,21.0,8,2,69.55,S,Miss,large
0,2,male,24.0,0,0,13.0,S,Mr,singleton
1,2,female,42.0,0,0,13.0,S,Mrs,singleton
1,2,female,27.0,1,0,13.8583,C,Miss,small
0,1,male,31.0,0,0,50.4958,S,Mr,singleton
0,3,male,30.0,0,0,9.5,S,Mr,singleton
1,3,male,4.0,1,1,11.1333,S,Master,small
0,3,male,26.0,0,0,7.8958,S,Mr,singleton
1,1,female,47.0,1,1,52.5542,S,Mrs,small
0,1,male,33.0,0,0,5.0,S,Mr,singleton
0,3,male,47.0,0,0,9.0,S,Mr,singleton
1,2,female,28.0,1,0,24.0,C,Mrs,small
1,3,female,15.0,0,0,7.225,C,Miss,singleton
0,3,male,20.0,0,0,9.8458,S,Mr,singleton
0,3,male,19.0,0,0,7.8958,S,Mr,singleton
0,3,male,19.0,0,0,7.8958,S,Mr,singleton
1,1,female,56.0,0,1,83.1583,C,Mrs,small
1,2,female,25.0,0,1,26.0,S,Mrs,small
0,3,male,33.0,0,0,7.8958,S,Mr,singleton
0,3,female,22.0,0,0,10.5167,S,Miss,singleton
0,2,male,28.0,0,0,10.5,S,Mr,singleton
0,3,male,25.0,0,0,7.05,S,Mr,singleton
0,3,female,39.0,0,5,29.125,Q,Mrs,large
0,2,male,27.0,0,0,13.0,S,Rare Title,singleton
1,1,female,19.0,0,0,30.0,S,Miss,singleton
0,3,female,4.0,1,2,23.45,S,Miss,small
1,1,male,26.0,0,0,30.0,C,Mr,singleton
0,3,male,32.0,0,0,7.75,Q,Mr,singleton
