Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,__target__
1952,2.0,3.0,50300.0,0,1,628.0,52,143,15,60,24,23,5,2,2,1,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0
1976,0.0,5.0,26326.0,0,0,382.0,12,1,0,5,0,3,9,1,0,0,3,3,0.0,0.0,0.0,0.0,0.0,1.0,0
1970,2.0,5.0,40548.0,0,1,68.0,31,110,0,5,2,0,3,2,2,1,4,5,0.0,1.0,0.0,0.0,0.0,0.0,0
1953,2.0,3.0,37716.0,0,1,597.0,4,97,1,41,6,2,41,2,4,1,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1963,4.0,4.0,46757.0,0,1,104.0,71,777,30,163,0,51,122,6,4,4,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0
1984,2.0,3.0,24570.0,1,0,201.0,97,28,34,62,11,14,44,3,4,0,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0
1973,2.0,3.0,52845.0,1,0,361.0,7,384,25,292,130,41,64,3,8,8,6,6,1.0,0.0,0.0,0.0,0.0,0.0,0
1972,3.0,4.0,46423.0,1,1,395.0,6,68,0,16,0,0,8,3,2,0,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1960,2.0,3.0,67716.0,0,1,158.0,8,530,142,217,62,9,56,4,7,4,13,5,0.0,1.0,0.0,0.0,0.0,0.0,0
1980,0.0,3.0,96547.0,0,0,626.0,4,448,21,125,52,101,62,0,7,6,8,2,1.0,0.0,1.0,1.0,0.0,0.0,1
1961,3.0,3.0,80950.0,0,0,229.0,44,525,147,112,219,147,63,1,6,7,9,2,0.0,0.0,0.0,1.0,0.0,0.0,0
1954,2.0,2.0,64497.0,0,1,42.0,17,1170,48,320,42,32,192,5,11,4,9,8,1.0,0.0,0.0,0.0,0.0,0.0,1
1975,3.0,4.0,46098.0,1,1,19.0,86,57,0,27,0,0,36,4,3,2,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1962,4.0,4.0,27238.0,1,1,251.0,39,37,0,17,0,0,3,3,3,0,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0
1979,2.0,3.0,58025.0,0,1,458.0,81,270,31,88,11,48,22,3,3,2,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1978,3.0,4.0,68092.0,0,0,478.0,7,852,60,207,78,36,48,2,2,6,10,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1974,4.0,4.0,71466.0,0,0,581.0,86,412,12,546,78,182,0,1,4,4,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0
1982,3.0,3.0,43815.0,1,0,236.0,53,14,10,29,4,7,15,1,2,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1978,2.0,5.0,70440.0,0,0,413.0,49,690,117,499,76,102,88,1,5,10,7,3,0.0,0.0,0.0,1.0,0.0,0.0,0
1978,2.0,5.0,28587.0,1,0,533.0,42,22,4,17,12,10,13,3,2,0,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1978,2.0,3.0,73807.0,0,1,150.0,88,366,124,156,71,78,54,2,5,5,11,2,0.0,0.0,0.0,0.0,0.0,0.0,0
1975,2.0,3.0,43057.0,0,1,435.0,30,213,2,44,0,2,5,4,4,2,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1985,0.0,5.0,7500.0,1,0,2.0,98,5,17,17,13,14,34,4,2,1,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0
1986,1.0,4.0,14906.0,0,0,139.0,86,7,7,14,7,16,15,3,2,1,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1984,2.0,5.0,37235.0,1,0,522.0,68,20,2,9,4,6,20,1,1,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1969,2.0,3.0,72460.0,0,0,448.0,56,377,10,540,80,30,10,1,3,5,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0
1978,3.0,3.0,43783.0,1,0,632.0,22,327,9,125,25,4,139,6,7,1,8,7,1.0,0.0,0.0,0.0,0.0,0.0,0
1968,4.0,3.0,38443.0,1,1,517.0,58,32,0,5,0,0,1,2,1,0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1976,2.0,3.0,53858.0,0,1,98.0,50,407,53,221,58,150,26,4,4,3,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1954,2.0,4.0,22507.0,0,0,112.0,67,68,0,226,51,157,68,3,10,2,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0
1957,4.0,3.0,44155.0,1,1,510.0,24,22,1,9,0,0,14,1,1,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1977,2.0,4.0,85072.0,0,0,585.0,94,494,92,391,194,11,241,1,3,4,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1978,4.0,3.0,82170.0,0,0,457.0,13,1023,93,651,49,55,37,1,5,6,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0
1987,2.0,3.0,7500.0,0,0,157.0,94,0,2,3,4,1,5,1,0,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1989,2.0,4.0,9255.0,1,0,482.0,91,9,0,7,2,0,4,1,1,1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1973,3.0,3.0,38576.0,0,1,551.0,2,34,0,7,0,0,0,1,1,0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1964,2.0,4.0,81246.0,0,0,491.0,87,398,190,537,61,156,37,1,4,5,7,1,1.0,0.0,0.0,1.0,0.0,0.0,0
1964,0.0,2.0,41713.0,1,1,605.0,57,77,8,44,10,10,25,5,3,1,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1980,2.0,3.0,43586.0,0,1,31.0,26,99,2,11,4,0,16,3,3,0,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1965,4.0,3.0,71322.0,0,1,191.0,57,753,43,226,69,10,204,2,8,5,13,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1951,3.0,5.0,39767.0,0,0,338.0,18,113,61,204,34,26,47,2,7,1,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1963,3.0,3.0,33562.0,1,2,658.0,33,21,12,12,0,3,3,3,2,0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1976,2.0,4.0,79941.0,0,0,661.0,72,123,164,266,227,30,174,1,2,4,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0
1964,2.0,2.0,41638.0,0,1,188.0,68,315,0,31,4,0,91,4,5,5,3,8,1.0,0.0,0.0,0.0,0.0,0.0,0
1970,0.0,3.0,62466.0,0,1,507.0,13,129,129,259,168,121,83,5,6,3,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1965,2.0,5.0,29672.0,1,1,214.0,6,9,1,3,0,4,8,1,0,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1954,2.0,3.0,38998.0,1,1,92.0,92,34,1,14,0,0,5,3,2,0,3,8,0.0,0.0,0.0,0.0,0.0,1.0,0
1955,2.0,5.0,53863.0,0,1,622.0,4,399,4,30,6,4,30,3,7,1,7,7,0.0,1.0,0.0,0.0,0.0,0.0,0
1959,2.0,3.0,54984.0,0,1,627.0,51,173,13,131,32,3,6,4,6,1,6,7,0.0,0.0,0.0,1.0,0.0,0.0,0
1969,3.0,4.0,26877.0,0,0,367.0,74,101,13,76,20,18,40,2,3,1,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1989,2.0,4.0,64449.0,1,0,539.0,70,218,63,282,137,35,70,4,5,3,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1964,0.0,3.0,62905.0,0,1,387.0,68,166,75,96,119,107,59,3,7,2,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1966,2.0,2.0,67272.0,0,1,483.0,12,357,35,271,28,28,14,3,6,2,12,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1954,4.0,3.0,36930.0,0,1,277.0,50,223,2,31,0,2,39,5,5,2,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1946,4.0,3.0,51012.0,0,0,249.0,86,102,9,63,2,9,24,1,4,1,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1975,2.0,6.0,58330.0,0,1,487.0,87,445,53,213,104,98,151,1,6,4,13,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1982,2.0,4.0,28567.0,1,0,305.0,57,11,3,22,2,2,6,2,2,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1989,3.0,2.0,10979.0,0,0,625.0,34,8,4,10,2,2,4,2,3,0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1967,2.0,3.0,22574.0,2,1,433.0,28,25,0,8,2,0,2,2,2,0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1964,0.0,4.0,51381.5,1,1,504.0,49,5,1,9,2,0,4,1,1,0,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1967,4.0,3.0,56320.0,0,1,239.0,11,201,53,172,116,77,83,3,5,4,9,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1957,2.0,3.0,43140.0,0,1,153.0,68,134,8,76,6,0,11,1,4,1,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1959,2.0,4.0,80982.0,1,1,156.0,48,505,137,401,104,22,22,3,11,5,11,5,0.0,0.0,0.0,0.0,0.0,1.0,0
1972,0.0,3.0,70932.0,0,1,510.0,57,200,193,100,46,185,185,2,6,2,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1959,4.0,3.0,75032.0,0,1,258.0,74,952,12,180,47,12,12,2,5,4,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1973,1.0,5.0,27190.0,1,0,363.0,13,1,6,7,0,1,3,1,1,0,2,8,1.0,0.0,0.0,0.0,0.0,0.0,1
1978,4.0,4.0,54880.0,1,0,203.0,57,308,85,137,102,45,118,2,6,2,11,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1967,2.0,4.0,79146.0,1,1,600.0,33,245,16,223,21,43,16,2,8,1,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1971,3.0,3.0,34109.0,0,1,441.0,39,9,1,5,2,1,4,1,0,0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1961,3.0,3.0,61923.0,0,2,343.0,94,92,4,18,3,3,6,1,2,1,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1966,4.0,4.0,69759.0,0,0,433.0,38,452,20,514,13,30,0,3,4,6,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1
1957,2.0,4.0,51381.5,1,1,630.0,45,7,0,8,2,0,1,1,1,0,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1957,4.0,5.0,40451.0,0,2,537.0,54,35,0,4,0,0,10,1,1,1,2,5,1.0,0.0,0.0,0.0,0.0,0.0,0
1971,4.0,3.0,42403.0,1,0,473.0,18,22,1,11,0,5,3,1,1,0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1956,4.0,6.0,78028.0,0,1,42.0,38,158,19,288,25,0,38,1,6,4,9,7,0.0,1.0,1.0,0.0,0.0,0.0,1
1964,4.0,3.0,59304.0,0,1,346.0,81,418,61,428,80,51,10,3,7,8,10,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1968,4.0,2.0,69674.0,0,2,282.0,46,554,41,215,11,0,24,3,10,2,10,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1986,3.0,4.0,19485.0,2,0,401.0,80,6,0,4,0,0,0,1,1,0,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1989,3.0,2.0,10979.0,0,0,625.0,34,8,4,10,2,2,4,2,3,0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1951,2.0,4.0,80872.0,0,0,618.0,60,483,72,567,94,12,108,1,4,4,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0
1951,3.0,5.0,29298.0,1,1,385.0,60,6,0,2,2,0,1,1,1,0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1952,1.0,5.0,13084.0,0,0,437.0,29,2,0,7,3,7,10,1,1,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1948,4.0,6.0,82032.0,0,0,581.0,54,332,194,377,149,125,57,0,4,6,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0
1972,2.0,5.0,64474.0,0,1,427.0,59,381,35,172,56,86,93,2,8,2,10,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1972,2.0,5.0,26290.0,1,1,160.0,49,15,8,16,11,5,22,4,2,0,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1950,4.0,3.0,41145.0,1,1,529.0,20,9,0,3,0,0,1,1,0,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1958,2.0,2.0,35246.0,1,1,592.0,53,36,0,12,2,2,10,4,3,1,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1960,3.0,4.0,98777.0,0,0,538.0,23,1000,19,711,125,115,38,0,4,6,9,1,0.0,1.0,0.0,0.0,0.0,0.0,0
1962,2.0,5.0,76081.0,0,0,626.0,85,292,30,415,63,33,200,1,4,5,4,2,0.0,0.0,0.0,1.0,0.0,0.0,0
1980,2.0,3.0,50183.0,1,1,658.0,47,97,12,84,13,10,15,7,3,1,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1956,3.0,5.0,28839.0,1,1,558.0,86,24,0,7,0,0,1,2,2,0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1951,2.0,5.0,86610.0,0,0,383.0,66,446,107,768,33,196,53,1,5,6,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0
1980,0.0,3.0,70829.0,1,1,463.0,87,141,70,106,72,19,23,2,4,2,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1960,2.0,5.0,62807.0,0,1,32.0,83,526,28,135,10,21,99,3,5,3,12,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1975,4.0,3.0,80427.0,0,1,44.0,56,1149,71,449,69,71,26,1,11,8,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1964,2.0,3.0,82224.0,0,0,515.0,83,307,26,360,138,31,40,1,6,9,5,3,0.0,0.0,0.0,1.0,0.0,0.0,0
1987,2.0,5.0,18227.0,1,0,97.0,21,1,2,7,4,3,11,1,0,1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1971,2.0,5.0,34600.0,1,1,149.0,8,199,33,60,8,3,15,5,5,2,5,8,0.0,0.0,0.0,0.0,0.0,0.0,1
1976,2.0,2.0,30992.0,1,0,253.0,83,17,0,14,7,3,2,1,1,0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1980,3.0,3.0,31535.0,1,0,403.0,95,15,4,13,0,0,19,1,1,1,2,7,1.0,0.0,0.0,0.0,0.0,0.0,0
1968,3.0,3.0,70777.0,0,1,544.0,80,554,35,113,0,7,78,3,5,3,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1954,2.0,5.0,53103.0,0,1,389.0,70,729,17,133,11,0,195,5,10,6,7,7,1.0,0.0,0.0,0.0,0.0,0.0,0
1978,0.0,5.0,17117.0,1,0,165.0,96,12,23,38,30,18,7,4,3,1,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0
1943,4.0,2.0,48948.0,0,0,177.0,53,437,8,206,160,49,42,2,7,10,5,6,1.0,0.0,0.0,0.0,0.0,0.0,1
1958,4.0,6.0,50520.0,0,1,518.0,25,112,0,6,2,1,14,2,3,1,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1985,0.0,3.0,36145.0,1,0,304.0,13,56,4,76,17,1,18,4,4,1,3,9,1.0,0.0,0.0,0.0,0.0,0.0,1
1956,2.0,5.0,34633.0,2,1,513.0,31,8,1,5,0,0,1,1,1,0,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1989,4.0,4.0,33996.0,0,0,388.0,46,40,2,15,8,0,6,1,1,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1973,2.0,3.0,51148.0,1,1,193.0,38,235,6,45,8,9,12,4,5,1,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1962,3.0,3.0,58646.0,0,1,299.0,3,62,1,44,6,5,22,1,2,1,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1976,3.0,4.0,72309.0,0,0,213.0,64,960,0,883,50,38,0,1,5,6,8,3,0.0,0.0,0.0,1.0,0.0,0.0,1
1973,2.0,4.0,83917.0,0,0,249.0,12,514,22,732,42,198,79,1,6,7,7,3,0.0,0.0,0.0,0.0,0.0,0.0,1
1965,4.0,2.0,47025.0,1,1,530.0,6,16,0,3,0,0,1,1,1,0,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1964,4.0,5.0,46910.0,1,1,568.0,36,48,0,14,0,0,6,2,2,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1963,2.0,3.0,80124.0,0,0,659.0,47,483,84,398,205,84,241,1,3,7,8,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1956,4.0,4.0,54998.0,0,1,212.0,3,154,22,202,39,30,8,5,4,2,9,4,0.0,0.0,0.0,0.0,0.0,0.0,1
1968,2.0,3.0,41120.0,1,1,441.0,80,24,2,23,0,8,24,3,2,1,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1956,3.0,5.0,54603.0,1,1,327.0,85,145,13,46,17,2,4,6,4,2,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1955,2.0,5.0,65748.0,0,1,246.0,58,172,73,93,95,78,34,2,2,4,10,1,0.0,0.0,0.0,0.0,0.0,1.0,0
1959,2.0,4.0,50664.0,1,1,164.0,64,313,8,104,6,4,126,9,8,1,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0
1974,2.0,3.0,67445.0,0,1,13.0,63,757,80,217,29,80,11,5,9,6,12,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1954,2.0,2.0,70044.0,0,1,193.0,46,1073,0,250,153,14,14,4,7,10,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1951,4.0,3.0,53312.0,0,0,357.0,32,241,0,12,0,0,25,1,5,1,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1959,2.0,5.0,57957.0,0,1,367.0,24,290,59,177,77,5,29,7,4,6,8,3,0.0,0.0,0.0,0.0,0.0,1.0,0
1960,3.0,3.0,47353.0,0,1,447.0,93,184,2,19,8,8,4,3,2,2,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1954,2.0,2.0,64587.0,1,1,655.0,49,66,0,16,0,6,20,2,1,1,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1957,2.0,5.0,47320.0,0,1,349.0,10,200,19,111,50,15,19,6,5,1,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1961,2.0,4.0,86429.0,0,0,454.0,10,464,28,873,29,18,37,0,7,4,7,2,0.0,0.0,0.0,1.0,0.0,0.0,1
1978,0.0,4.0,38593.0,1,0,390.0,42,51,12,49,17,24,24,3,4,1,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1958,2.0,3.0,72905.0,0,0,511.0,52,407,114,445,181,165,203,1,3,7,9,1,0.0,0.0,0.0,1.0,0.0,0.0,0
1959,3.0,3.0,34242.0,0,1,568.0,25,8,2,4,0,0,1,1,0,0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1952,2.0,4.0,72228.0,0,0,115.0,87,631,28,491,30,14,56,1,6,7,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1973,2.0,5.0,73926.0,0,0,204.0,54,627,91,597,159,91,15,1,6,5,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1965,2.0,5.0,29672.0,1,1,214.0,6,9,1,3,0,4,8,1,0,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1974,2.0,3.0,34421.0,1,0,319.0,81,3,3,7,6,2,9,1,1,0,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1973,2.0,3.0,26228.0,1,0,399.0,50,2,6,4,3,1,9,1,1,0,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1988,2.0,4.0,68655.0,0,0,11.0,95,456,19,832,75,118,38,1,4,5,11,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1954,2.0,3.0,46734.0,0,1,106.0,40,110,5,137,26,23,29,2,6,1,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1955,2.0,5.0,42586.0,1,1,87.0,7,194,2,56,0,0,0,5,4,1,6,8,0.0,0.0,0.0,0.0,0.0,0.0,1
1975,0.0,4.0,41658.0,1,1,98.0,30,8,4,12,15,4,29,2,1,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1957,2.0,5.0,26091.0,1,1,544.0,84,15,10,19,8,17,20,3,2,1,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1969,2.0,4.0,54803.0,0,1,22.0,65,404,0,92,28,27,142,2,6,2,9,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1964,3.0,4.0,63972.0,0,1,120.0,93,928,63,254,0,12,12,4,5,4,10,4,0.0,1.0,0.0,0.0,0.0,0.0,0
1976,2.0,3.0,39356.0,1,1,564.0,21,15,0,2,0,0,6,1,1,0,2,6,1.0,0.0,0.0,0.0,0.0,0.0,0
1958,0.0,4.0,85485.0,0,0,654.0,73,630,26,611,44,18,54,1,6,6,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0
1976,3.0,5.0,30560.0,1,0,315.0,6,9,1,5,4,5,7,1,1,0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1952,4.0,3.0,77610.0,0,1,87.0,70,1245,33,332,21,33,16,2,4,7,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1951,3.0,3.0,27450.0,0,0,246.0,57,37,12,23,8,11,52,1,2,1,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1980,0.0,4.0,31859.0,1,0,546.0,3,3,4,7,15,8,11,1,1,0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1950,4.0,3.0,48699.0,1,1,281.0,90,26,1,10,2,0,1,1,1,0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1994,2.0,5.0,80685.0,0,0,23.0,55,241,45,604,34,26,54,1,6,4,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0
1959,0.0,2.0,59052.0,0,1,450.0,29,230,35,75,63,57,31,3,7,1,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1976,4.0,2.0,70179.0,0,1,338.0,10,532,88,168,69,44,133,3,7,3,13,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1969,3.0,5.0,35924.0,1,1,568.0,56,8,0,14,2,3,7,1,1,0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1972,2.0,3.0,59666.0,1,1,223.0,87,623,53,178,23,17,133,7,3,2,8,8,0.0,1.0,0.0,0.0,0.0,0.0,0
1954,4.0,4.0,90933.0,0,0,576.0,90,1020,31,430,62,63,79,1,4,6,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1951,2.0,3.0,30833.0,1,1,333.0,33,11,0,7,3,1,6,2,1,0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1971,4.0,3.0,60585.0,1,1,312.0,17,267,42,309,55,42,21,10,7,4,9,5,0.0,0.0,0.0,0.0,0.0,0.0,1
1970,2.0,3.0,22979.0,1,0,38.0,29,16,17,19,20,21,22,3,3,2,2,8,0.0,0.0,0.0,0.0,0.0,0.0,1
1957,0.0,2.0,77297.0,0,0,173.0,84,408,61,109,48,122,41,1,5,7,9,4,0.0,0.0,0.0,1.0,0.0,0.0,0
1971,2.0,2.0,1730.0,0,0,623.0,65,1,1,3,1,1,1,15,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0
1955,3.0,3.0,38452.0,1,1,575.0,62,56,0,14,0,0,2,3,3,0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1950,4.0,5.0,59292.0,0,1,302.0,71,378,14,68,19,14,14,2,3,5,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1987,2.0,4.0,23442.0,1,0,141.0,71,2,0,6,8,6,5,1,1,0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1983,2.0,5.0,39453.0,1,0,579.0,64,46,0,7,0,0,2,2,2,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1983,2.0,3.0,39922.0,1,0,189.0,30,29,12,59,19,1,36,2,3,0,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1975,2.0,5.0,59481.0,0,1,428.0,47,178,3,85,71,66,58,2,3,3,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0
1952,3.0,3.0,33444.0,1,1,92.0,24,8,0,8,0,0,2,1,1,0,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1980,2.0,3.0,82497.0,0,0,89.0,32,777,129,573,216,21,203,1,2,7,9,4,0.0,0.0,1.0,0.0,0.0,0.0,0
1989,2.0,4.0,46107.0,1,0,531.0,78,31,9,27,16,9,33,1,1,1,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1969,4.0,3.0,94871.0,0,2,33.0,99,169,24,553,188,0,144,1,8,5,4,7,0.0,1.0,1.0,0.0,0.0,0.0,1
1985,2.0,4.0,70596.0,0,0,64.0,68,347,44,534,17,0,26,1,3,5,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0
1976,3.0,5.0,30560.0,1,0,315.0,6,9,1,5,4,5,7,1,1,0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1976,3.0,5.0,65104.0,0,1,448.0,4,738,0,232,13,20,50,2,3,5,7,7,0.0,0.0,0.0,0.0,0.0,0.0,1
1970,0.0,2.0,25959.0,1,1,189.0,1,4,2,12,7,5,26,2,1,2,2,6,0.0,0.0,0.0,0.0,0.0,0.0,1
1965,2.0,5.0,71613.0,0,0,369.0,26,426,49,127,111,21,42,1,8,2,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1965,0.0,2.0,64176.0,0,1,4.0,52,1215,33,249,64,116,149,8,8,9,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1968,2.0,3.0,51287.0,1,1,577.0,10,117,0,22,13,0,30,3,4,1,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1972,2.0,3.0,36026.0,2,1,561.0,34,20,4,10,6,4,17,2,2,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1899,4.0,5.0,83532.0,0,0,403.0,36,755,144,562,104,64,224,1,4,6,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1971,4.0,3.0,78931.0,0,0,430.0,19,331,197,170,58,152,35,1,2,8,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0
1966,3.0,3.0,38179.0,1,1,215.0,30,38,4,22,4,2,20,4,3,1,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1970,2.0,4.0,22585.0,0,0,219.0,23,3,9,15,13,2,39,1,1,1,2,9,1.0,0.0,0.0,0.0,0.0,0.0,1
1978,3.0,3.0,88097.0,1,0,19.0,24,163,0,480,0,126,75,1,6,5,8,9,0.0,1.0,1.0,1.0,0.0,0.0,1
1986,0.0,3.0,7500.0,1,0,182.0,96,1,11,5,4,6,9,2,2,0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1983,3.0,4.0,31788.0,1,0,565.0,15,16,7,23,0,8,6,3,3,0,4,5,0.0,0.0,0.0,0.0,0.0,1.0,0
