family,product-type,steel,carbon,hardness,temper_rolling,condition,formability,strength,non-ageing,surface-finish,surface-quality,enamelability,bc,bf,bt,bw_me,bl,m,chrom,phos,cbond,marvi,exptl,ferro,corr,blue_bright_varn_clean,lustre,jurofm,s,p,shape,thick,width,len,oil,bore,packing,__target__
2.0,0.0,0.0,0,0,1.0,1.0,1.0,0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.6,610.0,4880,2.0,0.0,2.0,2
2.0,0.0,7.0,0,0,1.0,2.0,4.0,500,1.0,0.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.6,609.9,4880,2.0,0.0,2.0,1
2.0,0.0,3.0,0,0,1.0,1.0,1.0,0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.8,610.0,4880,2.0,0.0,2.0,1
2.0,0.0,0.0,0,45,1.0,1.0,4.0,0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.301,1320.0,0,2.0,0.0,2.0,2
2.0,0.0,0.0,0,0,1.0,1.0,1.0,0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.7,610.0,762,2.0,0.0,2.0,2
0.0,0.0,7.0,0,0,1.0,0.0,0.0,0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.6,610.0,0,2.0,0.0,2.0,3
2.0,0.0,3.0,0,0,1.0,1.0,1.0,0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.6,1500.0,612,2.0,0.0,2.0,1
0.0,0.0,0.0,0,0,1.0,2.0,2.0,0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.6,600.1,0,2.0,0.0,2.0,3
2.0,0.0,0.0,0,0,1.0,1.0,2.0,0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.7,610.0,0,2.0,0.0,2.0,2
2.0,0.0,3.0,0,0,1.0,1.0,2.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.6,520.0,762,2.0,0.0,2.0,2
0.0,0.0,0.0,0,0,1.0,2.0,2.0,0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.6,610.0,4880,2.0,0.0,2.0,3
2.0,0.0,0.0,0,85,0.0,2.0,4.0,0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,20.0,0,2.0,0.0,2.0,4
2.0,0.0,0.0,0,60,0.0,2.0,4.0,0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.8,610.0,0,2.0,2.0,2.0,2
2.0,0.0,3.0,0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.4,1320.0,0,2.0,0.0,2.0,2
2.0,0.0,3.0,0,0,1.0,1.0,2.0,0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.8,1320.0,761,2.0,0.0,2.0,1
2.0,0.0,1.0,45,0,1.0,2.0,4.0,0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.2,900.0,0,2.0,0.0,2.0,2
2.0,0.0,0.0,0,0,1.0,1.0,1.0,0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.699,609.9,4880,2.0,0.0,2.0,2
2.0,0.0,7.0,0,0,1.0,1.0,0.0,0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.4,609.9,0,2.0,0.0,2.0,2
2.0,0.0,3.0,0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.901,966.0,0,2.0,0.0,2.0,2
2.0,0.0,0.0,0,45,1.0,1.0,4.0,0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.7,1320.0,0,2.0,0.0,2.0,2
2.0,0.0,0.0,0,0,1.0,1.0,1.0,0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.6,520.0,4880,2.0,0.0,2.0,2
2.0,0.0,0.0,0,60,0.0,2.0,4.0,0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,385.1,0,2.0,0.0,2.0,2
2.0,0.0,3.0,0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.699,375.0,612,2.0,0.0,2.0,2
2.0,0.0,3.0,0,0,1.0,1.0,2.0,0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.8,610.0,762,2.0,0.0,2.0,1
1.0,0.0,0.0,0,0,1.0,1.0,3.0,0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.2,610.0,0,2.0,0.0,2.0,2
2.0,0.0,3.0,0,0,1.0,1.0,1.0,0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.599,610.0,0,2.0,0.0,2.0,1
1.0,0.0,0.0,0,50,0.0,2.0,4.0,0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.451,20.0,0,2.0,0.0,2.0,2
2.0,0.0,0.0,0,60,0.0,2.0,4.0,0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.799,609.9,0,2.0,0.0,2.0,2
2.0,0.0,3.0,0,0,1.0,1.0,1.0,0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.8,1300.0,762,2.0,0.0,2.0,1
2.0,0.0,3.0,0,0,1.0,1.0,1.0,0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.599,1500.0,4170,2.0,0.0,2.0,1
1.0,0.0,0.0,0,70,0.0,2.0,4.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1250.0,0,2.0,0.0,2.0,2
0.0,0.0,7.0,0,0,1.0,0.0,0.0,0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.8,250.0,0,2.0,0.0,2.0,3
2.0,0.0,0.0,0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.6,610.0,0,2.0,0.0,0.0,2
2.0,0.0,0.0,0,60,0.0,2.0,4.0,0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.8,50.0,0,2.0,0.0,2.0,2
2.0,0.0,6.0,0,0,1.0,2.0,4.0,310,1.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,2.5,610.0,4880,2.0,0.0,2.0,2
2.0,0.0,0.0,0,0,1.0,1.0,2.0,0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.2,610.0,762,2.0,0.0,2.0,2
2.0,0.0,6.0,0,0,1.0,2.0,4.0,310,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,2.501,1275.0,4880,2.0,0.0,2.0,2
2.0,0.0,0.0,0,85,0.0,2.0,4.0,0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,610.0,0,2.0,1.0,2.0,4
2.0,0.0,7.0,0,0,1.0,1.0,0.0,0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.301,515.0,610,1.0,0.0,2.0,2
1.0,0.0,0.0,0,0,1.0,1.0,2.0,0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.7,335.0,612,2.0,0.0,2.0,2
1.0,0.0,0.0,0,50,0.0,2.0,4.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.6,1250.0,4880,2.0,0.0,2.0,2
2.0,0.0,3.0,0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.7,1220.0,0,2.0,0.0,2.0,2
2.0,0.0,3.0,0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.699,610.0,0,2.0,0.0,2.0,2
2.0,0.0,0.0,0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.699,1320.0,0,2.0,0.0,2.0,2
2.0,0.0,3.0,0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.7,610.0,0,2.0,0.0,2.0,2
2.0,0.0,0.0,0,45,1.0,1.0,4.0,0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.7,1320.0,0,2.0,0.0,2.0,2
2.0,0.0,0.0,0,0,1.0,1.0,1.0,0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.699,1320.0,4880,0.0,0.0,2.0,2
2.0,0.0,3.0,0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.2,1320.0,611,2.0,0.0,2.0,2
2.0,0.0,6.0,0,0,1.0,2.0,4.0,310,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.6,1274.9,4880,2.0,0.0,2.0,2
2.0,0.0,7.0,0,0,1.0,1.0,0.0,0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.3,20.0,0,2.0,0.0,2.0,2
2.0,0.0,1.0,45,0,1.0,2.0,4.0,0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.2,900.0,0,2.0,0.0,2.0,2
0.0,0.0,0.0,0,0,1.0,2.0,2.0,0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.2,609.9,1,2.0,0.0,2.0,3
2.0,0.0,4.0,70,0,1.0,2.0,4.0,0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.6,1320.0,762,2.0,0.0,2.0,2
2.0,0.0,1.0,55,0,1.0,2.0,4.0,0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,900.0,0,2.0,0.0,2.0,2
2.0,0.0,0.0,0,85,0.0,2.0,4.0,0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,450.0,0,2.0,0.0,2.0,4
2.0,0.0,7.0,0,45,1.0,1.0,4.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.4,1320.0,4170,2.0,0.0,2.0,2
2.0,0.0,0.0,0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.3,1320.0,4880,1.0,0.0,2.0,2
2.0,0.0,3.0,0,0,1.0,1.0,2.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.8,609.9,0,2.0,0.0,2.0,2
2.0,0.0,0.0,0,0,1.0,1.0,1.0,0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.6,610.0,4880,2.0,0.0,2.0,2
2.0,0.0,0.0,0,85,0.0,2.0,4.0,0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.2,610.0,0,1.0,0.0,2.0,4
2.0,0.0,0.0,0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.7,609.9,762,2.0,0.0,2.0,2
2.0,0.0,0.0,0,0,1.0,1.0,2.0,0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.601,1320.0,0,2.0,0.0,2.0,2
2.0,0.0,3.0,0,0,1.0,1.0,2.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.601,610.0,0,2.0,0.0,1.0,2
2.0,0.0,3.0,0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.601,610.0,762,2.0,0.0,2.0,2
2.0,0.0,5.0,0,0,1.0,1.0,1.0,0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.599,610.0,1,2.0,0.0,2.0,1
2.0,0.0,5.0,0,0,1.0,1.0,1.0,0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.7,1320.0,762,2.0,0.0,2.0,2
2.0,0.0,6.0,0,0,1.0,2.0,4.0,310,1.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.6,610.0,762,2.0,0.0,2.0,2
2.0,0.0,3.0,0,0,1.0,1.0,2.0,0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.599,1320.0,762,2.0,0.0,2.0,1
2.0,0.0,3.0,0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.201,50.0,0,2.0,0.0,2.0,2
2.0,0.0,7.0,0,70,0.0,2.0,4.0,0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.6,610.0,0,2.0,2.0,2.0,2
0.0,0.0,0.0,0,0,1.0,2.0,2.0,0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.6,610.0,762,2.0,0.0,2.0,3
2.0,0.0,0.0,0,45,1.0,1.0,4.0,0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.6,610.0,0,2.0,0.0,2.0,2
2.0,0.0,0.0,0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.7,1320.0,0,2.0,0.0,2.0,2
2.0,0.0,7.0,0,0,1.0,1.0,0.0,0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.7,610.0,0,2.0,0.0,2.0,2
2.0,0.0,3.0,0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.699,609.0,612,2.0,0.0,2.0,2
2.0,0.0,3.0,0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.699,1320.0,762,0.0,0.0,2.0,2
2.0,0.0,0.0,0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.2,609.9,0,2.0,0.0,2.0,2
0.0,0.0,0.0,0,0,1.0,2.0,2.0,0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.6,610.0,761,2.0,0.0,2.0,3
2.0,0.0,0.0,0,0,1.0,1.0,1.0,0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,385.1,0,2.0,0.0,2.0,2
1.0,0.0,0.0,0,70,0.0,2.0,4.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.6,610.0,0,2.0,0.0,2.0,2
2.0,0.0,3.0,0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.2,609.9,0,2.0,0.0,2.0,2
2.0,0.0,0.0,0,85,0.0,2.0,4.0,0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.4,20.0,0,2.0,0.0,2.0,4
2.0,0.0,3.0,0,0,1.0,1.0,2.0,0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.599,1320.0,4880,2.0,0.0,2.0,1
2.0,0.0,7.0,0,50,0.0,2.0,4.0,0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.2,1320.0,0,2.0,0.0,2.0,2
1.0,0.0,3.0,0,0,1.0,1.0,2.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.6,610.0,4880,2.0,0.0,2.0,2
2.0,0.0,3.0,0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.2,610.0,0,2.0,0.0,2.0,2
2.0,0.0,0.0,0,45,1.0,1.0,4.0,0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.4,1220.0,300,2.0,0.0,2.0,2
2.0,0.0,3.0,0,0,1.0,1.0,2.0,0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.599,610.0,4880,2.0,0.0,2.0,1
2.0,0.0,3.0,0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.7,1220.0,0,2.0,0.0,2.0,2
2.0,0.0,0.0,0,45,1.0,1.0,4.0,0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.599,610.0,761,2.0,0.0,2.0,2
2.0,0.0,0.0,0,45,1.0,1.0,4.0,0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.699,610.0,0,0.0,0.0,2.0,2
1.0,0.0,3.0,0,0,1.0,0.0,1.0,0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.25,20.0,0,2.0,0.0,2.0,2
2.0,0.0,0.0,0,0,1.0,2.0,4.0,500,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.6,1320.0,0,2.0,0.0,2.0,2
2.0,0.0,5.0,0,0,1.0,1.0,1.0,0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.7,610.0,4880,2.0,0.0,2.0,2
