destination,passenger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,__target__
0.0,0.0,2.0,80,22,0.0,0.0,1.0,7.0,2.0,0.0,5.0,22.0,8.0,5.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1
2.0,0.0,1.0,30,7,1.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
2.0,0.0,2.0,55,7,0.0,0.0,1.0,1.0,3.0,1.0,5.0,23.0,1.0,5.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0
2.0,0.0,0.0,55,7,1.0,0.0,0.0,3.0,1.0,1.0,5.0,24.0,8.0,5.0,5.0,5.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1
2.0,0.0,2.0,55,7,4.0,0.0,0.0,2.0,2.0,0.0,2.0,14.0,4.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
1.0,3.0,1.0,30,14,2.0,1.0,0.0,2.0,1.0,0.0,5.0,5.0,0.0,5.0,3.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0
2.0,0.0,2.0,55,7,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,5.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1
1.0,0.0,2.0,55,14,4.0,0.0,1.0,0.0,3.0,0.0,5.0,22.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.0,0.0,2.0,30,18,1.0,0.0,1.0,0.0,2.0,0.0,5.0,22.0,1.0,5.0,5.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1
1.0,2.0,2.0,80,10,0.0,1.0,1.0,2.0,1.0,1.0,2.0,15.0,7.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0
2.0,0.0,2.0,55,7,4.0,0.0,1.0,0.0,2.0,0.0,2.0,5.0,4.0,5.0,5.0,5.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,1
0.0,0.0,1.0,30,22,4.0,1.0,0.0,3.0,1.0,1.0,2.0,10.0,7.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
1.0,2.0,2.0,80,10,4.0,1.0,0.0,1.0,1.0,1.0,5.0,24.0,5.0,5.0,5.0,3.0,2.0,1.0,5.0,1.0,0.0,0.0,1.0,1
0.0,0.0,2.0,55,18,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,5.0,5.0,5.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0
1.0,1.0,2.0,80,18,2.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,5.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1
0.0,0.0,1.0,30,18,2.0,0.0,0.0,6.0,1.0,1.0,1.0,7.0,1.0,5.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1
1.0,1.0,2.0,80,10,2.0,1.0,1.0,2.0,2.0,0.0,3.0,24.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,0.0,2.0,80,22,4.0,0.0,0.0,4.0,2.0,1.0,1.0,11.0,6.0,5.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1
1.0,1.0,2.0,80,10,1.0,1.0,0.0,0.0,3.0,0.0,1.0,15.0,1.0,5.0,0.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0
1.0,1.0,2.0,80,14,2.0,0.0,0.0,0.0,3.0,0.0,5.0,24.0,1.0,5.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1
1.0,3.0,2.0,30,10,3.0,0.0,0.0,4.0,1.0,1.0,2.0,15.0,6.0,5.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1
1.0,0.0,0.0,55,10,2.0,0.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1
1.0,1.0,2.0,80,18,2.0,0.0,1.0,3.0,3.0,1.0,0.0,24.0,2.0,5.0,5.0,5.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,0
0.0,0.0,2.0,80,18,4.0,0.0,0.0,6.0,2.0,1.0,0.0,20.0,8.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,1.0,0.0,0
0.0,3.0,2.0,30,22,1.0,1.0,1.0,5.0,1.0,1.0,2.0,15.0,7.0,5.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1
0.0,0.0,1.0,30,22,4.0,1.0,0.0,4.0,2.0,1.0,1.0,11.0,6.0,5.0,3.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0
1.0,0.0,2.0,80,22,4.0,0.0,1.0,0.0,2.0,0.0,1.0,24.0,0.0,5.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
2.0,0.0,2.0,55,7,2.0,1.0,0.0,2.0,2.0,0.0,2.0,14.0,4.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1
2.0,0.0,1.0,30,7,4.0,0.0,0.0,4.0,1.0,1.0,2.0,15.0,6.0,5.0,3.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,1
0.0,0.0,2.0,80,18,1.0,1.0,1.0,3.0,3.0,0.0,5.0,6.0,2.0,5.0,5.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,1
2.0,0.0,2.0,80,7,2.0,1.0,0.0,3.0,2.0,1.0,2.0,7.0,3.0,5.0,3.0,5.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0
1.0,0.0,0.0,55,10,0.0,0.0,1.0,1.0,2.0,1.0,4.0,24.0,8.0,5.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1
1.0,1.0,2.0,30,22,1.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,5.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1
1.0,3.0,2.0,30,10,3.0,0.0,0.0,3.0,1.0,0.0,1.0,24.0,2.0,5.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1
1.0,2.0,2.0,55,14,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,1.0,0.0,0.0,1.0,0
0.0,0.0,2.0,80,22,1.0,0.0,1.0,0.0,2.0,0.0,3.0,22.0,4.0,5.0,5.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,1
2.0,0.0,2.0,80,7,3.0,1.0,0.0,6.0,0.0,0.0,2.0,20.0,3.0,5.0,5.0,5.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0
1.0,2.0,2.0,55,18,4.0,1.0,1.0,4.0,1.0,1.0,5.0,3.0,0.0,5.0,3.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1
0.0,0.0,2.0,80,18,2.0,1.0,1.0,1.0,2.0,0.0,3.0,21.0,1.0,5.0,5.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0
1.0,1.0,2.0,80,14,2.0,0.0,0.0,4.0,1.0,1.0,1.0,3.0,0.0,5.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.0,1.0,2.0,80,22,2.0,0.0,0.0,5.0,0.0,1.0,1.0,16.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,0.0,2.0,80,10,2.0,0.0,0.0,6.0,1.0,1.0,1.0,7.0,1.0,5.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1
2.0,0.0,0.0,55,7,4.0,1.0,0.0,1.0,2.0,0.0,5.0,11.0,3.0,5.0,5.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1
2.0,0.0,2.0,80,7,3.0,1.0,0.0,7.0,2.0,0.0,5.0,22.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.0,1.0,2.0,80,14,4.0,0.0,1.0,2.0,2.0,1.0,3.0,15.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1
1.0,1.0,0.0,55,22,0.0,1.0,0.0,6.0,1.0,1.0,5.0,17.0,7.0,5.0,5.0,2.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0
1.0,1.0,2.0,80,14,3.0,1.0,0.0,6.0,1.0,1.0,1.0,7.0,1.0,5.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0
1.0,1.0,1.0,30,10,1.0,0.0,0.0,6.0,2.0,0.0,2.0,7.0,7.0,5.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0
2.0,0.0,0.0,55,7,1.0,0.0,1.0,1.0,2.0,1.0,4.0,24.0,8.0,5.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,55,18,0.0,0.0,1.0,0.0,2.0,0.0,1.0,19.0,2.0,5.0,5.0,5.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,0
0.0,0.0,2.0,30,18,1.0,0.0,1.0,0.0,2.0,0.0,5.0,22.0,8.0,5.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1
1.0,1.0,2.0,80,18,4.0,0.0,1.0,2.0,1.0,1.0,1.0,5.0,6.0,5.0,5.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,1
1.0,1.0,2.0,80,14,2.0,0.0,1.0,1.0,2.0,0.0,5.0,11.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1
0.0,0.0,2.0,80,22,3.0,0.0,1.0,3.0,1.0,1.0,0.0,5.0,0.0,5.0,5.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1
0.0,0.0,2.0,80,18,2.0,1.0,1.0,4.0,0.0,1.0,5.0,23.0,4.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.0,0.0,2.0,80,10,2.0,1.0,1.0,6.0,1.0,1.0,5.0,16.0,5.0,5.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0
1.0,1.0,2.0,55,14,1.0,0.0,0.0,6.0,2.0,0.0,1.0,21.0,2.0,5.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.0,0.0,2.0,30,18,1.0,1.0,0.0,0.0,1.0,1.0,5.0,22.0,1.0,5.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,0
0.0,0.0,2.0,55,18,3.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,3.0,2.0,30,10,3.0,0.0,0.0,2.0,1.0,0.0,5.0,5.0,0.0,5.0,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1
0.0,0.0,2.0,55,18,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,5.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1
1.0,1.0,2.0,80,18,2.0,0.0,1.0,6.0,1.0,0.0,2.0,20.0,4.0,5.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.0,2.0,2.0,55,14,4.0,0.0,0.0,2.0,1.0,1.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,1
0.0,0.0,2.0,80,22,3.0,0.0,1.0,7.0,2.0,0.0,5.0,22.0,2.0,5.0,5.0,5.0,3.0,5.0,4.0,1.0,0.0,0.0,1.0,0
0.0,0.0,2.0,80,18,2.0,0.0,1.0,0.0,2.0,0.0,1.0,22.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1.0,1.0,2.0,80,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,5.0,5.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0
1.0,1.0,1.0,30,10,1.0,0.0,0.0,6.0,1.0,1.0,5.0,17.0,7.0,5.0,5.0,2.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,1
2.0,0.0,1.0,30,7,1.0,0.0,0.0,7.0,3.0,0.0,3.0,22.0,8.0,5.0,5.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0
2.0,0.0,2.0,55,7,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0
1.0,1.0,2.0,55,14,1.0,0.0,0.0,6.0,1.0,1.0,0.0,13.0,0.0,5.0,3.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1
1.0,1.0,2.0,80,14,2.0,0.0,0.0,0.0,2.0,0.0,1.0,16.0,3.0,5.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1
0.0,0.0,2.0,80,18,4.0,1.0,0.0,4.0,1.0,1.0,5.0,1.0,5.0,5.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0
1.0,2.0,2.0,30,22,3.0,1.0,1.0,6.0,1.0,1.0,2.0,7.0,2.0,5.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1
0.0,0.0,2.0,80,18,2.0,1.0,1.0,3.0,1.0,1.0,5.0,15.0,6.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0
2.0,0.0,2.0,55,7,4.0,0.0,0.0,1.0,2.0,0.0,2.0,13.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1
1.0,1.0,2.0,80,14,2.0,1.0,1.0,0.0,1.0,0.0,1.0,15.0,4.0,5.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1
1.0,1.0,2.0,80,14,3.0,0.0,1.0,7.0,2.0,0.0,5.0,22.0,8.0,5.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1
0.0,3.0,2.0,30,22,1.0,1.0,0.0,6.0,1.0,1.0,5.0,1.0,3.0,5.0,5.0,0.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,0
1.0,1.0,2.0,80,18,4.0,1.0,0.0,6.0,0.0,1.0,2.0,20.0,1.0,5.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0
0.0,0.0,2.0,80,18,1.0,1.0,1.0,4.0,0.0,1.0,3.0,21.0,1.0,5.0,5.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1
0.0,3.0,2.0,55,22,0.0,0.0,1.0,1.0,3.0,0.0,5.0,24.0,1.0,5.0,5.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0
0.0,0.0,2.0,55,18,3.0,0.0,0.0,2.0,2.0,0.0,1.0,23.0,2.0,5.0,3.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1
1.0,1.0,2.0,80,18,4.0,1.0,0.0,1.0,3.0,0.0,0.0,4.0,4.0,5.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1
2.0,0.0,2.0,55,7,2.0,0.0,0.0,0.0,1.0,1.0,0.0,24.0,4.0,5.0,5.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1
0.0,0.0,2.0,80,18,1.0,1.0,0.0,0.0,1.0,1.0,5.0,21.0,2.0,5.0,3.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0
2.0,0.0,2.0,80,7,2.0,1.0,0.0,4.0,1.0,1.0,5.0,1.0,5.0,5.0,3.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1
1.0,0.0,0.0,55,10,2.0,0.0,1.0,0.0,2.0,0.0,1.0,22.0,2.0,5.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,1
1.0,1.0,2.0,55,14,2.0,0.0,1.0,3.0,1.0,0.0,2.0,7.0,0.0,5.0,5.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0
0.0,0.0,2.0,80,22,4.0,1.0,0.0,6.0,0.0,1.0,2.0,4.0,2.0,5.0,5.0,0.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0
1.0,1.0,2.0,30,22,4.0,1.0,0.0,6.0,2.0,1.0,1.0,16.0,3.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.0,0.0,2.0,80,22,4.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,4.0,5.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0
2.0,0.0,2.0,80,7,1.0,0.0,0.0,4.0,2.0,1.0,0.0,21.0,2.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1.0,3.0,2.0,80,18,0.0,0.0,1.0,6.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,1.0,3.0,1.0,0.0,0.0,1.0,0
1.0,1.0,2.0,80,10,0.0,0.0,0.0,0.0,2.0,0.0,1.0,22.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.0,0.0,2.0,80,22,4.0,1.0,0.0,6.0,2.0,0.0,2.0,7.0,1.0,5.0,5.0,5.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0
2.0,0.0,2.0,80,7,1.0,1.0,1.0,5.0,1.0,1.0,1.0,7.0,6.0,5.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0
0.0,0.0,2.0,80,18,2.0,1.0,1.0,6.0,4.0,0.0,5.0,6.0,8.0,5.0,5.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0
1.0,3.0,2.0,80,18,4.0,0.0,0.0,7.0,2.0,0.0,3.0,24.0,8.0,5.0,5.0,5.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,1
1.0,1.0,2.0,55,10,4.0,1.0,1.0,0.0,2.0,0.0,5.0,22.0,1.0,5.0,0.0,3.0,1.0,3.0,5.0,1.0,0.0,0.0,1.0,1
2.0,0.0,2.0,80,7,2.0,0.0,0.0,1.0,1.0,0.0,5.0,16.0,6.0,5.0,5.0,5.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0
2.0,0.0,2.0,80,7,4.0,0.0,0.0,0.0,3.0,0.0,1.0,7.0,2.0,5.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,1
2.0,0.0,2.0,80,7,2.0,1.0,0.0,2.0,3.0,1.0,1.0,15.0,2.0,5.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
2.0,0.0,2.0,80,7,3.0,0.0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,5.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1
2.0,0.0,2.0,30,7,0.0,0.0,1.0,0.0,2.0,0.0,1.0,22.0,2.0,5.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0
1.0,2.0,2.0,80,14,2.0,0.0,0.0,0.0,1.0,0.0,5.0,22.0,8.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.0,1.0,2.0,30,22,4.0,1.0,0.0,4.0,3.0,1.0,5.0,24.0,8.0,5.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1
2.0,0.0,2.0,80,7,4.0,0.0,1.0,1.0,2.0,0.0,2.0,5.0,5.0,5.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
2.0,0.0,1.0,30,7,0.0,0.0,1.0,1.0,2.0,1.0,4.0,24.0,8.0,5.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1
1.0,3.0,1.0,30,14,2.0,1.0,1.0,0.0,3.0,0.0,3.0,21.0,3.0,5.0,5.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1
2.0,0.0,1.0,30,7,4.0,1.0,1.0,4.0,1.0,1.0,0.0,8.0,2.0,5.0,5.0,5.0,5.0,0.0,5.0,1.0,1.0,0.0,1.0,0
1.0,1.0,2.0,80,10,0.0,0.0,1.0,0.0,3.0,0.0,5.0,19.0,2.0,5.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1
1.0,3.0,2.0,80,10,2.0,1.0,0.0,6.0,1.0,0.0,5.0,11.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
1.0,0.0,0.0,55,10,2.0,0.0,1.0,0.0,2.0,1.0,5.0,17.0,2.0,5.0,0.0,1.0,3.0,5.0,5.0,1.0,0.0,0.0,1.0,1
2.0,0.0,2.0,80,7,1.0,0.0,1.0,0.0,2.0,0.0,3.0,22.0,4.0,5.0,5.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,1
2.0,0.0,2.0,55,7,2.0,1.0,1.0,0.0,2.0,0.0,1.0,22.0,0.0,5.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0
2.0,0.0,2.0,55,7,2.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,4.0,5.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1
1.0,1.0,2.0,80,18,4.0,1.0,1.0,0.0,1.0,0.0,5.0,7.0,2.0,5.0,5.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0
1.0,3.0,0.0,55,10,1.0,1.0,0.0,2.0,1.0,0.0,5.0,5.0,0.0,5.0,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1
1.0,3.0,0.0,55,10,1.0,1.0,0.0,6.0,2.0,0.0,2.0,7.0,7.0,5.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0
1.0,1.0,2.0,55,14,2.0,1.0,1.0,4.0,2.0,0.0,3.0,12.0,1.0,5.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,1
0.0,0.0,2.0,55,18,0.0,0.0,0.0,6.0,1.0,1.0,5.0,7.0,2.0,5.0,5.0,3.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0
1.0,1.0,2.0,80,18,4.0,1.0,0.0,1.0,2.0,0.0,2.0,13.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1
1.0,1.0,2.0,80,10,0.0,0.0,1.0,4.0,2.0,0.0,5.0,21.0,3.0,5.0,5.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1
0.0,0.0,2.0,80,18,2.0,0.0,0.0,4.0,2.0,1.0,0.0,21.0,2.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
2.0,0.0,2.0,55,7,2.0,1.0,0.0,5.0,2.0,1.0,2.0,15.0,6.0,5.0,5.0,5.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0
1.0,3.0,2.0,80,10,2.0,0.0,0.0,3.0,3.0,0.0,2.0,13.0,5.0,5.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1
0.0,3.0,2.0,80,18,2.0,0.0,1.0,0.0,3.0,0.0,3.0,21.0,3.0,5.0,5.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1
1.0,3.0,2.0,80,18,4.0,0.0,0.0,1.0,3.0,0.0,5.0,15.0,3.0,5.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1
2.0,0.0,2.0,80,7,2.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,4.0,5.0,5.0,3.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1
2.0,0.0,2.0,80,7,1.0,1.0,1.0,4.0,2.0,0.0,5.0,21.0,3.0,5.0,5.0,5.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0
1.0,0.0,2.0,55,10,2.0,1.0,0.0,2.0,2.0,0.0,1.0,23.0,2.0,5.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1
1.0,1.0,2.0,80,18,4.0,1.0,1.0,1.0,2.0,0.0,1.0,24.0,1.0,5.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0
0.0,0.0,2.0,80,22,1.0,0.0,0.0,7.0,3.0,0.0,5.0,22.0,2.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1.0,1.0,2.0,80,14,2.0,1.0,0.0,1.0,2.0,0.0,1.0,10.0,3.0,5.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1
0.0,0.0,2.0,55,18,0.0,0.0,1.0,6.0,3.0,1.0,1.0,17.0,0.0,5.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1.0,1.0,2.0,80,14,3.0,1.0,0.0,4.0,1.0,1.0,1.0,17.0,0.0,5.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.0,1.0,2.0,55,14,1.0,0.0,0.0,0.0,2.0,0.0,1.0,22.0,5.0,5.0,5.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1
1.0,1.0,2.0,80,10,0.0,0.0,1.0,1.0,2.0,0.0,2.0,21.0,1.0,2.0,3.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1
0.0,0.0,2.0,80,18,0.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,4.0,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0
1.0,1.0,2.0,80,10,0.0,0.0,1.0,2.0,2.0,0.0,1.0,24.0,8.0,5.0,3.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,0
1.0,2.0,2.0,80,10,2.0,0.0,0.0,6.0,1.0,1.0,3.0,20.0,6.0,5.0,5.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0
0.0,0.0,2.0,55,18,3.0,0.0,1.0,3.0,3.0,1.0,5.0,24.0,7.0,5.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1
1.0,1.0,2.0,80,14,2.0,1.0,0.0,0.0,2.0,0.0,1.0,16.0,3.0,5.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1
1.0,3.0,2.0,80,10,0.0,1.0,0.0,6.0,1.0,0.0,5.0,11.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
2.0,0.0,2.0,80,7,1.0,0.0,0.0,1.0,3.0,0.0,5.0,22.0,2.0,5.0,5.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1
0.0,0.0,1.0,30,18,2.0,0.0,1.0,6.0,1.0,1.0,2.0,7.0,7.0,5.0,5.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,1
1.0,1.0,2.0,55,10,4.0,1.0,1.0,3.0,2.0,0.0,5.0,16.0,2.0,5.0,3.0,5.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,1
