Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,__target__
1109.0,35,4.1,18.536562,73.896485,18.596562,73.956485,2.0,2.0,34
1284.0,38,4.6,0.0,0.0,0.07,0.07,2.0,3.0,26
90.0,38,5.0,0.0,0.0,0.04,0.04,1.0,2.0,30
1308.0,15,1.0,0.0,0.0,0.07,0.07,3.0,3.0,27
571.0,20,4.7,17.430448,78.418213,17.480448,78.468213,1.0,3.0,22
1058.0,37,4.4,12.310972,76.659264,12.340972,76.689264,1.0,2.0,31
1216.0,36,5.0,21.175104,72.804342,21.225104,72.854342,3.0,3.0,31
787.0,39,4.9,10.028047,76.310019,10.048047,76.330019,3.0,2.0,28
1029.0,23,4.8,12.299524,76.64262,12.409524,76.75262,3.0,3.0,18
579.0,29,4.7,17.426228,78.407495,17.496228,78.477495,1.0,2.0,10
1206.0,25,4.6,21.186608,72.794136,21.256608,72.864136,2.0,2.0,25
672.0,28,5.0,26.902328,75.794257,26.942328,75.834257,0.0,3.0,21
1042.0,38,3.6,12.325461,76.632278,12.405461,76.712278,1.0,2.0,34
1007.0,30,4.6,19.120083,72.907385,19.150083,72.937385,1.0,3.0,27
592.0,34,4.6,17.450851,78.379347,17.580851,78.509347,0.0,2.0,39
618.0,26,4.7,22.728163,75.884212,22.738163,75.894212,3.0,2.0,13
1105.0,39,3.7,18.53408,73.89852,18.66408,74.02852,1.0,3.0,32
335.0,35,4.8,12.972793,80.249982,13.002793,80.279982,3.0,2.0,21
409.0,29,4.7,11.026117,76.944652,11.046117,76.964652,3.0,2.0,14
709.0,20,4.9,26.892312,75.806896,27.022313,75.936896,0.0,2.0,11
431.0,30,4.1,30.335259,78.053162,30.475259,78.193162,0.0,3.0,49
645.0,39,4.8,22.744648,75.894377,22.784648,75.934377,1.0,2.0,32
203.0,37,4.9,12.978453,77.643685,13.068453,77.733685,3.0,3.0,27
1019.0,29,4.6,19.103249,72.846749,19.193249,72.936749,1.0,2.0,25
402.0,28,4.6,11.006686,76.951736,11.046686,76.991736,3.0,2.0,14
1200.0,31,4.9,21.17106,72.789292,21.18106,72.799292,1.0,2.0,22
431.0,27,4.7,30.335259,78.053162,30.475259,78.193162,3.0,2.0,19
181.0,30,4.9,12.933298,77.614293,13.063298,77.744293,1.0,2.0,42
1020.0,31,5.0,12.321214,76.621094,12.431214,76.731094,1.0,2.0,29
185.0,35,4.6,12.933284,77.615428,12.993284,77.675428,0.0,2.0,21
603.0,20,4.9,22.695207,75.866059,22.805207,75.976059,2.0,2.0,27
17.0,20,4.8,27.201725,78.007553,27.261725,78.067553,3.0,2.0,18
378.0,33,4.7,11.021278,76.995017,11.091278,77.065017,2.0,3.0,30
997.0,31,4.2,19.178321,72.834715,19.228321,72.884715,0.0,2.0,32
1158.0,20,4.6,23.357804,85.325146,23.427804,85.395146,0.0,1.0,26
641.0,39,4.5,22.761593,75.886362,22.851593,75.976362,2.0,1.0,34
1096.0,26,4.9,18.543626,73.905101,18.673626,74.035101,1.0,2.0,12
1294.0,31,3.9,0.0,0.0,0.13,0.13,2.0,3.0,39
651.0,23,4.6,22.753839,75.897429,22.863838,76.007429,1.0,1.0,18
375.0,35,4.6,11.022169,76.999594,11.132169,77.109594,1.0,3.0,29
1205.0,26,4.0,21.186438,72.794115,21.276438,72.884115,3.0,2.0,32
575.0,29,4.6,17.429585,78.392621,17.519585,78.482621,2.0,3.0,34
310.0,30,5.0,13.091809,80.219104,13.111809,80.239104,2.0,2.0,28
1255.0,27,4.1,21.149669,72.772629,21.229669,72.852629,0.0,2.0,32
231.0,24,4.6,12.913041,77.683237,13.023041,77.793237,1.0,2.0,27
1191.0,23,4.9,23.351489,85.324253,23.461489,85.434253,0.0,2.0,33
368.0,32,4.7,11.022477,76.995667,11.082477,77.055667,2.0,2.0,30
545.0,25,4.4,17.410371,78.437225,17.470371,78.497225,1.0,2.0,15
399.0,28,4.8,11.003681,76.975525,11.113681,77.085525,1.0,3.0,14
374.0,37,4.8,11.024839,77.007003,11.054839,77.037003,2.0,3.0,26
211.0,29,4.6,12.934365,77.616155,13.064365,77.746155,3.0,2.0,24
1183.0,28,4.8,23.369746,85.33982,23.389746,85.35982,2.0,1.0,14
1140.0,36,4.8,23.354422,85.3329,23.424422,85.4029,0.0,3.0,25
1090.0,31,4.7,18.554382,73.798206,18.604382,73.848206,0.0,2.0,25
91.0,22,4.9,0.0,0.0,0.02,0.02,3.0,3.0,11
1043.0,37,4.6,12.325461,76.632278,12.355461,76.662278,1.0,3.0,23
1312.0,30,4.8,0.0,0.0,0.02,0.02,2.0,1.0,19
810.0,25,4.3,10.006881,76.345397,10.116881,76.455397,1.0,2.0,33
707.0,36,3.6,26.849596,75.800512,26.939596,75.890512,1.0,3.0,34
911.0,31,4.7,30.88722,75.804893,30.91722,75.834893,1.0,2.0,21
1115.0,26,4.8,18.520016,73.830547,18.580016,73.890547,2.0,3.0,19
846.0,38,4.9,22.514585,88.39331,22.554585,88.43331,0.0,2.0,34
218.0,31,4.1,12.935662,77.61413,12.965662,77.64413,3.0,2.0,32
1308.0,26,4.8,0.0,0.0,0.04,0.04,2.0,2.0,11
672.0,38,4.8,26.902328,75.794257,26.942328,75.834257,2.0,1.0,18
133.0,29,4.6,-19.876106,-75.340775,20.006106,75.470775,3.0,3.0,34
580.0,21,4.5,17.426228,78.407495,17.476228,78.457495,1.0,2.0,21
417.0,29,4.6,-10.994136,76.963303,11.064136,77.033303,3.0,1.0,19
579.0,29,4.7,17.426228,78.407495,17.536228,78.517495,0.0,2.0,29
1201.0,34,4.5,21.17106,72.789292,21.19106,72.809292,3.0,3.0,15
357.0,27,4.7,12.975996,80.221898,13.015996,80.261898,1.0,2.0,16
1017.0,23,4.9,19.103249,72.846749,19.113249,72.856749,1.0,3.0,15
369.0,37,4.6,11.025083,77.015393,11.065083,77.055393,2.0,3.0,19
171.0,37,4.7,19.888716,75.321461,19.958716,75.391461,0.0,2.0,24
5.0,29,4.6,27.161661,78.011544,27.251661,78.101544,2.0,1.0,11
1134.0,35,3.5,18.563934,73.915367,18.673935,74.025367,1.0,2.0,31
654.0,34,5.0,22.745536,75.893106,22.855536,76.003106,1.0,2.0,42
669.0,27,5.0,26.913483,75.803139,26.983483,75.873139,3.0,2.0,18
963.0,38,5.0,19.12663,72.829976,19.19663,72.899976,2.0,2.0,29
629.0,31,4.2,22.725835,75.887648,22.785835,75.947648,1.0,2.0,34
634.0,29,4.8,22.74806,75.8934,22.76806,75.9134,2.0,2.0,16
1226.0,31,4.0,21.173343,72.792731,21.263343,72.882731,1.0,2.0,54
704.0,26,5.0,26.891191,75.802083,26.981191,75.892083,0.0,3.0,14
1147.0,34,5.0,0.0,0.0,0.08,0.08,3.0,3.0,42
1207.0,39,4.4,21.186608,72.794136,21.316608,72.924136,1.0,3.0,34
1095.0,29,4.9,18.543626,73.905101,18.613626,73.975101,0.0,3.0,30
14.0,37,5.0,27.195928,77.998092,27.225928,78.028092,3.0,2.0,26
932.0,31,4.5,30.893081,75.821495,31.033081,75.961495,1.0,2.0,23
353.0,24,4.8,12.981615,80.231598,13.071615,80.321598,1.0,3.0,25
1274.0,29,4.8,0.0,0.0,0.06,0.06,0.0,2.0,27
345.0,24,4.5,13.049645,80.242268,13.089645,80.282268,2.0,2.0,23
761.0,37,4.4,26.463504,80.372929,26.553504,80.462929,3.0,1.0,36
355.0,30,4.8,12.986047,80.218114,13.116047,80.348114,3.0,2.0,33
1089.0,36,4.9,18.554382,73.798206,18.664382,73.908206,0.0,3.0,24
604.0,24,4.7,22.695207,75.866059,22.825207,75.996059,1.0,3.0,18
1052.0,33,4.8,12.323225,76.630028,12.353225,76.660028,3.0,3.0,31
699.0,29,4.9,26.88842,75.800689,26.99842,75.910689,1.0,2.0,14
863.0,33,4.7,22.547186,88.35068,22.577185,88.38068,1.0,2.0,42
594.0,37,4.3,17.458998,78.500366,17.568998,78.610366,1.0,1.0,39
327.0,34,4.9,13.044694,80.26147,13.084694,80.30147,3.0,3.0,25
1103.0,29,4.6,18.546947,73.900626,18.636947,73.990626,2.0,2.0,24
198.0,30,4.1,12.979096,77.640625,13.019096,77.680625,1.0,2.0,37
564.0,20,4.7,17.438263,78.397865,17.478263,78.437865,2.0,2.0,18
363.0,29,4.9,11.016298,76.972076,11.086298,77.042076,3.0,2.0,23
1012.0,29,4.6,19.1093,72.825451,19.1893,72.905451,1.0,2.0,23
317.0,21,4.8,13.058616,80.264151,13.118616,80.324151,3.0,2.0,28
983.0,20,4.5,19.091458,72.827808,19.151458,72.887808,0.0,3.0,25
184.0,21,5.0,12.933284,77.615428,12.983284,77.665428,3.0,2.0,11
1123.0,29,4.6,18.636215,73.751081,18.656215,73.771081,2.0,2.0,15
346.0,36,4.5,13.049645,80.242268,13.129645,80.322268,3.0,3.0,37
1116.0,37,4.6,18.56245,73.916619,18.67245,74.026619,3.0,2.0,44
188.0,20,4.8,12.970221,77.645396,13.000221,77.675396,3.0,3.0,14
1001.0,27,4.8,19.1813,72.836191,19.2113,72.866191,2.0,2.0,26
1155.0,38,4.3,23.355164,85.324097,23.465164,85.434097,1.0,2.0,36
701.0,37,4.9,26.88842,75.800689,26.97842,75.890689,3.0,3.0,21
1129.0,24,4.7,18.530963,73.828972,18.610963,73.908972,1.0,3.0,24
1203.0,30,4.7,21.186438,72.794115,21.256438,72.864115,1.0,3.0,28
1032.0,29,4.9,12.3085,76.665808,12.3185,76.675808,1.0,3.0,14
548.0,28,4.6,17.41233,78.449654,17.47233,78.509654,1.0,2.0,20
1044.0,31,5.0,12.297954,76.665169,12.307954,76.675169,2.0,2.0,28
680.0,25,4.6,26.911927,75.797282,27.051927,75.937282,3.0,2.0,25
584.0,32,4.3,17.45971,78.368855,17.48971,78.398855,0.0,2.0,30
1003.0,25,4.7,19.176269,72.836721,19.196269,72.856721,1.0,2.0,16
360.0,39,4.8,11.003008,76.97544,11.113008,77.08544,3.0,2.0,15
270.0,24,4.6,23.233219,77.433571,23.303219,77.503571,2.0,3.0,28
421.0,28,4.9,30.328174,78.049117,30.348174,78.069117,1.0,2.0,12
1032.0,38,4.7,12.3085,76.665808,12.3485,76.705808,2.0,2.0,23
789.0,23,5.0,10.020683,76.310631,10.090683,76.380631,1.0,3.0,30
1101.0,20,5.0,18.546947,73.900626,18.586947,73.940626,3.0,3.0,27
918.0,37,4.6,30.895204,75.822103,30.965204,75.892103,1.0,2.0,40
458.0,21,4.4,30.366322,78.070453,30.456322,78.160453,0.0,2.0,34
670.0,32,4.3,26.913483,75.803139,27.043483,75.933139,3.0,2.0,54
1176.0,35,4.3,23.374989,85.335486,23.384989,85.345486,2.0,2.0,23
1079.0,35,4.6,12.337978,76.616792,12.367978,76.646792,3.0,3.0,27
1245.0,38,4.5,21.160437,72.774209,21.270437,72.884209,0.0,2.0,43
650.0,36,4.9,22.761226,75.887522,22.821226,75.947522,0.0,3.0,35
1071.0,38,4.8,12.337928,76.617889,12.447928,76.727889,2.0,2.0,24
327.0,39,4.8,13.044694,80.26147,13.114694,80.33147,0.0,2.0,25
262.0,32,4.6,0.0,0.0,0.05,0.05,1.0,2.0,37
1176.0,38,4.6,23.374989,85.335486,23.384989,85.345486,1.0,2.0,21
765.0,27,4.8,26.482581,80.315628,26.492581,80.325628,0.0,3.0,14
702.0,32,4.8,26.891191,75.802083,27.001191,75.912083,2.0,1.0,23
404.0,21,4.6,11.006686,76.951736,11.066686,77.011736,0.0,2.0,14
1045.0,37,4.9,12.297954,76.665169,12.347954,76.715169,2.0,3.0,24
578.0,32,4.9,17.431477,78.40035,17.491477,78.46035,1.0,2.0,38
615.0,36,4.9,22.727021,75.884167,22.837021,75.994167,0.0,1.0,28
1234.0,30,4.5,21.183434,72.814492,21.313434,72.944492,1.0,2.0,19
1281.0,36,4.7,0.0,0.0,0.07,0.07,0.0,2.0,43
590.0,29,5.0,17.451976,78.385883,17.541976,78.475883,1.0,3.0,21
956.0,25,4.9,30.902872,75.826808,30.992872,75.916808,1.0,3.0,29
1246.0,31,4.4,21.160437,72.774209,21.240437,72.854209,0.0,2.0,41
1082.0,38,4.1,18.539299,73.897902,18.599299,73.957902,3.0,2.0,32
200.0,30,4.4,12.979096,77.640625,13.009096,77.670625,2.0,3.0,33
569.0,21,4.5,17.431668,78.408321,17.521668,78.498321,3.0,3.0,11
1141.0,32,4.8,23.354422,85.3329,23.434422,85.4129,0.0,2.0,26
976.0,37,5.0,18.927584,72.832585,19.057584,72.962585,2.0,2.0,28
640.0,21,4.9,22.761593,75.886362,22.841593,75.966362,3.0,2.0,19
349.0,39,4.9,13.045479,80.23311,13.125479,80.31311,1.0,2.0,24
1245.0,36,4.7,21.160437,72.774209,21.200437,72.814209,0.0,3.0,15
962.0,22,4.7,19.003517,72.82765,19.093517,72.91765,1.0,1.0,12
1122.0,33,4.2,18.636215,73.751081,18.646215,73.761081,0.0,2.0,24
1072.0,36,4.9,12.337928,76.617889,12.387928,76.667889,1.0,3.0,24
26.0,25,4.6,27.160934,78.044095,27.190934,78.074095,1.0,3.0,22
332.0,27,5.0,13.064181,80.236442,13.154181,80.326442,1.0,3.0,18
24.0,37,4.9,27.160934,78.044095,27.200934,78.084095,3.0,2.0,49
1213.0,37,4.5,21.173493,72.801953,21.193493,72.821953,3.0,3.0,27
681.0,35,4.7,26.766536,75.837333,26.776536,75.847333,1.0,1.0,19
998.0,20,4.5,19.178321,72.834715,19.238321,72.894715,3.0,2.0,18
395.0,25,4.5,11.000762,76.981876,11.060762,77.041876,1.0,1.0,22
31.0,34,4.7,27.163303,78.057044,27.293303,78.187044,0.0,3.0,27
724.0,29,4.4,26.483672,80.320708,26.613672,80.450708,2.0,2.0,37
753.0,39,5.0,26.492106,80.327797,26.502106,80.337797,3.0,1.0,11
988.0,27,4.8,18.994049,72.825203,19.014049,72.845203,3.0,3.0,16
804.0,33,4.8,9.985497,76.276999,10.055497,76.346999,3.0,2.0,40
1046.0,26,4.6,12.297954,76.665169,12.327954,76.695169,0.0,3.0,13
208.0,34,4.7,12.934179,77.615797,12.984179,77.665797,2.0,3.0,30
504.0,24,4.6,15.556561,73.763633,15.626561,73.833633,2.0,2.0,35
718.0,37,4.4,26.956431,75.776649,27.006431,75.826649,3.0,2.0,32
997.0,37,4.6,19.178321,72.834715,19.198321,72.854715,0.0,1.0,28
1309.0,26,4.6,0.0,0.0,0.08,0.08,0.0,2.0,36
652.0,22,4.8,22.753839,75.897429,22.773839,75.917429,1.0,2.0,19
556.0,27,4.3,17.433809,78.386744,17.453809,78.406744,3.0,2.0,28
546.0,22,4.5,17.41233,78.449654,17.45233,78.489654,3.0,3.0,14
1075.0,33,4.7,12.334022,76.618203,12.354022,76.638203,2.0,1.0,26
1128.0,26,4.8,18.530963,73.828972,18.570963,73.868972,0.0,1.0,26
1102.0,32,4.7,18.546947,73.900626,18.566947,73.920626,3.0,2.0,17
374.0,31,4.6,11.024839,77.007003,11.114839,77.097003,1.0,2.0,45
547.0,34,4.9,17.41233,78.449654,17.49233,78.529654,0.0,1.0,44
1263.0,34,4.9,22.307898,73.167788,22.417898,73.277788,1.0,1.0,24
384.0,31,4.7,11.001852,76.976268,11.071852,77.046268,1.0,3.0,24
1150.0,23,4.7,0.0,0.0,0.08,0.08,0.0,2.0,32
368.0,38,4.8,11.022477,76.995667,11.082477,77.055667,3.0,2.0,30
1311.0,31,4.9,0.0,0.0,0.07,0.07,1.0,3.0,25
700.0,30,4.5,26.88842,75.800689,26.93842,75.850689,3.0,3.0,23
1281.0,26,4.6,0.0,0.0,0.01,0.01,1.0,3.0,13
193.0,24,4.6,12.98041,77.640489,13.06041,77.720489,3.0,1.0,24
1238.0,26,4.7,21.170096,72.789122,21.200096,72.819122,1.0,2.0,11
417.0,34,4.9,10.994136,76.963303,11.064136,77.033303,0.0,3.0,31
1245.0,29,4.6,21.160437,72.774209,21.200437,72.814209,1.0,2.0,44
364.0,21,4.6,11.016298,76.972076,11.146298,77.102076,1.0,2.0,29
1100.0,21,5.0,18.546258,73.904337,18.606258,73.964337,3.0,2.0,20
671.0,31,5.0,26.913483,75.803139,26.943483,75.833139,1.0,2.0,28
975.0,38,4.6,18.927584,72.832585,19.037584,72.942585,3.0,2.0,33
607.0,34,4.7,22.651847,75.881991,22.671847,75.901991,3.0,1.0,26
666.0,38,3.8,26.914142,75.805704,27.024142,75.915704,2.0,2.0,37
1117.0,32,4.3,18.56245,73.916619,18.64245,73.996619,3.0,2.0,54
1276.0,33,4.6,22.310526,73.170937,22.390526,73.250937,2.0,2.0,18
546.0,29,4.6,17.41233,78.449654,17.48233,78.519654,0.0,1.0,25
237.0,34,4.5,12.972161,77.596014,13.082161,77.706014,1.0,3.0,15
649.0,33,4.6,22.761226,75.887522,22.841226,75.967522,0.0,2.0,41
310.0,26,4.1,13.091809,80.219104,13.141809,80.269104,1.0,2.0,18
1188.0,25,4.8,23.374878,85.335739,23.444878,85.405739,3.0,2.0,28
1038.0,37,4.8,12.323994,76.626167,12.393994,76.696167,3.0,2.0,50
1258.0,20,4.8,21.15276,72.778059,21.17276,72.798059,3.0,2.0,18
1180.0,21,5.0,0.0,0.0,0.08,0.08,2.0,2.0,25
1245.0,25,5.0,21.160437,72.774209,21.200437,72.814209,2.0,2.0,32
334.0,27,4.9,12.972793,80.249982,12.992793,80.269982,0.0,3.0,17
1092.0,29,4.6,18.51421,73.838429,18.58421,73.908429,0.0,2.0,23
590.0,29,5.0,17.451976,78.385883,17.511976,78.445883,3.0,3.0,27
655.0,30,5.0,22.745536,75.893106,22.765536,75.913106,3.0,3.0,38
69.0,23,4.8,25.451517,81.832616,25.491517,81.872616,2.0,3.0,26
1200.0,30,4.8,21.17106,72.789292,21.24106,72.859292,1.0,2.0,35
1154.0,27,4.9,23.359033,85.325347,23.389033,85.355347,1.0,2.0,23
1003.0,31,5.0,19.176269,72.836721,19.196269,72.856721,0.0,1.0,18
1233.0,20,4.8,21.183434,72.814492,21.223434,72.854492,1.0,1.0,25
737.0,32,4.6,26.479108,80.315042,26.509108,80.345042,3.0,3.0,15
1083.0,29,4.8,18.569156,73.774723,18.579156,73.784723,1.0,3.0,16
1155.0,33,4.8,23.355164,85.324097,23.425164,85.394097,0.0,2.0,46
1086.0,24,4.6,18.55144,73.804855,18.66144,73.914855,2.0,3.0,20
369.0,35,4.2,11.025083,77.015393,11.035083,77.025393,1.0,2.0,31
1039.0,33,4.9,12.323994,76.626167,12.403994,76.706167,2.0,1.0,18
1007.0,24,4.6,19.120083,72.907385,19.210083,72.997385,0.0,1.0,21
584.0,35,4.0,17.45971,78.368855,17.51971,78.428855,0.0,3.0,33
1293.0,27,4.9,0.0,0.0,0.11,0.11,1.0,3.0,22
1093.0,31,4.9,18.51421,73.838429,18.53421,73.858429,1.0,2.0,26
1217.0,29,4.6,-21.175104,-72.804342,21.205104,72.834342,3.0,3.0,24
975.0,35,4.9,18.927584,72.832585,18.937584,72.842585,2.0,3.0,18
937.0,26,4.8,30.893234,75.82172,30.913234,75.84172,1.0,2.0,14
545.0,35,4.3,17.410371,78.437225,17.500371,78.527225,1.0,2.0,44
616.0,27,4.9,22.727021,75.884167,22.807021,75.964167,3.0,3.0,26
644.0,29,4.6,22.760072,75.892574,22.820072,75.952574,0.0,3.0,23
27.0,37,5.0,0.0,0.0,0.07,0.07,0.0,2.0,44
1076.0,32,4.6,12.334022,76.618203,12.364022,76.648203,2.0,1.0,31
1254.0,36,4.9,21.149669,72.772629,21.189669,72.812629,2.0,2.0,31
1228.0,35,4.6,21.175975,72.795503,21.195975,72.815503,3.0,3.0,17
691.0,29,4.6,26.90294,75.793007,26.92294,75.813007,1.0,3.0,14
685.0,36,4.9,26.910262,75.783013,26.990262,75.863013,1.0,2.0,36
366.0,25,4.6,11.022477,76.995667,11.032477,77.005667,3.0,2.0,15
605.0,21,4.8,22.695207,75.866059,22.755207,75.926059,3.0,3.0,14
1096.0,28,5.0,18.543626,73.905101,18.623626,73.985101,0.0,2.0,30
1062.0,31,4.2,12.352058,76.60665,12.362058,76.61665,2.0,2.0,34
1079.0,22,4.7,12.337978,76.616792,12.397978,76.676792,1.0,2.0,16
1002.0,27,4.6,19.176269,72.836721,19.246269,72.906721,2.0,3.0,26
1149.0,31,4.1,0.0,0.0,0.04,0.04,1.0,3.0,31
330.0,20,4.9,13.064181,80.236442,13.174181,80.346442,1.0,1.0,27
678.0,28,4.5,26.911927,75.797282,26.981927,75.867282,0.0,3.0,16
1315.0,22,4.5,22.311844,73.165081,22.391844,73.245081,0.0,2.0,16
202.0,39,4.0,12.978453,77.643685,13.108453,77.773685,1.0,3.0,39
635.0,33,4.5,22.74806,75.8934,22.77806,75.9234,1.0,2.0,25
605.0,36,4.5,22.695207,75.866059,22.755207,75.926059,2.0,3.0,18
1060.0,32,4.8,0.0,0.0,0.05,0.05,0.0,3.0,27
354.0,24,4.7,12.986047,80.218114,13.056047,80.288114,2.0,3.0,15
1203.0,39,4.2,21.186438,72.794115,21.226438,72.834115,3.0,1.0,32
643.0,33,4.7,22.760072,75.892574,22.810072,75.942574,3.0,3.0,33
193.0,33,5.0,12.98041,77.640489,13.03041,77.690489,3.0,1.0,30
1233.0,22,4.7,21.183434,72.814492,21.293434,72.924492,0.0,3.0,14
1104.0,27,4.1,18.53408,73.89852,18.60408,73.96852,3.0,2.0,34
1056.0,21,4.9,12.310972,76.659264,12.420972,76.769264,1.0,3.0,21
1095.0,36,4.8,18.543626,73.905101,18.613626,73.975101,0.0,2.0,25
613.0,33,4.7,22.753659,75.903365,22.883659,76.033365,3.0,2.0,40
595.0,25,4.9,17.458998,78.500366,17.508998,78.550366,2.0,3.0,17
1180.0,36,4.3,0.0,0.0,0.13,0.13,1.0,3.0,35
694.0,28,4.7,26.902908,75.792934,26.982908,75.872934,3.0,3.0,27
356.0,34,5.0,12.986047,80.218114,13.016047,80.248114,3.0,2.0,29
665.0,34,4.9,26.90519,75.810753,26.93519,75.840753,3.0,1.0,22
201.0,32,4.1,12.978453,77.643685,13.088453,77.753685,2.0,2.0,40
962.0,38,4.5,19.003517,72.82765,19.063517,72.88765,0.0,2.0,28
640.0,37,4.5,22.761593,75.886362,22.781593,75.906362,2.0,3.0,17
1255.0,38,4.6,21.149669,72.772629,21.199669,72.822629,2.0,3.0,28
43.0,38,4.8,0.0,0.0,0.05,0.05,2.0,2.0,22
1237.0,20,4.7,21.170096,72.789122,21.300096,72.919122,1.0,3.0,15
976.0,24,4.1,18.927584,72.832585,18.947584,72.852585,3.0,2.0,18
513.0,23,5.0,15.516833,73.768172,15.556833,73.808172,0.0,1.0,25
995.0,32,4.8,19.207222,72.972281,19.297222,73.062281,3.0,3.0,23
573.0,37,4.5,17.429585,78.392621,17.499585,78.462621,2.0,2.0,23
1135.0,21,4.2,18.563934,73.915367,18.643935,73.995367,2.0,3.0,43
406.0,38,4.3,11.010375,76.95295,11.030375,76.97295,2.0,3.0,37
1016.0,20,4.7,19.131141,72.813074,19.19114,72.873074,1.0,3.0,19
1287.0,20,4.5,0.0,0.0,0.01,0.01,0.0,2.0,27
1078.0,36,4.1,12.337978,76.616792,12.417978,76.696792,1.0,1.0,43
630.0,32,4.7,22.751234,75.88949,22.861234,75.99949,1.0,2.0,36
1134.0,22,4.6,18.563934,73.915367,18.603935,73.955367,3.0,2.0,19
878.0,20,4.7,22.553227,88.353273,22.583227,88.383273,3.0,2.0,25
649.0,21,4.9,22.761226,75.887522,22.781226,75.907522,3.0,3.0,11
790.0,39,4.0,10.020683,76.310631,10.150683,76.440631,3.0,2.0,49
88.0,21,5.0,0.0,0.0,0.13,0.13,0.0,3.0,15
1082.0,29,4.8,18.539299,73.897902,18.599299,73.957902,3.0,2.0,27
568.0,29,4.6,17.431668,78.408321,17.511668,78.488321,2.0,2.0,35
357.0,24,4.5,12.975996,80.221898,13.085996,80.331898,1.0,2.0,27
496.0,35,4.6,0.0,0.0,0.05,0.05,3.0,2.0,28
1107.0,26,4.7,18.536562,73.896485,18.646562,74.006485,1.0,2.0,17
115.0,29,4.6,-25.457116,-81.859682,25.537116,81.939682,1.0,3.0,30
134.0,36,4.7,19.876106,75.340775,19.936106,75.400775,0.0,2.0,29
71.0,28,4.7,25.451517,81.832616,25.541517,81.922616,2.0,2.0,39
1204.0,22,4.9,21.186438,72.794115,21.206438,72.814115,2.0,3.0,16
1311.0,32,4.3,0.0,0.0,0.04,0.04,3.0,2.0,31
981.0,22,4.7,19.091458,72.827808,19.161458,72.897808,2.0,3.0,28
1065.0,27,4.6,12.316967,76.603067,12.386967,76.673067,3.0,3.0,27
1300.0,32,4.8,22.311603,73.165012,22.441603,73.295012,1.0,2.0,16
318.0,31,4.9,13.054347,80.257221,13.094347,80.297221,3.0,2.0,47
553.0,34,4.0,17.411028,78.329645,17.491028,78.409645,1.0,2.0,44
872.0,32,4.2,22.577821,88.400581,22.667821,88.490581,2.0,2.0,32
682.0,39,4.5,26.766536,75.837333,26.816536,75.887333,1.0,2.0,15
203.0,25,4.8,12.978453,77.643685,13.038453,77.703685,3.0,2.0,24
48.0,26,4.7,27.157772,78.04725,27.267772,78.15725,1.0,2.0,36
578.0,35,5.0,17.431477,78.40035,17.491477,78.46035,1.0,2.0,27
389.0,21,4.8,11.008638,76.984311,11.068638,77.044311,2.0,3.0,10
544.0,23,4.8,17.410371,78.437225,17.490371,78.517225,2.0,2.0,34
1173.0,27,4.8,0.0,0.0,0.04,0.04,0.0,2.0,15
54.0,38,4.8,0.0,0.0,0.04,0.04,3.0,2.0,18
1100.0,31,4.7,18.546258,73.904337,18.576258,73.934337,3.0,3.0,18
637.0,32,4.6,22.745049,75.892471,22.875049,76.022471,0.0,2.0,26
1080.0,35,4.6,18.539299,73.897902,18.549299,73.907902,0.0,2.0,27
1146.0,30,4.7,0.0,0.0,0.11,0.11,1.0,2.0,30
1268.0,20,4.7,0.0,0.0,0.03,0.03,3.0,3.0,11
562.0,34,5.0,17.424114,78.347554,17.554114,78.477554,0.0,2.0,45
1265.0,23,4.8,22.307898,73.167788,22.367898,73.227788,2.0,2.0,23
1152.0,36,4.7,23.359033,85.325347,23.429033,85.395347,3.0,3.0,35
196.0,32,4.9,12.970324,77.645748,13.100324,77.775748,0.0,2.0,41
986.0,24,4.6,19.065838,72.832658,19.095838,72.862658,2.0,3.0,11
1008.0,35,5.0,19.121999,72.908493,19.161999,72.948493,2.0,1.0,32
184.0,24,4.6,12.933284,77.615428,12.953284,77.635428,0.0,3.0,19
972.0,36,4.4,19.254567,72.848923,19.294567,72.888923,0.0,3.0,32
414.0,38,4.8,11.022298,76.998349,11.062298,77.038349,3.0,2.0,27
873.0,34,4.2,22.551084,88.354127,22.591084,88.394127,2.0,3.0,31
406.0,33,5.0,11.010375,76.95295,11.140375,77.08295,3.0,2.0,54
1151.0,36,4.8,0.0,0.0,0.06,0.06,0.0,2.0,28
1264.0,20,4.9,22.307898,73.167788,22.437898,73.297788,2.0,2.0,21
205.0,21,4.9,12.906229,77.596791,12.986229,77.676791,1.0,3.0,18
555.0,31,4.8,17.433809,78.386744,17.503809,78.456744,1.0,2.0,30
951.0,28,4.8,30.890184,75.829615,30.900184,75.839615,1.0,3.0,15
774.0,28,4.9,26.49095,80.318656,26.56095,80.388656,1.0,2.0,15
570.0,32,4.7,17.430448,78.418213,17.440448,78.428213,3.0,3.0,28
1186.0,29,4.6,23.371292,85.327872,23.391292,85.347872,3.0,3.0,21
719.0,20,4.8,26.956431,75.776649,26.986431,75.806649,2.0,2.0,18
140.0,20,5.0,19.874449,75.360232,19.964449,75.450232,1.0,2.0,28
874.0,26,4.9,22.551084,88.354127,22.601084,88.404127,0.0,3.0,13
