net_profit_to_total_assets,total_liabilities_to_total_assets,working_capital_to_total_assets,current_assets_to_short_term_liabilities,liquidity_days_ratio,retained_earnings_to_total_assets,ebit_to_total_assets,book_value_equity_to_total_liabilities,sales_to_total_assets,equity_to_total_assets,extended_profit_to_total_assets,gross_profit_to_short_term_liabilities,gross_profit_plus_depreciation_to_sales,gross_profit_plus_interest_to_total_assets,liabilities_days_ratio,gross_profit_plus_depreciation_to_total_liabilities,total_assets_to_total_liabilities,gross_profit_to_total_assets,gross_profit_to_sales,inventory_days_ratio,sales_growth_ratio,operating_profit_to_total_assets,net_profit_to_sales,three_year_gross_profit_to_total_assets,equity_minus_share_capital_to_total_assets,net_profit_plus_depreciation_to_total_liabilities,operating_profit_to_financial_expenses,working_capital_to_fixed_assets,log_total_assets,net_liabilities_to_sales,gross_profit_plus_interest_to_sales,current_liabilities_days_ratio,operating_expenses_to_short_term_liabilities,operating_expenses_to_total_liabilities,sales_profit_to_total_assets,total_sales_to_total_assets,current_assets_minus_inventories_to_long_term_liabilities,constant_capital_to_total_assets,sales_profit_to_sales,liquid_assets_to_short_term_liabilities,liabilities_to_adjusted_operating_profit,operating_profit_to_sales,receivables_plus_inventory_turnover_days,receivables_days_ratio,net_profit_to_inventory,current_assets_minus_inventory_to_short_term_liabilities,inventory_days_cost_ratio,ebitda_to_total_assets,ebitda_to_sales,current_assets_to_total_liabilities,short_term_liabilities_to_total_assets,short_term_liabilities_days_cost_ratio,equity_to_fixed_assets,constant_capital_to_fixed_assets,working_capital_absolute,gross_margin,adjusted_liquidity_ratio,total_costs_to_total_sales,long_term_liabilities_to_equity,inventory_turnover_ratio,receivables_turnover_ratio,short_term_liabilities_days_ratio,sales_to_short_term_liabilities,sales_to_fixed_assets,__target__
-0.021351,0.81255,-0.13268,0.83555,-56.04,-0.030486,-0.021351,0.23069,2.1602,0.18745,-0.008012,-0.026463,0.012868,-0.021351,10669.0,0.03421,1.2307,-0.021351,-0.009884,29.954,1.0463,-0.008987,-0.009884,-0.02794,0.0033,0.03421,-0.6737,-0.4072,5.5783,0.36979,-0.004947,135.72,2.6894,2.6705,-0.009754,2.1602,3331.3,0.1876,-0.004515,0.042032,0.67439,-0.00416,108.18,78.227,-0.12044,0.61584,29.819,-0.058136,-0.026912,0.82969,0.80685,0.37183,0.57528,0.57574,-50243.0,-0.004515,-0.11391,1.0099,0.000796,12.185,4.6659,136.33,2.6773,6.6297,0
0.030101,0.043144,0.58628,15.15,1194.7,0.6245,0.030101,22.178,0.21409,0.95686,0.030497,0.7265,0.22504,0.030101,326.85,1.1167,23.178,0.030101,0.1406,46.495,0.22869,0.027533,0.1406,0.3041,0.6546,1.1167,69.525,1.5748,3.6559,-1.8212,0.1406,81.233,4.4933,4.315,0.027922,0.21409,3.6564,0.95686,0.13042,10.48,0.03153,0.1286,329.84,283.35,1.1037,14.492,53.468,0.009455,0.044162,14.549,0.041433,0.22256,2.5702,2.5702,2654.4,0.13042,0.031458,0.86132,0.0,7.8503,1.2882,70.638,5.1672,0.57507,0
0.32913,0.52227,0.51126,2.1136,74.632,0.0,0.40735,0.91471,1.8513,0.47773,0.43216,0.88727,0.22767,0.40735,452.3,0.80699,1.9147,0.40735,0.22004,31.937,1.014,0.42878,0.17779,0.44561,0.44075,0.65724,17.276,17.249,4.3351,0.010708,0.22013,99.254,3.6774,3.2326,0.16296,1.8513,3.6564,0.47773,0.088028,1.0992,0.039307,0.23161,91.821,59.884,2.0319,1.7608,35.02,0.41465,0.22398,1.858,0.4591,0.27193,16.117,16.117,11060.0,0.088028,0.68896,0.80827,0.0,11.429,6.0951,90.517,4.0324,62.458,0
0.07542,0.30117,0.41765,2.3951,75.01,0.12371,0.10058,1.8614,1.0844,0.5606,0.10058,0.33598,0.08189,0.10058,799.06,0.45678,3.3204,0.10058,0.059873,19.679,1.3723,0.097165,0.044895,0.16738,0.5606,0.37324,0.62718,1.4759,4.4215,0.080558,0.059873,70.531,5.175,0.32263,0.097165,1.7144,347.47,0.5624,0.057839,0.59402,0.073808,0.057839,117.15,97.473,0.83272,2.0926,21.339,0.060177,0.035822,2.3808,0.29936,0.19324,1.981,1.9874,11022.0,0.077794,0.13453,0.92221,0.003216,18.548,3.7446,65.044,5.6116,5.9365,0
0.16169,0.59243,0.40265,1.6804,-39.452,0.0,0.20252,0.68796,2.3401,0.40757,0.23244,0.34223,0.087834,0.20252,1052.0,0.34695,1.688,0.20252,0.086543,2.7816,1.3103,0.22681,0.069095,0.16319,0.38327,0.27803,7.5817,72.299,3.3133,0.25316,0.086543,102.29,3.5682,3.5642,0.22859,2.3401,3.6564,0.40757,0.097681,1.0408,0.085922,0.096923,59.042,56.26,9.0666,1.6503,3.0827,0.22379,0.095632,1.6786,0.59178,0.28026,73.182,73.182,828.48,0.097682,0.39672,0.91425,0.0,131.22,6.4877,92.302,3.9544,420.19,0
0.01358,0.087148,0.51814,6.9456,73.526,-0.036782,0.013112,9.0748,1.0121,0.79085,0.013112,0.15046,0.046701,0.013112,808.05,0.4517,11.475,0.013112,0.015556,110.98,0.99521,0.012101,0.016111,-0.053178,0.79085,0.45707,0.1453,1.3127,4.3199,-0.048582,0.015556,38.195,9.5563,0.13885,0.012101,0.86557,3.6564,0.79085,0.014356,2.5844,0.074704,0.014356,164.58,53.599,0.052987,4.0047,112.32,-0.014152,-0.016789,6.9456,0.087148,0.10464,2.0036,2.0036,10824.0,0.01199,0.017171,0.98801,0.0,3.289,6.8098,37.737,9.6723,2.1355,0
0.037837,0.15503,0.23378,3.1113,40.06,0.12154,0.050549,4.8296,1.0148,0.74874,0.050549,0.45651,0.10945,0.050549,410.73,0.88866,6.4504,0.050549,0.040159,30.028,1.1447,0.052298,0.03006,0.1556,0.74874,0.80667,0.42164,0.35664,4.4583,0.10072,0.040159,32.585,11.201,0.33734,0.052298,1.3064,5.439,0.79304,0.041549,0.27245,0.036532,0.041549,91.151,61.124,0.3654,2.1761,30.473,-0.034922,-0.027744,2.2222,0.11073,0.089274,1.1422,1.2098,6716.1,0.014605,0.050535,0.98539,0.059167,12.155,5.9715,32.109,11.368,1.9202,0
-0.20355,0.071021,0.40068,6.6417,34.478,0.21268,-0.20133,13.08,0.84865,0.92898,-0.088793,-2.8348,-0.10866,-0.20133,-281.11,-1.2984,14.08,-0.20133,-0.23724,0.0,0.63124,-0.17354,-0.23985,0.83696,0.6417,-1.3297,-1.542,0.75845,2.2407,-0.067622,-0.23724,25.311,14.421,14.421,-0.17554,0.84865,3.6564,0.92898,-0.20685,6.2158,-0.036746,-0.20449,13.011,13.011,0.255145,6.6417,0.0,-0.28266,-0.33306,6.6417,0.071021,0.069344,1.7585,1.7585,69.737,-0.20684,-0.21911,1.2152,0.0,9.0395,28.054,30.546,11.949,1.6064,0
0.1003,0.72077,0.28598,1.5356,42.587,-0.022721,0.1003,0.31217,0.8276,0.225,0.1003,0.18785,0.22491,0.1003,1498.8,0.24352,1.3874,0.1003,0.12852,59.606,1.2231,0.16386,0.12852,0.011102,0.225,0.24352,1.7376,1.588,4.6385,0.83118,0.12852,206.67,1.7661,0.22733,0.16386,1.0218,3.7061,0.41184,0.20996,0.2397,0.099115,0.20996,323.61,264.01,0.78697,1.2969,49.33,0.088628,0.11357,1.1375,0.53393,0.56621,1.2494,2.2869,12441.0,-0.20831,0.44576,1.2083,0.83041,6.1235,1.3825,249.72,1.4617,4.3334,0
0.18823,0.47309,-0.17202,0.39709,-60.562,0.042539,0.23505,1.1138,1.6671,0.52691,0.24645,0.82383,0.1706,0.23505,607.13,0.60119,2.1138,0.23505,0.14099,13.288,3.1894,0.24645,0.1129,0.3454,0.42608,0.50221,21.626,-0.194,3.3192,0.28048,0.14783,72.689,5.0214,3.0284,0.23446,1.6671,0.28013,0.71468,0.14064,0.019228,0.05331,0.14783,23.603,10.315,3.1012,0.18436,15.463,0.19708,0.11822,0.23948,0.28532,0.19915,0.59424,0.806,-358.77,0.14064,0.35722,0.86002,0.35636,27.468,35.385,62.466,5.8432,1.8802,0
0.009325,0.34702,0.096503,1.285,-8.8471,0.051547,0.013544,1.3036,0.99542,0.45238,0.013544,0.039995,0.041058,0.013544,1381.3,0.26425,2.8817,0.013544,0.006064,22.971,1.0813,0.019835,0.004175,0.063343,0.45238,0.25209,0.088403,0.17084,5.114,0.15044,0.006064,55.089,6.6256,0.057158,0.019835,2.2695,35.167,0.46076,0.008881,0.0596,0.11643,0.008881,67.816,44.845,0.066346,0.86991,22.865,-0.05832,-0.026113,1.254,0.33864,0.15093,0.80088,0.81571,12547.0,-0.004599,0.020614,1.0046,0.018517,15.89,8.1391,55.343,6.5953,3.9539,0
0.011698,0.51203,0.013899,1.0327,-488.77,0.0,0.011698,0.95301,0.57283,0.48797,0.018452,0.027484,0.10902,0.011698,2992.7,0.12196,1.953,0.011698,0.020421,61.212,1.1656,0.0,0.020421,0.05785,0.22362,0.12196,0.0,0.024798,4.6363,0.88546,0.052001,775.85,0.47045,0.39107,0.003968,0.57283,5.8509,0.54667,0.006928,0.29509,0.3363,0.0,200.03,138.82,0.12177,0.80695,175.11,-0.050751,-0.088596,0.8584,0.42563,2.1256,0.87064,0.97538,601.58,0.65044,0.023973,0.36228,0.1203,5.9629,2.6293,271.2,1.3459,1.022,0
0.03443,0.3744,0.17403,1.5577,0.5984,0.11647,0.043425,1.6709,1.0312,0.6256,0.043425,0.13916,0.040195,0.043425,1958.1,0.18641,2.6709,0.043425,0.025009,33.675,1.2496,0.05332,0.019829,0.14674,0.6256,0.16238,0.31667,0.33864,5.2734,0.20029,0.025009,67.642,5.396,0.14241,0.05332,1.7716,5.226,0.68795,0.030708,0.12089,0.15447,0.030708,94.25,60.575,0.21492,1.0443,34.726,0.026953,0.015523,1.2983,0.31205,0.18532,1.2173,1.3386,32659.0,0.03026,0.055035,0.96974,0.099678,10.839,6.0256,65.596,5.5644,3.3786,0
0.001756,0.75316,0.20163,1.276,4.8274,0.0,0.0027,0.32774,2.2101,0.24684,0.016712,0.003696,0.001222,0.0027,101810.0,0.003585,1.3277,0.0027,0.001222,23.912,1.0371,0.013247,0.000795,0.24708,0.18491,0.002332,1.1874,2.9704,3.9071,0.3285,0.005775,132.8,3.0367,2.9453,0.022925,2.2323,60.885,0.25977,0.010373,0.074262,1.8951,0.005994,144.99,121.07,0.01213,0.27247,23.823,0.013247,0.005994,1.2376,0.73049,0.3293,3.6364,3.8269,1628.0,0.091515,0.007115,0.91346,0.052388,15.264,3.0147,120.64,3.0254,32.558,1
0.13064,0.55216,0.020922,1.0379,-15.755,0.62635,0.16252,0.69727,1.0737,0.38501,0.16252,0.29434,0.079384,0.16252,1103.6,0.33073,1.8111,0.16252,0.070649,16.965,1.0351,0.15415,0.056789,0.69037,0.38501,0.27299,0.71942,0.049008,5.8491,0.16265,0.070649,94.062,3.8804,0.27917,0.15415,2.3362,3.6564,0.38501,0.067007,0.33485,0.10419,0.067007,61.593,44.628,1.2218,0.84424,18.215,0.13405,0.058272,1.0379,0.55216,0.2577,0.90183,0.90183,14780.0,0.068598,0.33931,0.9314,0.0,21.515,8.1788,87.609,4.1662,5.3885,0
0.027934,0.53464,0.25092,1.4877,15.678,0.037005,0.03791,0.86894,1.0102,0.46457,0.03791,0.073686,0.013937,0.03791,3013.3,0.12113,1.8704,0.03791,0.008159,4.0026,1.2726,0.039603,0.006012,0.05183,0.46457,0.10247,0.086099,1.0696,4.0036,0.079648,0.008159,40.825,8.9405,0.074075,0.039603,4.6588,35.451,0.48472,0.008523,0.32141,0.2645,0.008523,47.135,43.132,0.54821,1.3887,4.0433,0.012753,0.002745,1.4316,0.51449,0.11185,1.9803,2.0662,2529.9,0.010073,0.060129,0.98993,0.043381,91.191,8.4624,40.414,9.0315,19.807,0
0.037703,0.64414,0.019048,1.0353,-84.279,0.0,0.038186,0.55246,1.8883,0.35586,0.10508,0.07069,0.03884,0.038186,3205.6,0.11386,1.5525,0.038186,0.020222,83.797,1.1244,0.10501,0.019966,0.071955,0.31745,0.11311,1.5699,0.043215,4.1124,0.33325,0.029826,108.82,3.3543,2.813,0.076375,1.8883,1.2112,0.45965,0.040445,0.030222,0.15318,0.05561,104.94,21.143,0.086967,0.23271,87.33,0.069854,0.036992,0.8682,0.54019,0.29812,0.80738,1.0429,246.71,0.040445,0.10595,0.98009,0.29166,4.3557,17.263,104.41,3.4957,4.2843,0
0.003834,0.35315,0.30659,1.8837,-12.094,0.0,0.005975,1.8316,2.3302,0.64685,0.02921,0.017223,0.033583,0.005975,1647.2,0.22159,2.8316,0.005975,0.002564,52.743,0.75948,0.02921,0.001645,0.054581,0.46797,0.21553,1.2572,0.88489,3.3818,0.11303,0.012535,55.13,6.6208,6.504,0.033286,2.3302,3.6564,0.64685,0.014285,0.38737,0.11599,0.012535,81.316,28.573,0.011385,0.91317,53.507,-0.043071,-0.018484,1.8505,0.34693,0.15104,1.8669,1.8669,738.58,0.014285,0.005927,0.99745,0.0,6.9204,12.774,54.342,6.7167,6.7254,0
0.004826,0.38058,0.16173,1.6295,14.572,0.0,0.004826,1.6276,1.3569,0.61942,0.009978,0.018784,0.035942,0.004826,2848.4,0.12814,2.6276,0.004826,0.003556,27.938,1.4173,0.00767,0.003556,0.031409,0.37254,0.12814,1.4885,0.2782,3.6075,0.21401,0.003556,67.443,5.412,3.6533,-0.033501,1.3569,13.69,0.64241,-0.02469,0.36422,0.24579,0.005653,87.444,59.507,0.046464,1.2253,27.265,-0.036273,-0.026733,1.1,0.25691,0.18478,1.0655,1.105,655.1,-0.02469,0.007791,0.99666,0.037122,13.065,6.1338,69.108,5.2816,2.3339,0
0.072157,0.76936,-0.006516,0.99153,-78.714,0.000227,0.072157,0.29978,2.4975,0.23064,0.12114,0.093788,0.050602,0.072157,2222.1,0.16426,1.2998,0.072157,0.028892,73.726,1.2707,0.10327,0.028892,0.14453,0.16502,0.16426,2.1082,-0.027474,3.4134,0.30705,0.038147,117.44,3.108,3.108,0.10629,2.4975,3.6564,0.23064,0.042557,0.003276,0.16284,0.041351,111.12,37.394,0.14304,0.33584,77.003,0.049053,0.019641,0.99153,0.76936,0.32175,0.97253,0.97253,-16.88,0.042557,0.31285,0.97132,0.0,4.9508,9.761,112.44,3.2462,10.531,0
0.185,0.067347,0.97193,35.62,3600.9,0.007534,0.20022,13.848,0.044384,0.9326,0.23113,7.1319,4.8532,0.20022,114.12,3.1984,14.848,0.20022,4.5111,0.0,0.086974,0.098954,4.1682,0.16251,0.92524,2.9724,3.2011,0.5269,3.9109,0.60653,4.7538,124.92,4.0021,1.6683,-0.037644,0.3433,3.6564,0.9326,-0.84815,1.4386,0.019669,2.2295,7891.6,7891.6,0.255145,1.4386,0.0,0.083771,1.8874,14.848,0.028074,0.24987,1.28,1.428,7917.3,-0.84815,0.19837,0.32727,0.0,9.0395,0.046252,230.87,1.581,4.0983,1
0.17658,0.49397,0.16988,1.6329,-70.475,0.0,0.049097,0.98762,0.85943,0.48785,0.0728,0.18292,0.092036,0.049097,2279.4,0.16013,2.0244,0.049097,0.057127,44.956,1.098,0.064194,0.20546,0.13994,0.47832,0.41821,2.7083,0.30243,5.5154,0.37296,0.057127,157.74,2.3663,1.2858,0.067048,0.85943,1.4738,0.71341,0.078014,0.90887,0.1748,0.074694,82.535,37.579,1.6681,1.2385,60.833,0.034192,0.039785,0.88728,0.26841,0.42261,0.86851,1.2701,55665.0,0.27734,0.36195,0.76659,0.46235,8.119,9.7129,113.99,3.2019,1.53,0
0.070005,0.56528,0.40065,1.7174,-29.195,0.21286,0.08741,0.76167,1.0677,0.43055,0.08741,0.15651,0.054546,0.08741,1992.4,0.1832,1.769,0.08741,0.046041,104.43,1.2347,0.10213,0.036874,0.26525,0.43055,0.15241,0.57437,9.8055,4.6748,0.23712,0.046041,114.64,3.184,0.18068,0.10213,1.9173,61.246,0.43735,0.053797,0.20673,0.15712,0.053797,162.2,57.77,0.12888,0.74477,111.5,0.085987,0.045292,1.6968,0.55849,0.31408,10.537,10.704,18946.0,0.063379,0.16259,0.93662,0.015773,3.4951,6.3182,107.37,3.3994,46.464,0
0.014256,0.7342,0.20719,1.2847,-54.713,0.0,0.026711,0.36203,1.8829,0.2658,0.097698,0.036699,0.026357,0.026711,5399.7,0.067596,1.362,0.026711,0.014186,91.277,1.2396,0.085205,0.007571,0.24751,0.26184,0.050632,1.2003,3.1888,4.4018,0.36723,0.019006,148.09,2.4647,2.4434,0.089009,1.8829,72.86,0.27217,0.047272,0.066247,0.22635,0.045251,171.91,80.628,0.030275,0.63772,95.806,0.062286,0.033079,1.2735,0.72783,0.40572,4.0908,4.1888,5226.2,0.047272,0.053634,0.986,0.023967,3.9988,4.527,141.09,2.587,28.979,0
0.034968,0.20982,0.48075,3.2913,-6.279,0.087362,0.048056,3.3191,1.0383,0.6964,0.048056,0.22904,0.068872,0.048056,779.42,0.4683,4.7661,0.048056,0.033684,123.38,1.0155,0.049012,0.02451,0.11269,0.6964,0.40592,0.3567,1.5536,3.9594,0.11866,0.033684,55.735,6.5488,0.23359,0.049012,1.4538,3.6564,0.6964,0.034355,0.29601,0.069528,0.034355,160.79,37.404,0.072508,0.9928,128.11,-0.001189,-0.000834,3.2913,0.20982,0.1527,2.2506,2.2506,4378.2,0.03687,0.050212,0.96313,0.0,2.9583,9.7583,53.68,6.7995,4.6105,0
0.095993,0.36521,0.40008,2.2422,12.534,0.034461,0.12228,1.1608,1.0719,0.42394,0.12228,0.37968,0.068806,0.12228,738.07,0.49453,2.7382,0.12228,0.046586,43.744,1.1276,0.14239,0.03657,0.043435,0.42394,0.42255,0.58144,1.4399,4.1527,0.13465,0.046586,48.004,7.6035,0.38988,0.14239,2.6533,9.4478,0.46708,0.054245,0.043569,0.059822,0.054245,98.466,54.721,0.30514,1.2654,46.889,0.084062,0.032025,1.9774,0.32207,0.13152,1.5258,1.681,5686.6,0.067064,0.22643,0.93294,0.10175,8.3439,6.6702,44.785,8.1501,9.447,0
0.10824,0.15266,0.1754,2.149,5.6863,0.0,0.11998,5.5505,3.4121,0.84734,0.13928,0.78592,0.041772,0.11998,390.95,0.93362,6.5505,0.11998,0.035163,13.18,0.92496,0.084212,0.031724,1.364,0.7633,0.85674,4.3628,0.26104,3.3077,0.039955,0.035163,16.747,21.795,21.795,0.084828,3.4121,3.6564,0.84734,0.024861,0.10699,0.047665,0.024681,33.347,20.167,0.87857,1.3419,13.516,0.061665,0.018072,2.149,0.15266,0.045882,1.261,1.261,356.21,0.024861,0.12775,0.9654,0.0,27.694,18.099,16.331,22.351,5.078,0
0.33437,0.33825,0.45058,2.3761,27.044,0.32851,0.33437,1.9564,4.1782,0.66175,0.34707,1.0212,0.092584,0.33437,319.16,1.1436,2.9564,0.33437,0.080027,13.07,1.6737,0.34605,0.080027,0.45664,0.58118,1.1436,27.251,2.0297,3.4827,0.004511,0.081625,31.087,11.741,11.365,0.33386,4.1782,3.6564,0.66175,0.079906,1.0247,0.028293,0.082822,38.655,25.586,2.2349,1.9192,14.205,0.29358,0.070266,2.3001,0.32743,0.085171,2.981,2.981,1369.2,0.079906,0.50529,0.92026,0.0,27.927,14.266,28.603,12.761,18.822,0
0.27453,0.40951,0.28728,1.7015,-30.889,0.0,0.28155,1.4419,1.895,0.59049,0.30977,0.68752,0.17011,0.28155,463.7,0.78715,2.4419,0.28155,0.14858,80.47,1.128,0.30898,0.14487,0.14828,0.58115,0.77001,10.947,0.94747,3.7289,0.15232,0.14893,86.664,4.2117,4.2117,0.17022,1.895,3.6564,0.59049,0.089827,0.32931,0.039026,0.16305,108.24,27.768,0.65713,0.68135,88.412,0.26818,0.14152,1.7015,0.40951,0.23744,1.9475,1.9475,1538.8,0.089827,0.46492,0.86189,0.0,4.5359,13.144,78.879,4.6273,6.2497,0
0.007122,0.40944,0.19571,1.8087,-138.98,0.0,0.014888,1.4424,0.49149,0.59056,0.044719,0.06152,0.064637,0.014888,4704.2,0.07759,2.4424,0.014888,0.030292,267.52,0.71481,0.035313,0.014491,0.13871,0.51658,0.058623,1.1838,0.34805,3.4531,0.81506,0.053558,191.0,1.911,1.1295,0.029014,0.49149,0.46274,0.758,0.059032,0.067543,0.26149,0.071849,312.92,45.4,0.019772,0.32016,284.3,0.018433,0.037504,1.069,0.242,0.52328,1.0503,1.348,555.49,0.059032,0.01206,0.97065,0.28352,1.3644,8.0397,179.72,2.0309,0.87407,0
-0.052152,0.95045,-0.72869,0.22921,-290.53,-0.080422,-0.048509,0.02181,1.0541,0.020729,-0.048509,-0.051312,0.002399,-0.048509,137620.0,0.002652,1.0521,-0.048509,-0.046168,10.25,1.0639,0.055188,-0.049635,-0.059795,0.020729,-0.00118,0.55367,-0.93027,4.0143,0.82461,-0.046168,346.19,1.0543,0.058064,0.055188,1.0574,36.872,0.025806,0.052524,0.094188,0.29419,0.052524,44.343,34.093,-1.7675,0.198,10.805,0.004157,0.003957,0.22799,0.94538,0.94846,0.026464,0.032945,-7530.0,0.051356,-2.5158,0.94864,0.2449,35.61,10.706,328.41,1.1114,1.3414,0
0.29956,0.61356,0.74201,5.2002,48.173,-0.25432,0.29956,0.62984,1.9966,0.38644,0.29956,1.6957,0.20225,0.29956,554.59,0.65815,1.6298,0.29956,0.15004,102.32,1.1168,0.0,0.15004,0.58364,0.045236,0.65815,0.97606,9.123,3.768,0.27516,0.33713,44.573,8.1888,2.3578,0.004462,1.9966,0.82302,0.82263,0.002235,0.37869,0.19617,0.0,155.72,53.399,0.53524,2.0321,141.21,-0.10426,-0.052218,1.4973,0.17666,0.12212,4.7513,10.114,4349.3,0.27544,0.77516,0.73252,1.1287,3.5674,6.8353,32.296,11.302,24.548,0
0.095594,0.22535,0.51864,3.3015,35.635,0.17526,0.12338,3.2053,1.0659,0.7223,0.12338,0.54752,0.077349,0.12338,464.65,0.78554,4.4376,0.12338,0.053912,48.443,1.3472,0.11157,0.041771,0.23609,0.7223,0.66223,0.51967,2.0258,4.1311,0.05332,0.053912,38.31,9.5275,0.49512,0.11157,2.3069,3.6564,0.7223,0.048752,0.49258,0.044844,0.048752,100.95,52.51,0.31472,1.9536,51.638,0.057936,0.025316,3.3015,0.22535,0.10496,2.8213,2.8213,7014.8,0.061864,0.13235,0.93814,0.0,7.5346,6.951,35.94,10.156,8.9391,0
0.15029,0.79214,0.14051,1.1774,-120.92,0.29277,0.19564,0.25219,1.2433,0.19977,0.19564,0.24697,0.18547,0.19564,1289.1,0.28315,1.2624,0.19564,0.16177,117.56,1.8376,0.20428,0.12427,0.37009,0.19977,0.2259,2.1001,2.0863,4.5693,0.37003,0.16177,297.24,1.228,0.25788,0.20428,1.2585,3.6564,0.19977,0.16892,0.52106,0.1118,0.16892,156.91,39.354,0.38584,0.68567,146.16,0.17562,0.14522,1.1774,0.79214,0.81436,2.9663,2.9663,5211.6,0.19567,0.75231,0.80433,0.0,3.1048,9.2748,239.08,1.5267,17.957,0
-0.01863,0.7897,0.027074,1.0475,-59.498,0.030856,-0.01776,0.24637,1.0167,0.19456,-0.01776,-0.031163,0.000324,-0.01776,286040.0,0.001276,1.2663,-0.01776,-0.00571,62.044,1.1445,0.022639,-0.00599,0.043854,0.19456,0.000175,0.074,0.067179,4.4579,0.24465,-0.00571,67.995,5.368,0.028667,0.022639,3.1125,0.31069,0.41435,0.007279,0.052063,0.62702,0.007279,66.576,4.5318,-0.035237,0.11982,63.078,0.003871,0.001245,0.75596,0.56991,0.18629,0.48276,1.0281,777.0,0.016385,-0.095755,0.98362,1.1297,5.8829,80.542,66.881,5.4575,7.7174,0
0.15512,0.61998,0.22418,1.6514,-9.6545,-0.42358,0.19226,0.61294,2.0858,0.38001,0.19856,0.55862,0.16707,0.19226,649.39,0.56207,1.6129,0.19226,0.092175,16.737,1.2792,0.19103,0.074371,-0.18815,0.27166,0.50217,30.318,0.51934,3.8412,0.26017,0.095196,88.957,4.1107,2.2819,0.67363,2.0858,3.6564,0.38001,0.32296,0.69601,0.059515,0.091585,57.538,40.801,1.6219,1.3735,24.675,0.034809,0.016689,0.9167,0.34416,0.24327,0.88036,0.88036,1.6514,0.32296,0.4082,0.67621,0.0,21.808,8.9458,60.227,6.0604,4.832,0
-0.27581,0.43848,0.50385,2.1805,20.697,0.0,-0.27581,1.2806,2.8213,0.56152,-0.16635,-0.64623,-0.095535,-0.27581,-593.78,-0.6147,2.2806,-0.27581,-0.09776,42.604,0.5484,-0.26317,-0.09776,-0.13955,0.52003,-0.6147,-2.4043,7.2658,3.4649,0.098538,-0.093487,52.15,6.999,6.8126,-0.16588,2.8213,3.6564,0.56152,-0.058795,0.3834,-0.056895,-0.093279,99.231,56.627,-0.83754,1.4089,40.238,-0.26945,-0.095503,2.1224,0.4268,0.14288,8.0974,8.0974,1469.6,-0.058795,-0.49119,1.0943,0.0,8.5673,6.4457,55.216,6.6104,40.685,0
0.0833,0.17193,0.29371,3.15,42.193,0.0,0.0833,4.8164,1.4589,0.82807,0.087279,0.60977,0.061675,0.0833,697.45,0.52334,5.8164,0.0833,0.0571,23.496,1.0536,0.005077,0.0571,0.27021,0.4652,0.52334,1.2758,0.51557,3.8799,0.074459,0.11527,43.327,8.4649,6.726,0.014763,1.4589,3.6564,0.82807,0.010119,0.93954,0.48763,0.00348,75.551,52.055,0.88701,2.4625,29.642,-0.001599,-0.001096,2.5029,0.13661,0.11813,1.4536,1.4536,2227.5,0.21113,0.10059,0.7954,0.0,15.534,7.0118,34.179,10.679,2.5608,0
0.098103,0.3502,0.29208,2.3803,42.623,0.0,0.098103,1.8555,1.286,0.6498,0.099928,0.46362,0.10625,0.098103,935.52,0.39016,2.8555,0.098103,0.076288,50.013,1.1849,0.0,0.076288,0.2565,0.6049,0.39016,0.0,0.58848,5.4481,0.26302,0.17121,78.315,4.6607,2.8162,0.00764,1.286,3.1779,0.75285,0.005941,0.073886,0.30297,0.0,138.53,88.512,0.55676,1.5476,65.213,-0.03853,-0.029962,1.4383,0.2116,0.21456,1.3092,1.5169,81955.0,0.23309,0.15097,0.76845,0.15858,7.2982,4.1237,60.061,6.0772,2.591,0
0.15372,0.65664,-0.078017,0.87274,-19.052,0.0,0.15372,0.52291,2.9546,0.34336,0.18086,0.25075,0.067746,0.15372,1197.4,0.30483,1.5229,0.15372,0.052027,8.3915,1.077,0.1698,0.052027,0.8149,0.32387,0.30483,6.2561,-0.16779,3.71,0.21088,0.061213,78.72,4.6367,4.3289,0.11211,2.9546,11.979,0.38236,0.037945,0.058054,0.10122,0.057469,61.699,53.307,2.263,0.76194,8.7225,0.12336,0.04175,0.8148,0.61305,0.21567,0.73846,0.82233,-400.15,0.037945,0.44769,0.94987,0.11356,43.496,6.8471,75.733,4.8196,6.3545,0
0.040324,0.10564,0.53586,6.0725,92.548,-0.008769,0.02601,8.2575,1.0284,0.87232,0.02601,0.24621,0.056392,0.02601,572.81,0.63721,9.4662,0.02601,0.021789,74.437,1.4676,0.027276,0.03378,-0.007489,0.87232,0.77271,0.235,1.4947,3.4442,-0.15482,0.021789,33.22,10.987,0.25819,0.027276,1.2246,3.6564,0.87232,0.02285,2.7934,0.050642,0.02285,105.92,31.483,0.16564,3.768,76.555,-0.01403,-0.011753,6.0725,0.10564,0.091015,2.4332,2.4332,1490.4,0.02766,0.046226,0.97234,0.0,4.9035,11.594,32.302,11.3,3.3297,0
