s12,s13,s14,s15,s16,s21,s23,s24,s25,s26,s31,s32,s34,s35,s36,s41,s42,s43,s45,s46,s51,s52,s53,s54,s56,s61,s62,s63,s64,s65,__target__
-0.003174,-0.000668,-0.001505,-0.001589,-0.000546,0.001076,0.000545,-0.002369,-0.000702,0.000109,-0.003146,-0.004608,0.000339,-0.000313,0.002519,0.000219,-0.0004,0.000212,0.001931,0.002407,-0.001365,-0.000472,0.002265,-0.0019,-0.002204,-0.001305,0.000338,0.000858,0.001723,-0.002272,1
-0.002596,-0.00056,-0.002208,-0.002083,-0.00049,0.000214,0.00134,-0.002663,-0.001411,-0.000423,-0.002168,-0.004134,-0.000824,-0.000345,0.002364,-0.000318,0.000194,0.000483,0.002271,0.002045,-0.001141,-0.000823,0.001832,-0.00225,-0.002163,-0.000821,0.00095,0.001305,0.002154,-0.00192,0
-0.001839,-0.000874,-0.002738,0.000961,-0.000158,-0.000436,-0.000677,-0.000376,-0.000149,0.00012,-0.002406,-0.005058,-0.001053,-0.000423,0.002411,0.000201,0.000141,0.000157,0.001725,0.002224,-0.001204,-0.000797,0.002326,-0.002083,-0.002251,-0.000989,0.00059,0.001204,0.002123,-0.001583,1
-0.001573,-0.000945,-0.000736,-0.00203,0.000206,0.001212,0.00148,-0.002443,0.000474,-0.000247,-0.001959,-0.004578,-0.000586,-0.000461,0.002462,0.000407,4e-06,-9.1e-05,0.001633,0.00206,-0.001367,-0.000895,0.003118,-0.002277,-0.002358,-0.001097,0.000871,0.001218,0.002139,-0.001783,0
-0.002977,0.000399,-0.001374,-0.001969,-0.000718,0.002604,0.000365,-0.002298,-0.001471,-0.000301,-0.002782,-0.003785,-0.001467,-0.000491,0.002197,0.000311,-0.000179,0.000532,0.00228,0.002285,-0.001283,-0.000862,0.001888,-0.002264,-0.002125,-0.000977,0.00016,0.001459,0.001713,-0.001997,0
-0.002542,0.000711,-0.001321,-0.002676,-0.000323,0.002723,0.000666,-0.002505,-0.00123,-0.000233,-0.002562,-0.003263,-0.001572,-0.000348,0.001979,0.000188,-0.000311,0.000519,0.002224,0.001895,-0.001226,-0.001074,0.001997,-0.002553,-0.002237,-0.001203,0.000315,0.001334,0.001772,-0.002041,0
-0.003175,-0.001218,-0.004814,0.001543,2.3e-05,0.001112,-0.001573,-0.0001,-0.001541,-0.000445,-0.006015,-0.007946,-0.002341,-0.000314,0.003401,-0.001036,0.00042,0.000807,0.003008,0.003119,-0.002324,-0.000698,0.002259,-0.003459,-0.004019,-0.000527,0.001421,0.002044,0.003058,-0.003292,1
-0.002541,1.1e-05,-0.002892,0.00086,-0.000702,-0.000129,-0.001045,0.000191,-0.000857,1.8e-05,-0.003391,-0.004442,-0.000102,-0.000489,0.002367,0.000203,-0.000335,0.000136,0.002149,0.002092,-0.001188,-0.000473,0.002195,-0.002223,-0.002141,-0.001065,0.000154,0.001024,0.001674,-0.002319,1
-0.001877,-0.000642,-0.002672,0.000666,-2.1e-05,0.000595,-0.001032,-0.000223,-0.00063,-0.000153,-0.002618,-0.005199,-0.001389,-0.000586,0.002073,-9.8e-05,0.000148,0.000389,0.001815,0.002186,-0.001279,-0.000688,0.002068,-0.001968,-0.002104,-0.000773,0.000475,0.001211,0.002032,-0.001408,1
-0.002696,-0.000354,-0.002071,-0.001657,-0.000322,0.00062,0.001172,-0.002389,-0.0013,-0.00034,-0.001959,-0.00393,-0.000877,-0.000533,0.002517,-0.000303,0.00035,0.00063,0.002359,0.002265,-0.001032,-0.000824,0.001815,-0.001757,-0.00222,-0.001002,0.001029,0.00119,0.002115,-0.001762,1
-0.004371,0.000598,-0.005265,0.001823,-0.000937,-7e-05,-0.001832,0.000615,-0.001567,0.000509,-0.00684,-0.006291,0.000137,-0.00054,0.004131,-0.000433,-0.000694,0.00064,0.003618,0.002752,-0.002223,-0.000364,0.002879,-0.003677,-0.004388,-0.001261,0.001116,0.001222,0.002393,-0.004529,1
-0.003837,0.000915,-0.005604,0.001853,-0.000372,0.000442,-0.000531,0.0008,-0.001317,-0.00074,-0.006709,-0.005277,-0.000843,-0.000395,0.004334,-0.000143,-0.000569,0.000471,0.003498,0.002078,-0.002018,-0.001428,0.003008,-0.003867,-0.003914,-0.001199,0.000911,0.002427,0.002649,-0.003555,0
-0.003078,0.000273,-0.00128,-0.002134,-0.000599,0.002601,0.00017,-0.002394,-0.001311,-0.000174,-0.002448,-0.00398,-0.001407,-0.000485,0.002179,0.000176,-0.000218,0.000465,0.002431,0.002217,-0.001355,-0.000802,0.001685,-0.002392,-0.002223,-0.000927,0.000248,0.001519,0.001474,-0.002158,1
-0.00177,-0.000901,-0.001319,-0.00132,-0.000244,0.000997,0.001757,-0.002434,-0.000381,-0.000183,-0.002514,-0.005349,-0.001105,-0.000658,0.002632,0.000297,0.000277,0.000415,0.00163,0.002272,-0.001014,-0.000589,0.002264,-0.002036,-0.002258,-0.001174,0.00049,0.00139,0.002385,-0.001675,0
-0.002353,-0.000152,-0.002084,-0.001737,-0.000584,0.000392,0.001627,-0.002097,-0.001139,-0.000409,-0.002121,-0.0039,-0.000784,-0.000679,0.00269,-0.000143,0.000459,0.000667,0.002232,0.002475,-0.001014,-0.000788,0.00184,-0.001812,-0.002166,-0.000868,0.000846,0.001091,0.002217,-0.001623,0
-0.001713,-0.000404,-0.001109,-0.001694,-0.000316,0.002144,0.00103,-0.001923,-0.000478,-0.000101,-0.002774,-0.005001,-0.001347,-0.000578,0.002137,-9.4e-05,0.000412,0.000311,0.001844,0.002166,-0.001217,-0.000807,0.002142,-0.002046,-0.002161,-0.000773,0.000441,0.001199,0.002001,-0.001377,1
-0.001646,-0.000807,-0.002638,0.000957,0.000894,0.000206,-0.000586,-0.000486,-0.000113,0.000259,-0.002349,-0.004523,-0.00036,-0.000591,0.002495,0.00037,0.000352,0.000424,0.001498,0.002187,-0.001415,-0.000617,0.002238,-0.001914,-0.002417,-0.001073,0.000612,0.001402,0.002013,-0.001843,0
-0.003178,-8e-06,-0.001388,-0.00201,-0.001268,0.000898,0.000302,-0.002464,-0.001103,-0.000101,-0.003009,-0.004383,-0.000366,-0.000369,0.002115,0.000302,-0.000202,0.00039,0.002129,0.002162,-0.001318,-0.00069,0.002216,-0.002224,-0.002232,-0.001198,9e-05,0.00103,0.001763,-0.002448,1
-0.002391,-0.001016,-0.001385,-0.002127,0.00015,0.001298,0.002007,-0.002236,-0.000411,-0.000337,-0.002655,-0.004793,-0.001178,-0.000596,0.002317,0.000126,1e-05,0.000473,0.001574,0.002065,-0.001146,-0.000691,0.002312,-0.002561,-0.002329,-0.00132,0.000727,0.001396,0.002162,-0.001493,0
-0.002496,0.000114,-0.002791,0.000845,-0.000878,-5.5e-05,-0.00104,0.000212,-0.001063,-0.000238,-0.003513,-0.00435,-0.000445,-0.00046,0.002073,0.000222,-0.000334,0.000233,0.002218,0.002056,-0.001187,-0.000614,0.002123,-0.002306,-0.002193,-0.001068,-3e-05,0.001098,0.001598,-0.002335,1
-0.002864,-3.1e-05,-0.000913,-0.00188,0.000329,0.001532,0.000885,-0.002361,-0.000509,0.000447,-0.002344,-0.004078,0.000291,-0.000246,0.002597,0.000284,-0.000632,0.000212,0.001829,0.001859,-0.001298,-0.000937,0.002512,-0.002149,-0.002072,-0.001515,0.000602,0.000819,0.001923,-0.00201,0
-0.003306,-0.000455,-0.00162,-0.001551,-0.000552,0.001146,0.000539,-0.00228,-0.000743,0.000141,-0.002802,-0.004481,0.000321,-0.000274,0.002515,0.00022,-0.000342,0.000216,0.001882,0.002332,-0.001341,-0.000441,0.00232,-0.002026,-0.002156,-0.001326,0.000348,0.000879,0.001744,-0.002232,1
-0.003527,0.000376,-0.004357,0.001829,0.001738,0.001278,-0.001468,9.6e-05,-0.00041,0.000671,-0.005233,-0.0057,0.000376,-0.000459,0.004517,-0.000607,-0.000805,0.000382,0.003146,0.002598,-0.002223,-0.001204,0.003299,-0.003954,-0.004387,-0.001421,0.001608,0.001462,0.002632,-0.004274,0
-0.003252,-0.001511,-0.005041,0.00163,0.00031,-0.000816,-0.00148,-0.000361,-5.4e-05,-0.00149,-0.005961,-0.006508,-0.001366,-0.000483,0.004049,-0.000409,0.000532,5.6e-05,0.003362,0.003149,-0.00161,-0.00101,0.002764,-0.004528,-0.004016,-0.001322,0.001892,0.001725,0.002667,-0.00384,0
-0.002714,-0.00092,-0.004203,0.001944,0.001119,0.000366,-0.001154,-0.000488,-5.6e-05,-0.000347,-0.005319,-0.006534,-0.000757,-0.000724,0.004194,-0.00039,0.000221,0.000612,0.003204,0.002654,-0.002133,-0.000848,0.003116,-0.004803,-0.004808,-0.00081,0.002179,0.001723,0.002417,-0.003899,1
-0.002415,-0.000423,-0.001923,-0.002122,-0.000245,0.000406,0.001389,-0.002348,-0.001119,-0.000719,-0.002263,-0.004655,-0.000708,-0.000421,0.002225,-0.000448,6.3e-05,0.000535,0.002252,0.002275,-0.001089,-0.000645,0.001974,-0.002244,-0.002263,-0.000867,0.000862,0.001269,0.002,-0.001794,1
-0.004039,0.00032,-0.004725,0.002075,0.001576,0.001021,-0.001707,0.000542,-0.000774,0.000718,-0.005065,-0.005867,0.000387,-0.000484,0.004439,-0.000322,-0.000881,0.000691,0.003352,0.002626,-0.002136,-0.001434,0.003418,-0.003979,-0.004379,-0.001791,0.001719,0.000792,0.002281,-0.004079,0
-0.001823,-0.000551,-0.002404,0.000581,0.000254,4.3e-05,-0.000832,-0.000281,-0.000639,-0.000558,-0.002349,-0.004785,-0.000678,-0.000588,0.002126,-0.000375,0.00035,0.00035,0.002343,0.002356,-0.001213,-0.000687,0.002344,-0.002099,-0.002272,-0.000729,0.000511,0.001163,0.001991,-0.001625,1
-0.0019,0.000211,-0.002555,0.000789,-0.000126,0.000705,-0.001231,-5e-05,-0.00148,-0.000372,-0.00208,-0.00349,-0.001463,-0.00038,0.002443,0.000252,9e-06,0.00043,0.002144,0.002498,-0.001493,-0.000688,0.002114,-0.002441,-0.002301,-0.000913,0.000335,0.001422,0.001503,-0.002049,1
-0.001319,-0.00118,-0.000559,-0.001433,0.000245,0.002179,0.001318,-0.001901,-4.8e-05,-0.000317,-0.00243,-0.003871,-0.000144,-0.000522,0.00262,0.000225,0.000141,-0.000383,0.001958,0.002054,-0.000999,-0.001283,0.002294,-0.001941,-0.002145,-0.001072,0.000428,0.001377,0.002001,-0.001828,0
-0.002811,0.000176,-0.000941,-0.002714,-0.001274,0.00165,0.00059,-0.002543,-0.00095,-0.000225,-0.002748,-0.00399,-0.000799,-0.000508,0.002018,0.000439,-0.000373,0.00029,0.00237,0.001784,-0.00125,-0.001012,0.002257,-0.002678,-0.002174,-0.001198,0.000141,0.001332,0.001649,-0.002076,0
-0.003237,-0.000732,-0.001696,-0.001497,-0.000227,0.001446,0.000684,-0.002368,-0.000557,0.000244,-0.003322,-0.004417,0.000295,-0.000339,0.002638,5.8e-05,-0.000368,0.0001,0.001867,0.002245,-0.001369,-0.00053,0.002056,-0.00198,-0.002187,-0.001206,0.000408,0.000982,0.001686,-0.002151,1
-0.002164,-0.000252,-0.002738,0.000987,0.001032,0.000857,-0.000801,9e-05,-0.000282,0.000468,-0.002523,-0.004202,0.000141,-0.000328,0.002543,0.000228,-0.000172,0.000392,0.00154,0.002117,-0.001311,-0.000739,0.002139,-0.00179,-0.002229,-0.001402,0.000608,0.001108,0.001852,-0.002129,0
-0.001571,-0.001571,-0.001136,-0.00197,0.00107,0.002846,0.000853,-0.002858,-0.000124,-7e-05,-0.00227,-0.003799,-8.2e-05,-0.000359,0.00262,0.000226,-8.6e-05,-3.3e-05,0.001692,0.002108,-0.001282,-0.000851,0.002494,-0.001935,-0.0022,-0.001041,0.000645,0.001312,0.001881,-0.001903,0
-0.003034,0.001741,-0.004859,0.001372,0.00025,0.0025,-0.001966,0.000434,-0.001791,-0.000162,-0.005271,-0.004007,-0.002367,0.000614,0.003486,-0.000391,-0.000135,0.00094,0.003623,0.00194,-0.002135,-0.001888,0.002074,-0.004366,-0.004296,-0.000598,0.000915,0.002543,0.001849,-0.003849,0
-0.00197,-0.000841,-0.002946,0.001339,0.000101,-0.000574,-0.00044,-0.000414,-0.000216,-0.000103,-0.002773,-0.004966,-0.000728,-0.000637,0.002536,0.000135,0.000286,0.00037,0.00169,0.002224,-0.001154,-0.000477,0.002432,-0.002368,-0.002428,-0.001144,0.000696,0.001449,0.001912,-0.001881,1
-0.002398,-0.00114,-0.001413,-0.001329,0.000393,0.002227,0.00051,-0.002808,-0.000269,0.000147,-0.002552,-0.004302,5.1e-05,-0.000426,0.002576,0.000141,-3.8e-05,-1.7e-05,0.001872,0.002157,-0.001162,-0.000374,0.002397,-0.001711,-0.002153,-0.00107,0.000403,0.001241,0.001684,-0.002144,0
-0.001794,-0.000466,-0.002344,0.00039,0.000435,0.000586,-0.000972,-0.00017,-0.000688,-0.00049,-0.002661,-0.00508,-0.000883,-0.000499,0.002124,-0.000392,0.000509,0.000213,0.002029,0.002453,-0.001248,-0.000685,0.002235,-0.001911,-0.002308,-0.000814,0.000491,0.001245,0.002018,-0.001634,1
-0.002621,0.00026,-0.002723,0.000746,-0.00046,0.000522,-0.00115,0.000279,-0.00117,-0.000425,-0.002961,-0.004003,-0.001073,-0.000585,0.001998,0.000377,-0.000206,0.000359,0.00252,0.002047,-0.001166,-0.000768,0.001766,-0.002605,-0.002234,-0.001086,8.7e-05,0.001301,0.001498,-0.002348,1
-0.002505,0.000223,-0.002806,0.000875,-0.000568,0.000398,-0.001121,0.000256,-0.001032,-0.000353,-0.003092,-0.003929,-0.000928,-0.000525,0.00195,0.000327,-0.000194,0.000423,0.002355,0.002113,-0.001279,-0.000756,0.00179,-0.002484,-0.00229,-0.001118,0.000112,0.001167,0.001583,-0.002329,1
-0.001774,0.000237,-0.001273,-0.002682,-7.3e-05,0.003032,0.000413,-0.002586,-0.001334,-0.000112,-0.001745,-0.003319,-0.00158,-7.4e-05,0.001965,-2.3e-05,-0.00037,0.000374,0.00187,0.001792,-0.001281,-0.001106,0.002268,-0.002686,-0.002248,-0.001365,0.000405,0.001311,0.001703,-0.001881,0
-0.001697,-0.000418,-0.002329,0.000394,0.000376,0.000693,-0.001035,-0.000137,-0.000653,-0.000428,-0.002458,-0.005104,-0.001059,-0.000526,0.002134,-0.00036,0.000382,0.00025,0.002067,0.002312,-0.001252,-0.000745,0.002261,-0.002002,-0.002232,-0.000748,0.000472,0.001259,0.002035,-0.001524,1
-0.00298,0.000346,-0.001137,-0.002281,-0.001097,0.001439,0.000635,-0.002485,-0.000869,-0.000291,-0.003278,-0.004023,-0.000787,-0.000392,0.00199,0.000416,-0.000333,0.000346,0.002248,0.001884,-0.001239,-0.000877,0.002253,-0.002588,-0.002269,-0.001191,0.000168,0.001139,0.001706,-0.002244,0
-0.002598,0.000607,-0.005029,0.001663,0.001437,0.00225,-0.001402,-2.5e-05,-0.002778,-0.000458,-0.004113,-0.004345,-0.002445,0.000242,0.003286,-0.000541,3.2e-05,0.000578,0.003601,0.002478,-0.002119,-0.001681,0.002351,-0.004129,-0.00423,-0.000868,0.00112,0.002156,0.002353,-0.00352,0
-0.002222,0.000427,-0.002522,0.000706,5.6e-05,0.000964,-0.001271,3.8e-05,-0.001381,-0.000329,-0.002723,-0.003704,-0.001439,-0.000554,0.002155,0.000269,-0.000148,0.0006,0.002317,0.002412,-0.001301,-0.000827,0.001793,-0.002372,-0.002261,-0.00103,0.000287,0.00151,0.001549,-0.00215,0
-0.003506,0.00162,-0.00468,0.001516,1.9e-05,0.002181,-0.001784,0.000752,-0.001541,-0.000367,-0.005734,-0.004098,-0.002129,0.000366,0.00359,-0.000375,-7.1e-05,0.000802,0.003689,0.001889,-0.00215,-0.00176,0.002195,-0.004229,-0.004187,-0.000638,0.000937,0.002699,0.001974,-0.003774,0
-0.002872,0.000139,-0.001345,-0.001708,-6e-05,0.001774,0.001116,-0.001142,-0.000693,-8e-06,-0.002976,-0.00368,-9e-06,-0.000257,0.00279,0.000208,-0.000485,0.000217,0.001891,0.001866,-0.001044,-0.001181,0.002595,-0.002161,-0.001914,-0.001393,0.000234,0.001033,0.001579,-0.001404,0
-0.003917,0.00017,-0.004485,0.002242,0.002047,0.001257,-0.001217,-0.000194,-5.1e-05,0.000298,-0.005703,-0.006,-0.000217,-0.000562,0.004357,-0.000437,-0.000447,0.000324,0.00297,0.002643,-0.002196,-0.001102,0.003182,-0.003884,-0.004375,-0.001029,0.001862,0.001896,0.002798,-0.004252,0
-0.002932,-0.000815,-0.000985,-0.00215,-0.001116,0.00169,0.000386,-0.002409,-0.000932,-0.000186,-0.002802,-0.004098,-0.000962,-0.000514,0.002017,0.000405,-0.000304,0.000203,0.002496,0.001744,-0.0012,-0.00086,0.002413,-0.002522,-0.002214,-0.001173,0.000111,0.001452,0.001627,-0.001924,0
-0.001938,-0.000906,-0.002896,0.001117,0.000466,-0.00028,-0.000438,-0.00045,-0.000211,9.9e-05,-0.002384,-0.004996,-0.000612,-0.000602,0.002479,0.000328,0.000266,0.0005,0.001613,0.002225,-0.001282,-0.000593,0.002171,-0.002203,-0.002434,-0.00109,0.000671,0.001424,0.001983,-0.001865,1
-0.002274,0.000461,-0.00073,-0.002253,-0.001933,0.002036,0.000339,-0.00297,-0.001767,-0.000498,-0.002096,-0.004004,-0.001589,-0.000376,0.002575,0.000451,0.000278,0.000652,0.002032,0.002689,-0.001309,-0.00114,0.002223,-0.002362,-0.001936,-0.00073,1.8e-05,0.001791,0.001562,-0.001815,0
-0.002915,-0.000471,-0.002214,-0.002029,-0.000419,0.000541,0.001303,-0.002339,-0.000984,-0.000356,-0.002064,-0.004083,-0.000936,-0.000798,0.002662,-0.00013,5.5e-05,0.000964,0.002233,0.002117,-0.00135,-0.000892,0.001624,-0.001931,-0.0022,-0.000896,0.00086,0.000987,0.00241,-0.001706,1
-0.002457,0.000385,-0.002699,0.000787,-0.00038,0.000644,-0.001106,0.00011,-0.001113,-0.000276,-0.002982,-0.003868,-0.001223,-0.000589,0.002027,0.000299,-9.9e-05,0.000536,0.002395,0.002045,-0.001315,-0.000827,0.001837,-0.002523,-0.002234,-0.001024,0.000162,0.001221,0.001593,-0.002345,0
-0.002669,-0.000776,-0.001462,-0.001063,0.000618,0.002465,0.000719,-0.00262,-0.000348,0.000249,-0.002464,-0.004269,0.000141,-0.000254,0.002574,8.9e-05,-0.000131,0.000155,0.001604,0.002316,-0.001365,-0.000557,0.00205,-0.001796,-0.002288,-0.00124,0.000575,0.001117,0.001646,-0.002255,1
-0.001708,-0.000622,-0.002609,0.000534,0.000365,0.000438,-0.000764,-0.000159,-0.000784,-0.00057,-0.002407,-0.005271,-0.000837,-0.000399,0.002082,-0.000402,0.000346,0.000349,0.002031,0.002405,-0.001239,-0.000705,0.002338,-0.002177,-0.002215,-0.000833,0.000489,0.001306,0.00198,-0.001572,1
-0.003241,-0.000736,-0.00162,-0.001537,-0.000136,0.001459,0.000675,-0.002441,-0.000587,0.000331,-0.003052,-0.004398,0.000304,-0.000382,0.002583,9.4e-05,-0.000383,0.000108,0.001928,0.00225,-0.00137,-0.000497,0.002061,-0.001949,-0.002151,-0.00124,0.000357,0.001083,0.00177,-0.002209,1
-0.002478,0.000491,-0.002789,0.000675,-0.000109,0.00086,-0.001208,0.000201,-0.001388,-0.000105,-0.003037,-0.003886,-0.00147,-0.000517,0.002054,6.6e-05,-0.000218,0.00045,0.002387,0.002217,-0.00115,-0.000794,0.001664,-0.002594,-0.002202,-0.001015,0.000184,0.001359,0.001427,-0.002239,1
-0.001693,-0.000437,-0.00238,0.000416,0.000465,0.000622,-0.000972,-0.000182,-0.000609,-0.000396,-0.002594,-0.005107,-0.001138,-0.000576,0.00221,-0.000342,0.000363,0.000156,0.002056,0.002222,-0.001193,-0.000767,0.002196,-0.002057,-0.002165,-0.000703,0.000362,0.001122,0.001959,-0.001438,1
-0.002015,-0.000938,-0.002634,0.000954,-0.000299,-0.000199,-0.000753,-0.000324,-0.000288,-5.3e-05,-0.002667,-0.005003,-0.001278,-0.0006,0.002297,0.000112,0.000327,0.000313,0.001782,0.002058,-0.001237,-0.000663,0.001986,-0.002073,-0.002211,-0.001004,0.000629,0.001352,0.002144,-0.001517,1
-0.003191,-0.000628,-0.001356,-0.002052,-0.001211,0.001145,0.000498,-0.002419,-0.000871,-0.000125,-0.003144,-0.004344,-0.000357,-0.000364,0.002145,0.000292,-0.000394,0.000172,0.002087,0.001916,-0.001162,-0.000766,0.002446,-0.002457,-0.002225,-0.001172,0.000131,0.001117,0.001605,-0.002222,0
-0.003658,0.000883,-0.005002,0.001637,-0.000477,0.000204,-0.00172,0.000359,-0.001149,0.000289,-0.006698,-0.005642,-1.9e-05,-0.000651,0.004413,-0.000541,-0.000982,0.000295,0.003502,0.002379,-0.002295,-0.000825,0.003384,-0.004203,-0.004209,-0.00114,0.001108,0.001489,0.002534,-0.004356,0
-0.001969,0.000131,-0.002748,0.000619,0.001036,0.000343,-0.000871,0.00023,-0.000698,0.000673,-0.002354,-0.003748,0.000425,-0.000317,0.002413,0.000342,-0.000246,0.000508,0.00166,0.001655,-0.001415,-0.001172,0.001907,-0.001642,-0.001926,-0.001665,0.000911,0.000994,0.001324,-0.001712,0
-0.002335,0.000433,-0.000706,-0.002021,-0.001484,0.002236,0.000214,-0.002441,-0.00174,-0.000343,-0.001703,-0.003822,-0.001505,-0.000182,0.002668,0.00076,-1.3e-05,0.00052,0.001984,0.002784,-0.001541,-0.001091,0.00231,-0.002263,-0.002061,-0.000744,0.000131,0.001669,0.001609,-0.001667,0
-0.002198,-0.000607,-0.002775,0.001129,0.001112,0.00086,-0.000777,-0.000145,-0.000162,0.000338,-0.002666,-0.00435,-0.00012,-0.000469,0.002645,0.000293,7.7e-05,0.00029,0.001497,0.002182,-0.001339,-0.000543,0.002266,-0.001794,-0.002384,-0.001201,0.000643,0.001322,0.001808,-0.002235,0
-0.00164,-0.000383,-0.002316,0.000672,0.000361,0.000657,-0.000918,-0.000113,-0.00049,-0.000436,-0.002125,-0.005146,-0.001105,-0.000533,0.002136,-0.000234,0.00025,0.000254,0.002118,0.002412,-0.001119,-0.000803,0.002355,-0.002058,-0.002076,-0.000765,0.000357,0.001101,0.001958,-0.001582,0
-0.004519,0.000544,-0.00462,0.002106,-0.000438,0.001026,-0.001953,0.000428,-0.002015,-0.000534,-0.006379,-0.005471,-0.002003,-0.000493,0.00336,-5e-05,-0.000376,0.000861,0.003986,0.002363,-0.002233,-0.001424,0.002321,-0.004479,-0.004544,-0.00091,0.000997,0.002266,0.00211,-0.004411,0
-0.001695,-0.000559,-0.002588,0.000722,0.000161,0.00073,-0.000905,-9.8e-05,-0.000554,-0.000335,-0.002362,-0.005144,-0.001343,-0.000499,0.002143,-8.8e-05,0.000147,0.000304,0.001894,0.002367,-0.001217,-0.000787,0.002302,-0.002035,-0.00208,-0.000768,0.00035,0.001298,0.001945,-0.001471,1
-0.002597,0.000586,-0.001645,-0.002172,-0.000622,0.00256,0.000207,-0.002486,-0.001403,-0.000197,-0.002514,-0.003466,-0.001487,-0.000417,0.002155,2.2e-05,-0.000149,0.000574,0.002238,0.002285,-0.001313,-0.000777,0.00187,-0.002396,-0.002254,-0.001086,0.000251,0.001289,0.001633,-0.00215,1
-0.0021,-0.000697,-0.002831,0.001056,0.001027,0.000759,-0.000841,-0.000341,-7.8e-05,0.000205,-0.00256,-0.00429,-0.000257,-0.000498,0.002659,0.00028,6.7e-05,0.000189,0.001578,0.002121,-0.001342,-0.000504,0.002334,-0.00178,-0.002292,-0.001007,0.000688,0.001249,0.001736,-0.002184,1
-0.002522,0.000296,-0.00116,-0.002092,-0.000589,0.002519,0.000224,-0.002461,-0.001454,-0.000295,-0.002129,-0.003473,-0.001499,-0.000452,0.002317,0.000211,-4.8e-05,0.000478,0.002218,0.002391,-0.001439,-0.000703,0.002153,-0.002266,-0.002277,-0.000984,0.000266,0.001394,0.001551,-0.002103,1
-0.001652,-0.000625,-0.00262,0.000637,0.000336,0.000656,-0.000907,-8.5e-05,-0.000689,-0.000692,-0.002209,-0.005352,-0.001151,-0.000443,0.002123,-0.000309,0.000173,0.000256,0.002011,0.002449,-0.001191,-0.000672,0.002333,-0.002091,-0.002152,-0.000875,0.000406,0.001146,0.001867,-0.001584,1
-0.002652,0.000931,-0.000901,-0.002471,-0.000182,0.00288,0.000554,-0.002367,-0.001346,-0.000114,-0.001893,-0.003149,-0.001506,-0.000181,0.002138,0.000201,-0.000206,0.000541,0.002249,0.002091,-0.001297,-0.000977,0.002106,-0.002557,-0.002349,-0.001052,0.000458,0.001419,0.001603,-0.001878,1
-0.002343,9.5e-05,-0.001878,-0.001974,-0.000575,0.00033,0.001538,-0.002406,-0.001068,-0.000545,-0.002327,-0.004271,-0.000633,-0.000604,0.002487,-0.000272,0.000466,0.000769,0.002406,0.002165,-0.001212,-0.000725,0.001982,-0.001912,-0.002229,-0.000751,0.000828,0.001017,0.002221,-0.001658,1
-0.002465,-0.000372,-0.002868,0.0012,0.000738,0.000694,-0.000964,5.7e-05,-0.000305,0.000366,-0.002769,-0.004346,0.000188,-0.000376,0.002656,0.000189,-0.000258,0.000231,0.001641,0.00225,-0.001308,-0.000664,0.002124,-0.001799,-0.002216,-0.001283,0.00058,0.001173,0.001809,-0.002241,0
-0.002646,-0.000136,-0.002915,0.001126,0.000146,0.000392,-0.001033,0.000258,-0.000583,0.000295,-0.002859,-0.004558,0.000381,-0.000241,0.002599,0.000166,-0.000289,0.000296,0.001848,0.002393,-0.001314,-0.00044,0.002152,-0.001886,-0.002146,-0.001353,0.00033,0.000869,0.001771,-0.002248,1
-0.003573,-0.00111,-0.00494,0.0022,0.001011,0.001361,-0.001951,-0.000229,-0.000691,-4e-05,-0.005637,-0.005886,-0.000349,-0.000994,0.00441,-0.000351,-0.000291,-0.000242,0.003333,0.002794,-0.00205,-0.000741,0.003582,-0.003637,-0.004248,-0.00097,0.001037,0.002141,0.002464,-0.004105,0
-0.002195,-0.000544,-0.003093,0.000386,-0.001092,-0.000969,-0.000706,-0.000339,-0.000996,-0.000617,-0.002256,-0.004058,-0.000755,-0.00066,0.0025,-0.000265,0.000304,0.000838,0.002444,0.002013,-0.001241,-0.000678,0.001891,-0.001931,-0.002184,-0.000832,0.000768,0.000986,0.002197,-0.001726,1
-0.002286,-0.000648,-0.002896,0.00098,0.000927,0.000861,-0.000976,-0.000196,-0.000143,0.000178,-0.002686,-0.004347,-8.2e-05,-0.000403,0.002711,0.000251,-0.000168,9e-05,0.001669,0.002197,-0.001324,-0.000448,0.002189,-0.001791,-0.002322,-0.000986,0.00059,0.001303,0.001698,-0.002239,1
-0.002685,0.000593,-0.00124,-0.002674,-0.000811,0.001976,0.00079,-0.002463,-0.001089,-0.000166,-0.002992,-0.003628,-0.001052,-0.000298,0.001917,0.000268,-0.000311,0.000425,0.002195,0.001711,-0.001235,-0.001091,0.002102,-0.002684,-0.002208,-0.001234,0.000167,0.001191,0.001837,-0.002131,0
-0.002412,-0.000439,-0.002868,0.001122,0.001203,0.000875,-0.000853,-6e-06,-0.000228,0.000351,-0.00258,-0.004152,4e-06,-0.000367,0.002546,0.000168,-0.000104,0.000263,0.001548,0.002075,-0.001393,-0.000511,0.002146,-0.001959,-0.002261,-0.001274,0.000606,0.001371,0.00185,-0.002179,1
-0.001661,7.3e-05,-0.000474,-0.002919,0.000409,0.001236,0.001324,-0.002139,-0.000891,-0.00061,-0.002121,-0.004796,-0.00064,-0.000387,0.002243,-0.000463,0.000252,0.000567,0.002362,0.002095,-0.001077,-0.000835,0.00254,-0.002457,-0.002355,-0.000895,0.000731,0.001232,0.002021,-0.001443,1
