credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,__target__
661,0.0,1.0,48,3,120320.54,1,0.0,0.0,96463.25,0
826,0.0,1.0,26,5,142662.68,1,0.0,0.0,60285.3,0
587,1.0,0.0,32,3,125445.04,2,1.0,1.0,130514.78,0
636,2.0,0.0,36,1,0.0,1,1.0,0.0,43134.58,0
630,2.0,1.0,41,7,107511.52,1,0.0,1.0,46156.87,0
647,2.0,1.0,28,6,149594.02,2,1.0,0.0,102325.19,0
762,0.0,0.0,51,3,99286.98,1,0.0,1.0,85578.63,0
778,1.0,0.0,29,7,123229.46,1,1.0,0.0,181221.09,0
614,0.0,1.0,50,4,137104.47,1,1.0,0.0,127166.49,1
581,0.0,1.0,38,1,0.0,2,1.0,0.0,46176.22,0
629,0.0,1.0,35,1,172170.36,1,1.0,1.0,159777.37,0
670,0.0,0.0,42,6,112333.63,1,1.0,1.0,65706.86,0
655,0.0,0.0,41,5,0.0,1,0.0,0.0,36548.0,1
593,1.0,0.0,38,4,129499.42,1,1.0,1.0,154071.27,0
774,0.0,1.0,76,4,112510.89,1,1.0,1.0,143133.18,0
679,0.0,0.0,43,4,0.0,3,1.0,0.0,115136.51,1
665,0.0,1.0,39,10,46323.57,1,1.0,0.0,136812.02,0
715,0.0,1.0,32,8,175307.32,1,1.0,0.0,187051.23,0
422,0.0,0.0,33,2,0.0,2,1.0,0.0,102655.31,0
701,2.0,1.0,26,5,83600.24,1,0.0,1.0,59195.05,0
656,2.0,1.0,33,4,0.0,2,1.0,0.0,116706.0,0
581,0.0,1.0,31,3,0.0,2,0.0,0.0,89040.61,0
620,2.0,1.0,38,0,0.0,2,1.0,1.0,38015.34,0
744,2.0,0.0,26,5,166297.89,1,1.0,1.0,181694.44,0
609,2.0,1.0,39,2,139443.75,2,1.0,0.0,9234.06,0
654,0.0,1.0,55,3,87485.67,1,1.0,1.0,3299.01,0
515,0.0,0.0,28,9,0.0,2,0.0,0.0,94141.75,0
715,0.0,0.0,32,10,0.0,2,1.0,0.0,60907.49,0
605,1.0,0.0,31,1,117992.59,1,1.0,1.0,183598.77,0
678,2.0,0.0,39,6,0.0,1,0.0,1.0,185366.56,0
714,0.0,1.0,40,9,46520.69,1,1.0,1.0,96687.25,0
663,0.0,0.0,42,1,82228.67,2,1.0,0.0,71359.78,0
623,1.0,1.0,42,1,149332.48,2,1.0,0.0,100834.22,0
751,1.0,0.0,28,10,132932.14,2,1.0,1.0,46630.47,0
525,0.0,1.0,36,2,114628.4,1,0.0,1.0,168290.06,0
682,0.0,0.0,27,1,97893.2,1,1.0,0.0,166144.98,0
734,1.0,1.0,33,5,121898.58,1,1.0,0.0,61829.89,0
525,2.0,0.0,30,5,0.0,2,0.0,1.0,149195.44,0
561,0.0,1.0,37,1,100443.36,2,0.0,1.0,101693.73,0
610,2.0,1.0,46,5,91897.8,1,1.0,0.0,54394.28,0
667,1.0,1.0,27,2,138032.15,1,1.0,0.0,166317.71,0
444,0.0,1.0,34,2,144318.97,1,1.0,0.0,112668.06,0
721,0.0,1.0,40,3,0.0,1,1.0,1.0,144874.67,0
708,0.0,0.0,47,0,126589.12,2,0.0,1.0,132730.07,1
703,0.0,0.0,45,5,0.0,2,1.0,0.0,131906.44,0
684,0.0,1.0,32,9,100249.41,2,0.0,1.0,67599.69,0
706,0.0,1.0,54,9,117444.51,1,1.0,1.0,186238.85,0
584,0.0,0.0,44,5,95671.75,2,1.0,1.0,106564.88,0
541,1.0,1.0,51,7,90373.28,2,1.0,0.0,179861.79,0
619,2.0,1.0,46,8,62400.48,1,1.0,1.0,132498.39,1
373,0.0,1.0,42,7,0.0,1,1.0,0.0,77786.37,1
670,0.0,1.0,36,7,0.0,2,0.0,0.0,59571.5,0
583,0.0,1.0,39,1,129299.28,2,1.0,0.0,73107.6,0
605,0.0,1.0,52,7,0.0,2,1.0,1.0,173952.5,0
719,2.0,1.0,44,4,0.0,1,0.0,0.0,84972.9,1
808,2.0,1.0,25,7,0.0,2,0.0,1.0,23180.37,0
359,0.0,0.0,44,6,128747.69,1,1.0,0.0,146955.71,1
696,0.0,0.0,25,8,126442.59,1,1.0,0.0,121904.44,0
675,0.0,0.0,21,8,98373.26,1,1.0,0.0,18203.0,0
647,0.0,0.0,35,6,112668.7,1,0.0,1.0,122584.29,0
709,0.0,1.0,37,7,0.0,1,1.0,0.0,159486.76,0
704,2.0,0.0,36,2,175509.8,2,1.0,0.0,152039.67,0
735,0.0,0.0,33,4,0.0,2,1.0,0.0,149474.69,0
588,2.0,1.0,32,3,109109.33,1,0.0,1.0,4993.94,0
731,2.0,0.0,39,2,126816.18,1,1.0,1.0,74850.93,0
535,0.0,0.0,31,7,111855.04,2,1.0,1.0,36278.89,0
609,0.0,1.0,32,7,71872.19,1,1.0,1.0,151924.9,0
580,0.0,1.0,31,2,0.0,2,0.0,1.0,64014.24,0
533,1.0,0.0,22,10,115743.6,1,0.0,0.0,43852.05,0
619,2.0,0.0,32,4,175406.13,2,1.0,1.0,172792.43,1
643,1.0,0.0,34,7,160426.07,1,0.0,1.0,188533.11,0
561,0.0,1.0,33,6,0.0,2,0.0,0.0,173680.39,0
618,1.0,1.0,41,8,37702.79,1,1.0,1.0,195775.48,0
714,0.0,1.0,37,9,148466.93,2,0.0,1.0,151280.96,0
760,2.0,0.0,41,6,0.0,2,0.0,0.0,101491.23,0
770,1.0,1.0,37,5,141547.26,2,0.0,1.0,180326.83,0
537,1.0,0.0,41,3,138306.34,1,1.0,0.0,106761.47,0
597,2.0,0.0,26,7,0.0,2,1.0,0.0,110253.2,0
710,0.0,0.0,36,4,116085.06,1,1.0,0.0,58601.61,0
704,2.0,0.0,44,9,153656.85,1,1.0,0.0,158742.81,0
822,0.0,1.0,38,6,128289.7,3,1.0,0.0,9149.96,1
543,0.0,0.0,31,2,147674.26,1,1.0,1.0,16658.76,0
829,1.0,0.0,37,3,103457.76,1,0.0,0.0,1114.12,0
611,0.0,0.0,40,8,100812.33,2,1.0,0.0,147358.27,0
743,0.0,0.0,40,6,0.0,1,1.0,0.0,28280.8,1
769,0.0,0.0,38,2,0.0,2,0.0,0.0,75578.67,0
704,2.0,1.0,38,6,106687.76,1,1.0,0.0,173776.5,0
715,0.0,1.0,34,4,124314.45,1,0.0,0.0,97782.92,0
642,1.0,1.0,41,4,157777.58,1,1.0,0.0,67484.6,0
758,1.0,0.0,47,9,95523.16,1,1.0,0.0,73294.48,0
562,0.0,1.0,38,5,0.0,1,1.0,0.0,115700.2,0
640,0.0,0.0,29,4,0.0,2,1.0,0.0,44904.26,0
513,1.0,0.0,49,5,171601.27,1,1.0,0.0,126223.84,0
487,2.0,1.0,33,8,145729.71,1,1.0,0.0,41365.85,0
699,0.0,1.0,34,2,117468.67,1,1.0,0.0,185227.42,0
558,1.0,1.0,58,2,142537.18,1,1.0,1.0,88791.83,0
778,0.0,1.0,24,4,0.0,2,1.0,1.0,162809.2,0
516,0.0,1.0,35,10,57369.61,1,1.0,1.0,101699.77,0
774,0.0,0.0,35,3,121418.62,1,1.0,1.0,24400.37,0
536,0.0,1.0,35,8,0.0,2,1.0,0.0,64833.28,0
602,1.0,0.0,42,6,158414.85,1,1.0,1.0,131886.46,0
741,0.0,1.0,29,8,0.0,2,1.0,1.0,115994.52,0
850,2.0,0.0,23,9,143054.85,1,0.0,1.0,62980.96,0
737,1.0,1.0,43,8,96353.8,1,0.0,0.0,10209.8,0
570,0.0,1.0,39,10,129674.89,2,1.0,0.0,80552.36,0
582,0.0,0.0,32,4,0.0,2,1.0,0.0,59668.81,0
536,2.0,0.0,28,4,0.0,1,1.0,1.0,136197.65,0
697,0.0,1.0,63,7,148368.02,1,0.0,0.0,118862.08,1
538,0.0,0.0,62,3,75051.49,1,0.0,0.0,17682.02,1
731,1.0,1.0,35,2,127862.93,2,1.0,0.0,139083.7,0
642,0.0,0.0,33,4,84607.34,2,0.0,1.0,60059.47,0
667,2.0,1.0,77,2,0.0,1,1.0,1.0,34702.92,0
767,0.0,1.0,36,3,139180.2,1,0.0,0.0,123880.19,0
625,0.0,1.0,43,4,122351.29,1,1.0,0.0,71216.6,0
593,1.0,0.0,38,5,142658.04,2,0.0,1.0,135337.11,0
655,1.0,0.0,72,5,138089.97,2,1.0,1.0,99920.41,0
706,0.0,0.0,29,5,112564.62,1,1.0,0.0,42334.38,0
705,0.0,1.0,32,3,0.0,2,0.0,0.0,129576.99,0
650,0.0,1.0,33,0,98064.97,1,1.0,0.0,52411.99,0
850,0.0,1.0,55,6,0.0,1,1.0,0.0,944.41,1
694,0.0,0.0,38,5,195926.39,1,1.0,1.0,85522.84,0
679,1.0,1.0,38,7,110555.37,2,1.0,0.0,46522.68,0
849,0.0,1.0,69,7,71996.09,1,1.0,1.0,139065.94,0
591,1.0,1.0,46,4,129269.27,1,1.0,0.0,163504.33,0
724,2.0,1.0,45,5,83888.54,1,0.0,1.0,34121.81,0
806,0.0,1.0,34,5,113958.55,1,0.0,1.0,32125.98,0
588,0.0,0.0,64,3,0.0,1,1.0,1.0,189703.65,0
524,2.0,0.0,32,6,0.0,1,1.0,1.0,132861.9,1
591,2.0,1.0,39,8,0.0,2,0.0,0.0,42392.24,0
773,1.0,1.0,34,10,126979.75,1,0.0,0.0,36823.28,0
800,0.0,1.0,60,6,88541.57,2,1.0,1.0,131718.12,0
532,1.0,1.0,24,8,142755.25,1,0.0,0.0,34231.48,0
705,2.0,1.0,39,6,133261.13,1,1.0,1.0,78065.9,0
808,2.0,0.0,67,10,124577.15,1,0.0,1.0,169894.4,0
540,1.0,1.0,44,3,164113.04,2,1.0,1.0,12120.79,0
641,1.0,0.0,40,2,110086.69,1,1.0,0.0,159773.14,0
666,0.0,1.0,36,4,120165.4,2,1.0,0.0,33701.5,0
667,0.0,1.0,40,9,0.0,1,1.0,1.0,96670.2,0
635,0.0,1.0,27,3,127009.83,1,1.0,0.0,161909.95,0
729,1.0,0.0,39,1,131513.26,1,1.0,1.0,193715.0,0
600,0.0,1.0,40,1,141136.79,1,1.0,1.0,67803.83,0
637,0.0,1.0,60,3,0.0,2,1.0,1.0,70174.03,0
608,1.0,1.0,33,1,102772.67,2,1.0,0.0,70705.58,0
446,2.0,0.0,45,10,125191.69,1,1.0,1.0,128260.86,1
654,0.0,1.0,32,9,121455.65,1,1.0,0.0,190068.53,1
693,2.0,0.0,34,10,107556.06,2,0.0,0.0,154631.35,0
850,0.0,1.0,58,8,156652.13,1,0.0,0.0,25899.21,1
529,1.0,1.0,29,4,135759.4,1,0.0,0.0,112813.79,1
639,1.0,0.0,37,5,151242.48,1,0.0,1.0,49637.65,0
647,1.0,0.0,43,3,122717.53,2,1.0,1.0,87000.39,0
532,2.0,0.0,37,5,0.0,2,0.0,1.0,6761.84,0
850,0.0,1.0,40,6,0.0,1,1.0,0.0,136985.08,1
752,2.0,0.0,35,2,0.0,1,1.0,0.0,44335.54,1
645,2.0,1.0,36,4,59893.85,2,1.0,0.0,43999.64,0
695,2.0,1.0,28,0,96020.86,1,1.0,1.0,57992.49,0
659,1.0,1.0,39,8,106259.63,2,1.0,1.0,198103.32,0
618,1.0,0.0,29,10,100315.1,2,1.0,1.0,32526.64,0
548,2.0,1.0,38,0,178056.54,2,1.0,0.0,38434.73,0
525,0.0,1.0,26,7,153644.39,1,1.0,1.0,63197.88,0
708,1.0,1.0,32,3,151691.44,2,1.0,1.0,172810.51,0
634,1.0,1.0,48,2,107247.69,1,1.0,1.0,103712.05,1
619,1.0,0.0,52,8,124099.13,1,0.0,0.0,23904.52,0
523,0.0,0.0,73,7,0.0,2,0.0,0.0,130883.9,1
571,0.0,1.0,40,5,0.0,2,0.0,0.0,72849.29,0
666,1.0,0.0,37,2,158468.76,1,0.0,1.0,93266.01,0
573,2.0,1.0,56,3,154669.77,1,0.0,1.0,115462.27,1
618,0.0,0.0,42,2,0.0,4,0.0,0.0,111097.39,1
641,0.0,1.0,35,5,0.0,2,1.0,0.0,93148.93,0
745,0.0,1.0,25,5,157993.15,2,1.0,0.0,146041.45,0
631,1.0,1.0,37,8,138292.64,2,0.0,0.0,152422.91,1
723,0.0,0.0,40,7,142856.95,2,0.0,0.0,38019.74,0
520,0.0,0.0,46,10,85216.61,1,1.0,0.0,117369.52,1
614,0.0,1.0,38,2,116248.88,1,1.0,0.0,105140.92,0
647,1.0,1.0,44,4,93960.35,1,1.0,0.0,36579.53,1
734,2.0,0.0,43,3,55853.33,2,0.0,1.0,94811.85,1
598,1.0,1.0,59,8,118210.42,2,0.0,0.0,60192.14,1
650,1.0,1.0,23,4,93911.3,2,1.0,0.0,69055.45,0
562,1.0,1.0,33,8,92659.2,2,1.0,0.0,1354.25,0
548,2.0,1.0,33,6,0.0,1,1.0,1.0,31728.35,0
656,0.0,0.0,39,6,0.0,2,1.0,0.0,141069.88,0
754,1.0,0.0,55,3,161608.81,1,1.0,0.0,8080.85,1
713,2.0,1.0,42,0,109121.71,1,0.0,1.0,167873.49,0
850,1.0,0.0,36,6,143644.16,1,1.0,0.0,22102.25,1
713,2.0,1.0,38,6,116980.78,2,0.0,1.0,76038.38,0
710,2.0,1.0,22,8,0.0,3,1.0,0.0,107292.91,0
794,0.0,0.0,62,9,123681.32,3,1.0,0.0,173586.63,1
700,2.0,1.0,54,1,79415.67,1,0.0,1.0,139735.54,0
676,0.0,1.0,33,6,171490.78,1,0.0,0.0,79099.64,0
661,1.0,0.0,32,1,145980.23,1,0.0,1.0,56636.28,0
608,1.0,0.0,40,8,121729.42,1,0.0,0.0,61164.45,0
766,1.0,0.0,28,3,62717.84,2,1.0,1.0,13182.43,0
688,1.0,1.0,29,9,144553.5,2,1.0,0.0,143454.95,0
764,2.0,0.0,33,9,168964.77,1,0.0,1.0,118982.51,0
800,0.0,0.0,40,3,75893.11,2,1.0,0.0,132562.23,0
465,0.0,1.0,33,8,0.0,2,1.0,0.0,177668.55,0
635,2.0,0.0,34,5,98683.47,2,1.0,0.0,15733.19,0
759,0.0,0.0,33,2,0.0,2,1.0,0.0,56583.88,0
850,1.0,0.0,43,8,92244.83,2,1.0,0.0,54949.73,0
728,2.0,0.0,43,5,0.0,1,1.0,1.0,120088.17,0
667,0.0,0.0,24,4,0.0,2,0.0,1.0,34335.55,0
664,2.0,1.0,32,5,133705.74,1,0.0,0.0,134455.84,0
651,0.0,1.0,35,7,74623.5,3,1.0,0.0,129451.29,1
453,1.0,0.0,28,3,139986.65,1,1.0,0.0,136846.75,0
735,1.0,1.0,46,2,106344.95,1,1.0,0.0,114371.33,1
713,0.0,1.0,44,1,63438.91,1,1.0,0.0,64375.4,0
646,0.0,1.0,30,5,98014.74,1,1.0,1.0,12757.14,0
627,1.0,1.0,23,5,184244.86,1,1.0,0.0,103099.22,0
654,0.0,1.0,29,2,91955.61,1,1.0,0.0,37065.66,0
816,1.0,0.0,40,9,109003.26,1,1.0,1.0,79580.56,0
692,1.0,0.0,43,10,118588.83,1,1.0,1.0,161241.65,1
756,0.0,1.0,34,1,103133.26,1,1.0,1.0,90059.04,0
501,0.0,1.0,42,9,114631.23,1,0.0,1.0,91429.74,0
775,0.0,1.0,45,8,0.0,1,1.0,0.0,130376.68,0
648,1.0,0.0,40,5,139973.65,1,1.0,1.0,667.66,1
660,1.0,1.0,28,1,118402.25,2,1.0,0.0,14288.93,0
492,1.0,0.0,38,8,57068.43,2,1.0,0.0,188974.81,0
683,1.0,0.0,49,7,108797.63,2,0.0,0.0,140763.18,0
773,0.0,1.0,41,4,0.0,2,1.0,1.0,24924.92,0
624,1.0,1.0,27,9,94667.29,2,0.0,1.0,4470.52,0
590,2.0,0.0,51,3,154962.99,3,0.0,1.0,191932.27,1
667,1.0,0.0,56,8,137464.04,1,1.0,0.0,130846.79,1
747,1.0,0.0,32,5,67495.04,2,0.0,1.0,77370.37,0
671,2.0,0.0,42,3,0.0,2,1.0,1.0,128449.33,0
727,2.0,0.0,31,10,96997.09,2,0.0,0.0,76614.04,0
803,0.0,0.0,40,6,165526.71,1,1.0,0.0,12328.08,0
850,0.0,0.0,35,6,81684.97,1,1.0,0.0,824.0,0
714,0.0,0.0,26,9,89928.99,1,1.0,0.0,46203.31,0
766,1.0,1.0,44,3,116822.7,1,0.0,0.0,197643.24,0
805,1.0,1.0,24,6,143221.35,2,1.0,0.0,186035.72,0
665,1.0,1.0,63,7,104469.58,1,1.0,1.0,25165.36,1
601,1.0,0.0,48,8,120782.7,1,1.0,0.0,63940.68,1
692,1.0,1.0,49,6,110540.43,2,0.0,1.0,107472.99,0
694,0.0,0.0,31,10,0.0,2,1.0,0.0,160990.27,0
550,0.0,0.0,30,4,0.0,2,1.0,0.0,89216.29,0
715,2.0,1.0,31,7,0.0,1,1.0,1.0,149970.59,0
496,0.0,1.0,32,4,127845.83,1,1.0,0.0,66469.2,0
669,1.0,0.0,30,7,139872.81,1,1.0,0.0,188795.85,0
708,2.0,0.0,64,5,0.0,3,0.0,1.0,112520.07,1
607,0.0,1.0,25,3,0.0,2,0.0,0.0,187048.72,0
660,0.0,0.0,31,6,172325.67,1,0.0,1.0,45438.38,0
697,0.0,0.0,76,7,0.0,2,0.0,1.0,188772.45,0
431,0.0,1.0,37,0,120764.08,1,1.0,1.0,117023.08,0
850,2.0,1.0,39,6,206014.94,2,0.0,1.0,42774.84,1
533,0.0,0.0,35,8,0.0,2,1.0,1.0,187900.12,0
505,1.0,0.0,37,6,159863.9,2,0.0,1.0,125307.87,0
641,0.0,1.0,37,7,0.0,2,1.0,0.0,75248.3,0
648,0.0,1.0,42,4,0.0,2,1.0,0.0,19283.14,0
779,0.0,0.0,29,3,46388.16,3,1.0,0.0,127939.26,1
583,0.0,0.0,27,4,0.0,3,1.0,0.0,163113.41,0
640,1.0,0.0,43,9,94752.49,1,1.0,0.0,184006.36,1
707,0.0,1.0,73,6,66573.17,1,1.0,1.0,62768.8,0
652,1.0,1.0,45,2,151421.44,1,0.0,1.0,115333.43,0
724,0.0,0.0,40,6,110054.45,1,1.0,1.0,86950.72,0
758,0.0,1.0,35,7,0.0,2,1.0,0.0,77951.84,0
580,1.0,1.0,44,9,143391.07,1,0.0,0.0,146891.07,1
586,0.0,0.0,60,3,47020.65,2,0.0,1.0,63241.21,1
639,0.0,1.0,32,9,0.0,2,1.0,0.0,111340.36,0
749,2.0,1.0,38,9,129378.32,1,1.0,1.0,13549.34,0
714,1.0,1.0,39,3,149887.49,2,1.0,0.0,63846.36,0
644,2.0,0.0,31,5,86006.3,1,1.0,1.0,73922.95,0
611,0.0,0.0,53,7,0.0,2,0.0,1.0,156495.39,1
743,1.0,1.0,45,10,144677.19,3,1.0,0.0,22512.44,1
606,0.0,0.0,36,10,0.0,2,0.0,1.0,155641.46,0
661,0.0,1.0,33,9,0.0,2,1.0,1.0,84174.81,0
508,0.0,0.0,31,7,0.0,2,1.0,1.0,6123.15,0
782,1.0,1.0,42,7,126428.38,1,1.0,0.0,39830.1,0
477,2.0,1.0,31,9,0.0,2,0.0,1.0,184061.17,0
583,0.0,0.0,27,1,125406.58,1,1.0,1.0,110784.42,0
612,1.0,1.0,32,9,106520.73,2,1.0,0.0,177092.16,0
510,0.0,0.0,30,0,0.0,2,1.0,1.0,130553.47,0
540,2.0,1.0,39,1,0.0,1,0.0,1.0,108419.41,0
624,0.0,1.0,55,7,118793.6,1,1.0,1.0,95022.02,1
445,0.0,0.0,30,3,0.0,2,1.0,1.0,127939.19,0
688,0.0,1.0,26,1,0.0,2,1.0,1.0,104435.94,0
726,0.0,0.0,38,5,126875.62,1,1.0,0.0,128052.29,0
556,0.0,0.0,30,7,0.0,2,1.0,1.0,186648.19,0
814,0.0,0.0,31,6,87772.52,1,1.0,0.0,188516.45,0
564,0.0,0.0,33,4,135946.26,1,1.0,0.0,63170.0,0
802,2.0,1.0,41,5,0.0,2,1.0,1.0,134626.3,0
665,0.0,0.0,41,8,96147.55,1,1.0,0.0,137037.97,0
781,2.0,0.0,29,6,98759.89,1,0.0,0.0,112202.64,0
808,0.0,1.0,45,7,118626.55,2,1.0,0.0,147132.46,0
733,1.0,1.0,39,5,91538.51,1,1.0,1.0,93783.0,0
802,1.0,1.0,37,9,115569.21,1,0.0,1.0,119782.89,0
560,0.0,0.0,44,5,143244.97,1,1.0,0.0,98661.27,0
649,0.0,1.0,39,3,113096.41,1,1.0,1.0,60335.24,0
582,2.0,1.0,26,4,65848.36,2,1.0,0.0,30149.21,0
680,1.0,1.0,32,7,175454.0,1,0.0,1.0,77349.92,0
519,2.0,0.0,57,2,119035.35,2,1.0,1.0,29871.79,0
740,0.0,0.0,37,5,0.0,2,1.0,1.0,27528.4,0
811,2.0,1.0,44,3,0.0,2,0.0,1.0,78439.73,0
544,2.0,1.0,22,3,66483.32,1,0.0,1.0,110317.39,0
651,2.0,0.0,36,8,0.0,2,1.0,0.0,91652.43,0
805,2.0,1.0,26,2,0.0,2,1.0,1.0,25042.1,0
545,0.0,0.0,55,5,0.0,1,0.0,0.0,10034.77,1
606,1.0,1.0,65,10,126306.64,3,0.0,0.0,7861.68,1
700,0.0,1.0,37,1,135179.49,1,1.0,0.0,160670.37,0
792,1.0,0.0,59,9,101609.77,1,0.0,0.0,161479.19,1
706,1.0,0.0,44,2,185932.18,2,1.0,0.0,65413.41,0
686,0.0,1.0,39,4,0.0,2,1.0,0.0,155023.93,0
764,0.0,0.0,24,0,0.0,2,1.0,0.0,88724.49,0
677,0.0,0.0,37,3,0.0,2,1.0,1.0,38252.25,0
734,0.0,0.0,54,3,0.0,1,1.0,0.0,130805.54,1
518,0.0,1.0,46,3,0.0,2,1.0,0.0,76515.79,0
507,1.0,1.0,36,9,118214.32,3,1.0,0.0,119110.03,1
706,1.0,1.0,32,5,88348.43,2,1.0,1.0,104181.78,0
652,1.0,1.0,35,7,104015.54,2,1.0,1.0,55207.88,0
773,2.0,1.0,52,2,0.0,2,1.0,0.0,57337.79,0
765,1.0,1.0,36,8,92310.54,2,1.0,1.0,72924.56,0
427,0.0,1.0,33,8,0.0,1,1.0,1.0,13858.95,0
545,1.0,1.0,45,6,93796.42,2,1.0,1.0,162321.26,0
711,0.0,0.0,41,3,145754.91,1,1.0,1.0,101455.07,0
694,0.0,1.0,60,9,0.0,1,1.0,1.0,57088.97,0
535,0.0,0.0,48,9,0.0,1,1.0,0.0,149892.79,1
644,2.0,0.0,26,4,153455.72,2,1.0,1.0,82696.84,0
796,0.0,0.0,45,2,109730.22,1,1.0,1.0,123882.73,0
608,2.0,1.0,27,4,153325.1,1,1.0,1.0,199953.33,0
567,0.0,1.0,39,5,0.0,2,0.0,0.0,168521.72,0
796,2.0,1.0,41,8,107525.07,1,1.0,0.0,18510.41,0
696,2.0,0.0,43,4,0.0,2,1.0,1.0,66406.37,0
615,2.0,0.0,41,9,109013.23,1,1.0,0.0,196499.96,0
648,0.0,1.0,23,9,168372.52,1,1.0,0.0,134676.72,0
564,2.0,1.0,48,5,132876.23,1,1.0,0.0,79259.77,0
715,0.0,1.0,21,6,76467.16,1,1.0,1.0,173511.72,0
689,0.0,0.0,46,7,52016.08,2,1.0,1.0,72993.65,0
660,0.0,1.0,33,0,72783.42,1,0.0,0.0,181051.99,0
559,0.0,0.0,38,8,95139.41,1,1.0,1.0,86575.46,0
678,0.0,0.0,22,4,174852.89,1,1.0,1.0,28149.06,0
621,2.0,0.0,59,2,0.0,2,1.0,1.0,171364.18,0
650,1.0,0.0,35,3,165982.43,2,1.0,1.0,24482.16,0
534,2.0,1.0,35,4,0.0,2,0.0,0.0,9541.15,0
529,2.0,0.0,39,2,82766.43,1,1.0,1.0,122925.44,0
653,0.0,1.0,47,6,0.0,1,1.0,0.0,50695.93,1
680,0.0,1.0,27,3,0.0,1,1.0,0.0,32454.26,0
542,0.0,0.0,59,2,68892.77,2,1.0,0.0,7905.06,1
707,2.0,1.0,48,8,88441.64,1,1.0,1.0,119903.2,1
628,1.0,1.0,40,5,181768.32,2,1.0,1.0,129107.97,0
829,1.0,1.0,28,3,132405.52,3,1.0,0.0,104889.2,1
745,0.0,0.0,28,6,0.0,2,1.0,0.0,154389.18,0
555,2.0,1.0,50,7,128061.0,2,1.0,1.0,62375.1,0
516,0.0,0.0,45,4,0.0,1,1.0,0.0,95273.73,1
486,1.0,0.0,40,9,71340.09,1,1.0,0.0,76192.21,0
699,1.0,0.0,54,3,111009.32,1,1.0,1.0,155905.79,1
527,2.0,1.0,28,6,128396.33,2,1.0,0.0,79919.97,0
789,0.0,0.0,53,1,158271.74,1,1.0,1.0,5036.39,1
492,1.0,1.0,39,10,124576.65,2,1.0,0.0,148584.61,0
722,0.0,1.0,34,8,0.0,2,1.0,1.0,133447.49,0
665,0.0,0.0,40,6,0.0,1,1.0,1.0,161848.03,0
546,1.0,0.0,25,3,132837.7,1,1.0,0.0,131647.31,0
572,0.0,0.0,38,7,0.0,2,1.0,1.0,133122.62,0
719,1.0,1.0,28,3,106070.29,2,1.0,1.0,183893.31,0
594,0.0,0.0,56,7,0.0,1,1.0,0.0,26215.85,1
702,0.0,0.0,40,1,103549.24,1,0.0,0.0,9712.52,1
758,2.0,1.0,40,3,0.0,2,0.0,0.0,96097.65,0
760,1.0,0.0,34,6,58003.41,1,1.0,0.0,90346.1,0
678,0.0,0.0,31,1,0.0,2,0.0,1.0,130446.65,0
545,0.0,1.0,30,3,0.0,2,1.0,0.0,170307.43,0
611,1.0,0.0,29,4,78885.88,2,1.0,1.0,26927.69,0
563,0.0,0.0,34,6,0.0,2,0.0,0.0,36536.93,0
462,0.0,1.0,27,4,176913.52,1,1.0,0.0,80587.27,0
757,0.0,1.0,23,2,80673.96,2,1.0,0.0,93991.65,0
806,0.0,0.0,32,3,63763.49,1,1.0,0.0,156593.09,0
640,2.0,1.0,37,5,158024.38,1,1.0,0.0,81298.09,0
720,0.0,0.0,38,10,0.0,2,1.0,1.0,56229.72,1
850,0.0,0.0,39,7,79259.99,1,0.0,1.0,186910.74,0
673,2.0,1.0,40,1,121629.22,1,1.0,1.0,3258.6,0
589,0.0,0.0,31,10,110635.32,1,1.0,0.0,148218.86,0
438,0.0,1.0,60,7,78391.17,1,0.0,1.0,49424.6,0
705,1.0,0.0,46,4,115518.07,1,0.0,0.0,76544.9,1
813,1.0,0.0,29,5,106059.4,1,0.0,0.0,187976.88,1
681,1.0,1.0,37,8,73179.34,2,1.0,1.0,25292.53,0
642,1.0,1.0,49,4,120688.61,1,1.0,0.0,24770.22,1
612,0.0,0.0,31,8,117989.76,1,1.0,1.0,54129.86,0
586,0.0,1.0,33,9,0.0,1,1.0,0.0,6975.02,0
477,0.0,0.0,57,9,114023.64,2,1.0,1.0,71167.17,1
701,0.0,1.0,33,9,147510.34,1,1.0,0.0,190611.92,0
671,0.0,1.0,30,2,0.0,1,0.0,1.0,102057.86,0
643,1.0,1.0,41,2,127841.52,1,1.0,0.0,172363.41,0
751,0.0,0.0,37,9,183613.66,2,0.0,0.0,49734.94,0
640,0.0,0.0,31,9,138857.59,1,1.0,0.0,48640.77,0
850,0.0,0.0,27,7,43658.33,2,1.0,1.0,3025.49,0
475,0.0,1.0,39,6,0.0,1,1.0,1.0,56999.9,1
597,1.0,0.0,35,8,131101.04,1,1.0,1.0,192852.67,0
567,1.0,1.0,40,7,122265.24,1,1.0,0.0,138552.74,0
747,0.0,0.0,34,10,0.0,2,1.0,1.0,50759.8,0
671,1.0,0.0,47,7,114603.76,2,1.0,0.0,153194.32,1
602,1.0,0.0,43,2,113641.49,4,1.0,0.0,115116.35,1
464,0.0,0.0,33,10,147493.7,2,1.0,0.0,100447.53,0
724,1.0,0.0,35,0,171982.95,2,0.0,1.0,167313.07,0
607,0.0,0.0,31,1,102523.88,1,1.0,1.0,166792.71,0
694,1.0,0.0,58,1,143212.22,1,0.0,0.0,102628.56,1
