Marital_status,Application_mode,Application_order,Course,Daytimeevening_attendance,Previous_qualification,Previous_qualification_grade,Nationality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,__target__
4.0,14.0,1,8.0,0.0,5.0,133.1,14.0,9.0,28.0,24.0,42.0,115.0,1.0,0.0,1.0,0.0,1.0,0.0,25,0.0,0,6,10,4,13.0,0,0,6,9,4,13.75,0,12.7,3.7,-1.7,0
4.0,0.0,1,8.0,0.0,15.0,158.0,14.0,8.0,9.0,29.0,35.0,144.7,1.0,0.0,0.0,1.0,0.0,1.0,19,0.0,0,6,6,6,14.833333333333334,0,0,6,6,6,14.666666666666666,0,12.7,3.7,-1.7,2
4.0,4.0,6,11.0,0.0,15.0,124.0,14.0,10.0,11.0,29.0,35.0,117.8,0.0,0.0,0.0,1.0,0.0,1.0,20,0.0,0,8,8,7,12.791428571428572,1,0,8,8,7,12.791428571428572,1,10.8,1.4,1.74,2
4.0,14.0,1,16.0,0.0,15.0,133.1,14.0,16.0,20.0,1.0,37.0,144.9,1.0,0.0,0.0,1.0,0.0,0.0,26,0.0,0,6,11,3,11.75,0,0,6,19,4,12.8,0,12.4,0.5,1.79,1
4.0,14.0,1,14.0,1.0,15.0,130.0,14.0,10.0,11.0,29.0,16.0,103.5,0.0,0.0,0.0,1.0,0.0,1.0,33,0.0,0,6,6,6,14.166666666666666,0,0,6,6,6,14.333333333333334,0,12.7,3.7,-1.7,2
4.0,0.0,2,0.0,0.0,15.0,111.0,14.0,9.0,10.0,29.0,42.0,114.2,1.0,0.0,0.0,1.0,0.0,0.0,18,0.0,0,6,9,4,13.2,0,0,6,10,5,12.8,0,12.4,0.5,1.79,2
4.0,0.0,1,13.0,0.0,15.0,131.0,14.0,10.0,28.0,29.0,42.0,135.9,1.0,0.0,0.0,1.0,0.0,0.0,18,0.0,0,6,8,5,13.2,0,0,6,6,6,11.333333333333334,0,9.4,-0.8,-3.12,2
4.0,0.0,4,13.0,0.0,15.0,125.0,14.0,9.0,9.0,29.0,8.0,114.9,1.0,0.0,1.0,1.0,0.0,1.0,19,0.0,0,6,9,5,11.4,0,0,6,9,3,10.0,0,8.9,1.4,3.51,1
4.0,3.0,1,3.0,0.0,15.0,133.1,14.0,28.0,10.0,27.0,17.0,117.1,1.0,0.0,0.0,1.0,0.0,1.0,21,0.0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,0
4.0,0.0,3,7.0,0.0,15.0,133.0,14.0,16.0,28.0,11.0,1.0,121.8,1.0,0.0,0.0,1.0,1.0,0.0,18,0.0,0,5,9,4,12.0,0,0,5,10,2,11.0,0,8.9,1.4,3.51,1
4.0,0.0,1,13.0,0.0,15.0,135.0,14.0,8.0,9.0,1.0,35.0,121.7,1.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,6,14,0,0.0,0,0,6,9,4,11.0,0,7.6,2.6,0.32,1
4.0,0.0,2,11.0,0.0,15.0,117.0,14.0,9.0,28.0,1.0,35.0,112.1,0.0,0.0,0.0,1.0,0.0,1.0,20,0.0,0,7,9,5,13.188,0,0,8,9,7,12.892857142857142,0,11.1,0.6,2.02,1
4.0,0.0,4,11.0,0.0,15.0,133.0,14.0,8.0,10.0,10.0,35.0,127.3,1.0,0.0,0.0,1.0,0.0,0.0,18,0.0,0,8,8,7,12.628571428571428,0,0,8,8,7,12.628571428571428,0,12.7,3.7,-1.7,2
0.0,14.0,1,10.0,1.0,15.0,130.0,14.0,10.0,11.0,29.0,42.0,127.6,0.0,0.0,0.0,1.0,1.0,0.0,29,0.0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,1
3.0,14.0,1,10.0,1.0,3.0,133.1,14.0,28.0,33.0,27.0,39.0,118.4,0.0,0.0,0.0,0.0,0.0,0.0,39,0.0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0
4.0,0.0,1,13.0,0.0,15.0,128.0,14.0,10.0,10.0,29.0,1.0,127.3,1.0,0.0,0.0,1.0,0.0,1.0,19,0.0,0,6,8,6,14.0,0,0,6,8,6,12.285714285714286,0,16.2,0.3,-0.92,2
4.0,3.0,4,9.0,0.0,15.0,114.0,14.0,9.0,10.0,1.0,1.0,109.5,1.0,0.0,0.0,1.0,1.0,1.0,20,0.0,0,5,6,5,11.8,0,0,5,8,4,11.6,0,8.9,1.4,3.51,2
3.0,14.0,1,1.0,0.0,5.0,133.1,14.0,9.0,11.0,29.0,3.0,120.0,0.0,0.0,1.0,1.0,0.0,0.0,37,0.0,0,6,10,6,12.875,0,0,6,12,6,12.9,0,16.2,0.3,-0.92,1
4.0,0.0,1,2.0,0.0,15.0,124.0,14.0,9.0,28.0,29.0,42.0,121.2,1.0,0.0,0.0,1.0,1.0,0.0,20,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,1
4.0,3.0,1,15.0,0.0,15.0,137.0,14.0,28.0,9.0,27.0,35.0,137.7,1.0,0.0,1.0,0.0,0.0,0.0,19,0.0,0,6,14,1,10.0,0,0,6,13,0,0.0,0,7.6,2.6,0.32,0
4.0,5.0,1,9.0,0.0,15.0,131.0,14.0,9.0,9.0,29.0,42.0,129.7,1.0,0.0,0.0,1.0,0.0,0.0,19,0.0,0,5,5,5,12.6,0,0,5,6,4,12.4,0,16.2,0.3,-0.92,2
4.0,14.0,1,9.0,0.0,5.0,100.0,14.0,8.0,10.0,24.0,42.0,132.0,0.0,0.0,1.0,0.0,1.0,0.0,28,0.0,0,5,7,1,11.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,0
4.0,4.0,3,7.0,0.0,15.0,111.0,14.0,24.0,10.0,29.0,16.0,111.0,1.0,0.0,0.0,1.0,1.0,0.0,18,0.0,0,5,10,4,11.6,0,0,5,9,3,14.2,0,12.4,0.5,1.79,0
4.0,0.0,2,5.0,0.0,15.0,121.0,14.0,9.0,10.0,11.0,17.0,116.1,1.0,0.0,0.0,1.0,0.0,0.0,22,0.0,0,6,7,6,11.666666666666666,0,0,6,7,5,13.2,0,12.7,3.7,-1.7,2
4.0,0.0,1,8.0,0.0,15.0,150.0,14.0,9.0,9.0,29.0,28.0,143.0,0.0,0.0,0.0,1.0,0.0,0.0,18,0.0,0,6,6,5,13.0,0,0,6,6,6,13.666666666666666,0,12.7,3.7,-1.7,2
4.0,9.0,1,0.0,0.0,15.0,160.0,14.0,10.0,26.0,29.0,42.0,149.5,1.0,0.0,0.0,0.0,1.0,0.0,19,0.0,0,6,6,6,13.0,0,0,6,8,6,13.0,0,13.9,-0.3,0.79,2
4.0,15.0,1,13.0,0.0,14.0,140.0,14.0,10.0,11.0,29.0,3.0,136.9,1.0,0.0,0.0,1.0,0.0,0.0,21,0.0,5,9,10,9,12.77777777777778,0,4,9,9,9,13.22222222222222,0,8.9,1.4,3.51,2
3.0,17.0,1,15.0,0.0,15.0,136.0,14.0,15.0,19.0,13.0,6.0,130.0,1.0,0.0,0.0,1.0,1.0,0.0,22,0.0,2,6,13,4,11.5,0,2,6,12,2,12.5,0,7.6,2.6,0.32,0
4.0,14.0,1,10.0,1.0,15.0,120.0,14.0,8.0,28.0,29.0,1.0,123.2,0.0,0.0,0.0,1.0,0.0,0.0,27,0.0,0,5,9,3,10.666666666666666,0,0,5,7,4,11.4,0,10.8,1.4,1.74,1
4.0,0.0,3,11.0,0.0,15.0,134.0,14.0,10.0,9.0,29.0,42.0,120.3,1.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,8,8,7,12.082857142857142,0,0,8,8,7,12.082857142857142,0,10.8,1.4,1.74,2
4.0,0.0,1,11.0,0.0,15.0,147.0,14.0,8.0,10.0,18.0,16.0,147.3,0.0,0.0,0.0,1.0,0.0,0.0,18,0.0,0,7,7,6,13.966666666666669,0,0,7,7,6,13.966666666666669,0,7.6,2.6,0.32,2
4.0,0.0,4,11.0,0.0,15.0,135.0,14.0,8.0,11.0,29.0,16.0,126.3,1.0,0.0,0.0,1.0,0.0,1.0,19,0.0,0,7,7,6,15.433333333333332,0,0,7,7,6,15.433333333333332,0,7.6,2.6,0.32,2
4.0,16.0,1,5.0,0.0,15.0,140.0,14.0,24.0,28.0,29.0,16.0,144.3,1.0,0.0,0.0,1.0,0.0,0.0,19,0.0,2,7,7,7,13.0,0,5,9,9,9,13.22222222222222,0,12.4,0.5,1.79,2
4.0,0.0,3,13.0,0.0,15.0,137.0,15.0,24.0,28.0,29.0,42.0,129.3,0.0,0.0,0.0,1.0,0.0,1.0,21,1.0,0,6,8,6,13.875,0,0,6,7,6,14.142857142857142,0,16.2,0.3,-0.92,2
4.0,0.0,4,13.0,0.0,15.0,127.0,14.0,24.0,9.0,29.0,35.0,120.4,1.0,0.0,0.0,1.0,0.0,1.0,19,0.0,0,6,6,6,13.5,0,0,6,7,6,13.428571428571429,0,11.1,0.6,2.02,2
4.0,0.0,1,13.0,0.0,15.0,115.0,14.0,24.0,28.0,29.0,1.0,109.1,1.0,0.0,1.0,0.0,0.0,1.0,22,0.0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,0
4.0,0.0,1,11.0,0.0,15.0,140.0,14.0,9.0,9.0,24.0,16.0,129.9,0.0,0.0,0.0,1.0,0.0,0.0,19,0.0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,16.2,0.3,-0.92,0
4.0,14.0,1,14.0,1.0,15.0,133.1,14.0,24.0,26.0,1.0,28.0,116.5,0.0,0.0,0.0,1.0,1.0,1.0,24,0.0,0,6,6,4,12.25,0,0,6,10,4,11.5,0,12.4,0.5,1.79,1
4.0,3.0,3,15.0,0.0,15.0,122.0,14.0,24.0,28.0,1.0,1.0,126.6,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0,5,5,5,10.4,0,0,6,13,0,0.0,0,10.8,1.4,1.74,0
4.0,3.0,2,14.0,1.0,15.0,133.1,14.0,9.0,28.0,22.0,32.0,118.0,0.0,0.0,0.0,1.0,0.0,1.0,20,0.0,0,6,6,6,11.666666666666666,0,0,6,12,5,14.0,0,10.8,1.4,1.74,2
4.0,16.0,1,7.0,0.0,16.0,150.0,14.0,9.0,20.0,18.0,37.0,150.0,0.0,0.0,0.0,1.0,1.0,0.0,20,0.0,0,5,16,0,0.0,0,0,5,12,2,10.5,0,12.7,3.7,-1.7,1
4.0,0.0,2,9.0,0.0,15.0,120.0,14.0,9.0,10.0,29.0,35.0,118.6,1.0,0.0,0.0,1.0,0.0,0.0,19,0.0,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,2
4.0,14.0,1,10.0,1.0,15.0,133.0,14.0,10.0,11.0,29.0,28.0,139.2,1.0,0.0,1.0,1.0,1.0,0.0,33,0.0,0,5,11,2,12.5,0,0,5,9,2,11.5,1,12.7,3.7,-1.7,0
4.0,9.0,1,9.0,0.0,15.0,130.0,17.0,24.0,28.0,26.0,17.0,130.0,0.0,0.0,0.0,1.0,0.0,0.0,19,1.0,0,5,10,4,12.0,0,0,5,6,5,11.4,0,11.1,0.6,2.02,2
4.0,14.0,1,10.0,1.0,15.0,140.0,14.0,24.0,11.0,29.0,16.0,154.5,0.0,0.0,0.0,1.0,0.0,0.0,26,0.0,0,1,2,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,0
4.0,5.0,1,7.0,0.0,15.0,130.0,14.0,24.0,28.0,29.0,37.0,128.0,0.0,0.0,1.0,0.0,1.0,0.0,27,0.0,0,5,5,0,0.0,0,0,5,7,0,0.0,0,13.9,-0.3,0.79,1
4.0,0.0,1,6.0,0.0,15.0,132.0,14.0,24.0,28.0,11.0,17.0,143.9,1.0,0.0,0.0,1.0,1.0,0.0,20,0.0,0,5,14,2,11.0,3,0,5,9,3,12.666666666666666,0,9.4,-0.8,-3.12,1
4.0,0.0,2,15.0,0.0,15.0,136.0,14.0,8.0,9.0,29.0,35.0,125.2,1.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,6,8,6,12.285714285714286,0,0,6,9,5,12.4,0,8.9,1.4,3.51,2
4.0,3.0,1,15.0,0.0,15.0,116.0,14.0,8.0,11.0,29.0,8.0,109.7,1.0,0.0,0.0,1.0,0.0,0.0,22,0.0,0,6,7,5,14.0,0,0,6,6,6,15.666666666666666,0,11.1,0.6,2.02,2
4.0,16.0,1,6.0,0.0,16.0,130.0,14.0,24.0,20.0,29.0,37.0,130.0,1.0,0.0,1.0,1.0,0.0,1.0,21,0.0,1,6,13,3,12.333333333333334,0,1,6,12,1,13.0,0,13.9,-0.3,0.79,0
4.0,3.0,2,13.0,0.0,15.0,118.0,14.0,24.0,10.0,1.0,3.0,110.7,1.0,1.0,0.0,1.0,0.0,0.0,18,0.0,0,6,15,2,10.333333333333334,3,0,6,13,3,13.333333333333334,0,12.7,3.7,-1.7,1
4.0,3.0,4,11.0,0.0,15.0,136.0,14.0,24.0,28.0,1.0,42.0,128.5,1.0,0.0,0.0,1.0,0.0,0.0,18,0.0,0,7,7,6,12.766666666666666,0,0,7,7,6,12.766666666666666,0,7.6,2.6,0.32,2
4.0,0.0,1,0.0,0.0,15.0,143.0,14.0,16.0,9.0,26.0,42.0,144.1,1.0,0.0,0.0,1.0,0.0,0.0,19,0.0,0,6,7,5,12.6,0,0,6,10,5,12.375,0,10.8,1.4,1.74,1
4.0,14.0,1,11.0,0.0,15.0,130.0,14.0,10.0,11.0,29.0,35.0,133.0,1.0,0.0,0.0,1.0,0.0,1.0,26,0.0,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,2
4.0,4.0,3,5.0,0.0,15.0,138.0,14.0,8.0,11.0,29.0,35.0,125.1,1.0,0.0,0.0,1.0,0.0,1.0,19,0.0,0,6,6,6,12.666666666666666,0,0,6,6,6,13.0,0,15.5,2.8,-4.06,2
4.0,0.0,1,13.0,0.0,15.0,107.0,14.0,15.0,26.0,11.0,3.0,104.2,1.0,0.0,0.0,1.0,0.0,0.0,20,0.0,0,6,6,6,12.166666666666666,0,0,6,7,6,12.142857142857142,0,11.1,0.6,2.02,2
4.0,0.0,1,13.0,0.0,15.0,140.0,14.0,9.0,9.0,29.0,42.0,132.0,0.0,0.0,0.0,1.0,1.0,0.0,19,0.0,0,6,10,5,11.571428571428571,0,0,6,10,3,13.0,0,16.2,0.3,-0.92,0
4.0,0.0,1,13.0,0.0,15.0,133.1,14.0,9.0,11.0,27.0,39.0,137.0,1.0,0.0,0.0,1.0,0.0,0.0,19,0.0,0,6,10,0,0.0,4,0,6,0,0,0.0,0,7.6,2.6,0.32,0
3.0,14.0,1,7.0,0.0,15.0,120.0,14.0,28.0,33.0,27.0,39.0,140.0,1.0,0.0,0.0,1.0,1.0,0.0,33,0.0,0,5,14,1,18.0,0,0,5,9,2,13.0,0,9.4,-0.8,-3.12,0
4.0,5.0,4,16.0,0.0,15.0,133.1,14.0,28.0,33.0,0.0,0.0,125.2,0.0,0.0,0.0,1.0,0.0,0.0,21,0.0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,0
4.0,3.0,1,13.0,0.0,15.0,145.0,14.0,8.0,9.0,18.0,35.0,138.0,1.0,0.0,0.0,1.0,0.0,0.0,20,0.0,0,6,11,5,11.2,0,0,6,6,6,12.0,0,9.4,-0.8,-3.12,2
4.0,3.0,2,14.0,1.0,15.0,134.0,14.0,24.0,10.0,1.0,0.0,126.0,1.0,0.0,0.0,1.0,1.0,0.0,22,0.0,0,6,7,6,12.666666666666666,0,0,6,6,6,12.166666666666666,0,7.6,2.6,0.32,2
4.0,0.0,1,5.0,0.0,15.0,133.1,14.0,24.0,11.0,18.0,42.0,143.0,1.0,0.0,1.0,1.0,0.0,0.0,21,0.0,0,6,9,5,11.4,0,0,6,8,5,12.2,0,12.7,3.7,-1.7,0
4.0,15.0,1,1.0,0.0,15.0,130.0,14.0,9.0,28.0,29.0,42.0,130.0,0.0,0.0,1.0,1.0,1.0,0.0,21,0.0,7,12,20,10,11.8,0,5,12,15,9,11.444444444444445,0,8.9,1.4,3.51,1
4.0,5.0,1,8.0,0.0,15.0,140.0,14.0,16.0,11.0,11.0,35.0,116.9,0.0,0.0,0.0,1.0,1.0,0.0,32,0.0,6,11,15,7,11.285714285714286,0,5,7,10,6,12.333333333333334,0,13.9,-0.3,0.79,1
0.0,14.0,1,14.0,1.0,15.0,130.0,14.0,10.0,11.0,29.0,35.0,138.0,0.0,0.0,0.0,1.0,0.0,0.0,42,0.0,0,6,8,5,11.2,0,0,6,6,6,12.0,0,8.9,1.4,3.51,2
4.0,3.0,2,11.0,0.0,15.0,127.0,14.0,9.0,11.0,29.0,35.0,121.3,1.0,0.0,0.0,1.0,0.0,1.0,20,0.0,0,8,8,7,12.464285714285714,0,0,8,8,7,12.464285714285714,0,10.8,1.4,1.74,2
4.0,0.0,1,0.0,0.0,15.0,112.0,14.0,10.0,28.0,24.0,39.0,110.6,0.0,0.0,0.0,1.0,0.0,0.0,20,0.0,0,5,7,4,11.75,0,0,5,7,5,11.8,1,7.6,2.6,0.32,2
4.0,0.0,6,11.0,0.0,15.0,140.0,14.0,9.0,9.0,18.0,35.0,128.5,1.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,8,8,8,13.40375,0,0,8,8,8,13.40375,0,9.4,-0.8,-3.12,2
4.0,0.0,1,8.0,0.0,15.0,143.0,14.0,16.0,20.0,26.0,28.0,144.8,0.0,0.0,0.0,1.0,0.0,0.0,19,0.0,0,6,6,6,12.166666666666666,0,0,6,6,6,12.5,0,16.2,0.3,-0.92,1
4.0,8.0,1,9.0,0.0,7.0,150.0,14.0,16.0,11.0,26.0,28.0,150.0,1.0,0.0,1.0,0.0,0.0,0.0,38,0.0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,0
4.0,0.0,4,0.0,0.0,15.0,125.0,14.0,24.0,9.0,1.0,35.0,114.9,1.0,0.0,0.0,1.0,0.0,1.0,19,0.0,0,6,8,6,13.375,0,0,6,7,6,12.285714285714286,0,11.1,0.6,2.02,2
4.0,3.0,5,13.0,0.0,15.0,131.0,14.0,9.0,11.0,18.0,35.0,120.2,1.0,0.0,0.0,1.0,0.0,1.0,19,0.0,0,6,9,5,11.333333333333334,0,0,6,6,6,10.833333333333334,0,13.9,-0.3,0.79,1
4.0,2.0,3,3.0,0.0,15.0,134.0,14.0,9.0,11.0,29.0,42.0,121.1,1.0,0.0,0.0,1.0,0.0,0.0,19,0.0,0,6,8,5,12.2,0,0,6,8,5,11.8,0,10.8,1.4,1.74,1
4.0,17.0,1,11.0,0.0,15.0,111.0,14.0,24.0,20.0,29.0,3.0,128.2,1.0,0.0,0.0,1.0,1.0,0.0,23,0.0,0,8,8,8,12.5075,0,0,8,8,8,12.5075,0,9.4,-0.8,-3.12,2
3.0,14.0,2,9.0,0.0,15.0,133.1,14.0,10.0,11.0,18.0,35.0,110.0,0.0,0.0,0.0,1.0,1.0,0.0,43,0.0,0,5,14,0,0.0,1,0,5,5,0,0.0,0,9.4,-0.8,-3.12,0
4.0,0.0,1,5.0,0.0,15.0,123.0,14.0,8.0,9.0,29.0,28.0,124.8,0.0,0.0,0.0,0.0,0.0,1.0,18,0.0,0,6,7,5,11.8,0,0,6,7,5,13.0,0,8.9,1.4,3.51,1
4.0,0.0,4,11.0,0.0,15.0,142.0,14.0,9.0,10.0,22.0,32.0,125.5,1.0,0.0,0.0,1.0,0.0,0.0,18,0.0,0,8,12,7,12.857142857142858,0,0,8,12,7,12.857142857142858,0,12.7,3.7,-1.7,2
4.0,0.0,1,16.0,0.0,15.0,134.0,14.0,24.0,28.0,26.0,35.0,128.4,1.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,5,12,5,12.857142857142858,2,0,5,8,4,13.25,0,9.4,-0.8,-3.12,2
4.0,0.0,1,9.0,0.0,15.0,166.0,14.0,9.0,11.0,1.0,16.0,146.4,0.0,0.0,0.0,1.0,1.0,0.0,27,0.0,0,5,12,3,10.0,0,0,5,12,1,13.0,0,7.6,2.6,0.32,1
3.0,14.0,1,10.0,1.0,15.0,160.0,14.0,24.0,28.0,14.0,18.0,128.4,0.0,0.0,0.0,1.0,0.0,0.0,34,0.0,0,5,12,5,10.4,0,0,5,11,5,12.0,0,12.4,0.5,1.79,2
3.0,14.0,1,12.0,0.0,5.0,133.1,14.0,10.0,9.0,29.0,42.0,123.0,0.0,0.0,0.0,1.0,0.0,0.0,31,0.0,0,7,13,6,11.833333333333334,0,0,7,8,7,12.228571428571428,0,12.4,0.5,1.79,2
4.0,3.0,2,11.0,0.0,15.0,131.0,14.0,8.0,28.0,18.0,35.0,118.4,1.0,0.0,0.0,1.0,0.0,1.0,20,0.0,0,7,9,6,13.766666666666666,0,0,8,9,8,13.744444444444444,0,16.2,0.3,-0.92,0
4.0,0.0,1,10.0,1.0,15.0,131.0,14.0,9.0,11.0,29.0,42.0,118.4,1.0,0.0,0.0,1.0,0.0,0.0,20,0.0,0,5,10,0,0.0,0,0,5,10,0,0.0,3,7.6,2.6,0.32,1
4.0,14.0,1,1.0,0.0,5.0,133.1,14.0,10.0,11.0,29.0,42.0,130.0,0.0,0.0,0.0,1.0,0.0,0.0,44,0.0,0,6,10,1,12.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,0
4.0,3.0,1,8.0,0.0,15.0,112.0,14.0,24.0,28.0,18.0,32.0,111.7,0.0,0.0,1.0,0.0,1.0,0.0,19,0.0,0,6,6,6,12.5,0,0,6,10,4,12.6,0,15.5,2.8,-4.06,0
4.0,3.0,1,14.0,1.0,15.0,120.0,14.0,8.0,11.0,4.0,8.0,113.0,0.0,0.0,0.0,1.0,0.0,1.0,24,0.0,0,6,11,4,12.0,0,0,6,7,6,13.0,0,10.8,1.4,1.74,2
4.0,14.0,1,1.0,0.0,15.0,130.0,14.0,9.0,28.0,29.0,8.0,126.1,1.0,0.0,0.0,0.0,1.0,0.0,27,0.0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,0
4.0,3.0,3,11.0,0.0,15.0,132.0,14.0,16.0,28.0,26.0,35.0,125.5,1.0,0.0,0.0,1.0,1.0,0.0,18,0.0,0,8,8,7,13.154285714285717,0,0,8,8,7,13.154285714285717,0,10.8,1.4,1.74,1
4.0,3.0,2,8.0,0.0,15.0,142.0,14.0,9.0,10.0,29.0,42.0,139.9,0.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,6,7,6,13.428571428571429,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,2
4.0,0.0,4,2.0,0.0,15.0,132.0,14.0,24.0,10.0,1.0,28.0,138.0,1.0,0.0,1.0,0.0,1.0,0.0,19,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,0
4.0,0.0,1,11.0,0.0,15.0,141.0,14.0,16.0,28.0,29.0,42.0,124.3,0.0,0.0,0.0,1.0,0.0,0.0,19,0.0,0,8,8,7,14.514285714285714,0,0,8,8,7,14.514285714285714,0,12.7,3.7,-1.7,1
4.0,0.0,1,5.0,0.0,15.0,148.0,14.0,24.0,28.0,1.0,16.0,141.4,0.0,0.0,0.0,1.0,1.0,0.0,19,0.0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0
4.0,5.0,1,11.0,0.0,15.0,136.0,14.0,9.0,11.0,21.0,45.0,118.4,1.0,0.0,0.0,1.0,0.0,0.0,21,0.0,0,7,12,4,13.125,0,0,7,8,6,12.333333333333334,0,13.9,-0.3,0.79,1
4.0,0.0,2,9.0,0.0,15.0,128.0,14.0,16.0,28.0,11.0,17.0,121.0,1.0,1.0,1.0,1.0,1.0,0.0,20,0.0,0,5,6,5,13.2,0,0,5,10,5,11.4,3,16.2,0.3,-0.92,1
4.0,5.0,1,13.0,0.0,16.0,120.0,14.0,15.0,28.0,22.0,37.0,118.6,0.0,0.0,0.0,1.0,1.0,0.0,21,0.0,9,11,14,10,12.4,0,6,10,13,10,11.8,0,13.9,-0.3,0.79,2
4.0,3.0,2,3.0,0.0,15.0,127.0,14.0,9.0,9.0,11.0,17.0,121.1,1.0,0.0,0.0,1.0,1.0,0.0,19,0.0,0,7,10,6,13.666666666666666,0,0,7,9,6,12.5,0,12.4,0.5,1.79,0
4.0,0.0,1,16.0,0.0,15.0,130.0,14.0,9.0,9.0,1.0,35.0,121.3,1.0,0.0,0.0,1.0,0.0,0.0,19,0.0,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,2
4.0,3.0,1,13.0,0.0,15.0,136.0,14.0,10.0,11.0,24.0,35.0,140.9,1.0,0.0,0.0,1.0,1.0,0.0,18,0.0,0,6,10,4,12.0,0,0,6,7,5,11.8,0,9.4,-0.8,-3.12,0
4.0,14.0,1,16.0,0.0,15.0,133.1,14.0,9.0,10.0,24.0,35.0,130.0,1.0,0.0,0.0,1.0,0.0,0.0,24,0.0,0,6,7,6,14.857142857142858,0,0,6,10,5,13.6,0,13.9,-0.3,0.79,2
4.0,0.0,1,3.0,0.0,15.0,140.0,14.0,10.0,11.0,29.0,42.0,145.3,0.0,0.0,0.0,1.0,0.0,0.0,18,0.0,0,6,6,6,13.666666666666666,0,0,6,9,6,12.333333333333334,0,7.6,2.6,0.32,2
4.0,14.0,1,16.0,0.0,5.0,133.1,14.0,9.0,11.0,24.0,26.0,104.0,0.0,0.0,0.0,1.0,0.0,0.0,26,0.0,0,5,11,1,12.0,1,0,5,12,0,0.0,4,10.8,1.4,1.74,0
4.0,3.0,2,8.0,0.0,15.0,126.0,14.0,10.0,9.0,18.0,28.0,129.5,1.0,0.0,1.0,0.0,0.0,0.0,18,0.0,0,6,9,5,12.2,0,0,6,9,4,11.75,0,10.8,1.4,1.74,0
4.0,0.0,1,9.0,0.0,15.0,122.0,14.0,24.0,10.0,29.0,42.0,120.3,1.0,0.0,0.0,1.0,1.0,1.0,19,0.0,0,5,8,5,12.6,0,0,5,9,5,13.6,0,8.9,1.4,3.51,0
4.0,16.0,1,7.0,0.0,16.0,140.0,14.0,24.0,10.0,1.0,28.0,140.0,1.0,0.0,0.0,1.0,1.0,0.0,22,0.0,0,5,9,0,0.0,0,0,5,6,2,11.666666666666666,0,10.8,1.4,1.74,1
4.0,0.0,1,16.0,0.0,15.0,134.0,14.0,24.0,28.0,29.0,42.0,133.0,1.0,0.0,0.0,1.0,0.0,1.0,20,0.0,0,6,8,6,15.142857142857142,0,0,6,8,6,15.142857142857142,0,11.1,0.6,2.02,2
4.0,8.0,1,9.0,0.0,8.0,130.0,14.0,10.0,10.0,29.0,16.0,130.0,0.0,0.0,0.0,1.0,0.0,0.0,21,0.0,4,9,9,9,10.88888888888889,0,3,10,18,10,11.615384615384617,0,10.8,1.4,1.74,2
4.0,0.0,5,5.0,0.0,15.0,125.0,14.0,16.0,20.0,26.0,37.0,140.8,1.0,0.0,0.0,1.0,1.0,0.0,22,0.0,0,6,6,6,14.666666666666666,0,0,6,6,6,15.0,0,9.4,-0.8,-3.12,2
