month,credit_amount,credit_term,age,sex,education,product_type,having_children_flg,region,income,family_status,phone_operator,is_client,__target__
4,18000,12,55,1.0,5.0,6.0,0.0,2.0,21000,0.0,3.0,1.0,0
4,71000,12,48,1.0,5.0,17.0,0.0,2.0,37000,0.0,0.0,0.0,0
5,51000,10,22,1.0,5.0,6.0,0.0,2.0,21000,1.0,2.0,1.0,1
10,13000,6,21,0.0,5.0,3.0,0.0,2.0,26000,1.0,0.0,1.0,1
8,13000,6,51,1.0,0.0,13.0,0.0,0.0,51000,1.0,3.0,1.0,0
1,25000,6,42,0.0,5.0,0.0,0.0,0.0,31000,0.0,1.0,0.0,0
3,6000,6,54,0.0,5.0,3.0,1.0,2.0,16000,0.0,0.0,1.0,1
4,10000,3,37,0.0,5.0,6.0,1.0,2.0,41000,0.0,1.0,0.0,0
7,25000,12,23,1.0,0.0,13.0,0.0,2.0,16000,0.0,2.0,0.0,0
12,7500,3,42,1.0,0.0,3.0,1.0,2.0,19000,0.0,1.0,1.0,0
3,24500,12,29,0.0,0.0,13.0,0.0,2.0,31000,0.0,1.0,0.0,0
5,32000,10,39,0.0,5.0,6.0,1.0,0.0,61000,0.0,0.0,0.0,0
12,19500,6,41,1.0,5.0,3.0,1.0,2.0,46000,0.0,0.0,0.0,0
4,15500,6,26,1.0,1.0,14.0,1.0,0.0,61000,1.0,1.0,1.0,0
2,31000,10,64,1.0,5.0,3.0,0.0,2.0,10000,0.0,1.0,1.0,0
10,28500,6,28,0.0,5.0,14.0,0.0,0.0,41000,0.0,2.0,1.0,0
1,6000,3,31,1.0,5.0,6.0,0.0,2.0,26000,0.0,1.0,0.0,0
8,25000,18,30,0.0,0.0,3.0,0.0,2.0,46000,0.0,2.0,0.0,1
2,32500,24,63,1.0,5.0,13.0,0.0,2.0,13000,0.0,2.0,1.0,0
11,30000,10,42,0.0,0.0,13.0,0.0,2.0,51000,0.0,0.0,1.0,0
4,9500,12,43,1.0,0.0,3.0,1.0,2.0,13000,0.0,2.0,0.0,0
8,38500,24,32,0.0,5.0,8.0,0.0,2.0,31000,1.0,0.0,1.0,0
12,31500,12,29,0.0,5.0,3.0,0.0,2.0,51000,1.0,1.0,1.0,0
10,14000,10,39,0.0,0.0,3.0,1.0,2.0,26000,0.0,2.0,0.0,0
5,24500,6,46,0.0,5.0,1.0,1.0,2.0,26000,1.0,4.0,1.0,0
1,17000,12,39,1.0,5.0,3.0,0.0,2.0,21000,1.0,2.0,1.0,0
9,28500,18,26,0.0,5.0,3.0,0.0,2.0,29000,0.0,0.0,0.0,0
9,30500,12,21,0.0,1.0,13.0,0.0,2.0,41000,0.0,1.0,0.0,0
7,28500,12,30,0.0,0.0,21.0,0.0,2.0,21000,1.0,0.0,1.0,0
8,201000,24,26,0.0,5.0,21.0,0.0,2.0,41000,0.0,4.0,1.0,0
2,25000,6,45,1.0,5.0,13.0,1.0,0.0,36000,0.0,1.0,0.0,0
8,16500,12,74,1.0,5.0,13.0,0.0,2.0,19000,0.0,2.0,0.0,0
5,11500,10,34,1.0,0.0,13.0,0.0,2.0,16000,2.0,1.0,0.0,0
10,13500,6,30,0.0,5.0,6.0,0.0,2.0,21000,0.0,1.0,1.0,0
6,12500,6,42,1.0,0.0,13.0,1.0,2.0,17000,0.0,1.0,1.0,0
12,23000,12,25,0.0,5.0,13.0,1.0,2.0,31000,0.0,1.0,1.0,0
10,91000,24,39,1.0,5.0,8.0,1.0,2.0,51000,1.0,0.0,1.0,0
10,27500,12,24,0.0,5.0,3.0,0.0,2.0,33000,1.0,1.0,0.0,0
1,9000,6,49,0.0,4.0,3.0,0.0,2.0,31000,0.0,0.0,1.0,0
10,6500,3,24,0.0,5.0,13.0,1.0,2.0,26000,0.0,2.0,0.0,0
12,28500,16,34,0.0,5.0,3.0,0.0,2.0,31000,0.0,0.0,0.0,1
4,15000,12,25,0.0,5.0,13.0,1.0,2.0,28000,1.0,0.0,1.0,1
1,53500,18,47,1.0,0.0,15.0,0.0,0.0,21000,0.0,1.0,1.0,0
6,9000,6,44,1.0,5.0,11.0,1.0,2.0,15000,0.0,2.0,1.0,0
11,26500,12,21,0.0,5.0,3.0,0.0,2.0,26000,0.0,0.0,1.0,0
8,42500,24,52,1.0,0.0,8.0,0.0,1.0,40000,0.0,1.0,1.0,0
4,22000,12,28,0.0,1.0,13.0,1.0,2.0,26000,0.0,2.0,0.0,0
5,37500,12,25,0.0,5.0,3.0,0.0,0.0,56000,0.0,1.0,1.0,0
11,24000,10,21,0.0,5.0,10.0,0.0,2.0,31000,0.0,1.0,1.0,0
11,12500,10,29,0.0,4.0,3.0,0.0,1.0,35000,0.0,1.0,0.0,1
12,16000,6,28,1.0,0.0,11.0,0.0,2.0,26000,1.0,2.0,1.0,0
7,9000,12,43,1.0,0.0,3.0,1.0,2.0,41000,0.0,1.0,0.0,0
8,27500,24,35,1.0,5.0,13.0,1.0,2.0,31000,2.0,1.0,0.0,0
11,27000,6,61,0.0,5.0,5.0,0.0,2.0,21000,0.0,0.0,0.0,0
9,6500,6,28,1.0,0.0,13.0,1.0,2.0,29000,1.0,3.0,0.0,0
5,26000,6,21,0.0,5.0,3.0,0.0,2.0,26000,0.0,1.0,1.0,0
5,41500,12,19,1.0,4.0,14.0,0.0,2.0,31000,0.0,0.0,0.0,1
11,31500,18,23,1.0,4.0,0.0,0.0,0.0,19000,0.0,2.0,0.0,0
2,60000,6,27,0.0,0.0,15.0,0.0,2.0,36000,1.0,1.0,0.0,0
10,8500,10,31,0.0,5.0,3.0,1.0,2.0,26000,1.0,0.0,0.0,0
12,17500,6,37,1.0,5.0,3.0,0.0,2.0,36000,0.0,0.0,1.0,0
9,36000,12,62,0.0,4.0,3.0,0.0,0.0,14000,0.0,2.0,1.0,0
4,18000,12,22,0.0,5.0,3.0,0.0,2.0,10000,1.0,4.0,1.0,0
2,11000,6,60,0.0,5.0,21.0,1.0,2.0,21000,0.0,0.0,0.0,0
10,30000,6,34,0.0,5.0,3.0,1.0,2.0,101000,1.0,0.0,1.0,0
10,21500,12,27,0.0,0.0,3.0,1.0,2.0,39000,0.0,1.0,0.0,0
5,144000,4,32,1.0,0.0,19.0,1.0,2.0,51000,0.0,3.0,1.0,0
12,14500,10,25,0.0,5.0,3.0,0.0,2.0,36000,1.0,1.0,1.0,1
2,9000,5,76,1.0,5.0,13.0,0.0,2.0,19000,0.0,0.0,1.0,0
11,91000,24,32,0.0,5.0,5.0,1.0,2.0,36000,0.0,0.0,0.0,1
6,29000,12,31,1.0,4.0,19.0,1.0,2.0,31000,0.0,0.0,0.0,0
7,8500,12,24,0.0,5.0,3.0,0.0,2.0,26000,0.0,1.0,1.0,0
8,13000,12,23,1.0,5.0,13.0,1.0,2.0,16000,1.0,1.0,1.0,1
11,12000,12,35,1.0,0.0,11.0,1.0,2.0,41000,1.0,2.0,0.0,0
1,5000,10,39,0.0,5.0,13.0,1.0,2.0,31000,1.0,1.0,0.0,0
11,9000,8,22,1.0,5.0,13.0,0.0,2.0,24000,1.0,0.0,0.0,0
2,37500,12,22,0.0,5.0,13.0,0.0,0.0,26000,0.0,0.0,0.0,0
4,11000,12,41,0.0,0.0,13.0,1.0,2.0,21000,0.0,1.0,0.0,0
9,13500,10,26,0.0,0.0,3.0,0.0,2.0,31000,0.0,0.0,0.0,0
5,7000,12,45,0.0,0.0,6.0,0.0,2.0,31000,0.0,1.0,0.0,0
6,16000,10,65,1.0,5.0,3.0,0.0,2.0,31000,1.0,0.0,0.0,0
2,24500,12,23,1.0,0.0,3.0,0.0,1.0,27000,0.0,1.0,1.0,0
10,18000,15,31,1.0,5.0,13.0,0.0,2.0,17000,0.0,2.0,1.0,1
5,14500,6,45,0.0,4.0,13.0,0.0,2.0,26000,0.0,2.0,1.0,0
3,44000,12,36,1.0,5.0,8.0,0.0,2.0,26000,1.0,0.0,1.0,1
9,19000,12,19,1.0,5.0,13.0,0.0,2.0,19000,0.0,3.0,1.0,1
6,34500,12,32,0.0,5.0,3.0,0.0,2.0,31000,1.0,0.0,1.0,0
2,14000,12,42,0.0,5.0,3.0,1.0,2.0,21000,0.0,3.0,0.0,0
3,10000,6,22,1.0,5.0,6.0,0.0,1.0,31000,0.0,1.0,0.0,0
6,33000,12,20,1.0,5.0,21.0,0.0,2.0,36000,0.0,1.0,1.0,0
7,9000,3,33,1.0,4.0,13.0,1.0,2.0,38000,0.0,2.0,0.0,0
2,27500,12,26,0.0,4.0,13.0,0.0,2.0,29000,0.0,0.0,1.0,0
12,53000,24,58,1.0,0.0,8.0,0.0,2.0,16000,0.0,2.0,1.0,0
3,109000,24,43,0.0,5.0,13.0,0.0,2.0,36000,0.0,1.0,1.0,0
7,73000,24,47,1.0,0.0,8.0,0.0,1.0,28000,0.0,1.0,1.0,1
1,20000,12,29,0.0,4.0,3.0,1.0,2.0,21000,0.0,0.0,1.0,1
12,44000,6,53,1.0,0.0,11.0,1.0,2.0,26000,0.0,1.0,0.0,0
9,15000,12,31,1.0,5.0,13.0,1.0,2.0,31000,0.0,1.0,1.0,0
10,9500,12,24,0.0,4.0,3.0,0.0,2.0,36000,0.0,1.0,1.0,0
9,111500,10,50,1.0,4.0,11.0,0.0,0.0,81000,1.0,0.0,0.0,0
4,15500,12,61,1.0,4.0,21.0,0.0,2.0,11000,0.0,2.0,1.0,0
2,21000,12,31,1.0,0.0,3.0,0.0,2.0,16000,0.0,0.0,1.0,0
10,47000,11,34,1.0,4.0,10.0,1.0,0.0,36000,0.0,0.0,1.0,0
11,28500,10,25,0.0,5.0,13.0,1.0,2.0,26000,0.0,1.0,1.0,0
1,25000,6,31,0.0,5.0,6.0,1.0,2.0,41000,1.0,0.0,0.0,0
9,30000,10,44,1.0,5.0,13.0,1.0,2.0,20000,1.0,0.0,0.0,0
10,17000,12,65,1.0,0.0,11.0,0.0,2.0,11000,0.0,1.0,0.0,0
6,166000,12,34,1.0,0.0,5.0,1.0,2.0,71000,0.0,1.0,0.0,0
1,152000,36,48,0.0,0.0,21.0,1.0,2.0,56000,0.0,2.0,0.0,0
4,8000,4,29,0.0,0.0,16.0,0.0,2.0,26000,1.0,4.0,1.0,0
7,23500,10,60,1.0,0.0,5.0,1.0,0.0,41000,0.0,0.0,0.0,0
10,18000,18,34,0.0,5.0,13.0,1.0,2.0,21000,0.0,1.0,0.0,0
1,31000,12,34,0.0,0.0,6.0,0.0,0.0,71000,0.0,2.0,1.0,0
1,34500,12,43,0.0,5.0,3.0,1.0,2.0,81000,2.0,1.0,1.0,0
3,9500,12,53,1.0,5.0,11.0,1.0,2.0,16000,0.0,2.0,1.0,0
2,20000,15,27,1.0,0.0,3.0,0.0,2.0,31000,0.0,1.0,1.0,0
6,19000,5,28,0.0,0.0,13.0,0.0,2.0,33000,0.0,0.0,1.0,0
1,22000,10,64,1.0,5.0,13.0,0.0,2.0,31000,1.0,2.0,1.0,0
11,40500,16,39,1.0,5.0,3.0,1.0,1.0,33000,0.0,2.0,0.0,1
7,71500,12,64,1.0,5.0,21.0,1.0,2.0,21000,1.0,1.0,1.0,0
12,23500,6,40,0.0,5.0,13.0,0.0,2.0,31000,0.0,1.0,1.0,0
5,9000,8,29,0.0,5.0,3.0,0.0,1.0,21000,0.0,1.0,1.0,0
1,18000,6,27,1.0,0.0,3.0,0.0,2.0,46000,0.0,0.0,0.0,0
3,15000,12,20,0.0,4.0,3.0,0.0,2.0,21000,0.0,0.0,1.0,1
9,37000,12,50,0.0,5.0,11.0,0.0,2.0,21000,0.0,3.0,1.0,0
11,14000,12,33,0.0,5.0,6.0,1.0,2.0,21000,1.0,3.0,1.0,0
9,74000,18,45,1.0,1.0,13.0,0.0,2.0,56000,1.0,0.0,1.0,1
5,7000,6,21,0.0,5.0,6.0,0.0,2.0,34000,0.0,3.0,1.0,0
11,31000,24,24,0.0,0.0,13.0,0.0,2.0,21000,0.0,4.0,1.0,0
5,41500,24,41,1.0,0.0,13.0,1.0,2.0,26000,0.0,3.0,0.0,0
8,21500,18,29,1.0,0.0,13.0,1.0,2.0,27000,1.0,0.0,0.0,0
11,14000,12,20,1.0,1.0,6.0,0.0,2.0,21000,1.0,0.0,1.0,0
5,6500,6,32,1.0,0.0,3.0,1.0,2.0,31000,0.0,2.0,1.0,0
10,16500,12,31,0.0,4.0,3.0,0.0,2.0,31000,0.0,1.0,1.0,1
6,49000,12,59,0.0,0.0,11.0,1.0,2.0,31000,0.0,1.0,1.0,1
2,37500,12,57,1.0,0.0,11.0,1.0,2.0,13000,0.0,0.0,1.0,0
3,8500,12,26,0.0,5.0,3.0,0.0,2.0,26000,0.0,0.0,1.0,1
10,13500,12,28,1.0,0.0,11.0,0.0,2.0,32000,1.0,2.0,1.0,0
2,7000,12,53,1.0,4.0,6.0,0.0,2.0,18000,0.0,0.0,0.0,0
10,35000,7,58,1.0,0.0,5.0,1.0,2.0,31000,1.0,3.0,1.0,0
10,80500,15,25,1.0,0.0,19.0,0.0,2.0,31000,0.0,0.0,0.0,0
9,27500,12,25,1.0,0.0,3.0,0.0,0.0,61000,0.0,0.0,1.0,0
1,10500,6,39,1.0,0.0,13.0,1.0,2.0,21000,1.0,1.0,1.0,0
11,15000,8,23,1.0,5.0,3.0,0.0,2.0,31000,0.0,2.0,1.0,0
1,37000,18,29,1.0,0.0,8.0,0.0,0.0,71000,1.0,1.0,0.0,0
2,20000,6,40,0.0,5.0,3.0,1.0,2.0,36000,0.0,3.0,1.0,0
9,29500,24,39,0.0,5.0,13.0,1.0,2.0,66000,0.0,0.0,1.0,0
3,30000,10,39,1.0,0.0,13.0,0.0,0.0,56000,0.0,0.0,1.0,0
2,37500,12,43,1.0,4.0,13.0,0.0,2.0,16000,0.0,0.0,0.0,0
8,15000,3,21,0.0,1.0,13.0,0.0,2.0,21000,0.0,3.0,1.0,0
1,30500,24,27,0.0,5.0,13.0,0.0,2.0,26000,0.0,2.0,0.0,0
2,45000,18,48,1.0,4.0,11.0,1.0,1.0,29000,0.0,1.0,0.0,0
7,23000,6,39,1.0,4.0,14.0,1.0,2.0,26000,0.0,2.0,1.0,0
9,9500,6,31,0.0,5.0,3.0,1.0,2.0,18000,0.0,0.0,1.0,0
10,10000,4,30,1.0,5.0,3.0,0.0,2.0,26000,1.0,1.0,1.0,0
12,62000,24,31,0.0,5.0,13.0,1.0,2.0,31000,1.0,0.0,1.0,0
12,44000,4,34,1.0,2.0,19.0,1.0,2.0,61000,0.0,2.0,0.0,0
11,39000,24,22,0.0,1.0,6.0,0.0,2.0,41000,0.0,1.0,0.0,0
5,38000,12,42,0.0,4.0,3.0,0.0,2.0,18000,0.0,1.0,1.0,0
4,37000,4,29,1.0,0.0,11.0,0.0,2.0,41000,0.0,0.0,0.0,0
3,13000,8,21,0.0,5.0,3.0,0.0,1.0,31000,0.0,0.0,0.0,0
7,34500,10,36,1.0,0.0,19.0,1.0,2.0,41000,0.0,0.0,1.0,0
1,66500,12,48,0.0,5.0,3.0,0.0,1.0,111000,0.0,0.0,0.0,0
2,5500,6,55,0.0,5.0,3.0,1.0,2.0,31000,2.0,1.0,0.0,0
3,20000,4,28,0.0,5.0,3.0,1.0,2.0,51000,2.0,4.0,1.0,0
2,10000,12,25,1.0,5.0,5.0,0.0,2.0,36000,0.0,1.0,1.0,0
2,14500,10,22,1.0,5.0,6.0,0.0,2.0,26000,0.0,1.0,0.0,0
6,14500,12,35,1.0,0.0,3.0,0.0,2.0,21000,1.0,1.0,1.0,1
3,5500,4,33,0.0,0.0,3.0,1.0,2.0,26000,0.0,1.0,0.0,0
5,23000,12,19,1.0,4.0,3.0,0.0,2.0,13000,1.0,0.0,1.0,0
1,13500,12,27,0.0,1.0,3.0,0.0,2.0,21000,0.0,1.0,1.0,0
7,20000,24,22,0.0,5.0,13.0,0.0,2.0,16000,0.0,0.0,0.0,0
5,20500,12,28,0.0,4.0,3.0,0.0,2.0,19000,1.0,3.0,1.0,0
10,16000,10,27,1.0,5.0,11.0,0.0,2.0,30000,0.0,1.0,1.0,0
9,8500,3,36,0.0,0.0,10.0,1.0,2.0,81000,0.0,1.0,1.0,0
8,10000,3,46,1.0,0.0,11.0,1.0,2.0,17000,1.0,0.0,0.0,0
3,40000,12,47,0.0,1.0,13.0,0.0,0.0,61000,0.0,0.0,1.0,1
1,30000,12,32,0.0,5.0,13.0,1.0,2.0,18000,0.0,0.0,1.0,0
3,15500,12,31,1.0,1.0,3.0,1.0,2.0,21000,0.0,0.0,1.0,0
7,19000,6,30,0.0,5.0,11.0,0.0,0.0,41000,0.0,0.0,1.0,0
8,6500,3,28,1.0,1.0,11.0,0.0,1.0,26000,1.0,1.0,0.0,0
8,45000,11,27,1.0,0.0,13.0,1.0,2.0,21000,0.0,1.0,1.0,0
11,6000,12,20,0.0,4.0,3.0,0.0,2.0,19000,0.0,0.0,1.0,0
9,16500,6,44,0.0,5.0,21.0,1.0,2.0,48000,0.0,2.0,0.0,0
2,21000,12,24,0.0,5.0,3.0,0.0,2.0,24000,0.0,0.0,1.0,1
7,30000,12,22,0.0,0.0,6.0,0.0,2.0,46000,1.0,3.0,1.0,0
1,17500,12,23,1.0,1.0,3.0,0.0,2.0,16000,0.0,0.0,1.0,0
12,30500,10,25,0.0,1.0,3.0,0.0,2.0,41000,0.0,2.0,1.0,1
2,43500,12,56,1.0,0.0,8.0,0.0,0.0,16000,0.0,1.0,1.0,0
5,15000,12,21,0.0,5.0,6.0,0.0,2.0,16000,0.0,3.0,1.0,0
2,35500,12,23,0.0,0.0,10.0,0.0,0.0,41000,0.0,1.0,1.0,0
12,21000,10,25,1.0,0.0,3.0,0.0,2.0,26000,0.0,1.0,0.0,0
2,20500,5,29,1.0,5.0,13.0,0.0,2.0,26000,0.0,1.0,0.0,0
11,12000,4,51,1.0,5.0,13.0,0.0,0.0,31000,0.0,0.0,0.0,0
2,12500,15,52,0.0,0.0,3.0,1.0,2.0,18000,0.0,0.0,1.0,0
3,20000,6,31,1.0,5.0,13.0,0.0,2.0,26000,0.0,0.0,0.0,0
9,7500,6,23,1.0,1.0,6.0,0.0,2.0,18000,0.0,2.0,1.0,0
4,51000,18,30,0.0,4.0,13.0,0.0,2.0,39000,0.0,3.0,0.0,0
4,23000,12,21,1.0,4.0,6.0,0.0,2.0,19000,0.0,1.0,1.0,1
1,28500,12,22,0.0,0.0,13.0,0.0,0.0,36000,0.0,2.0,1.0,0
2,12500,6,32,1.0,0.0,14.0,1.0,2.0,23000,0.0,2.0,0.0,0
11,12500,4,22,0.0,0.0,3.0,0.0,2.0,24000,1.0,2.0,1.0,1
10,15000,4,25,1.0,5.0,1.0,0.0,2.0,26000,0.0,2.0,0.0,0
5,12500,10,27,0.0,5.0,13.0,1.0,2.0,31000,0.0,2.0,1.0,0
2,19500,15,42,0.0,0.0,3.0,1.0,2.0,21000,0.0,2.0,1.0,0
11,47000,24,27,0.0,5.0,2.0,0.0,2.0,21000,1.0,0.0,0.0,0
12,10500,12,26,1.0,0.0,14.0,1.0,2.0,21000,0.0,1.0,0.0,0
3,21000,6,29,0.0,0.0,11.0,0.0,1.0,31000,0.0,1.0,0.0,0
3,51500,18,31,0.0,0.0,6.0,0.0,0.0,101000,1.0,1.0,0.0,0
5,24000,6,23,0.0,5.0,6.0,0.0,2.0,18000,0.0,0.0,1.0,0
1,31000,12,25,1.0,0.0,3.0,0.0,0.0,36000,1.0,3.0,1.0,0
7,77000,18,47,1.0,0.0,20.0,0.0,0.0,66000,1.0,0.0,0.0,0
7,14500,10,39,1.0,0.0,13.0,0.0,2.0,26000,0.0,1.0,1.0,0
1,20500,12,26,0.0,5.0,13.0,0.0,2.0,26000,0.0,2.0,1.0,0
12,56000,24,59,1.0,0.0,13.0,0.0,2.0,26000,0.0,2.0,1.0,0
9,51000,6,26,0.0,5.0,21.0,1.0,2.0,46000,0.0,2.0,1.0,0
4,25000,12,64,0.0,5.0,13.0,1.0,2.0,21000,0.0,0.0,1.0,0
7,29000,11,26,1.0,0.0,10.0,0.0,2.0,51000,2.0,0.0,1.0,0
12,19500,10,22,0.0,0.0,13.0,0.0,2.0,31000,0.0,3.0,0.0,0
9,14000,12,49,1.0,4.0,10.0,0.0,2.0,11000,0.0,2.0,1.0,0
11,15500,12,41,0.0,0.0,3.0,1.0,0.0,46000,0.0,4.0,0.0,0
9,16500,6,38,0.0,5.0,13.0,0.0,2.0,19000,0.0,1.0,1.0,0
6,5500,3,30,0.0,0.0,13.0,1.0,2.0,26000,0.0,3.0,0.0,0
3,24000,12,27,0.0,0.0,3.0,0.0,2.0,27000,0.0,3.0,0.0,0
1,20000,10,25,0.0,0.0,13.0,0.0,0.0,33000,1.0,2.0,1.0,0
3,27500,12,27,0.0,0.0,3.0,0.0,2.0,20000,1.0,0.0,1.0,0
10,22000,6,33,0.0,0.0,6.0,1.0,0.0,101000,0.0,1.0,1.0,0
10,69500,6,51,1.0,0.0,5.0,1.0,0.0,26000,0.0,1.0,0.0,0
12,35000,30,43,0.0,5.0,11.0,1.0,2.0,52000,0.0,3.0,1.0,1
9,7500,6,49,1.0,5.0,21.0,0.0,2.0,16000,0.0,0.0,1.0,0
3,22500,24,38,1.0,0.0,11.0,0.0,2.0,20000,0.0,0.0,1.0,0
12,29000,12,31,1.0,0.0,11.0,0.0,2.0,26000,0.0,2.0,1.0,0
2,11000,6,29,0.0,5.0,6.0,0.0,2.0,24000,0.0,1.0,1.0,0
4,22000,12,48,0.0,5.0,3.0,1.0,1.0,46000,2.0,3.0,0.0,0
6,41000,12,25,1.0,5.0,5.0,1.0,2.0,31000,0.0,1.0,0.0,0
2,148000,18,35,0.0,5.0,11.0,1.0,2.0,31000,0.0,3.0,0.0,0
10,39000,18,32,1.0,0.0,13.0,1.0,2.0,36000,0.0,0.0,1.0,0
3,7000,6,33,0.0,4.0,3.0,0.0,0.0,46000,0.0,2.0,1.0,0
12,7500,10,36,1.0,4.0,3.0,1.0,2.0,19000,0.0,1.0,1.0,0
8,30000,7,59,1.0,0.0,5.0,0.0,2.0,24000,0.0,2.0,1.0,0
9,13000,6,39,1.0,5.0,13.0,1.0,2.0,41000,0.0,3.0,0.0,0
12,30000,18,39,1.0,0.0,14.0,1.0,2.0,21000,0.0,1.0,0.0,0
5,27500,36,39,1.0,5.0,13.0,0.0,2.0,31000,0.0,3.0,1.0,0
1,13000,6,20,1.0,0.0,13.0,0.0,2.0,19000,1.0,1.0,1.0,0
7,12000,6,31,1.0,5.0,13.0,1.0,2.0,31000,0.0,3.0,0.0,0
9,21000,12,54,0.0,0.0,13.0,0.0,2.0,26000,0.0,3.0,0.0,0
9,6000,6,33,1.0,5.0,13.0,1.0,2.0,19000,0.0,0.0,0.0,0
6,22500,12,20,0.0,5.0,6.0,0.0,2.0,21000,0.0,0.0,1.0,0
4,16000,10,32,1.0,5.0,3.0,0.0,2.0,26000,0.0,0.0,0.0,0
9,56500,12,49,0.0,1.0,11.0,0.0,2.0,34000,0.0,1.0,0.0,0
3,25000,10,23,0.0,5.0,13.0,1.0,2.0,46000,1.0,1.0,0.0,0
12,20000,6,34,1.0,5.0,13.0,1.0,2.0,26000,0.0,0.0,1.0,0
11,45000,9,25,1.0,0.0,13.0,0.0,2.0,31000,0.0,1.0,1.0,0
6,6500,6,23,0.0,5.0,3.0,0.0,2.0,28000,1.0,1.0,1.0,0
8,9000,6,48,0.0,5.0,13.0,1.0,2.0,31000,1.0,0.0,0.0,0
2,12500,6,53,1.0,4.0,13.0,1.0,2.0,13000,0.0,3.0,1.0,0
2,8500,6,53,0.0,5.0,3.0,0.0,2.0,36000,1.0,2.0,0.0,0
8,18500,6,45,0.0,4.0,3.0,0.0,2.0,16000,1.0,1.0,0.0,1
5,32000,12,29,0.0,4.0,3.0,0.0,2.0,25000,1.0,2.0,1.0,1
3,28000,12,27,0.0,5.0,3.0,1.0,2.0,27000,0.0,1.0,1.0,1
5,31000,10,30,0.0,0.0,3.0,0.0,0.0,33000,2.0,1.0,1.0,0
8,30000,18,19,1.0,4.0,3.0,0.0,2.0,25000,0.0,1.0,1.0,1
12,30500,4,33,0.0,5.0,13.0,0.0,2.0,101000,0.0,1.0,0.0,0
1,15000,6,24,1.0,1.0,3.0,1.0,2.0,36000,0.0,2.0,0.0,0
4,38500,11,22,1.0,1.0,10.0,0.0,0.0,31000,0.0,1.0,0.0,0
3,34000,12,19,0.0,4.0,13.0,0.0,2.0,16000,1.0,0.0,1.0,1
3,5000,12,38,0.0,5.0,3.0,1.0,2.0,31000,0.0,2.0,0.0,0
8,72000,24,42,0.0,5.0,13.0,0.0,0.0,71000,2.0,2.0,1.0,1
3,17500,10,21,1.0,1.0,6.0,0.0,2.0,21000,0.0,2.0,0.0,0
1,43000,18,27,1.0,5.0,13.0,1.0,2.0,19000,0.0,0.0,0.0,0
3,17500,12,34,0.0,5.0,3.0,1.0,2.0,28000,0.0,2.0,1.0,0
12,10500,12,51,1.0,0.0,5.0,1.0,2.0,28000,1.0,2.0,1.0,0
2,18000,6,25,0.0,0.0,13.0,1.0,0.0,61000,0.0,0.0,0.0,0
10,28000,24,53,0.0,5.0,13.0,0.0,2.0,36000,1.0,0.0,1.0,0
11,44000,6,37,0.0,0.0,11.0,0.0,2.0,43000,0.0,0.0,1.0,0
8,5000,5,27,0.0,4.0,3.0,0.0,2.0,27000,0.0,0.0,1.0,1
12,28500,6,35,0.0,0.0,3.0,0.0,2.0,61000,1.0,1.0,1.0,0
2,22500,12,33,1.0,5.0,3.0,1.0,2.0,7000,0.0,1.0,1.0,0
7,36000,18,25,0.0,0.0,3.0,0.0,2.0,31000,0.0,2.0,1.0,1
8,34000,16,28,0.0,5.0,3.0,0.0,2.0,41000,0.0,1.0,1.0,1
3,24500,12,56,1.0,4.0,3.0,0.0,2.0,36000,1.0,1.0,0.0,1
4,31000,12,50,1.0,5.0,3.0,1.0,0.0,48000,0.0,1.0,1.0,1
2,14500,12,33,0.0,5.0,13.0,1.0,2.0,26000,0.0,0.0,0.0,0
8,30000,12,21,0.0,5.0,3.0,0.0,2.0,41000,2.0,0.0,1.0,0
6,28000,24,31,0.0,0.0,13.0,0.0,1.0,101000,1.0,2.0,0.0,0
9,20500,12,28,1.0,5.0,13.0,1.0,2.0,26000,1.0,0.0,0.0,0
3,6500,6,57,1.0,5.0,3.0,1.0,2.0,10000,0.0,1.0,0.0,1
12,8500,12,30,0.0,5.0,3.0,0.0,2.0,31000,0.0,1.0,1.0,0
1,36000,10,35,1.0,0.0,11.0,1.0,2.0,31000,1.0,1.0,0.0,0
4,21000,3,31,1.0,0.0,11.0,1.0,2.0,26000,0.0,1.0,0.0,0
8,14000,12,24,0.0,5.0,6.0,0.0,2.0,26000,1.0,0.0,0.0,0
2,8000,18,23,0.0,5.0,3.0,0.0,2.0,14000,1.0,1.0,1.0,1
6,40000,12,23,1.0,5.0,11.0,0.0,2.0,31000,1.0,1.0,0.0,0
9,23500,10,38,0.0,0.0,13.0,0.0,0.0,41000,0.0,1.0,1.0,0
4,22500,10,35,1.0,5.0,3.0,0.0,2.0,16000,0.0,2.0,1.0,0
11,17000,8,59,0.0,0.0,13.0,0.0,2.0,26000,1.0,1.0,0.0,0
3,15000,12,20,1.0,5.0,6.0,0.0,2.0,13000,0.0,0.0,1.0,0
8,19000,12,23,0.0,5.0,3.0,0.0,2.0,41000,1.0,0.0,1.0,1
11,72500,8,37,1.0,0.0,13.0,0.0,1.0,86000,1.0,2.0,0.0,0
6,39500,24,36,1.0,0.0,13.0,1.0,2.0,30000,1.0,1.0,1.0,1
5,10000,6,23,0.0,5.0,13.0,1.0,2.0,76000,0.0,0.0,1.0,0
7,8500,12,24,0.0,5.0,3.0,0.0,2.0,25000,2.0,0.0,1.0,0
3,31500,12,29,0.0,5.0,6.0,1.0,2.0,31000,0.0,0.0,0.0,0
