age,job,marital,education,default,balance,housing,loan,contact,campaign,pdays,previous,poutcome,__target__
42,4.0,1.0,1.0,0.0,580,0.0,0.0,0.0,2,-1,0,3.0,0
21,8.0,2.0,1.0,0.0,216,0.0,0.0,0.0,1,-1,0,3.0,1
48,0.0,1.0,1.0,0.0,660,0.0,0.0,0.0,1,561,2,2.0,1
43,9.0,1.0,2.0,0.0,80,0.0,0.0,0.0,32,-1,0,3.0,0
28,1.0,2.0,0.0,0.0,-232,1.0,0.0,2.0,2,-1,0,3.0,0
50,3.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1,105,2,0.0,0
34,6.0,2.0,1.0,0.0,3,1.0,0.0,2.0,1,-1,0,3.0,0
24,0.0,2.0,1.0,0.0,1055,0.0,0.0,0.0,1,-1,0,3.0,0
31,1.0,2.0,1.0,0.0,196,1.0,0.0,0.0,1,341,7,0.0,1
31,1.0,1.0,1.0,0.0,77,1.0,0.0,2.0,2,-1,0,3.0,0
44,1.0,1.0,1.0,0.0,1944,1.0,0.0,2.0,5,-1,0,3.0,0
35,1.0,1.0,3.0,0.0,520,1.0,0.0,0.0,1,-1,0,3.0,1
55,4.0,1.0,1.0,0.0,2693,0.0,0.0,0.0,1,184,7,2.0,1
25,8.0,2.0,1.0,0.0,679,0.0,0.0,0.0,5,94,6,1.0,1
36,1.0,1.0,1.0,0.0,1550,0.0,0.0,0.0,3,-1,0,3.0,0
33,1.0,2.0,1.0,0.0,329,0.0,0.0,0.0,1,145,2,1.0,1
51,4.0,1.0,0.0,1.0,57,1.0,1.0,2.0,1,-1,0,3.0,0
50,1.0,2.0,1.0,0.0,-111,1.0,0.0,0.0,11,-1,0,3.0,0
48,4.0,0.0,2.0,0.0,351,1.0,0.0,0.0,3,-1,0,3.0,0
32,9.0,2.0,1.0,0.0,1089,0.0,0.0,0.0,2,-1,0,3.0,0
39,4.0,1.0,2.0,0.0,397,0.0,0.0,0.0,6,-1,0,3.0,0
36,1.0,0.0,1.0,0.0,1305,1.0,0.0,0.0,10,-1,0,3.0,0
46,10.0,1.0,1.0,0.0,2017,1.0,0.0,0.0,1,-1,0,3.0,0
34,0.0,1.0,1.0,0.0,124,1.0,0.0,1.0,4,366,2,1.0,1
37,1.0,1.0,0.0,0.0,253,1.0,0.0,2.0,2,-1,0,3.0,0
34,1.0,1.0,0.0,0.0,-398,1.0,0.0,0.0,8,-1,0,3.0,0
58,6.0,1.0,2.0,0.0,794,0.0,1.0,1.0,9,-1,0,3.0,0
24,1.0,2.0,0.0,0.0,174,1.0,0.0,0.0,3,-1,0,3.0,0
30,9.0,2.0,1.0,0.0,151,0.0,0.0,0.0,2,-1,0,3.0,0
38,4.0,1.0,1.0,0.0,0,1.0,0.0,2.0,2,-1,0,3.0,0
45,3.0,1.0,1.0,0.0,360,0.0,0.0,0.0,1,182,1,2.0,0
45,9.0,1.0,1.0,0.0,268,0.0,0.0,0.0,14,-1,0,3.0,0
48,0.0,1.0,1.0,0.0,113,1.0,1.0,0.0,1,-1,0,3.0,0
25,6.0,2.0,1.0,0.0,933,1.0,0.0,0.0,2,-1,0,3.0,0
41,2.0,1.0,2.0,0.0,1065,1.0,1.0,2.0,1,-1,0,3.0,0
46,1.0,1.0,1.0,0.0,125,1.0,1.0,2.0,2,-1,0,3.0,0
28,4.0,2.0,1.0,0.0,-994,1.0,1.0,0.0,2,-1,0,3.0,0
31,4.0,1.0,2.0,0.0,537,1.0,0.0,0.0,1,-1,0,3.0,1
39,9.0,1.0,1.0,0.0,0,1.0,0.0,0.0,1,300,1,0.0,0
41,1.0,1.0,0.0,0.0,143,1.0,1.0,2.0,2,-1,0,3.0,1
50,1.0,1.0,0.0,0.0,403,0.0,0.0,0.0,6,-1,0,3.0,0
30,4.0,2.0,2.0,0.0,464,0.0,0.0,0.0,1,-1,0,3.0,0
55,9.0,2.0,2.0,0.0,92,1.0,0.0,2.0,3,-1,0,3.0,0
49,9.0,1.0,1.0,0.0,308,0.0,0.0,0.0,2,91,5,0.0,0
46,7.0,1.0,2.0,0.0,474,0.0,0.0,2.0,2,-1,0,3.0,0
59,5.0,1.0,1.0,0.0,434,1.0,0.0,2.0,3,-1,0,3.0,0
50,1.0,0.0,1.0,0.0,571,1.0,0.0,2.0,4,-1,0,3.0,0
46,1.0,1.0,1.0,0.0,-371,1.0,0.0,2.0,1,-1,0,3.0,0
29,4.0,1.0,2.0,0.0,7832,1.0,0.0,2.0,2,-1,0,3.0,0
35,9.0,1.0,1.0,0.0,46,0.0,0.0,0.0,4,-1,0,3.0,0
41,4.0,1.0,2.0,0.0,1495,1.0,0.0,0.0,2,-1,0,3.0,0
44,1.0,1.0,0.0,0.0,-237,1.0,0.0,1.0,1,-1,0,3.0,0
41,10.0,0.0,0.0,0.0,487,0.0,0.0,0.0,1,200,1,0.0,0
43,7.0,1.0,0.0,0.0,29,0.0,0.0,1.0,8,-1,0,3.0,0
33,0.0,1.0,1.0,0.0,0,1.0,0.0,0.0,1,-1,0,3.0,0
31,0.0,2.0,1.0,0.0,1340,0.0,0.0,0.0,1,-1,0,3.0,0
49,1.0,1.0,0.0,0.0,584,1.0,0.0,1.0,6,365,1,0.0,0
50,4.0,2.0,2.0,0.0,6030,1.0,0.0,0.0,3,-1,0,3.0,0
30,1.0,0.0,0.0,0.0,-258,1.0,0.0,0.0,2,-1,0,3.0,0
44,4.0,1.0,2.0,0.0,119,1.0,0.0,0.0,1,-1,0,3.0,0
50,1.0,1.0,0.0,0.0,808,1.0,0.0,0.0,3,-1,0,3.0,0
37,7.0,2.0,1.0,0.0,244,0.0,0.0,2.0,1,-1,0,3.0,0
43,9.0,0.0,1.0,0.0,1612,0.0,0.0,0.0,2,95,3,2.0,0
29,9.0,2.0,1.0,0.0,18,0.0,0.0,0.0,3,-1,0,3.0,0
37,9.0,1.0,1.0,0.0,449,1.0,0.0,0.0,4,-1,0,3.0,0
34,9.0,2.0,1.0,0.0,2660,1.0,0.0,0.0,2,329,1,0.0,0
37,4.0,1.0,2.0,1.0,0,0.0,0.0,0.0,1,123,2,0.0,0
33,7.0,1.0,1.0,0.0,288,1.0,0.0,0.0,1,-1,0,3.0,0
36,1.0,1.0,1.0,0.0,418,1.0,1.0,0.0,2,-1,0,3.0,0
45,9.0,0.0,1.0,0.0,1738,0.0,0.0,0.0,2,-1,0,3.0,0
43,9.0,1.0,2.0,0.0,1201,1.0,1.0,0.0,1,97,3,0.0,0
57,4.0,0.0,1.0,0.0,396,0.0,0.0,0.0,2,-1,0,3.0,0
56,4.0,0.0,2.0,0.0,66721,0.0,0.0,0.0,2,-1,0,3.0,0
52,1.0,1.0,0.0,0.0,768,0.0,0.0,0.0,3,-1,0,3.0,0
38,9.0,0.0,2.0,0.0,915,1.0,0.0,0.0,7,266,4,1.0,0
33,7.0,1.0,1.0,0.0,2184,1.0,0.0,0.0,1,-1,0,3.0,0
49,9.0,1.0,1.0,0.0,5244,0.0,0.0,0.0,4,-1,0,3.0,0
30,4.0,2.0,2.0,0.0,725,0.0,0.0,0.0,4,-1,0,3.0,0
41,4.0,1.0,2.0,0.0,437,1.0,0.0,2.0,21,-1,0,3.0,0
56,7.0,1.0,3.0,0.0,616,0.0,0.0,2.0,1,-1,0,3.0,0
47,10.0,1.0,1.0,0.0,432,0.0,0.0,0.0,2,-1,0,3.0,0
38,4.0,1.0,1.0,0.0,65,1.0,0.0,2.0,1,-1,0,3.0,0
28,9.0,2.0,1.0,0.0,2335,0.0,0.0,0.0,1,-1,0,3.0,1
30,9.0,2.0,1.0,0.0,309,0.0,0.0,0.0,1,-1,0,3.0,0
45,7.0,1.0,1.0,0.0,-158,1.0,0.0,2.0,1,-1,0,3.0,0
41,9.0,1.0,2.0,0.0,231,0.0,0.0,0.0,2,-1,0,3.0,1
43,7.0,2.0,1.0,0.0,620,0.0,1.0,0.0,1,-1,0,3.0,0
33,1.0,1.0,1.0,0.0,6227,1.0,0.0,2.0,2,-1,0,3.0,0
39,9.0,2.0,1.0,0.0,1355,1.0,0.0,0.0,1,-1,0,3.0,1
42,6.0,1.0,0.0,0.0,3641,1.0,0.0,2.0,1,-1,0,3.0,0
51,9.0,1.0,1.0,0.0,1186,1.0,0.0,2.0,3,-1,0,3.0,0
36,1.0,0.0,1.0,0.0,853,0.0,0.0,2.0,12,-1,0,3.0,0
55,4.0,1.0,2.0,0.0,10065,0.0,0.0,0.0,5,177,3,0.0,0
53,1.0,1.0,0.0,0.0,655,1.0,0.0,0.0,2,-1,0,3.0,0
34,4.0,2.0,2.0,0.0,8038,1.0,0.0,0.0,3,152,1,0.0,0
45,1.0,1.0,1.0,0.0,953,1.0,0.0,2.0,3,-1,0,3.0,0
70,5.0,1.0,0.0,0.0,4982,0.0,0.0,0.0,2,-1,0,3.0,0
33,9.0,1.0,1.0,0.0,162,1.0,1.0,0.0,2,-1,0,3.0,0
59,4.0,0.0,2.0,0.0,844,0.0,1.0,2.0,2,-1,0,3.0,0
35,4.0,2.0,2.0,0.0,1618,1.0,1.0,0.0,1,-1,0,3.0,1
31,9.0,2.0,1.0,0.0,2305,0.0,0.0,0.0,1,-1,0,3.0,0
52,9.0,1.0,1.0,0.0,137,0.0,0.0,0.0,2,-1,0,3.0,1
32,0.0,0.0,2.0,0.0,-127,1.0,0.0,2.0,4,-1,0,3.0,0
48,9.0,0.0,1.0,0.0,1290,0.0,0.0,2.0,1,-1,0,3.0,0
43,10.0,1.0,1.0,0.0,174,0.0,1.0,0.0,2,-1,0,3.0,0
35,9.0,2.0,2.0,0.0,7838,0.0,0.0,0.0,23,-1,0,3.0,0
40,9.0,1.0,1.0,0.0,312,0.0,0.0,0.0,7,-1,0,3.0,1
33,0.0,1.0,1.0,0.0,1114,1.0,0.0,0.0,3,-1,0,3.0,0
32,6.0,1.0,2.0,0.0,1464,0.0,0.0,1.0,2,-1,0,3.0,0
37,0.0,1.0,1.0,0.0,10465,0.0,0.0,2.0,6,-1,0,3.0,0
34,0.0,1.0,1.0,0.0,0,1.0,0.0,0.0,2,-1,0,3.0,0
41,1.0,1.0,1.0,0.0,475,1.0,0.0,1.0,1,-1,0,3.0,0
43,4.0,1.0,2.0,0.0,0,1.0,0.0,0.0,3,293,5,0.0,0
49,1.0,1.0,1.0,0.0,402,1.0,0.0,2.0,1,-1,0,3.0,0
25,4.0,2.0,2.0,0.0,702,0.0,0.0,0.0,2,-1,0,3.0,0
34,9.0,2.0,2.0,0.0,184,1.0,0.0,0.0,3,-1,0,3.0,0
40,1.0,1.0,1.0,0.0,440,1.0,0.0,2.0,2,-1,0,3.0,0
38,9.0,2.0,2.0,0.0,2350,0.0,0.0,0.0,2,-1,0,3.0,0
31,4.0,2.0,2.0,0.0,3289,0.0,0.0,0.0,1,314,1,0.0,0
25,1.0,2.0,1.0,0.0,150,1.0,0.0,2.0,2,-1,0,3.0,0
46,4.0,2.0,2.0,0.0,6651,0.0,0.0,0.0,1,-1,0,3.0,0
43,4.0,2.0,2.0,0.0,8224,1.0,0.0,0.0,1,-1,0,3.0,0
57,9.0,1.0,1.0,0.0,589,1.0,0.0,0.0,1,76,4,0.0,0
25,4.0,2.0,2.0,0.0,2506,0.0,0.0,0.0,1,-1,0,3.0,1
37,7.0,0.0,1.0,0.0,319,1.0,0.0,2.0,3,-1,0,3.0,1
51,7.0,1.0,1.0,0.0,540,1.0,0.0,2.0,2,-1,0,3.0,0
50,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,1,-1,0,3.0,0
46,4.0,0.0,2.0,0.0,302,0.0,0.0,0.0,13,-1,0,3.0,0
34,2.0,1.0,0.0,0.0,0,1.0,0.0,0.0,3,-1,0,3.0,0
51,1.0,1.0,1.0,0.0,794,1.0,0.0,1.0,1,-1,0,3.0,0
52,0.0,1.0,1.0,0.0,2347,0.0,1.0,0.0,3,-1,0,3.0,0
35,2.0,2.0,1.0,0.0,12961,1.0,0.0,2.0,2,-1,0,3.0,0
55,4.0,1.0,2.0,0.0,6880,0.0,0.0,0.0,2,-1,0,3.0,0
31,1.0,1.0,1.0,0.0,472,1.0,0.0,2.0,2,-1,0,3.0,0
39,0.0,2.0,1.0,0.0,2749,1.0,0.0,0.0,1,-1,0,3.0,0
38,7.0,1.0,1.0,0.0,-301,0.0,1.0,0.0,1,-1,0,3.0,0
38,4.0,1.0,2.0,0.0,516,1.0,0.0,1.0,3,-1,0,3.0,0
34,0.0,2.0,1.0,0.0,-32,0.0,1.0,0.0,3,103,2,2.0,0
35,4.0,2.0,2.0,0.0,2646,0.0,0.0,0.0,8,183,2,2.0,1
45,4.0,1.0,2.0,0.0,0,0.0,0.0,0.0,4,-1,0,3.0,0
44,10.0,1.0,1.0,0.0,1590,1.0,0.0,2.0,1,-1,0,3.0,0
28,0.0,2.0,1.0,0.0,551,0.0,1.0,0.0,1,-1,0,3.0,0
40,4.0,0.0,2.0,0.0,290,1.0,0.0,2.0,1,-1,0,3.0,0
58,9.0,2.0,1.0,0.0,641,0.0,0.0,0.0,2,-1,0,3.0,0
39,4.0,2.0,2.0,0.0,2651,0.0,0.0,0.0,2,136,5,1.0,0
54,9.0,1.0,2.0,0.0,417,1.0,0.0,2.0,2,-1,0,3.0,0
54,3.0,1.0,1.0,0.0,1977,0.0,0.0,2.0,3,-1,0,3.0,0
31,1.0,1.0,1.0,0.0,439,1.0,0.0,0.0,2,-1,0,3.0,0
37,1.0,1.0,1.0,0.0,513,1.0,0.0,0.0,1,362,3,0.0,0
39,1.0,1.0,2.0,0.0,597,0.0,0.0,0.0,6,-1,0,3.0,1
45,3.0,1.0,0.0,0.0,8692,1.0,0.0,0.0,1,-1,0,3.0,0
54,4.0,0.0,1.0,0.0,300,1.0,0.0,0.0,1,168,2,2.0,0
36,1.0,2.0,0.0,0.0,49,1.0,0.0,2.0,1,-1,0,3.0,0
60,5.0,1.0,0.0,0.0,37,0.0,0.0,0.0,3,-1,0,3.0,0
37,4.0,1.0,2.0,0.0,6771,0.0,0.0,0.0,1,-1,0,3.0,1
50,0.0,1.0,0.0,0.0,246,1.0,0.0,0.0,2,299,5,0.0,0
42,4.0,0.0,3.0,0.0,7702,0.0,0.0,0.0,2,-1,0,3.0,1
47,6.0,0.0,1.0,0.0,510,1.0,0.0,0.0,3,-1,0,3.0,0
26,4.0,2.0,2.0,0.0,3,1.0,1.0,0.0,1,350,1,2.0,1
37,1.0,1.0,1.0,0.0,105,1.0,0.0,2.0,2,-1,0,3.0,0
39,4.0,1.0,2.0,0.0,8195,0.0,0.0,0.0,3,-1,0,3.0,0
40,10.0,1.0,1.0,0.0,3382,1.0,0.0,2.0,1,-1,0,3.0,0
37,1.0,1.0,1.0,1.0,1147,1.0,1.0,2.0,2,-1,0,3.0,0
30,2.0,1.0,1.0,0.0,31,0.0,0.0,2.0,1,-1,0,3.0,0
51,1.0,1.0,0.0,0.0,-637,1.0,1.0,0.0,2,-1,0,3.0,0
58,4.0,2.0,2.0,0.0,21,0.0,0.0,1.0,19,-1,0,3.0,0
41,4.0,0.0,2.0,0.0,902,1.0,0.0,0.0,1,-1,0,3.0,0
56,4.0,1.0,2.0,0.0,665,0.0,0.0,0.0,12,-1,0,3.0,0
38,0.0,1.0,1.0,0.0,755,1.0,0.0,0.0,1,97,1,2.0,0
50,0.0,2.0,1.0,0.0,5816,1.0,0.0,1.0,1,175,2,0.0,0
37,9.0,1.0,1.0,0.0,1309,1.0,0.0,0.0,4,-1,0,3.0,0
34,4.0,2.0,2.0,0.0,618,1.0,0.0,2.0,4,-1,0,3.0,0
29,7.0,2.0,1.0,0.0,209,1.0,0.0,0.0,7,-1,0,3.0,0
71,5.0,1.0,0.0,0.0,10394,0.0,0.0,1.0,1,-1,0,3.0,0
45,0.0,1.0,1.0,0.0,180,1.0,0.0,2.0,1,-1,0,3.0,0
70,5.0,0.0,0.0,0.0,482,0.0,0.0,1.0,1,196,2,2.0,1
28,1.0,1.0,1.0,0.0,258,1.0,0.0,0.0,1,-1,0,3.0,0
39,1.0,1.0,1.0,0.0,599,1.0,0.0,2.0,1,-1,0,3.0,0
45,1.0,1.0,0.0,0.0,487,1.0,0.0,0.0,4,-1,0,3.0,0
32,9.0,1.0,1.0,0.0,950,1.0,0.0,0.0,3,-1,0,3.0,0
30,4.0,2.0,2.0,0.0,2186,1.0,0.0,2.0,1,-1,0,3.0,0
26,4.0,2.0,2.0,0.0,1494,1.0,0.0,0.0,2,-1,0,3.0,0
37,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1,-1,0,3.0,0
34,4.0,2.0,2.0,0.0,5284,1.0,0.0,0.0,5,-1,0,3.0,0
28,9.0,2.0,1.0,0.0,584,1.0,0.0,0.0,1,370,2,0.0,0
55,7.0,1.0,1.0,0.0,1989,0.0,0.0,0.0,2,-1,0,3.0,0
42,1.0,1.0,0.0,0.0,1673,1.0,0.0,0.0,3,-1,0,3.0,1
33,0.0,2.0,1.0,0.0,2717,1.0,0.0,0.0,1,-1,0,3.0,0
36,6.0,1.0,1.0,0.0,351,1.0,0.0,0.0,3,343,2,0.0,0
46,0.0,1.0,1.0,0.0,711,0.0,1.0,1.0,11,-1,0,3.0,0
56,0.0,1.0,1.0,0.0,374,0.0,0.0,0.0,4,-1,0,3.0,0
38,4.0,1.0,0.0,0.0,1365,1.0,0.0,2.0,1,-1,0,3.0,0
37,1.0,0.0,1.0,0.0,0,1.0,1.0,0.0,1,-1,0,3.0,0
34,8.0,1.0,3.0,0.0,1387,0.0,0.0,0.0,1,-1,0,3.0,0
34,0.0,0.0,1.0,0.0,564,0.0,1.0,0.0,1,-1,0,3.0,0
36,0.0,0.0,1.0,0.0,-611,1.0,0.0,2.0,1,-1,0,3.0,0
32,7.0,1.0,1.0,0.0,1464,1.0,0.0,2.0,1,-1,0,3.0,0
50,4.0,1.0,2.0,0.0,0,0.0,0.0,2.0,3,-1,0,3.0,0
45,9.0,1.0,2.0,0.0,5110,0.0,0.0,0.0,2,-1,0,3.0,1
30,7.0,1.0,1.0,0.0,10667,0.0,0.0,0.0,1,-1,0,3.0,0
40,1.0,0.0,1.0,0.0,-349,0.0,1.0,0.0,19,-1,0,3.0,0
51,1.0,1.0,0.0,0.0,3170,1.0,0.0,2.0,1,-1,0,3.0,0
35,7.0,1.0,1.0,0.0,630,1.0,0.0,0.0,1,271,2,0.0,0
57,5.0,1.0,3.0,0.0,230,0.0,0.0,0.0,2,210,3,0.0,1
28,4.0,1.0,2.0,0.0,9664,1.0,0.0,0.0,2,-1,0,3.0,0
35,0.0,2.0,1.0,0.0,-413,1.0,0.0,2.0,1,-1,0,3.0,0
27,1.0,2.0,1.0,0.0,-289,1.0,1.0,0.0,5,-1,0,3.0,0
45,10.0,2.0,1.0,0.0,17609,0.0,0.0,0.0,6,-1,0,3.0,0
46,4.0,0.0,3.0,0.0,2,1.0,0.0,2.0,1,-1,0,3.0,0
56,4.0,1.0,2.0,0.0,3172,1.0,0.0,0.0,1,-1,0,3.0,0
60,5.0,0.0,1.0,0.0,514,0.0,0.0,0.0,2,213,10,2.0,1
43,1.0,0.0,1.0,0.0,-259,0.0,0.0,0.0,1,171,2,1.0,0
31,0.0,1.0,1.0,0.0,389,1.0,0.0,0.0,2,-1,0,3.0,0
57,3.0,1.0,0.0,0.0,58,0.0,0.0,2.0,1,-1,0,3.0,0
36,10.0,1.0,2.0,0.0,7222,1.0,0.0,0.0,1,-1,0,3.0,0
26,4.0,1.0,0.0,0.0,1349,1.0,0.0,2.0,1,-1,0,3.0,0
51,4.0,1.0,2.0,0.0,938,0.0,0.0,0.0,2,97,3,0.0,0
38,9.0,2.0,1.0,0.0,283,1.0,0.0,2.0,1,-1,0,3.0,0
42,9.0,1.0,2.0,0.0,757,0.0,0.0,0.0,1,79,1,2.0,1
37,9.0,1.0,1.0,0.0,318,0.0,0.0,0.0,1,187,2,0.0,0
52,9.0,1.0,1.0,0.0,230,1.0,1.0,0.0,4,-1,0,3.0,0
54,0.0,1.0,1.0,0.0,263,0.0,1.0,1.0,4,195,7,0.0,0
46,7.0,1.0,1.0,0.0,273,0.0,0.0,0.0,2,-1,0,3.0,1
48,1.0,0.0,1.0,0.0,-314,1.0,0.0,0.0,5,-1,0,3.0,0
40,0.0,1.0,1.0,0.0,367,1.0,0.0,1.0,1,274,1,0.0,0
31,4.0,2.0,2.0,0.0,0,1.0,0.0,2.0,1,-1,0,3.0,0
59,9.0,1.0,2.0,0.0,-91,0.0,0.0,2.0,1,-1,0,3.0,0
28,10.0,1.0,1.0,0.0,293,1.0,0.0,0.0,1,329,3,0.0,0
57,0.0,1.0,1.0,0.0,2,0.0,0.0,1.0,2,-1,0,3.0,0
32,3.0,0.0,1.0,0.0,-613,1.0,0.0,0.0,2,-1,0,3.0,0
46,7.0,1.0,1.0,0.0,22,1.0,0.0,0.0,1,197,3,0.0,0
60,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,2,-1,0,3.0,0
51,9.0,1.0,1.0,0.0,317,0.0,0.0,0.0,4,-1,0,3.0,0
56,4.0,0.0,2.0,0.0,94,0.0,0.0,2.0,1,-1,0,3.0,0
64,5.0,1.0,0.0,0.0,2140,0.0,0.0,0.0,3,155,2,0.0,1
40,7.0,0.0,3.0,0.0,5847,0.0,0.0,1.0,1,-1,0,3.0,0
58,2.0,1.0,2.0,0.0,925,1.0,0.0,0.0,1,-1,0,3.0,0
49,9.0,1.0,2.0,0.0,523,1.0,0.0,0.0,2,-1,0,3.0,1
44,1.0,0.0,1.0,0.0,-239,1.0,0.0,2.0,3,-1,0,3.0,0
35,4.0,1.0,0.0,0.0,3369,0.0,0.0,0.0,1,-1,0,3.0,0
50,4.0,1.0,2.0,0.0,0,0.0,0.0,2.0,4,-1,0,3.0,0
41,0.0,0.0,1.0,0.0,1634,1.0,1.0,0.0,5,-1,0,3.0,0
34,4.0,2.0,2.0,0.0,2679,1.0,0.0,0.0,1,-1,0,3.0,0
45,4.0,1.0,2.0,0.0,3370,0.0,0.0,2.0,3,-1,0,3.0,0
24,9.0,2.0,1.0,0.0,409,1.0,0.0,2.0,1,-1,0,3.0,1
36,10.0,1.0,2.0,0.0,154,0.0,0.0,0.0,7,-1,0,3.0,1
40,0.0,1.0,1.0,0.0,100,1.0,0.0,0.0,8,-1,0,3.0,0
45,4.0,0.0,2.0,0.0,24598,1.0,0.0,2.0,3,-1,0,3.0,0
32,1.0,2.0,1.0,0.0,604,0.0,1.0,0.0,3,-1,0,3.0,0
39,1.0,1.0,1.0,0.0,1751,0.0,0.0,0.0,2,-1,0,3.0,0
67,5.0,0.0,0.0,0.0,1746,0.0,0.0,0.0,1,-1,0,3.0,0
36,0.0,2.0,1.0,0.0,8,0.0,0.0,0.0,2,-1,0,3.0,0
31,9.0,2.0,1.0,0.0,31868,0.0,0.0,1.0,6,-1,0,3.0,0
33,8.0,2.0,1.0,0.0,706,1.0,0.0,0.0,2,-1,0,3.0,0
29,8.0,2.0,2.0,0.0,246,0.0,0.0,0.0,1,-1,0,3.0,0
39,9.0,2.0,1.0,0.0,316,0.0,0.0,0.0,1,-1,0,3.0,0
32,7.0,1.0,1.0,0.0,241,0.0,0.0,2.0,3,-1,0,3.0,0
45,1.0,1.0,2.0,0.0,47,1.0,0.0,0.0,2,-1,0,3.0,0
56,4.0,2.0,1.0,0.0,237,1.0,0.0,1.0,4,-1,0,3.0,0
45,7.0,1.0,1.0,0.0,0,0.0,0.0,0.0,2,-1,0,3.0,0
61,5.0,1.0,2.0,0.0,1257,0.0,0.0,0.0,1,-1,0,3.0,1
33,1.0,2.0,0.0,0.0,60,1.0,0.0,0.0,1,290,2,0.0,0
30,0.0,2.0,1.0,0.0,523,0.0,1.0,0.0,3,101,1,2.0,0
63,1.0,1.0,0.0,0.0,115,0.0,0.0,1.0,1,180,7,0.0,1
55,3.0,1.0,3.0,0.0,366,0.0,0.0,0.0,3,57,2,1.0,1
37,9.0,1.0,2.0,0.0,8730,1.0,0.0,2.0,1,-1,0,3.0,0
67,5.0,1.0,2.0,0.0,2812,0.0,0.0,0.0,1,-1,0,3.0,0
37,4.0,1.0,2.0,0.0,1113,0.0,0.0,0.0,1,182,1,2.0,1
36,0.0,0.0,1.0,0.0,246,1.0,0.0,2.0,2,-1,0,3.0,0
49,9.0,1.0,0.0,0.0,1569,0.0,0.0,0.0,1,196,1,1.0,0
42,10.0,1.0,1.0,0.0,0,1.0,0.0,2.0,1,-1,0,3.0,0
35,0.0,2.0,1.0,0.0,111,1.0,0.0,0.0,3,-1,0,3.0,0
31,4.0,1.0,2.0,0.0,-513,0.0,1.0,0.0,1,-1,0,3.0,0
24,8.0,2.0,1.0,0.0,228,0.0,0.0,0.0,1,79,1,0.0,0
32,9.0,2.0,1.0,0.0,-114,0.0,0.0,0.0,2,-1,0,3.0,0
26,1.0,1.0,1.0,0.0,986,1.0,0.0,2.0,3,-1,0,3.0,0
51,7.0,1.0,1.0,0.0,615,0.0,0.0,0.0,2,-1,0,3.0,0
41,4.0,1.0,2.0,0.0,371,1.0,0.0,0.0,8,-1,0,3.0,0
39,7.0,1.0,1.0,0.0,208,0.0,1.0,0.0,2,-1,0,3.0,0
36,4.0,1.0,2.0,0.0,0,1.0,0.0,0.0,3,29,4,2.0,0
39,7.0,2.0,1.0,0.0,158,1.0,0.0,0.0,1,168,2,0.0,0
57,7.0,0.0,0.0,0.0,1367,0.0,0.0,2.0,3,-1,0,3.0,0
55,1.0,0.0,3.0,0.0,276,1.0,0.0,0.0,1,-1,0,3.0,0
33,4.0,1.0,2.0,0.0,2508,1.0,0.0,2.0,7,-1,0,3.0,0
66,4.0,1.0,3.0,0.0,2149,1.0,0.0,0.0,1,87,10,0.0,1
31,7.0,1.0,1.0,0.0,283,1.0,0.0,0.0,2,-1,0,3.0,0
46,9.0,2.0,3.0,0.0,578,0.0,0.0,0.0,3,-1,0,3.0,0
54,4.0,0.0,2.0,0.0,0,1.0,0.0,0.0,1,297,3,0.0,0
29,7.0,2.0,1.0,0.0,37,0.0,1.0,0.0,2,-1,0,3.0,0
32,9.0,1.0,1.0,0.0,150,0.0,1.0,0.0,2,-1,0,3.0,0
38,9.0,2.0,1.0,0.0,12926,1.0,0.0,0.0,2,307,1,0.0,0
33,1.0,1.0,1.0,0.0,640,1.0,0.0,0.0,3,-1,0,3.0,0
33,7.0,1.0,1.0,0.0,3444,1.0,0.0,0.0,4,-1,0,3.0,0
23,8.0,2.0,1.0,0.0,381,0.0,0.0,0.0,1,189,2,1.0,1
33,1.0,1.0,1.0,0.0,355,1.0,0.0,2.0,3,-1,0,3.0,0
33,0.0,1.0,1.0,0.0,730,1.0,0.0,2.0,1,-1,0,3.0,0
59,10.0,0.0,1.0,0.0,7469,0.0,0.0,0.0,1,-1,0,3.0,0
27,4.0,2.0,2.0,0.0,831,0.0,0.0,0.0,2,-1,0,3.0,1
55,7.0,1.0,1.0,0.0,3546,1.0,1.0,0.0,2,-1,0,3.0,0
23,8.0,2.0,1.0,0.0,0,0.0,0.0,0.0,1,99,7,2.0,1
38,7.0,1.0,1.0,0.0,18,1.0,1.0,0.0,2,-1,0,3.0,0
48,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,7,-1,0,3.0,0
50,10.0,1.0,1.0,0.0,3478,1.0,0.0,2.0,3,-1,0,3.0,0
32,0.0,1.0,2.0,0.0,0,1.0,1.0,0.0,2,-1,0,3.0,0
47,1.0,2.0,1.0,0.0,263,1.0,1.0,0.0,2,255,1,1.0,0
58,4.0,2.0,2.0,0.0,0,0.0,0.0,0.0,2,-1,0,3.0,0
33,1.0,1.0,1.0,0.0,-825,1.0,0.0,2.0,2,-1,0,3.0,0
33,7.0,2.0,1.0,0.0,1659,1.0,0.0,0.0,2,353,6,0.0,0
