seismic,seismoacoustic,shift,genergy,gpuls,gdenergy,gdpuls,ghazard,nbumps,nbumps2,nbumps3,nbumps4,nbumps5,energy,maxenergy,__target__
0.0,0.0,1.0,19740.0,888.0,103.0,105.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,14580.0,321.0,-60.0,-47.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,157450.0,418.0,-33.0,-31.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,366500.0,1484.0,-46.0,-61.0,0.0,1,0,0,1,0,30000.0,30000.0,0
0.0,0.0,0.0,2700.0,14.0,-3.0,-65.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,32070.0,138.0,-36.0,-23.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,32920.0,363.0,32.0,-27.0,0.0,0,0,0,0,0,0.0,0.0,1
0.0,1.0,0.0,1630.0,26.0,-72.0,-44.0,0.0,1,1,0,0,0,800.0,800.0,0
1.0,0.0,1.0,60320.0,632.0,159.0,35.0,0.0,1,0,1,0,0,3000.0,3000.0,0
0.0,0.0,1.0,182210.0,1766.0,63.0,63.0,0.0,6,1,5,0,0,17800.0,7000.0,0
1.0,0.0,1.0,31560.0,491.0,16.0,4.0,0.0,1,0,1,0,0,2000.0,2000.0,0
1.0,1.0,1.0,17290.0,278.0,-30.0,-39.0,1.0,1,0,1,0,0,4000.0,4000.0,0
0.0,0.0,1.0,31690.0,656.0,82.0,13.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,2.0,1.0,95180.0,1144.0,122.0,73.0,1.0,2,0,1,1,0,27000.0,20000.0,1
0.0,0.0,0.0,560.0,7.0,-84.0,-82.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,52000.0,134.0,44.0,97.0,0.0,0,0,0,0,0,0.0,0.0,1
0.0,1.0,0.0,11550.0,204.0,8.0,-16.0,0.0,1,1,0,0,0,600.0,600.0,0
0.0,0.0,0.0,3120.0,190.0,-75.0,-24.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,56830.0,394.0,-20.0,-2.0,0.0,5,2,3,0,0,10500.0,5000.0,0
1.0,0.0,1.0,993080.0,3023.0,49.0,56.0,0.0,3,1,0,2,0,70800.0,40000.0,1
0.0,0.0,0.0,46160.0,250.0,-16.0,15.0,0.0,1,0,1,0,0,6000.0,6000.0,0
0.0,0.0,0.0,16960.0,130.0,-56.0,-34.0,0.0,1,0,1,0,0,4000.0,4000.0,0
0.0,0.0,0.0,4190.0,43.0,-58.0,-49.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,24970.0,325.0,-35.0,-26.0,0.0,2,0,2,0,0,4000.0,3000.0,0
0.0,1.0,1.0,111510.0,169.0,-36.0,-63.0,0.0,2,0,2,0,0,5000.0,3000.0,0
0.0,0.0,0.0,3300.0,15.0,24.0,-62.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,36380.0,222.0,-32.0,-2.0,0.0,1,0,1,0,0,4000.0,4000.0,0
0.0,0.0,0.0,18330.0,91.0,-57.0,-43.0,0.0,1,0,1,0,0,4000.0,4000.0,0
0.0,0.0,1.0,16290.0,463.0,-4.0,-17.0,0.0,1,0,0,1,0,20000.0,20000.0,0
0.0,1.0,0.0,390180.0,938.0,6.0,33.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,6320.0,32.0,11.0,-38.0,0.0,1,0,1,0,0,4000.0,4000.0,0
0.0,0.0,1.0,498400.0,1647.0,-4.0,-8.0,0.0,1,1,0,0,0,300.0,300.0,0
0.0,1.0,1.0,84880.0,807.0,233.0,82.0,0.0,1,1,0,0,0,800.0,800.0,0
0.0,2.0,0.0,24620.0,490.0,222.0,106.0,2.0,1,1,0,0,0,400.0,400.0,0
0.0,1.0,0.0,10210.0,394.0,169.0,251.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,32690.0,380.0,-31.0,-5.0,0.0,2,2,0,0,0,1100.0,700.0,1
0.0,0.0,1.0,90330.0,913.0,98.0,75.0,0.0,4,2,2,0,0,14100.0,7000.0,0
0.0,0.0,0.0,23440.0,514.0,151.0,59.0,0.0,1,0,1,0,0,8000.0,8000.0,0
1.0,1.0,0.0,6710.0,164.0,-35.0,-55.0,1.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,3330.0,17.0,26.0,-58.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,52780.0,350.0,-30.0,-16.0,0.0,1,1,0,0,0,200.0,200.0,0
1.0,0.0,1.0,166220.0,1762.0,7.0,20.0,0.0,0,0,0,0,0,0.0,0.0,1
0.0,0.0,1.0,317360.0,1068.0,-36.0,-44.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,28130.0,347.0,-19.0,3.0,0.0,3,2,1,0,0,3100.0,2000.0,0
0.0,0.0,1.0,122030.0,211.0,-42.0,-42.0,0.0,1,1,0,0,0,500.0,500.0,0
1.0,0.0,1.0,16820.0,244.0,-32.0,-39.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,18890.0,386.0,102.0,19.0,0.0,1,1,0,0,0,400.0,400.0,0
1.0,2.0,1.0,52690.0,684.0,16.0,-2.0,1.0,1,0,1,0,0,2000.0,2000.0,0
0.0,0.0,0.0,10720.0,271.0,-5.0,11.0,0.0,1,1,0,0,0,300.0,300.0,0
0.0,2.0,1.0,43740.0,1056.0,9.0,66.0,2.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,54820.0,585.0,-41.0,-37.0,0.0,3,1,2,0,0,5600.0,3000.0,0
0.0,0.0,1.0,302440.0,1250.0,-16.0,9.0,0.0,2,2,0,0,0,600.0,300.0,0
0.0,1.0,1.0,17300.0,367.0,-40.0,-27.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,109110.0,417.0,6.0,-54.0,0.0,2,2,0,0,0,1300.0,800.0,0
0.0,1.0,0.0,29720.0,482.0,287.0,195.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,25430.0,634.0,-11.0,-17.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,28060.0,470.0,-14.0,-11.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,66780.0,2022.0,169.0,204.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,30990.0,525.0,5.0,25.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,24490.0,1079.0,10.0,82.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,8810.0,262.0,-27.0,6.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,0.0,131820.0,583.0,-47.0,-42.0,0.0,1,0,1,0,0,1000.0,1000.0,0
0.0,0.0,0.0,1620.0,55.0,-85.0,-72.0,0.0,0,0,0,0,0,0.0,0.0,1
1.0,0.0,1.0,7240.0,164.0,-51.0,-57.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,0.0,21190.0,402.0,105.0,6.0,1.0,1,0,1,0,0,6000.0,6000.0,0
0.0,0.0,0.0,7120.0,227.0,-23.0,2.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,450060.0,2019.0,-33.0,-2.0,0.0,3,0,3,0,0,14000.0,8000.0,0
1.0,1.0,1.0,814170.0,2082.0,-39.0,27.0,1.0,2,1,1,0,0,1700.0,1000.0,0
0.0,0.0,0.0,3990.0,231.0,66.0,98.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,25710.0,258.0,-74.0,-74.0,0.0,1,0,1,0,0,7000.0,7000.0,0
0.0,1.0,1.0,44770.0,770.0,-22.0,2.0,0.0,1,0,1,0,0,1000.0,1000.0,1
0.0,1.0,1.0,32110.0,427.0,9.0,2.0,0.0,1,1,0,0,0,200.0,200.0,0
1.0,0.0,1.0,53700.0,573.0,87.0,16.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,4630.0,89.0,-56.0,-42.0,0.0,1,0,0,0,0,50.0,50.0,1
0.0,1.0,1.0,43270.0,673.0,29.0,28.0,0.0,0,0,0,0,0,0.0,0.0,1
0.0,1.0,0.0,8070.0,404.0,270.0,278.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,23310.0,242.0,-2.0,-53.0,0.0,1,1,0,0,0,700.0,700.0,0
0.0,0.0,0.0,65800.0,259.0,-58.0,-49.0,0.0,1,0,1,0,0,4000.0,4000.0,0
1.0,0.0,0.0,4380.0,134.0,-60.0,-31.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,5820.0,308.0,-37.0,-1.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,18870.0,47.0,-19.0,-3.0,0.0,2,1,1,0,0,4800.0,4000.0,0
0.0,0.0,0.0,2940.0,65.0,-20.0,-40.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,20910.0,546.0,179.0,233.0,1.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,27450.0,512.0,16.0,0.0,0.0,1,1,0,0,0,300.0,300.0,0
1.0,1.0,1.0,108750.0,384.0,96.0,-56.0,0.0,4,2,2,0,0,6200.0,3000.0,1
0.0,0.0,0.0,8440.0,261.0,-30.0,6.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,0.0,16930.0,792.0,121.0,234.0,0.0,1,1,0,0,0,200.0,200.0,1
0.0,1.0,1.0,35720.0,306.0,43.0,-32.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,26800.0,657.0,54.0,13.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,19290.0,268.0,28.0,-12.0,0.0,1,0,1,0,0,1000.0,1000.0,0
1.0,1.0,1.0,47500.0,668.0,12.0,46.0,0.0,8,4,2,2,0,97100.0,50000.0,0
0.0,1.0,0.0,7400.0,47.0,-68.0,-80.0,0.0,1,0,1,0,0,3000.0,3000.0,0
0.0,0.0,0.0,9490.0,26.0,-60.0,-61.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,2810.0,7.0,15.0,-82.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,21040.0,402.0,-38.0,-25.0,0.0,1,1,0,0,0,300.0,300.0,0
0.0,0.0,1.0,33310.0,274.0,-30.0,-27.0,0.0,6,3,3,0,0,6800.0,3000.0,0
0.0,1.0,1.0,28960.0,444.0,14.0,0.0,0.0,1,1,0,0,0,300.0,300.0,0
0.0,0.0,1.0,28000.0,572.0,115.0,119.0,0.0,0,0,0,0,0,0.0,0.0,1
0.0,0.0,0.0,9070.0,195.0,-11.0,4.0,0.0,0,0,0,0,0,0.0,0.0,1
0.0,0.0,1.0,261010.0,1352.0,-38.0,-19.0,0.0,2,1,1,0,0,3700.0,3000.0,1
0.0,1.0,1.0,21860.0,283.0,39.0,14.0,0.0,1,0,1,0,0,4000.0,4000.0,0
1.0,0.0,1.0,16750.0,398.0,19.0,35.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,104410.0,631.0,54.0,50.0,0.0,3,2,1,0,0,1600.0,1000.0,0
1.0,1.0,1.0,36430.0,500.0,-31.0,-16.0,0.0,2,0,1,1,0,94000.0,90000.0,0
0.0,0.0,0.0,147520.0,472.0,-2.0,-6.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,21400.0,391.0,-14.0,-14.0,1.0,1,1,0,0,0,300.0,300.0,0
1.0,1.0,1.0,48130.0,1330.0,163.0,163.0,1.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,26860.0,458.0,244.0,153.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,4930.0,109.0,-59.0,-31.0,0.0,1,0,1,0,0,5000.0,5000.0,0
0.0,0.0,1.0,43290.0,663.0,36.0,26.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,195950.0,1913.0,38.0,40.0,0.0,4,3,1,0,0,2700.0,1000.0,0
0.0,0.0,0.0,4310.0,172.0,-30.0,9.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,675030.0,1992.0,12.0,-14.0,0.0,4,1,3,0,0,5300.0,2000.0,0
0.0,2.0,1.0,81430.0,886.0,90.0,34.0,1.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,93190.0,439.0,82.0,-53.0,0.0,4,1,2,1,0,81400.0,70000.0,0
1.0,0.0,0.0,4140.0,111.0,-59.0,-41.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,64380.0,844.0,94.0,57.0,0.0,4,3,1,0,0,4200.0,3000.0,1
0.0,1.0,1.0,65790.0,822.0,107.0,64.0,0.0,1,0,1,0,0,7000.0,7000.0,0
1.0,0.0,1.0,7810.0,236.0,-76.0,-46.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,14110.0,280.0,-59.0,-49.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,0.0,17500.0,647.0,74.0,86.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,0.0,4330.0,160.0,-65.0,-36.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,50860.0,982.0,178.0,94.0,1.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,0.0,12780.0,376.0,23.0,-1.0,1.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,32580.0,494.0,150.0,89.0,0.0,3,3,0,0,0,1600.0,700.0,0
0.0,1.0,0.0,72460.0,150.0,166.0,180.0,1.0,1,0,1,0,0,1000.0,1000.0,0
0.0,1.0,0.0,11240.0,554.0,22.0,82.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,4350.0,22.0,48.0,-45.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,13880.0,507.0,-22.0,11.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,39660.0,325.0,42.0,54.0,0.0,5,2,2,1,0,34000.0,30000.0,0
1.0,0.0,1.0,5890.0,166.0,-60.0,-56.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,104210.0,185.0,-39.0,-56.0,0.0,2,2,0,0,0,500.0,300.0,0
1.0,1.0,0.0,19760.0,445.0,114.0,101.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,7680.0,253.0,-59.0,-60.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,307540.0,1020.0,-44.0,-32.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,31710.0,352.0,-20.0,-9.0,0.0,2,2,0,0,0,1000.0,500.0,0
0.0,0.0,1.0,22530.0,328.0,-39.0,-46.0,0.0,1,1,0,0,0,400.0,400.0,0
1.0,1.0,0.0,7590.0,233.0,-27.0,-38.0,1.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,7090.0,124.0,-69.0,-69.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,63670.0,846.0,138.0,86.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,40280.0,840.0,284.0,278.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,38590.0,716.0,32.0,47.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,24750.0,62.0,-1.0,28.0,0.0,1,0,1,0,0,2000.0,2000.0,0
0.0,0.0,0.0,10040.0,300.0,7.0,-7.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,5590.0,261.0,-40.0,-16.0,0.0,1,1,0,0,0,300.0,300.0,0
1.0,0.0,1.0,25160.0,411.0,-20.0,-8.0,0.0,0,0,0,0,0,0.0,0.0,1
0.0,0.0,1.0,32130.0,427.0,18.0,13.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,7080.0,260.0,-41.0,5.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,53390.0,432.0,-7.0,15.0,0.0,2,1,1,0,0,3200.0,3000.0,0
1.0,1.0,0.0,20620.0,808.0,105.0,132.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,15650.0,316.0,-52.0,-28.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,568200.0,1834.0,-16.0,-7.0,0.0,4,2,1,1,0,32700.0,30000.0,1
0.0,1.0,1.0,69880.0,855.0,144.0,72.0,0.0,2,2,0,0,0,1200.0,800.0,0
0.0,0.0,1.0,78430.0,455.0,12.0,8.0,0.0,5,1,3,0,1,207900.0,200000.0,0
0.0,1.0,1.0,134640.0,611.0,-41.0,-16.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,26120.0,341.0,62.0,39.0,0.0,1,1,0,0,0,400.0,400.0,0
1.0,1.0,1.0,31160.0,623.0,-6.0,20.0,0.0,1,1,0,0,0,400.0,400.0,0
0.0,0.0,1.0,36020.0,487.0,15.0,18.0,0.0,1,1,0,0,0,400.0,400.0,0
0.0,0.0,0.0,20740.0,510.0,66.0,104.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,47370.0,1333.0,62.0,71.0,1.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,6880.0,250.0,-43.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,20040.0,402.0,60.0,61.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,47670.0,507.0,40.0,-11.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,10410.0,422.0,4.0,21.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,129190.0,278.0,47.0,67.0,0.0,4,1,3,0,0,13500.0,8000.0,0
1.0,0.0,1.0,788650.0,2361.0,18.0,17.0,0.0,3,2,1,0,0,6100.0,5000.0,1
1.0,0.0,1.0,21660.0,433.0,-30.0,-14.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,59060.0,264.0,65.0,85.0,1.0,1,0,1,0,0,6000.0,6000.0,0
0.0,0.0,1.0,56650.0,693.0,64.0,23.0,0.0,1,0,0,1,0,10000.0,10000.0,0
1.0,1.0,1.0,29710.0,473.0,-18.0,-20.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,11090.0,639.0,54.0,249.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,8180.0,136.0,-64.0,-66.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,99010.0,1360.0,82.0,62.0,0.0,3,1,2,0,0,4200.0,2000.0,1
1.0,0.0,0.0,6850.0,355.0,191.0,309.0,1.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,60730.0,797.0,110.0,1.0,0.0,2,1,1,0,0,3600.0,3000.0,0
1.0,0.0,1.0,20860.0,470.0,180.0,131.0,0.0,0,0,0,0,0,0.0,0.0,1
1.0,1.0,1.0,1446770.0,1471.0,13.0,5.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,60420.0,537.0,30.0,43.0,0.0,2,1,1,0,0,4500.0,4000.0,0
1.0,0.0,1.0,453850.0,1973.0,-23.0,-9.0,0.0,1,0,1,0,0,8000.0,8000.0,0
0.0,0.0,1.0,474770.0,1512.0,-32.0,-14.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,12870.0,364.0,-57.0,-26.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,11150.0,201.0,11.0,-12.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,91510.0,768.0,-78.0,-69.0,0.0,3,2,1,0,0,5900.0,5000.0,1
0.0,0.0,1.0,31430.0,484.0,-10.0,-11.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,1100.0,6.0,-66.0,-85.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,52200.0,828.0,95.0,27.0,0.0,1,0,0,1,0,10000.0,10000.0,0
1.0,0.0,1.0,17880.0,237.0,-40.0,-47.0,0.0,1,0,1,0,0,3000.0,3000.0,0
1.0,2.0,0.0,61620.0,195.0,-33.0,-4.0,0.0,1,0,1,0,0,3000.0,3000.0,0
1.0,1.0,1.0,26370.0,524.0,73.0,119.0,0.0,1,0,0,1,0,30000.0,30000.0,0
1.0,0.0,1.0,167100.0,1690.0,-7.0,-6.0,0.0,1,0,1,0,0,7000.0,7000.0,1
0.0,0.0,0.0,6220.0,76.0,-26.0,-65.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,0.0,30810.0,591.0,23.0,-5.0,2.0,1,1,0,0,0,200.0,200.0,0
0.0,0.0,1.0,274170.0,997.0,15.0,34.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,2190.0,29.0,-69.0,-42.0,0.0,1,1,0,0,0,200.0,200.0,0
0.0,0.0,1.0,8450.0,121.0,-63.0,-70.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,86740.0,486.0,17.0,25.0,0.0,2,0,2,0,0,9000.0,7000.0,0
1.0,0.0,1.0,11230.0,103.0,-65.0,-68.0,0.0,4,1,2,1,0,25200.0,20000.0,1
1.0,1.0,1.0,50890.0,602.0,42.0,69.0,0.0,2,1,0,1,0,70500.0,70000.0,0
0.0,0.0,1.0,259110.0,1409.0,-11.0,46.0,0.0,1,1,0,0,0,900.0,900.0,0
0.0,1.0,0.0,7510.0,169.0,-35.0,-53.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,44010.0,961.0,167.0,109.0,1.0,1,1,0,0,0,500.0,500.0,0
0.0,0.0,0.0,414700.0,900.0,69.0,63.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,71730.0,1093.0,149.0,122.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,45530.0,736.0,37.0,37.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,3460.0,47.0,14.0,18.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,36530.0,700.0,27.0,42.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,45520.0,1214.0,177.0,164.0,1.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,33310.0,541.0,40.0,18.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,32730.0,1209.0,353.0,506.0,1.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,22860.0,313.0,-42.0,-16.0,0.0,6,1,3,2,0,70500.0,50000.0,0
0.0,1.0,0.0,2560.0,38.0,-49.0,-14.0,0.0,2,1,1,0,0,1300.0,1000.0,0
0.0,1.0,1.0,6340.0,102.0,-62.0,-60.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,45350.0,469.0,14.0,21.0,0.0,4,1,3,0,0,6400.0,3000.0,0
0.0,0.0,1.0,34280.0,460.0,-12.0,5.0,0.0,1,0,1,0,0,3000.0,3000.0,0
0.0,0.0,1.0,35420.0,290.0,11.0,-32.0,0.0,1,1,0,0,0,900.0,900.0,0
0.0,0.0,1.0,26450.0,529.0,12.0,3.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,10530.0,177.0,-67.0,-60.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,1132810.0,1893.0,-14.0,34.0,0.0,5,3,2,0,0,7000.0,3000.0,1
1.0,0.0,1.0,26630.0,785.0,25.0,27.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,0.0,1.0,45170.0,557.0,9.0,59.0,0.0,3,2,0,1,0,70700.0,70000.0,0
0.0,0.0,1.0,24360.0,351.0,-25.0,-16.0,0.0,2,2,0,0,0,1300.0,900.0,0
0.0,0.0,1.0,43660.0,281.0,-44.0,-29.0,0.0,1,1,0,0,0,700.0,700.0,0
0.0,0.0,1.0,314100.0,904.0,-41.0,-37.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,48630.0,126.0,-48.0,-35.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,103380.0,2701.0,193.0,187.0,0.0,1,0,0,0,1,200000.0,200000.0,0
1.0,0.0,1.0,43940.0,327.0,41.0,36.0,0.0,2,0,1,1,0,41000.0,40000.0,0
0.0,1.0,0.0,6450.0,163.0,-30.0,-48.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,5640.0,193.0,-48.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,2840.0,115.0,18.0,-1.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,107250.0,168.0,43.0,-8.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,18970.0,301.0,-27.0,-38.0,0.0,1,0,1,0,0,1000.0,1000.0,0
1.0,0.0,0.0,4400.0,120.0,-57.0,-36.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,0.0,37600.0,833.0,329.0,334.0,1.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,37490.0,224.0,-70.0,-51.0,0.0,0,0,0,0,0,0.0,0.0,0
1.0,1.0,1.0,21060.0,588.0,-37.0,-36.0,1.0,0,0,0,0,0,0.0,0.0,1
1.0,1.0,1.0,21430.0,776.0,-37.0,-19.0,1.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,1.0,18160.0,378.0,-43.0,-41.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,30130.0,82.0,65.0,57.0,0.0,3,3,0,0,0,500.0,200.0,0
1.0,0.0,0.0,26830.0,584.0,287.0,205.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,9470.0,79.0,-81.0,-84.0,0.0,1,0,1,0,0,2000.0,2000.0,0
0.0,1.0,1.0,67360.0,1525.0,139.0,135.0,1.0,2,1,0,1,0,80200.0,80000.0,0
1.0,0.0,1.0,26670.0,444.0,-17.0,39.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,12120.0,24.0,-54.0,-49.0,0.0,1,1,0,0,0,300.0,300.0,0
0.0,1.0,1.0,25460.0,412.0,-14.0,-2.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,9980.0,170.0,-54.0,-13.0,0.0,1,0,1,0,0,1000.0,1000.0,0
0.0,1.0,0.0,44790.0,57.0,74.0,-3.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,6790.0,67.0,34.0,50.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,1.0,10150.0,326.0,-25.0,-3.0,1.0,0,0,0,0,0,0.0,0.0,0
0.0,1.0,0.0,14970.0,409.0,39.0,69.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,1150.0,22.0,-88.0,-73.0,0.0,1,1,0,0,0,100.0,100.0,0
0.0,0.0,0.0,4580.0,100.0,-64.0,-59.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,8390.0,33.0,262.0,-65.0,0.0,0,0,0,0,0,0.0,0.0,0
0.0,0.0,0.0,10160.0,278.0,-5.0,15.0,0.0,0,0,0,0,0,0.0,0.0,0
