MedianIncome,HousingMedianAge,TotalRooms,TotalBedrooms,Population,Households,Latitude,Longitude,__target__
3.275,52,2616.0,483.0,582.0,313.0,36.55,-121.92,13.122365377402328
4.5,24,2831.0,502.0,1462.0,503.0,38.28,-122.26,11.972247245869104
5.6147,16,667.0,92.0,267.0,90.0,38.05,-121.34,12.407788249430762
2.7885,46,1485.0,278.0,531.0,291.0,38.55,-121.51,11.82919499427392
6.1872,19,1891.0,266.0,678.0,255.0,38.66,-121.27,12.147913731356642
2.0208,43,89.0,18.0,86.0,27.0,39.18,-122.91,11.191341840842766
4.4292,17,3332.0,762.0,1797.0,673.0,34.18,-119.22,12.35103841578036
2.1602,31,1135.0,355.0,1717.0,368.0,34.05,-118.01,11.993498045565198
1.24,24,1576.0,580.0,1630.0,531.0,34.41,-119.86,12.691580461311874
2.3333,42,2101.0,480.0,945.0,426.0,38.67,-121.18,11.661345470088502
6.3314,27,3966.0,577.0,1657.0,611.0,38.01,-122.55,12.74315064044023
3.65,15,1329.0,282.0,1001.0,284.0,34.25,-119.17,12.151088337197416
5.1136,44,222.0,54.0,234.0,77.0,33.98,-118.31,11.623571985057293
2.8472,27,1848.0,449.0,396.0,150.0,40.16,-123.22,10.628617778949124
1.6786,36,1590.0,367.0,1311.0,390.0,35.33,-118.99,10.876158617846391
3.7411,45,1552.0,315.0,785.0,316.0,34.18,-118.33,12.36946619243861
3.1906,34,1859.0,323.0,854.0,309.0,35.4,-118.97,11.241116741674738
1.975,19,1341.0,435.0,1048.0,360.0,32.72,-117.13,11.677592086525465
2.96,19,1734.0,365.0,866.0,342.0,40.95,-124.11,11.310809280848094
4.2454,33,2408.0,534.0,1644.0,523.0,33.88,-118.36,12.374971181991988
3.6765,42,1125.0,273.0,616.0,258.0,37.37,-122.04,12.44035394125484
2.6292,47,2046.0,588.0,1213.0,554.0,37.8,-122.24,12.115600742366098
4.2333,32,2590.0,607.0,1132.0,555.0,33.92,-118.41,12.788288265382835
1.6146,39,1173.0,269.0,702.0,232.0,36.07,-119.02,10.87993220723003
7.7569,6,6139.0,793.0,2693.0,770.0,33.0,-117.03,12.867213029955032
4.6727,5,6933.0,1311.0,3845.0,1285.0,34.02,-117.57,11.976030352524807
2.5313,36,263.0,73.0,88.0,42.0,38.15,-121.99,11.998433280751929
3.3669,29,2630.0,617.0,1071.0,573.0,34.15,-118.37,12.837610344458428
7.6877,21,10093.0,1269.0,3645.0,1219.0,37.91,-122.01,12.815022667289364
3.311,17,3608.0,682.0,1694.0,666.0,38.56,-121.33,11.602766168970016
3.1406,48,814.0,165.0,490.0,176.0,34.19,-118.34,12.315375380420624
3.7949,13,3616.0,665.0,2189.0,620.0,34.17,-117.33,11.57402056433004
2.8039,21,9512.0,2560.0,7282.0,2387.0,34.21,-118.6,12.334905517373144
3.7679,10,1897.0,354.0,1353.0,357.0,34.97,-120.45,11.785240060290889
2.6179,35,1437.0,474.0,2113.0,484.0,33.96,-118.22,11.975400827795172
5.0285,8,11275.0,1822.0,5731.0,1692.0,34.67,-118.19,12.031123843065632
2.3942,32,2723.0,637.0,1549.0,556.0,38.58,-122.58,12.117787730662602
3.3292,31,2210.0,519.0,1047.0,472.0,33.94,-118.12,12.510980498647022
5.2523,7,4093.0,651.0,2228.0,646.0,38.17,-122.18,11.9910212641133
4.275,26,4931.0,853.0,2249.0,818.0,33.77,-117.83,12.561646984024874
1.9483,50,2485.0,607.0,1354.0,563.0,37.86,-122.29,11.921718363171069
2.5521,21,2467.0,520.0,1721.0,515.0,36.55,-119.29,11.09133097493218
4.2471,4,13315.0,2424.0,6420.0,2289.0,37.68,-120.94,11.995968707723769
5.0323,30,2260.0,374.0,958.0,359.0,38.35,-122.76,12.312232841358565
4.1212,52,1369.0,249.0,490.0,248.0,37.9,-122.28,12.568978139219542
2.3261,20,1406.0,413.0,850.0,412.0,32.75,-117.12,11.649203083262776
1.8696,23,1091.0,217.0,539.0,201.0,40.54,-123.12,11.02679245379461
4.2596,36,961.0,173.0,625.0,179.0,33.91,-118.31,12.106804643871504
2.316,35,1755.0,446.0,1453.0,428.0,33.88,-117.57,11.69023447994064
1.8444,20,2029.0,427.0,983.0,401.0,36.97,-120.05,10.760028280004509
2.2991,44,1629.0,420.0,1893.0,387.0,34.03,-118.18,11.831379196088765
6.1642,13,3480.0,528.0,1432.0,532.0,38.78,-121.18,12.53465670930238
3.6154,5,1560.0,369.0,1037.0,372.0,38.02,-121.9,12.110662460725516
4.9375,35,561.0,104.0,261.0,105.0,33.91,-118.13,12.121603488903723
3.7566,32,2574.0,531.0,2609.0,472.0,34.28,-118.41,11.896144964131071
3.5083,14,3615.0,913.0,1924.0,852.0,34.19,-118.3,12.545754013092337
3.1359,27,3044.0,661.0,1229.0,618.0,36.61,-121.92,12.498742259492994
2.6964,47,1055.0,298.0,1303.0,302.0,34.02,-118.16,11.84078932705484
3.52,23,3425.0,754.0,2202.0,729.0,34.14,-118.01,12.14046688843218
3.3205,5,5492.0,1549.0,2997.0,1405.0,34.18,-118.3,12.05583098219963
4.3173,32,2159.0,393.0,981.0,369.0,38.03,-122.36,12.07482435892022
5.0092,24,1330.0,183.0,656.0,205.0,37.97,-121.97,12.405333256381052
4.5417,25,2538.0,494.0,1185.0,501.0,37.65,-122.1,12.177673171008475
1.9955,50,1515.0,294.0,852.0,297.0,36.75,-119.75,10.900436187427738
4.0187,11,1994.0,477.0,849.0,411.0,33.68,-117.78,12.369890730759568
2.1903,52,1514.0,348.0,767.0,354.0,38.62,-122.87,11.982929094215963
3.0081,5,2904.0,702.0,1302.0,618.0,34.66,-120.46,11.814510442591
2.9583,52,2378.0,508.0,940.0,451.0,38.02,-122.13,12.01974306733868
2.1781,32,2286.0,654.0,2991.0,655.0,34.06,-118.05,12.069680020624618
6.2299,39,199.0,36.0,101.0,38.0,38.25,-122.05,11.5655179150894
7.1088,33,6841.0,950.0,2681.0,980.0,37.46,-122.25,13.002002020733144
3.7545,52,2721.0,581.0,1043.0,519.0,37.75,-122.43,12.857616276235044
1.6389,29,1157.0,297.0,2027.0,253.0,33.97,-117.38,11.951180395901384
5.0224,52,866.0,205.0,587.0,171.0,37.73,-122.44,12.475718030495804
4.5083,42,2820.0,488.0,1175.0,500.0,32.82,-117.27,12.912136051356663
2.4333,38,1764.0,397.0,987.0,354.0,37.76,-122.17,11.494761494342557
2.5374,11,3835.0,727.0,1456.0,658.0,39.79,-121.62,11.48452599044853
2.0802,22,9047.0,1831.0,4276.0,1622.0,41.61,-120.55,10.776870783399009
3.7462,15,6243.0,1273.0,3163.0,1274.0,37.59,-122.05,12.266697267346608
4.8854,30,1336.0,239.0,905.0,253.0,34.04,-117.93,12.090100469277752
6.46,36,3212.0,553.0,1455.0,574.0,37.43,-122.12,12.961020226995563
3.9531,17,4363.0,1041.0,1640.0,989.0,37.89,-122.52,12.942279315550566
5.4359,33,1923.0,459.0,1412.0,361.0,33.95,-118.34,12.1761287691571
3.4167,23,4358.0,819.0,1852.0,802.0,36.82,-119.79,11.563618579285746
3.6964,47,3652.0,967.0,1438.0,887.0,34.06,-118.4,13.122365377402328
3.1719,34,2178.0,455.0,1193.0,446.0,32.74,-117.05,11.65529270625715
2.8452,24,2585.0,480.0,1442.0,424.0,35.4,-119.42,11.558854396858628
3.6437,17,7475.0,1556.0,2092.0,1449.0,37.85,-122.06,12.136186518066006
6.7587,18,3117.0,475.0,904.0,368.0,32.85,-117.24,12.87004844878984
6.9133,8,2032.0,349.0,862.0,340.0,33.68,-117.8,12.521248282290877
9.532,50,1430.0,186.0,620.0,201.0,34.19,-118.11,13.088392857833176
2.0804,42,2555.0,665.0,1206.0,595.0,37.84,-122.26,12.33138283649562
2.0139,17,1559.0,462.0,821.0,428.0,32.76,-117.12,11.918390573078392
4.6607,4,1223.0,275.0,505.0,244.0,33.51,-117.69,12.061046873479915
6.5138,16,13556.0,1704.0,5669.0,1668.0,34.15,-117.62,12.649154617209645
6.4958,37,3333.0,488.0,1171.0,485.0,34.16,-118.49,13.122365377402328
3.9167,20,2625.0,673.0,1184.0,606.0,33.74,-118.3,12.560945967522278
1.8158,33,552.0,120.0,347.0,97.0,34.75,-117.14,11.512925464970229
4.1797,25,1479.0,314.0,977.0,309.0,34.44,-119.79,12.51282178069918
2.794,15,4210.0,899.0,1933.0,867.0,35.25,-120.69,12.478006361013817
2.34,34,2578.0,645.0,1628.0,617.0,34.1,-118.1,12.259139366466863
3.6429,52,2058.0,399.0,1208.0,399.0,37.74,-122.41,12.345834587905332
3.045,36,1722.0,353.0,1174.0,335.0,34.0,-118.09,11.9866720804948
1.8939,28,2159.0,416.0,1283.0,378.0,37.26,-120.49,11.326595886778737
3.0917,48,1541.0,314.0,819.0,312.0,33.97,-118.31,11.821145188639557
4.1544,35,2245.0,393.0,783.0,402.0,34.15,-118.35,13.122365377402328
4.0391,52,1792.0,305.0,782.0,287.0,37.76,-122.49,12.714996462006567
2.0441,33,2579.0,564.0,1155.0,431.0,35.63,-117.66,10.647803019670471
4.0129,17,1165.0,278.0,598.0,287.0,37.34,-122.03,12.743734923249724
5.0292,18,3561.0,560.0,1753.0,553.0,37.27,-121.87,12.5039525429584
2.6098,52,2511.0,587.0,1660.0,546.0,34.02,-118.32,11.752729457177546
5.0956,21,3648.0,654.0,2266.0,628.0,33.7,-117.87,12.4130868149145
5.1909,24,1874.0,319.0,820.0,315.0,34.59,-120.08,12.874414707171148
3.4769,50,1947.0,411.0,1170.0,384.0,37.73,-122.4,12.38296281232692
2.375,12,3598.0,828.0,2588.0,781.0,34.09,-117.44,11.642197800674367
2.1979,52,1081.0,257.0,437.0,225.0,38.13,-121.27,11.644830535850168
2.5388,15,3273.0,895.0,1872.0,842.0,32.85,-116.93,11.686878772093667
2.9803,30,2453.0,544.0,1753.0,506.0,34.21,-118.4,12.162643087602838
2.0968,23,1875.0,710.0,2555.0,657.0,34.19,-118.39,11.998433280751929
2.425,17,3659.0,735.0,1970.0,667.0,39.4,-121.46,11.474184636653796
5.8408,52,2208.0,409.0,791.0,408.0,33.77,-118.14,13.122363377404328
1.9073,29,1995.0,392.0,1261.0,354.0,37.12,-120.16,11.279731577802515
5.4508,14,2493.0,407.0,1296.0,418.0,36.72,-121.8,12.154779351142624
4.6458,46,1388.0,254.0,742.0,241.0,33.81,-118.2,12.264813140552771
3.7831,38,1701.0,317.0,872.0,304.0,32.83,-116.94,11.90361528749624
5.3244,28,3763.0,762.0,1967.0,724.0,33.87,-118.32,12.513189630620564
2.4219,46,695.0,182.0,601.0,195.0,32.75,-117.11,11.414209492031071
4.4609,15,4260.0,770.0,2007.0,695.0,34.12,-117.77,12.345834587905332
2.25,33,1955.0,398.0,1412.0,397.0,36.2,-119.36,10.849337086651827
6.0573,24,4841.0,894.0,2656.0,920.0,37.36,-121.97,12.447056114972714
1.2841,43,966.0,255.0,857.0,208.0,32.71,-117.14,11.184421397998191
2.45,41,1305.0,381.0,1384.0,369.0,33.75,-118.28,12.13779380477688
2.4663,39,1629.0,423.0,804.0,386.0,36.6,-121.9,12.373703486914124
5.5954,27,4724.0,793.0,2394.0,738.0,34.44,-119.88,12.47380708017226
3.3095,36,1527.0,309.0,1154.0,279.0,33.89,-118.25,11.56646623189826
3.4559,47,1697.0,318.0,775.0,276.0,38.69,-121.77,11.720752312172545
2.9545,47,1007.0,245.0,581.0,240.0,37.36,-121.9,12.377922902456833
1.4891,41,1229.0,302.0,994.0,270.0,34.11,-117.32,11.11691551563282
3.512,16,7961.0,2276.0,5014.0,2116.0,33.67,-117.91,12.294083522852889
3.65,10,9205.0,1774.0,5935.0,1673.0,37.82,-121.28,11.69023447994064
3.052,17,5282.0,1605.0,4116.0,1574.0,34.15,-118.24,12.253909974944332
4.1312,35,2400.0,398.0,1218.0,408.0,33.93,-118.02,12.174581978438804
2.8631,20,2183.0,534.0,999.0,496.0,32.79,-117.09,12.041787451222318
4.2026,24,1601.0,282.0,731.0,285.0,34.59,-120.14,12.467667383218636
3.1094,14,810.0,151.0,302.0,138.0,39.26,-121.0,11.821145188639557
3.3068,52,3188.0,708.0,1526.0,664.0,37.77,-122.45,13.122365377402328
4.0791,11,10923.0,2041.0,4773.0,1858.0,33.17,-117.33,12.547176994477947
2.425,28,1607.0,421.0,926.0,385.0,36.96,-122.03,12.283496542494976
2.7708,33,915.0,225.0,826.0,212.0,33.91,-118.19,11.673342186376134
3.975,52,1817.0,535.0,800.0,487.0,37.79,-122.44,13.122365377402328
3.9508,6,4863.0,920.0,3010.0,828.0,33.82,-116.46,11.554067408301403
3.0134,41,1260.0,299.0,1535.0,322.0,33.91,-118.18,11.760566487884825
1.5086,12,1462.0,356.0,1708.0,367.0,36.21,-120.1,11.077516480488992
2.7891,40,812.0,154.0,374.0,142.0,39.32,-121.65,11.205040685200927
3.3281,40,1538.0,255.0,669.0,263.0,38.26,-122.13,12.04472949512141
5.4939,20,3773.0,624.0,1965.0,607.0,37.25,-121.85,12.393381743835167
1.8466,43,1561.0,354.0,862.0,332.0,37.59,-120.95,11.308358299228956
3.8125,38,1981.0,343.0,796.0,344.0,34.15,-117.28,11.486581489630629
4.74,42,1935.0,388.0,1136.0,379.0,33.9,-118.36,12.345834587905332
3.2222,41,268.0,75.0,198.0,82.0,37.93,-122.35,11.959532516409569
4.9671,24,1709.0,437.0,892.0,408.0,37.36,-122.02,12.722482647590065
6.9326,6,3416.0,493.0,1319.0,467.0,33.03,-117.25,12.690348934062628
4.8523,36,1287.0,233.0,779.0,229.0,33.93,-117.99,12.077102264233211
3.0723,6,5762.0,1115.0,2551.0,919.0,34.98,-120.47,11.829923591756062
2.898,43,2430.0,502.0,1537.0,484.0,37.77,-122.2,11.706846157607536
4.2381,11,3934.0,697.0,901.0,345.0,37.64,-118.96,12.399581391714692
2.1731,29,1638.0,323.0,942.0,322.0,36.29,-119.12,11.1004357419251
5.0862,2,790.0,135.0,235.0,87.0,38.43,-121.85,12.022750588402635
3.8281,3,830.0,145.0,272.0,104.0,33.52,-116.8,12.004568269319446
4.0515,26,3699.0,671.0,2388.0,699.0,38.15,-122.26,11.710956315469362
3.1857,24,2162.0,459.0,1468.0,441.0,37.67,-121.03,11.495779306135258
6.5617,30,3917.0,549.0,1330.0,544.0,37.83,-122.01,12.865145845756368
3.4506,10,6262.0,1278.0,2954.0,1169.0,38.68,-121.22,11.842229212112828
4.1339,35,2615.0,525.0,1312.0,547.0,32.74,-117.23,12.380865935903335
3.3542,38,788.0,224.0,1155.0,208.0,33.94,-118.22,11.94340833605368
4.3429,33,3581.0,734.0,1780.0,663.0,37.07,-122.09,12.275132181461668
3.0057,22,2309.0,571.0,919.0,342.0,39.24,-120.02,11.446785662465684
3.5536,35,1860.0,323.0,1011.0,305.0,34.08,-117.92,12.240474072247506
4.8717,27,3467.0,545.0,1798.0,493.0,34.26,-118.74,12.226365348797936
2.9812,22,1547.0,334.0,773.0,316.0,34.09,-117.68,11.910358401381128
5.1265,40,1800.0,290.0,761.0,277.0,38.02,-122.16,12.186380012184438
2.3125,15,5907.0,1257.0,2310.0,1001.0,35.63,-118.41,11.481434797878858
3.3125,9,5409.0,1019.0,594.0,327.0,38.7,-123.49,12.596085649079416
3.8235,47,2512.0,461.0,1082.0,426.0,33.98,-118.35,12.24336843027387
2.0625,37,3355.0,666.0,338.0,136.0,38.12,-120.12,11.395267421501996
3.8162,36,1999.0,390.0,887.0,379.0,33.82,-118.11,12.309982108920686
6.6178,44,1833.0,331.0,515.0,268.0,33.51,-117.78,13.122365377402328
5.2129,34,3592.0,616.0,2138.0,605.0,33.79,-117.93,12.172515862001331
6.357,4,18123.0,3173.0,7301.0,2964.0,32.95,-117.22,12.683858415217964
2.4375,27,5580.0,2009.0,4165.0,1763.0,37.46,-122.14,12.14950229404178
8.6088,16,3774.0,456.0,1587.0,430.0,33.65,-117.71,12.635905110086632
1.608,39,1405.0,339.0,1489.0,336.0,34.06,-117.66,11.427367576608582
4.2411,27,2034.0,341.0,768.0,316.0,35.27,-120.65,12.464197165739629
4.5547,10,2198.0,368.0,1645.0,350.0,32.57,-117.09,11.987294551725604
2.8333,32,1339.0,334.0,817.0,349.0,34.09,-118.04,12.133501952695338
6.0441,35,1267.0,216.0,521.0,191.0,33.88,-118.39,13.06048797368624
2.2258,25,1712.0,491.0,1807.0,478.0,34.06,-117.78,11.650946762867603
3.5912,52,2515.0,576.0,1209.0,540.0,37.75,-122.41,12.559893520486
1.9797,22,1118.0,437.0,1190.0,399.0,33.77,-118.2,11.876178724269083
4.5208,33,1306.0,259.0,762.0,237.0,37.26,-121.92,12.348873444161844
5.6205,19,3269.0,483.0,1383.0,452.0,37.13,-121.67,12.614200871057822
3.7784,25,1909.0,334.0,1043.0,322.0,32.95,-117.02,11.983553898984804
3.8906,46,2822.0,525.0,1434.0,520.0,34.09,-118.1,12.381285663086834
2.9444,52,920.0,202.0,525.0,264.0,36.97,-122.01,12.35793499483942
3.1477,52,2867.0,496.0,978.0,513.0,34.1,-117.72,12.581765595304669
6.5078,45,1883.0,275.0,764.0,289.0,34.11,-118.09,12.93555175533751
5.8311,37,2801.0,497.0,1150.0,476.0,34.43,-119.69,12.86798712365902
1.942,31,2712.0,628.0,1519.0,629.0,33.74,-116.97,11.364425456651784
2.625,36,40.0,10.0,64.0,14.0,37.94,-121.32,10.915088464214609
6.2742,20,3034.0,451.0,1669.0,430.0,37.32,-121.79,12.393796251613123
2.6786,45,2508.0,797.0,1340.0,720.0,33.77,-118.17,12.160552130228364
3.6125,15,432.0,87.0,208.0,73.0,38.53,-120.59,11.512925464970229
4.0231,31,1205.0,280.0,1476.0,301.0,33.75,-117.89,11.843667026882455
5.4607,28,4035.0,641.0,1881.0,659.0,37.99,-122.0,12.166811931576872
3.0729,23,3251.0,689.0,1890.0,668.0,38.02,-121.32,11.55980905086908
3.0519,30,2661.0,765.0,2324.0,724.0,33.95,-118.35,11.831379196088765
4.1098,14,4675.0,829.0,2235.0,787.0,36.83,-119.74,11.591736645394516
2.2976,25,1941.0,477.0,1000.0,390.0,41.8,-123.38,10.904119432844034
3.0694,44,1675.0,317.0,806.0,311.0,37.95,-122.34,11.81524981415888
3.8162,18,3208.0,643.0,1973.0,614.0,34.25,-119.2,12.367340793126296
3.2813,10,1170.0,225.0,537.0,194.0,39.16,-121.0,12.002731721512143
6.2556,25,3578.0,461.0,1588.0,466.0,33.88,-117.96,12.740517134894798
3.1667,17,821.0,176.0,436.0,168.0,33.18,-117.29,11.9866720804948
3.1719,14,3287.0,793.0,1601.0,716.0,37.95,-122.03,12.303652973869038
1.4524,42,990.0,289.0,1167.0,281.0,34.01,-118.27,11.750366320985265
3.9408,34,1730.0,427.0,1008.0,393.0,33.8,-118.34,12.699853834686904
3.8125,9,1961.0,595.0,966.0,275.0,33.76,-116.24,11.479368681441386
3.7708,26,6339.0,1244.0,1177.0,466.0,34.23,-117.27,11.611865412825132
3.1779,17,2499.0,566.0,781.0,522.0,33.61,-117.75,12.136186518066006
4.2135,36,1554.0,273.0,974.0,264.0,33.87,-118.2,11.991641034817986
3.0962,35,2122.0,400.0,1189.0,408.0,38.11,-122.21,11.73286388533549
2.3599,36,4018.0,1067.0,1620.0,842.0,32.8,-117.2,12.034097380790364
4.6875,36,1742.0,340.0,857.0,341.0,33.82,-118.11,12.293167352381108
2.7148,42,2757.0,713.0,2112.0,653.0,34.17,-118.14,12.024550768906783
2.1637,46,1759.0,1012.0,2716.0,877.0,34.06,-118.29,12.765688433465597
3.5703,43,1511.0,292.0,721.0,320.0,37.97,-121.33,11.378250561643627
3.0625,24,1016.0,238.0,465.0,236.0,33.62,-117.89,11.448920134994315
2.0893,41,465.0,130.0,349.0,138.0,34.06,-117.65,11.630708500626612
2.1182,34,1830.0,431.0,1304.0,415.0,37.34,-120.6,11.14041145700175
3.9559,42,1461.0,302.0,986.0,314.0,33.88,-117.99,11.989780569165063
9.0243,14,1780.0,224.0,764.0,226.0,37.92,-121.99,12.966177294215
2.3565,11,2161.0,448.0,820.0,405.0,37.32,-119.65,11.714232321675263
6.3639,10,3216.0,526.0,1539.0,483.0,35.41,-118.94,11.870599909242044
3.725,35,1728.0,442.0,1161.0,420.0,34.02,-118.41,12.644327576461327
2.865,38,1704.0,347.0,1384.0,374.0,34.29,-118.43,11.954401010601426
2.8333,37,2358.0,413.0,1060.0,424.0,39.51,-122.2,11.151955596748616
2.3194,20,1745.0,348.0,1093.0,302.0,36.77,-120.21,11.414209492031071
3.375,16,4609.0,1220.0,2147.0,1007.0,34.23,-119.18,12.295913349529965
1.7196,21,939.0,176.0,556.0,178.0,38.98,-122.84,11.225243392518449
3.2425,45,1717.0,389.0,916.0,367.0,38.81,-123.02,11.84078932705484
7.5822,14,2845.0,420.0,1172.0,377.0,34.04,-117.15,12.55355547109999
2.3935,14,1562.0,373.0,609.0,328.0,33.92,-117.89,11.736069016284436
8.5294,35,2063.0,266.0,676.0,252.0,37.36,-122.1,13.122365377402328
3.6023,37,1394.0,313.0,1111.0,327.0,34.3,-118.43,11.994116283606528
5.8123,29,3119.0,507.0,1476.0,487.0,36.99,-121.99,12.547887726561882
2.6154,44,1944.0,458.0,981.0,377.0,34.02,-118.37,12.171481200760557
2.1461,11,5112.0,1384.0,2487.0,1243.0,36.77,-119.71,11.23717196338372
1.2012,27,1513.0,374.0,839.0,350.0,36.32,-119.29,11.075969689770693
4.6875,33,914.0,147.0,394.0,132.0,38.67,-123.01,12.41389949273249
3.0222,17,3112.0,872.0,1392.0,680.0,37.68,-121.78,12.058152515453552
5.2035,40,1565.0,269.0,826.0,268.0,34.0,-118.39,13.093346428333836
1.5273,46,2625.0,593.0,1368.0,551.0,36.75,-119.8,10.985292722887856
5.8596,37,3852.0,652.0,1534.0,567.0,37.18,-122.01,12.672005500405428
6.8132,4,4719.0,741.0,1895.0,742.0,37.68,-121.85,12.551433829568632
6.194,27,4742.0,775.0,1682.0,696.0,34.24,-119.29,13.122365377402328
4.0795,39,1995.0,634.0,867.0,567.0,33.75,-118.14,12.89921982609012
2.9844,28,1905.0,372.0,1480.0,341.0,34.17,-117.35,11.279731577802515
2.1518,35,1090.0,345.0,1605.0,330.0,34.04,-118.3,11.936885155714558
1.625,38,1542.0,364.0,1220.0,334.0,36.97,-120.06,10.874266469694351
8.2934,34,2095.0,343.0,662.0,299.0,34.03,-118.56,13.122365377402328
3.6451,32,6365.0,1784.0,2767.0,1698.0,34.03,-118.5,12.856573251368646
3.87,26,2159.0,523.0,1331.0,520.0,33.91,-118.35,12.48559653028049
3.017,52,224.0,38.0,120.0,45.0,39.25,-122.08,11.630708500626612
5.1412,18,3337.0,549.0,1449.0,519.0,37.05,-122.11,12.66286438080368
2.0781,41,1022.0,209.0,741.0,213.0,36.75,-119.82,10.795485591841238
3.1838,27,3513.0,791.0,1875.0,694.0,37.95,-122.05,12.111761966058932
5.0787,45,1853.0,328.0,945.0,320.0,33.84,-118.17,12.297739834055998
3.2338,34,2770.0,544.0,1409.0,535.0,38.14,-121.29,11.53076538309856
3.8625,52,254.0,72.0,153.0,29.0,37.78,-122.41,12.765688433465597
1.165,27,1446.0,329.0,594.0,255.0,39.03,-122.66,10.883691610153935
3.015,36,2028.0,523.0,2751.0,496.0,34.2,-119.17,11.91371298352728
5.0423,25,5405.0,939.0,2831.0,923.0,37.53,-121.99,12.311333156187668
8.364599999999998,25,3412.0,455.0,1238.0,406.0,38.04,-122.59,12.89244694180269
1.965,23,1654.0,369.0,669.0,273.0,41.6,-123.41,11.08827753744529
4.3611,44,2082.0,470.0,1154.0,403.0,37.74,-122.5,12.49911532422405
10.06,22,7554.0,991.0,2808.0,946.0,33.77,-118.41,13.122365377402328
3.3567,8,1959.0,379.0,995.0,365.0,37.65,-121.04,11.768342576834732
3.3844,52,2515.0,460.0,836.0,442.0,38.55,-121.49,11.92569714826083
2.0372,35,2129.0,614.0,2376.0,618.0,33.95,-118.21,11.987916635727004
2.7019,22,3527.0,711.0,1483.0,640.0,34.44,-119.27,12.366063381839115
5.2642,5,2364.0,578.0,1102.0,502.0,37.31,-121.94,12.4147115106415
4.0556,38,2948.0,478.0,1123.0,460.0,38.67,-121.78,11.897507362161967
6.0516,29,1496.0,282.0,463.0,215.0,33.63,-117.95,13.122365377402328
3.35,18,4026.0,718.0,1731.0,705.0,40.49,-122.31,11.681824001432044
2.5562,43,1676.0,320.0,1056.0,276.0,36.65,-119.53,11.442503000673682
2.6573,29,1377.0,430.0,969.0,399.0,37.31,-121.93,12.44035394125484
2.6729,22,2265.0,637.0,1684.0,561.0,34.15,-118.27,12.288113355866384
4.1577,24,3202.0,703.0,3308.0,714.0,33.76,-117.93,12.06738512575628
4.2639,31,6434.0,1188.0,3540.0,1131.0,34.24,-118.33,12.588951254965542
2.894,52,2212.0,563.0,1195.0,532.0,37.33,-121.91,12.25247901834433
3.7361,19,1621.0,328.0,871.0,322.0,33.88,-117.86,12.213048259266598
4.7143,17,3201.0,527.0,1244.0,495.0,38.46,-122.68,12.220468525813908
1.7824,26,2422.0,632.0,2601.0,583.0,33.91,-118.21,11.610052175700952
3.1719,43,3819.0,708.0,1505.0,712.0,33.95,-118.32,12.11996994647676
2.8974,26,2027.0,559.0,1545.0,513.0,34.2,-118.48,12.154252896800378
3.7614,31,767.0,171.0,548.0,185.0,37.63,-122.08,12.078239274020287
4.7143,14,1710.0,294.0,839.0,297.0,38.94,-121.07,11.923046384614588
3.4198,27,5110.0,1599.0,2764.0,1482.0,37.41,-122.11,12.771102323309677
5.0594,41,1621.0,279.0,756.0,277.0,33.92,-118.42,12.75419405403986
3.5341,42,2608.0,610.0,2062.0,616.0,33.95,-118.18,12.028738630247258
2.3147,18,1550.0,345.0,941.0,335.0,40.94,-124.08,11.157678073022682
7.6771,52,1311.0,217.0,578.0,205.0,34.06,-118.38,13.122365377402328
4.8667,34,874.0,153.0,549.0,153.0,33.84,-117.97,12.13779380477688
3.375,25,1728.0,403.0,934.0,412.0,37.96,-122.32,11.803353763090035
3.2539,25,3434.0,835.0,1749.0,657.0,33.83,-117.99,12.201060103706627
7.5,9,1302.0,177.0,682.0,190.0,38.15,-122.58,12.955600159526227
5.7097,15,5368.0,1312.0,2269.0,1232.0,34.05,-118.44,12.665710232526733
2.0882,20,1384.0,257.0,557.0,232.0,39.76,-121.57,11.560762794384388
5.8625,8,2683.0,416.0,1154.0,399.0,35.64,-117.7,11.602766168970016
1.577,51,2378.0,584.0,1083.0,494.0,40.17,-122.24,10.85707406915398
1.8088,35,948.0,184.0,467.0,169.0,37.81,-122.28,11.685196685910682
4.15,19,822.0,134.0,457.0,133.0,38.51,-121.3,11.967180737247824
4.1389,19,1684.0,387.0,1224.0,376.0,37.42,-121.91,12.06738512575628
10.0707,22,3479.0,448.0,1252.0,440.0,32.85,-117.24,13.122365377402328
1.75,35,1313.0,324.0,1350.0,343.0,37.3,-120.49,10.961277846683982
2.4414,52,989.0,425.0,634.0,341.0,37.78,-122.42,12.524526376648708
4.4583,18,5238.0,1083.0,3032.0,1065.0,33.81,-118.01,12.15530552847652
3.3269,15,2701.0,576.0,1245.0,513.0,35.65,-117.68,11.313254269841162
5.0155,19,946.0,182.0,474.0,173.0,38.68,-121.47,11.485554268174097
5.8752,20,2851.0,490.0,1192.0,463.0,33.66,-117.81,12.521613046110351
2.5399,26,5032.0,1229.0,3086.0,1183.0,33.81,-116.5,11.459524688243112
3.6875,11,5684.0,1139.0,3095.0,1036.0,34.08,-117.38,11.631596994687728
5.8252,7,5664.0,1174.0,2493.0,1101.0,33.67,-117.98,12.486352388215192
11.7894,45,2257.0,285.0,759.0,305.0,34.14,-118.17,13.122365377402328
3.434,17,13559.0,2656.0,6990.0,2533.0,32.78,-116.94,12.171481200760557
