Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,__target__
1.0,2.0,4,3,134,3,2.0,1.0,13,1985,1
4.0,2.0,3,1,150,2,2.0,0.0,46,1431,1
4.0,2.0,5,5,263,8,2.0,0.0,9,2236,1
0.0,2.0,3,2,138,3,1.0,1.0,49,1923,1
1.0,1.0,3,4,149,2,2.0,0.0,37,1080,1
0.0,1.0,3,2,178,4,2.0,0.0,48,1079,1
2.0,2.0,5,4,216,2,1.0,0.0,6,4535,0
0.0,2.0,4,2,163,3,1.0,0.0,11,1926,1
4.0,2.0,2,1,111,2,0.0,0.0,10,1920,1
2.0,2.0,4,5,168,3,0.0,0.0,4,4759,1
1.0,2.0,4,4,259,7,2.0,1.0,7,4408,0
0.0,0.0,4,2,187,2,1.0,0.0,6,3625,1
2.0,2.0,7,1,285,4,1.0,1.0,2,1516,0
4.0,0.0,3,3,104,5,2.0,0.0,41,1936,1
3.0,2.0,6,3,166,4,1.0,1.0,10,5783,1
4.0,2.0,3,3,200,3,0.0,0.0,2,4777,1
2.0,2.0,4,4,132,4,2.0,0.0,44,1692,1
1.0,1.0,4,5,213,3,1.0,0.0,7,4490,0
1.0,2.0,3,4,241,3,2.0,1.0,3,4047,0
1.0,2.0,4,1,201,4,2.0,1.0,59,2925,1
2.0,2.0,3,5,264,2,2.0,1.0,33,2021,1
3.0,2.0,4,1,273,3,2.0,0.0,25,3717,1
1.0,2.0,3,4,234,2,2.0,1.0,52,3543,1
4.0,1.0,4,3,230,3,0.0,0.0,1,5114,1
4.0,2.0,3,2,270,2,2.0,0.0,59,3706,1
4.0,0.0,4,2,246,6,1.0,1.0,5,1622,0
0.0,2.0,4,5,270,5,1.0,0.0,1,1187,1
2.0,2.0,5,5,230,10,0.0,0.0,3,5391,0
1.0,0.0,3,3,176,8,2.0,1.0,10,4376,1
3.0,2.0,5,3,178,4,2.0,1.0,10,5382,1
0.0,2.0,5,3,137,4,1.0,0.0,2,1034,0
0.0,2.0,5,1,123,2,1.0,0.0,9,5497,0
2.0,2.0,4,2,194,4,2.0,0.0,26,3818,1
4.0,2.0,3,2,195,2,2.0,1.0,8,4365,0
1.0,0.0,3,2,261,2,2.0,1.0,10,4035,0
3.0,0.0,3,1,180,3,1.0,0.0,29,1414,1
2.0,2.0,4,2,273,2,1.0,0.0,5,5608,1
4.0,0.0,5,5,173,2,1.0,1.0,7,4716,0
0.0,2.0,4,5,171,4,1.0,0.0,4,5265,0
4.0,1.0,5,5,192,3,2.0,0.0,37,2197,1
0.0,2.0,3,4,224,2,2.0,0.0,15,2701,1
3.0,2.0,5,3,282,3,2.0,1.0,5,4644,1
2.0,2.0,4,5,208,2,2.0,1.0,33,2170,1
4.0,2.0,4,3,242,2,1.0,1.0,3,4811,1
2.0,2.0,3,5,139,2,1.0,0.0,7,4449,1
4.0,2.0,3,1,252,3,0.0,0.0,6,5101,0
1.0,2.0,3,5,206,3,2.0,0.0,6,5618,0
1.0,2.0,5,1,248,5,2.0,0.0,5,1861,0
4.0,2.0,3,4,237,3,1.0,1.0,1,5980,0
1.0,2.0,6,2,305,4,1.0,0.0,9,1567,0
0.0,2.0,6,2,269,4,2.0,0.0,3,1665,0
2.0,1.0,6,3,127,3,2.0,0.0,7,5574,1
3.0,2.0,5,5,196,3,2.0,1.0,7,4084,1
4.0,0.0,4,3,148,5,2.0,1.0,2,4065,1
2.0,2.0,4,1,204,2,1.0,1.0,7,5795,0
2.0,2.0,4,4,200,3,1.0,0.0,7,5807,1
1.0,2.0,5,4,186,10,1.0,0.0,24,3621,1
1.0,1.0,5,4,169,2,1.0,0.0,20,1765,1
4.0,1.0,5,2,259,5,1.0,0.0,3,1724,1
4.0,2.0,3,3,165,2,1.0,1.0,8,5813,0
1.0,2.0,6,1,301,4,1.0,0.0,3,1200,1
2.0,2.0,4,1,200,3,1.0,1.0,5,4686,0
1.0,1.0,4,1,238,5,2.0,0.0,3,1913,0
4.0,0.0,5,3,238,5,2.0,1.0,2,1150,1
0.0,2.0,3,4,206,4,2.0,1.0,2,4372,0
1.0,0.0,4,3,248,5,1.0,1.0,3,1093,0
3.0,2.0,3,3,223,3,1.0,1.0,10,5243,1
1.0,2.0,2,2,101,5,2.0,0.0,6,4196,0
4.0,2.0,3,1,121,2,1.0,1.0,2,5210,1
4.0,2.0,3,2,247,2,0.0,1.0,1,4242,0
2.0,0.0,4,4,271,3,1.0,1.0,3,4152,0
0.0,2.0,7,2,261,4,2.0,1.0,9,1918,1
4.0,0.0,2,2,225,7,0.0,1.0,9,4947,1
0.0,2.0,7,3,255,4,2.0,0.0,4,1373,0
2.0,2.0,5,2,246,3,1.0,0.0,9,5795,0
0.0,2.0,4,5,149,6,2.0,1.0,40,1974,1
3.0,2.0,5,5,182,3,2.0,0.0,10,5060,0
3.0,1.0,4,3,217,2,2.0,0.0,2,5442,0
2.0,2.0,3,1,145,2,1.0,0.0,34,1773,1
3.0,2.0,4,3,171,2,2.0,1.0,10,5211,0
3.0,2.0,4,3,239,3,2.0,1.0,9,5897,1
1.0,2.0,6,3,259,4,1.0,0.0,3,4117,1
2.0,1.0,5,3,202,3,1.0,1.0,4,4134,1
4.0,2.0,6,2,281,2,2.0,0.0,9,1715,1
1.0,2.0,3,3,198,2,1.0,1.0,8,4620,1
4.0,1.0,6,3,171,3,1.0,0.0,1,4952,0
2.0,1.0,5,2,205,3,1.0,0.0,3,5182,0
4.0,2.0,3,5,187,3,1.0,1.0,20,2374,1
0.0,2.0,3,3,223,3,2.0,0.0,4,5062,1
4.0,2.0,5,5,275,3,2.0,1.0,9,4287,1
2.0,2.0,4,4,187,3,1.0,0.0,8,4893,0
0.0,1.0,5,3,168,3,2.0,0.0,2,5986,1
2.0,0.0,2,3,280,4,1.0,1.0,17,3555,1
0.0,0.0,4,2,242,2,2.0,0.0,8,5243,1
2.0,2.0,4,2,218,2,0.0,1.0,1,2990,1
3.0,1.0,6,4,201,4,1.0,0.0,8,5355,1
3.0,2.0,6,1,303,4,1.0,0.0,9,1080,0
0.0,2.0,3,5,169,3,1.0,1.0,1,4636,1
3.0,2.0,5,5,200,3,1.0,1.0,6,4401,1
2.0,1.0,5,2,258,5,0.0,1.0,6,1059,0
4.0,2.0,3,4,163,3,0.0,0.0,6,5912,0
2.0,2.0,3,4,253,3,0.0,0.0,8,5857,0
3.0,2.0,3,1,272,2,1.0,1.0,51,2719,1
2.0,1.0,4,3,175,2,1.0,1.0,3,4200,0
1.0,2.0,4,4,275,3,1.0,1.0,10,5674,1
2.0,2.0,3,2,154,10,0.0,0.0,8,5811,1
1.0,2.0,3,4,165,2,2.0,1.0,1,5745,0
0.0,2.0,2,2,147,2,2.0,0.0,49,1447,1
0.0,2.0,4,4,258,5,1.0,1.0,9,1947,1
0.0,2.0,4,3,142,6,1.0,1.0,6,1459,1
0.0,1.0,4,2,160,3,1.0,1.0,64,1714,1
4.0,2.0,3,5,194,3,1.0,1.0,8,5726,1
3.0,2.0,5,1,181,4,2.0,0.0,4,5505,0
0.0,2.0,2,3,204,4,1.0,0.0,20,3135,1
0.0,2.0,6,4,284,4,1.0,0.0,7,1518,1
4.0,2.0,2,1,285,5,1.0,1.0,4,5759,0
1.0,0.0,6,4,275,4,1.0,1.0,9,1585,0
2.0,2.0,5,5,266,5,1.0,0.0,9,4500,0
2.0,2.0,4,4,172,3,2.0,1.0,7,5098,0
2.0,2.0,4,4,235,2,1.0,1.0,4,5671,0
4.0,2.0,5,5,162,3,0.0,0.0,31,1364,1
4.0,2.0,4,5,161,3,2.0,0.0,2,5378,0
4.0,2.0,3,1,228,2,1.0,0.0,5,4456,1
1.0,2.0,5,1,160,3,0.0,1.0,2,5141,1
4.0,1.0,3,3,193,2,1.0,1.0,19,3097,1
2.0,2.0,5,2,254,2,1.0,0.0,5,4985,1
0.0,1.0,5,3,236,3,2.0,1.0,7,3589,1
3.0,2.0,2,5,238,2,1.0,0.0,6,5325,1
4.0,1.0,4,4,183,3,1.0,1.0,29,3251,1
0.0,1.0,4,2,163,3,1.0,0.0,27,1639,1
0.0,1.0,4,1,137,3,2.0,0.0,3,4962,1
3.0,2.0,3,3,180,3,2.0,1.0,8,5953,1
2.0,2.0,3,1,166,3,2.0,1.0,4,4716,0
0.0,1.0,6,5,308,4,1.0,1.0,8,1569,1
3.0,0.0,3,2,240,3,2.0,1.0,2,4804,0
0.0,2.0,5,4,261,5,1.0,1.0,2,1409,0
2.0,2.0,4,4,266,2,1.0,0.0,15,3425,1
4.0,2.0,4,3,140,2,2.0,0.0,2,5042,0
4.0,2.0,5,3,217,3,0.0,0.0,61,3067,1
2.0,0.0,4,4,264,5,1.0,1.0,3,1782,0
1.0,2.0,5,5,219,3,2.0,1.0,27,3430,1
3.0,1.0,3,3,227,3,2.0,1.0,3,5644,0
3.0,2.0,5,3,287,4,1.0,1.0,2,1437,0
1.0,2.0,4,1,192,3,2.0,0.0,29,3347,1
1.0,2.0,4,1,260,5,1.0,1.0,1,5559,1
3.0,2.0,5,2,157,2,1.0,1.0,32,1497,1
4.0,0.0,4,4,179,3,2.0,0.0,3,5624,0
2.0,1.0,5,4,222,3,1.0,1.0,1,4834,1
1.0,2.0,6,4,279,4,1.0,0.0,1,1246,1
4.0,2.0,3,2,238,2,1.0,1.0,19,2196,1
4.0,2.0,4,1,236,5,2.0,1.0,4,1953,0
0.0,2.0,3,3,231,2,2.0,0.0,24,2177,1
4.0,1.0,3,2,257,3,1.0,0.0,25,2334,1
4.0,2.0,3,3,176,2,2.0,1.0,34,1856,1
4.0,2.0,4,1,151,2,2.0,1.0,6,1114,1
2.0,1.0,4,3,207,10,1.0,0.0,9,4179,0
4.0,2.0,5,3,121,2,2.0,0.0,4,5231,1
4.0,2.0,6,1,224,3,2.0,1.0,64,2705,1
1.0,2.0,6,2,286,4,1.0,0.0,4,1594,0
4.0,2.0,7,4,269,4,2.0,1.0,5,1073,0
4.0,0.0,6,5,268,4,1.0,0.0,2,1324,0
2.0,2.0,5,3,162,4,1.0,0.0,6,1968,0
4.0,1.0,3,1,267,3,2.0,0.0,8,5415,1
1.0,1.0,6,1,237,5,2.0,1.0,3,5299,1
1.0,0.0,3,5,257,2,1.0,1.0,2,5251,1
4.0,1.0,6,1,256,4,1.0,0.0,7,1372,1
2.0,2.0,4,2,207,3,2.0,0.0,5,4702,1
0.0,2.0,3,2,143,6,2.0,1.0,63,1953,1
4.0,2.0,5,4,240,4,2.0,1.0,7,4552,1
4.0,0.0,3,4,172,2,2.0,0.0,5,4647,0
4.0,2.0,3,4,106,6,2.0,0.0,7,4621,0
4.0,0.0,5,1,137,5,1.0,0.0,8,4584,0
3.0,2.0,7,1,278,4,1.0,1.0,10,1508,1
2.0,1.0,3,4,144,10,0.0,1.0,8,4440,0
4.0,2.0,3,3,112,4,1.0,0.0,7,5716,1
3.0,2.0,4,5,144,2,2.0,1.0,8,5478,0
2.0,0.0,4,2,175,3,0.0,1.0,4,4426,0
3.0,2.0,3,2,250,5,1.0,0.0,36,2717,1
2.0,2.0,5,4,222,3,1.0,0.0,20,3632,1
3.0,0.0,4,3,247,4,1.0,0.0,19,3838,1
4.0,2.0,4,2,233,4,0.0,0.0,1,4316,0
3.0,2.0,6,3,224,6,0.0,1.0,8,5661,0
3.0,0.0,5,5,142,4,1.0,1.0,5,5749,0
4.0,2.0,3,5,222,2,1.0,1.0,9,1321,0
4.0,0.0,2,3,226,2,2.0,1.0,2,4566,0
2.0,2.0,5,2,203,2,2.0,0.0,2,4712,1
0.0,2.0,4,2,142,2,2.0,0.0,5,4062,0
1.0,2.0,3,2,208,2,1.0,0.0,7,4582,1
3.0,2.0,4,5,248,5,1.0,0.0,6,1754,0
4.0,2.0,4,3,273,10,2.0,1.0,6,4251,1
1.0,2.0,3,5,204,4,1.0,1.0,6,4879,1
0.0,2.0,3,5,140,3,1.0,1.0,9,4733,0
0.0,1.0,4,4,148,3,2.0,0.0,5,4892,0
4.0,2.0,3,5,152,4,2.0,1.0,2,4809,0
4.0,2.0,2,2,98,5,2.0,1.0,10,4368,0
1.0,2.0,3,5,225,3,2.0,1.0,8,3813,1
3.0,0.0,4,1,242,3,2.0,0.0,35,3556,1
3.0,2.0,3,3,135,3,1.0,0.0,19,1366,1
4.0,2.0,4,2,150,3,0.0,0.0,32,1689,1
3.0,2.0,3,3,166,2,2.0,1.0,4,4254,1
1.0,1.0,3,5,213,4,2.0,1.0,9,5550,1
1.0,2.0,4,5,199,5,2.0,1.0,8,5669,1
4.0,1.0,3,1,135,2,2.0,1.0,7,1316,1
3.0,2.0,4,4,244,3,2.0,0.0,55,2782,1
0.0,0.0,4,2,196,3,2.0,0.0,2,4474,0
3.0,2.0,6,5,308,4,1.0,1.0,2,1125,1
4.0,2.0,3,3,201,6,2.0,1.0,2,4984,0
2.0,2.0,3,5,184,3,1.0,0.0,2,4357,1
3.0,2.0,4,5,221,3,2.0,0.0,3,4430,1
4.0,1.0,4,4,183,2,1.0,0.0,7,4572,1
1.0,2.0,4,5,218,6,1.0,1.0,5,4364,1
4.0,0.0,5,1,250,4,2.0,1.0,4,1438,0
2.0,2.0,3,3,264,2,1.0,1.0,6,4102,0
4.0,2.0,5,1,232,5,1.0,1.0,4,1776,0
1.0,0.0,3,2,183,5,1.0,1.0,3,1336,1
4.0,2.0,4,5,261,10,1.0,1.0,7,5208,0
0.0,0.0,2,2,237,5,1.0,1.0,8,4461,0
4.0,2.0,5,3,141,3,1.0,1.0,2,4124,1
2.0,2.0,4,2,206,4,2.0,0.0,5,1679,0
4.0,2.0,4,2,208,3,0.0,1.0,17,2777,1
0.0,2.0,5,4,265,2,1.0,0.0,2,5164,1
2.0,2.0,3,1,225,2,0.0,1.0,6,5274,1
0.0,2.0,6,1,271,4,1.0,0.0,9,1302,0
4.0,1.0,4,4,205,2,2.0,0.0,8,5876,0
2.0,2.0,4,3,187,2,1.0,0.0,58,3665,1
1.0,1.0,4,3,216,3,2.0,1.0,35,2567,1
0.0,2.0,4,4,266,3,1.0,1.0,10,5221,0
4.0,2.0,3,4,248,3,2.0,0.0,6,4932,0
4.0,2.0,3,3,147,8,2.0,0.0,7,5822,0
1.0,2.0,3,1,227,3,1.0,1.0,10,4305,1
3.0,2.0,6,4,205,3,1.0,0.0,44,2064,1
4.0,1.0,3,1,146,10,1.0,0.0,5,4032,1
0.0,2.0,3,5,258,3,1.0,0.0,5,4494,0
4.0,2.0,5,3,267,3,1.0,1.0,9,5258,1
1.0,2.0,5,1,246,3,2.0,0.0,44,3993,1
4.0,1.0,4,5,235,3,2.0,0.0,22,2015,1
2.0,0.0,3,4,216,3,1.0,0.0,3,5149,0
1.0,2.0,4,4,134,2,1.0,1.0,1,5209,1
0.0,2.0,3,3,262,2,1.0,0.0,10,5951,1
4.0,2.0,5,3,223,5,2.0,1.0,4,1817,0
1.0,2.0,5,5,276,4,1.0,1.0,2,1411,1
3.0,2.0,4,1,230,3,2.0,1.0,40,2225,1
4.0,2.0,3,3,257,3,1.0,1.0,44,3370,1
3.0,2.0,4,2,250,3,1.0,0.0,53,2478,1
1.0,2.0,2,5,160,3,2.0,0.0,31,7401,1
4.0,2.0,6,4,283,4,1.0,0.0,10,1512,0
3.0,2.0,5,1,237,5,2.0,0.0,8,1150,1
2.0,2.0,5,1,298,4,1.0,0.0,4,1853,0
3.0,1.0,4,1,189,2,2.0,1.0,4,4122,0
1.0,0.0,5,5,221,5,1.0,1.0,8,1718,0
2.0,2.0,3,5,156,8,2.0,0.0,9,4733,1
2.0,2.0,5,1,259,3,0.0,0.0,37,3023,1
3.0,2.0,4,4,251,3,2.0,0.0,9,5350,1
0.0,0.0,4,5,154,3,2.0,0.0,9,5208,0
1.0,2.0,3,3,271,2,2.0,1.0,15,3542,1
1.0,2.0,3,1,206,3,2.0,1.0,5,5676,1
1.0,1.0,4,4,259,5,1.0,0.0,5,1065,1
0.0,0.0,4,2,246,3,2.0,1.0,1,5113,0
1.0,2.0,3,3,198,3,1.0,1.0,49,2446,1
3.0,2.0,4,2,262,3,1.0,1.0,4,5085,0
0.0,2.0,6,4,168,2,0.0,1.0,6,5686,0
4.0,2.0,3,5,171,3,2.0,1.0,5,4075,1
1.0,1.0,4,5,180,2,2.0,1.0,1,5622,0
4.0,2.0,4,3,140,3,0.0,0.0,46,1072,1
1.0,0.0,3,3,170,4,1.0,1.0,3,4049,0
3.0,1.0,3,2,217,3,0.0,1.0,7,5910,0
1.0,2.0,5,3,222,2,1.0,0.0,2,5953,1
4.0,2.0,3,4,201,2,1.0,0.0,8,4394,0
4.0,2.0,3,2,151,2,1.0,0.0,3,4759,0
4.0,2.0,3,5,225,3,1.0,0.0,1,2864,1
1.0,2.0,3,2,206,2,1.0,1.0,3,2261,1
3.0,2.0,7,1,300,4,2.0,0.0,10,1148,1
0.0,2.0,5,4,178,5,1.0,0.0,9,4729,1
1.0,2.0,4,4,209,8,2.0,0.0,46,3345,1
1.0,2.0,5,4,184,3,1.0,1.0,9,3332,1
2.0,2.0,4,4,247,6,1.0,0.0,4,1044,0
1.0,1.0,4,3,149,4,2.0,1.0,1,4678,0
4.0,0.0,5,4,221,6,2.0,1.0,5,1944,0
4.0,2.0,4,1,228,5,1.0,0.0,6,1874,0
2.0,0.0,6,1,136,3,0.0,1.0,12,1592,1
4.0,2.0,5,1,138,3,1.0,1.0,10,5612,1
2.0,1.0,3,2,268,3,1.0,1.0,30,2867,1
1.0,0.0,3,5,140,5,1.0,1.0,7,4370,1
3.0,1.0,4,4,212,2,2.0,1.0,8,4239,0
4.0,2.0,4,1,219,2,2.0,1.0,6,5314,0
4.0,2.0,4,3,220,4,1.0,1.0,19,3602,1
4.0,0.0,3,1,170,3,1.0,1.0,3,4454,1
4.0,2.0,4,1,239,5,1.0,0.0,8,1048,0
1.0,2.0,6,4,296,4,2.0,1.0,5,1782,1
0.0,2.0,4,2,226,2,1.0,0.0,2,4332,0
3.0,2.0,3,1,231,2,1.0,1.0,24,3811,1
4.0,2.0,3,2,175,2,2.0,0.0,12,1817,1
3.0,2.0,3,3,245,2,2.0,0.0,16,2577,1
0.0,0.0,4,1,172,3,2.0,1.0,7,4883,0
1.0,1.0,2,3,225,7,0.0,1.0,7,4009,1
1.0,2.0,6,1,214,2,1.0,1.0,5,4708,0
3.0,2.0,4,3,190,4,2.0,1.0,12,3115,1
4.0,1.0,3,2,264,4,0.0,0.0,32,2754,1
1.0,2.0,4,5,240,2,2.0,1.0,6,5045,1
2.0,2.0,6,2,254,4,1.0,1.0,4,1392,0
0.0,2.0,4,1,146,8,1.0,1.0,7,4576,0
2.0,0.0,4,5,263,4,2.0,0.0,7,4243,1
1.0,2.0,4,2,233,7,2.0,1.0,56,3925,1
2.0,1.0,5,4,179,6,2.0,1.0,1,5433,0
0.0,2.0,6,2,118,2,1.0,0.0,2,1744,1
2.0,2.0,5,3,143,2,2.0,1.0,59,1837,1
3.0,2.0,3,3,158,2,1.0,0.0,4,5960,0
1.0,2.0,4,5,227,5,1.0,0.0,2,1804,1
1.0,2.0,4,1,209,2,1.0,0.0,10,5066,0
1.0,1.0,3,4,260,4,1.0,0.0,10,4109,0
4.0,2.0,6,5,154,10,2.0,0.0,48,1990,1
4.0,1.0,5,2,191,4,1.0,0.0,3,5578,0
2.0,0.0,4,5,138,3,1.0,0.0,64,1708,1
3.0,2.0,3,4,266,2,2.0,0.0,38,2741,1
2.0,2.0,5,5,213,2,0.0,1.0,12,2522,1
0.0,2.0,6,2,195,3,2.0,1.0,30,3462,1
0.0,2.0,3,3,193,2,1.0,0.0,60,2581,1
1.0,2.0,4,5,135,3,1.0,0.0,6,4557,0
3.0,1.0,5,4,263,3,0.0,1.0,10,2538,1
4.0,2.0,6,3,267,4,2.0,1.0,2,5917,1
0.0,2.0,4,2,258,7,2.0,1.0,3,4538,1
4.0,2.0,3,4,199,3,2.0,0.0,3,4067,0
0.0,0.0,5,3,199,4,1.0,0.0,24,3473,1
0.0,0.0,6,2,293,5,1.0,1.0,2,1494,0
4.0,2.0,3,2,153,10,0.0,0.0,7,5305,0
0.0,1.0,2,3,264,4,1.0,0.0,10,1648,1
4.0,2.0,4,3,267,3,1.0,0.0,42,2332,1
1.0,2.0,4,1,284,4,1.0,0.0,4,4795,1
2.0,2.0,4,2,202,4,2.0,1.0,56,3098,1
4.0,1.0,5,2,249,6,1.0,1.0,8,1170,1
1.0,1.0,6,1,286,4,1.0,0.0,3,1747,1
0.0,2.0,3,2,177,3,2.0,1.0,8,5006,1
4.0,0.0,3,3,179,2,1.0,0.0,62,1765,1
4.0,2.0,3,2,156,7,2.0,0.0,9,5313,1
3.0,2.0,4,1,234,3,1.0,0.0,8,4996,0
1.0,2.0,4,1,266,3,1.0,0.0,23,3775,1
0.0,2.0,4,1,183,3,1.0,1.0,37,2042,1
4.0,2.0,4,3,106,2,2.0,0.0,6,5867,0
4.0,0.0,6,4,306,4,1.0,0.0,8,1465,0
4.0,1.0,3,1,202,2,0.0,1.0,52,2312,1
2.0,2.0,3,5,244,2,2.0,0.0,10,4064,1
4.0,2.0,6,4,195,5,0.0,0.0,10,4225,0
0.0,2.0,4,2,233,5,1.0,0.0,8,1097,0
2.0,2.0,5,4,228,3,2.0,1.0,20,3382,1
4.0,2.0,6,4,251,4,1.0,0.0,10,1568,1
2.0,1.0,4,3,158,4,2.0,1.0,7,4460,0
4.0,2.0,4,2,267,5,2.0,0.0,2,1307,1
3.0,2.0,3,5,152,3,1.0,1.0,43,1282,1
0.0,2.0,4,3,163,8,2.0,0.0,6,5739,0
3.0,2.0,6,2,135,5,1.0,1.0,26,1585,1
2.0,0.0,2,3,251,3,1.0,0.0,2,3351,1
2.0,2.0,5,3,235,2,2.0,0.0,12,3358,1
0.0,2.0,5,2,152,3,1.0,0.0,2,4172,0
1.0,1.0,4,4,158,3,1.0,0.0,61,1507,1
3.0,2.0,4,3,127,5,1.0,0.0,5,1205,1
2.0,1.0,3,2,156,2,2.0,1.0,10,4276,0
3.0,0.0,5,2,133,2,0.0,0.0,2,4556,0
0.0,2.0,4,3,247,4,1.0,1.0,16,2362,1
4.0,0.0,5,2,143,4,1.0,0.0,10,5400,0
1.0,0.0,3,2,160,3,2.0,1.0,3,5807,0
1.0,2.0,5,2,262,6,1.0,0.0,7,1774,0
0.0,2.0,4,2,296,2,2.0,0.0,2,1233,0
4.0,0.0,6,2,282,4,2.0,0.0,9,1385,0
4.0,1.0,4,2,173,3,2.0,1.0,6,4963,0
1.0,2.0,3,4,211,3,2.0,1.0,8,3710,1
0.0,0.0,3,5,183,3,2.0,0.0,44,3158,1
4.0,2.0,5,2,164,3,2.0,0.0,6,4302,0
2.0,2.0,3,5,205,6,1.0,0.0,25,2232,1
2.0,2.0,7,3,289,4,1.0,0.0,3,1037,1
1.0,2.0,5,5,150,5,2.0,0.0,61,1091,1
1.0,1.0,4,2,202,2,1.0,0.0,45,3008,1
0.0,1.0,4,5,244,3,2.0,1.0,3,5857,1
4.0,2.0,3,2,113,5,2.0,1.0,1,5993,0
2.0,0.0,4,3,186,3,2.0,0.0,9,5131,1
0.0,2.0,3,4,210,3,1.0,0.0,7,2878,1
0.0,0.0,4,3,238,2,2.0,0.0,2,5328,0
0.0,2.0,4,5,188,3,1.0,0.0,13,2409,1
4.0,0.0,4,2,209,2,1.0,0.0,23,2533,1
0.0,2.0,5,3,244,3,1.0,0.0,52,3118,1
4.0,2.0,4,1,249,3,1.0,1.0,4,5253,1
3.0,2.0,5,1,150,4,1.0,0.0,1,5098,0
4.0,2.0,3,5,186,2,2.0,1.0,4,4352,0
4.0,2.0,3,4,168,3,2.0,0.0,3,5303,1
1.0,2.0,4,2,182,3,2.0,1.0,9,5735,0
1.0,2.0,3,2,221,2,2.0,1.0,9,4466,0
3.0,1.0,3,4,151,4,2.0,0.0,1,4587,1
4.0,2.0,5,1,266,3,1.0,0.0,31,3157,1
4.0,0.0,4,1,214,5,2.0,0.0,6,4573,1
0.0,2.0,4,2,222,2,2.0,1.0,10,5115,1
4.0,2.0,4,1,171,2,1.0,0.0,6,5719,1
4.0,2.0,3,4,266,2,0.0,1.0,49,2643,1
4.0,1.0,5,1,234,3,0.0,0.0,9,5548,0
4.0,2.0,5,5,163,3,1.0,1.0,54,1536,1
4.0,1.0,4,4,214,3,2.0,0.0,1,4717,0
3.0,1.0,4,3,227,2,1.0,1.0,3,4375,0
1.0,0.0,4,3,204,3,2.0,1.0,2,5010,0
4.0,0.0,5,5,137,4,1.0,1.0,4,5888,0
1.0,0.0,6,5,244,4,2.0,0.0,4,1648,1
4.0,2.0,4,3,271,3,1.0,1.0,59,2996,1
1.0,2.0,4,1,241,5,1.0,0.0,4,1145,0
4.0,1.0,2,1,164,5,1.0,1.0,4,1708,0
2.0,2.0,5,3,206,4,1.0,1.0,18,3104,1
1.0,2.0,5,4,230,3,2.0,1.0,6,4257,0
0.0,1.0,3,1,159,2,2.0,0.0,44,1806,1
1.0,1.0,6,4,298,4,2.0,0.0,8,1437,1
0.0,2.0,4,5,145,2,1.0,0.0,2,4686,1
2.0,2.0,5,1,274,2,2.0,1.0,24,2423,1
3.0,2.0,5,4,273,6,2.0,0.0,7,4058,1
3.0,2.0,6,4,297,5,0.0,1.0,6,1631,0
4.0,2.0,5,1,167,3,1.0,1.0,9,4660,0
4.0,2.0,5,5,195,2,1.0,0.0,6,3936,1
4.0,1.0,5,3,280,3,0.0,1.0,2,5273,0
1.0,2.0,4,2,205,2,2.0,1.0,10,4641,1
4.0,0.0,4,1,253,3,1.0,1.0,36,2591,1
2.0,2.0,4,1,258,3,2.0,1.0,10,5916,0
4.0,2.0,3,4,228,2,2.0,1.0,65,3943,1
1.0,2.0,7,4,192,3,1.0,0.0,33,1694,1
2.0,2.0,4,1,162,6,1.0,1.0,1,5525,1
4.0,2.0,4,3,173,3,1.0,0.0,7,4810,1
4.0,2.0,3,5,197,3,1.0,1.0,4,5423,0
4.0,2.0,3,1,177,4,1.0,0.0,6,5037,1
4.0,2.0,7,1,265,4,2.0,0.0,3,1357,1
2.0,0.0,6,3,276,4,1.0,1.0,6,1670,1
0.0,0.0,6,1,274,5,1.0,0.0,8,4292,1
3.0,2.0,3,4,223,3,1.0,1.0,18,3959,1
1.0,0.0,3,1,211,2,1.0,0.0,45,3332,1
4.0,1.0,4,4,180,4,2.0,0.0,7,5609,1
0.0,0.0,3,5,223,4,0.0,0.0,7,5042,1
2.0,1.0,5,1,257,5,2.0,0.0,8,1128,1
3.0,2.0,4,4,223,10,1.0,1.0,24,3271,1
3.0,0.0,4,4,244,2,2.0,0.0,7,5543,1
4.0,2.0,3,5,171,2,2.0,1.0,1,4783,1
0.0,2.0,5,2,121,5,0.0,0.0,4,5833,0
1.0,1.0,2,2,163,3,2.0,1.0,35,1547,1
4.0,2.0,5,5,139,4,2.0,0.0,3,4433,1
4.0,2.0,5,5,265,5,2.0,1.0,1,1568,0
2.0,1.0,3,4,232,5,2.0,1.0,7,5653,1
3.0,1.0,3,3,145,3,2.0,1.0,1,5709,0
4.0,2.0,5,2,105,4,0.0,1.0,1,1622,1
3.0,2.0,5,2,146,7,1.0,1.0,7,5204,0
2.0,2.0,6,3,260,4,2.0,1.0,9,1800,0
4.0,2.0,3,3,111,3,2.0,1.0,54,1712,1
2.0,2.0,4,3,229,2,2.0,0.0,8,5868,0
4.0,2.0,3,2,137,3,2.0,0.0,23,1246,1
1.0,2.0,4,4,198,2,2.0,1.0,2,5725,1
4.0,2.0,3,2,239,3,1.0,0.0,10,4486,0
4.0,1.0,3,4,143,3,1.0,0.0,1,4392,1
1.0,1.0,4,1,237,3,2.0,0.0,8,5668,1
