loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,__target__
35.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,True
54.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,False
44.0,2.0,1.0,2.0,90.0,423.04,0.06,15.86,26.68,6708.2,0.14,372.68,19.0,12.0,5.0,0,12.0,14.0,53.0,37.0,3.0,False
6.0,1.0,1.0,1.0,12.0,41.51,0.33,3.0,13.84,124.54,0.01,6.92,6.0,0.0,0.0,0,6.0,5.0,7.0,5.0,1.0,False
22.0,2.0,1.0,2.0,66.0,317.29,0.1,9.71,32.68,3079.54,0.11,171.09,16.0,0.0,4.0,0,11.0,17.0,36.0,30.0,3.0,True
36.0,1.0,1.0,1.0,164.0,968.73,0.14,7.06,137.24,6838.09,0.32,379.89,24.0,0.0,10.0,0,9.0,51.0,84.0,80.0,1.0,False
24.0,9.0,6.0,2.0,95.0,470.65,0.03,35.7,13.18,16802.16,0.16,933.45,20.0,0.0,2.0,0,21.0,10.0,61.0,34.0,17.0,False
14.0,3.0,1.0,3.0,33.0,125.64,0.12,8.67,14.5,1088.9,0.04,60.49,12.0,0.0,0.0,0,8.0,6.0,20.0,13.0,5.0,True
18.0,4.0,1.0,1.0,28.0,106.61,0.22,4.5,23.69,479.73,0.04,26.65,13.0,3.0,0.0,0,6.0,8.0,16.0,12.0,7.0,False
164.0,6.0,1.0,6.0,755.0,4530.0,0.03,39.51,114.66,178979.41,1.51,9943.3,159.0,0.0,3.0,0,13.0,51.0,445.0,310.0,11.0,False
32.0,7.0,3.0,7.0,140.0,745.07,0.06,16.2,45.99,12070.13,0.25,670.56,21.0,0.0,9.0,0,15.0,25.0,86.0,54.0,13.0,False
37.0,6.0,1.0,5.0,90.0,461.64,0.06,17.26,26.74,7969.29,0.15,442.74,28.0,0.0,6.0,0,16.0,19.0,49.0,41.0,11.0,True
4.0,1.0,1.0,1.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,2.0,0.0,0.0,0,5.0,3.0,6.0,3.0,1.0,False
48.0,6.0,1.0,6.0,100.0,495.42,0.05,20.16,24.58,9985.8,0.17,554.77,34.0,9.0,3.0,0,15.0,16.0,57.0,43.0,11.0,False
23.0,3.0,1.0,3.0,98.0,480.88,0.11,9.43,51.0,4533.97,0.16,251.89,20.0,0.0,1.0,0,9.0,21.0,54.0,44.0,5.0,False
17.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,False
61.0,12.0,10.0,6.0,219.0,1333.15,0.06,17.84,74.74,23779.12,0.44,1321.06,49.0,3.0,9.0,0,19.0,49.0,127.0,92.0,23.0,False
94.0,5.0,1.0,5.0,208.0,1202.52,0.04,25.94,46.36,31194.86,0.4,1733.05,53.0,21.0,18.0,0,21.0,34.0,124.0,84.0,8.0,True
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0,4.0,3.0,4.0,3.0,1.0,False
166.0,20.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.0,True
39.0,17.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.0,False
4.0,2.0,1.0,1.0,16.0,62.51,0.25,4.0,15.63,250.04,0.02,13.89,2.0,0.0,0.0,0,8.0,7.0,9.0,7.0,3.0,False
8.0,1.0,1.0,1.0,22.0,83.76,0.36,2.78,30.15,232.67,0.03,12.93,5.0,0.0,1.0,0,5.0,9.0,12.0,10.0,1.0,False
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,0.0,0,4.0,4.0,5.0,4.0,1.0,False
10.0,1.0,1.0,1.0,36.0,147.15,0.12,8.44,17.44,1241.57,0.05,68.98,6.0,0.0,2.0,0,9.0,8.0,21.0,15.0,1.0,False
4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2.0,0.0,0.0,0,4.0,2.0,4.0,2.0,1.0,False
25.0,3.0,1.0,3.0,93.0,477.02,0.08,12.7,37.55,6060.36,0.16,336.69,18.0,0.0,4.0,0,13.0,22.0,50.0,43.0,5.0,False
33.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,False
13.0,2.0,1.0,2.0,37.0,169.64,0.11,9.1,18.64,1543.76,0.06,85.76,9.0,0.0,2.0,0,14.0,10.0,24.0,13.0,3.0,False
7.0,1.0,1.0,1.0,15.0,53.77,0.24,4.2,12.8,225.85,0.02,12.55,4.0,0.0,1.0,0,7.0,5.0,9.0,6.0,1.0,False
105.0,21.0,6.0,13.0,312.0,1795.52,0.02,49.34,36.39,88588.88,0.6,4921.6,77.0,7.0,14.0,4,23.0,31.0,179.0,133.0,41.0,False
14.0,3.0,3.0,2.0,28.0,121.01,0.1,10.21,11.85,1236.07,0.04,68.67,10.0,0.0,2.0,0,13.0,7.0,17.0,11.0,5.0,False
25.0,5.0,1.0,4.0,119.0,605.41,0.07,15.27,39.64,9246.23,0.2,513.67,21.0,0.0,2.0,0,12.0,22.0,63.0,56.0,9.0,False
5.0,1.0,1.0,1.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,3.0,0.0,0.0,0,5.0,3.0,6.0,3.0,1.0,False
8.0,2.0,1.0,2.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,5.0,1.0,0.0,0,5.0,4.0,6.0,4.0,3.0,False
66.0,5.0,1.0,2.0,180.0,1049.92,0.05,21.75,48.27,22835.76,0.35,1268.65,51.0,4.0,3.0,6,19.0,38.0,93.0,87.0,9.0,False
39.0,3.0,1.0,3.0,162.0,850.16,0.04,23.8,35.71,20237.61,0.28,1124.31,29.0,0.0,4.0,0,14.0,23.0,88.0,73.0,5.0,True
143.0,15.0,1.0,3.0,245.0,1396.61,0.05,21.18,65.95,29575.22,0.47,1643.07,106.0,1.0,30.0,4,18.0,34.0,165.0,80.0,21.0,True
61.0,4.0,1.0,3.0,133.0,707.82,0.06,18.0,39.32,12740.7,0.24,707.82,46.0,0.0,13.0,0,16.0,24.0,79.0,54.0,7.0,False
20.0,1.0,1.0,1.0,64.0,293.44,0.11,9.31,31.53,2731.23,0.1,151.73,13.0,0.0,5.0,0,11.0,13.0,42.0,22.0,1.0,False
109.0,18.0,10.0,16.0,474.0,2952.46,0.03,39.86,74.07,117688.34,0.98,6538.24,94.0,0.0,10.0,0,21.0,54.0,269.0,205.0,35.0,False
22.0,3.0,1.0,3.0,46.0,216.22,0.11,9.0,24.02,1945.98,0.07,108.11,13.0,2.0,4.0,0,13.0,13.0,28.0,18.0,5.0,False
59.0,8.0,1.0,7.0,100.0,504.44,0.06,15.83,31.86,7986.96,0.17,443.72,40.0,6.0,11.0,0,15.0,18.0,62.0,38.0,13.0,False
11.0,2.0,1.0,2.0,38.0,166.91,0.18,5.63,29.67,938.86,0.06,52.16,9.0,0.0,0.0,0,9.0,12.0,23.0,15.0,3.0,False
5.0,1.0,1.0,1.0,15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3.0,0.0,0.0,0,5.0,6.0,8.0,7.0,1.0,False
20.0,3.0,1.0,3.0,75.0,393.59,0.14,7.13,55.21,2806.18,0.13,155.9,17.0,0.0,1.0,0,11.0,27.0,40.0,35.0,5.0,False
8.0,1.0,1.0,1.0,11.0,34.87,0.32,3.12,11.16,108.97,0.01,6.05,4.0,0.0,2.0,0,5.0,4.0,6.0,5.0,1.0,True
7.0,2.0,1.0,2.0,8.0,22.46,0.5,2.0,11.23,44.92,0.01,2.5,5.0,0.0,0.0,0,4.0,3.0,5.0,3.0,3.0,False
22.0,3.0,1.0,1.0,58.0,265.93,0.1,9.64,27.58,2564.3,0.09,142.46,18.0,0.0,2.0,0,10.0,14.0,31.0,27.0,5.0,False
35.0,8.0,1.0,4.0,146.0,787.28,0.07,14.79,53.22,11646.29,0.26,647.02,25.0,2.0,5.0,0,13.0,29.0,80.0,66.0,15.0,False
19.0,1.0,1.0,1.0,23.0,92.0,0.22,4.5,20.44,414.0,0.03,23.0,5.0,8.0,4.0,0,8.0,8.0,14.0,9.0,1.0,False
30.0,5.0,1.0,5.0,81.0,366.41,0.04,27.19,13.48,9961.73,0.12,553.43,25.0,0.0,3.0,0,15.0,8.0,52.0,29.0,9.0,False
11.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,False
20.0,2.0,1.0,2.0,47.0,206.44,0.13,7.5,27.53,1548.29,0.07,86.02,17.0,0.0,1.0,0,9.0,12.0,27.0,20.0,3.0,False
4.0,1.0,1.0,1.0,6.0,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2.0,0.0,0.0,0,5.0,1.0,5.0,1.0,1.0,False
43.0,1.0,1.0,1.0,132.0,677.07,0.12,8.59,78.8,5817.75,0.23,323.21,26.0,3.0,11.0,0,8.0,27.0,74.0,58.0,1.0,False
18.0,4.0,1.0,3.0,41.0,177.2,0.08,12.22,14.5,2165.77,0.06,120.32,14.0,0.0,2.0,0,11.0,9.0,21.0,20.0,7.0,False
89.0,14.0,4.0,12.0,241.0,1386.93,0.02,53.31,26.02,73933.93,0.46,4107.43,56.0,12.0,8.0,11,28.0,26.0,142.0,99.0,25.0,False
22.0,3.0,1.0,3.0,46.0,205.13,0.08,13.0,15.78,2666.74,0.07,148.15,13.0,1.0,6.0,0,13.0,9.0,28.0,18.0,5.0,False
50.0,3.0,1.0,1.0,200.0,1134.49,0.05,19.5,58.18,22122.46,0.38,1229.03,23.0,11.0,12.0,1,17.0,34.0,122.0,78.0,5.0,False
8.0,1.0,1.0,1.0,31.0,118.03,0.17,6.0,19.67,708.17,0.04,39.34,5.0,0.0,0.0,1,7.0,7.0,19.0,12.0,1.0,False
7.0,1.0,1.0,1.0,12.0,39.86,0.33,3.0,13.29,119.59,0.01,6.64,3.0,0.0,2.0,0,6.0,4.0,8.0,4.0,1.0,False
580.0,36.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,71.0,True
17.0,6.0,5.0,1.0,37.0,148.0,0.1,10.29,14.39,1522.29,0.05,84.57,12.0,0.0,3.0,0,9.0,7.0,21.0,16.0,11.0,False
7.0,2.0,1.0,1.0,19.0,68.11,0.13,7.5,9.08,510.86,0.02,28.38,5.0,0.0,0.0,0,9.0,3.0,14.0,5.0,3.0,False
7.0,1.0,1.0,1.0,18.0,62.27,0.34,2.92,21.35,181.62,0.02,10.09,4.0,0.0,1.0,0,5.0,6.0,11.0,7.0,1.0,False
66.0,6.0,6.0,5.0,205.0,1200.89,0.05,20.53,58.5,24649.77,0.4,1369.43,41.0,9.0,14.0,0,20.0,38.0,127.0,78.0,11.0,True
41.0,3.0,1.0,1.0,180.0,865.32,0.03,28.88,29.97,24986.23,0.29,1388.12,24.0,4.0,8.0,0,12.0,16.0,103.0,77.0,5.0,False
19.0,2.0,1.0,2.0,94.0,470.0,0.07,14.12,33.29,6635.29,0.16,368.63,13.0,0.0,4.0,0,15.0,17.0,62.0,32.0,3.0,False
5.0,1.0,1.0,1.0,17.0,60.94,0.29,3.5,17.41,213.31,0.02,11.85,3.0,0.0,0.0,0,6.0,6.0,10.0,7.0,1.0,False
32.0,11.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21.0,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0,3.0,1.0,3.0,1.0,1.0,False
32.0,5.0,3.0,3.0,105.0,551.03,0.07,14.98,36.79,8252.37,0.18,458.46,24.0,0.0,6.0,0,17.0,21.0,68.0,37.0,9.0,False
49.0,6.0,1.0,6.0,93.0,484.48,0.07,14.45,33.53,7000.72,0.16,388.93,37.0,3.0,6.0,0,17.0,20.0,59.0,34.0,11.0,False
70.0,8.0,8.0,8.0,212.0,1196.5,0.05,20.86,57.35,24963.29,0.4,1386.85,36.0,15.0,15.0,2,17.0,33.0,131.0,81.0,15.0,False
4.0,1.0,1.0,1.0,12.0,41.51,0.29,3.5,11.86,145.3,0.01,8.07,2.0,0.0,0.0,0,7.0,4.0,8.0,4.0,1.0,False
8.0,2.0,1.0,2.0,14.0,48.43,0.28,3.6,13.45,174.36,0.02,9.69,6.0,0.0,0.0,0,6.0,5.0,8.0,6.0,3.0,False
105.0,19.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.0,True
49.0,1.0,1.0,1.0,315.0,1930.72,0.21,4.76,405.82,9185.57,0.64,510.31,47.0,0.0,2.0,0,4.0,66.0,158.0,157.0,1.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0,3.0,2.0,3.0,2.0,1.0,False
41.0,4.0,4.0,4.0,102.0,448.02,0.05,18.64,24.04,8349.4,0.15,463.86,32.0,0.0,7.0,0,10.0,11.0,61.0,41.0,7.0,False
6.0,1.0,1.0,1.0,10.0,30.0,0.4,2.5,12.0,75.0,0.01,4.17,3.0,1.0,0.0,0,5.0,3.0,7.0,3.0,1.0,False
8.0,3.0,1.0,2.0,28.0,116.76,0.09,11.7,9.98,1366.07,0.04,75.89,6.0,0.0,0.0,0,13.0,5.0,19.0,9.0,5.0,False
23.0,1.0,1.0,1.0,103.0,548.16,0.13,7.55,72.62,4137.71,0.18,229.87,16.0,0.0,3.0,0,9.0,31.0,51.0,52.0,1.0,False
13.0,1.0,1.0,1.0,39.0,159.41,0.25,3.96,40.27,631.0,0.05,35.06,8.0,0.0,3.0,0,5.0,12.0,20.0,19.0,1.0,False
236.0,15.0,1.0,15.0,705.0,4599.11,0.03,28.74,160.04,132163.93,1.53,7342.44,160.0,30.0,41.0,0,16.0,76.0,432.0,273.0,29.0,False
50.0,7.0,1.0,4.0,184.0,902.87,0.02,40.57,22.25,36630.64,0.3,2035.04,41.0,0.0,3.0,4,16.0,14.0,113.0,71.0,13.0,True
231.0,20.0,7.0,5.0,676.0,4197.59,0.01,89.32,47.0,374921.15,1.4,20828.95,121.0,56.0,44.0,3,30.0,44.0,414.0,262.0,37.0,True
4.0,1.0,1.0,1.0,8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,2.0,0.0,0.0,0,5.0,3.0,5.0,3.0,1.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0,3.0,2.0,3.0,2.0,1.0,False
108.0,19.0,1.0,16.0,295.0,1789.5,0.03,34.24,52.26,61279.34,0.6,3404.41,90.0,0.0,13.0,1,26.0,41.0,187.0,108.0,33.0,False
49.0,12.0,7.0,6.0,214.0,1225.77,0.02,45.74,26.8,56067.86,0.41,3114.88,37.0,5.0,4.0,1,26.0,27.0,119.0,95.0,23.0,False
22.0,6.0,5.0,6.0,60.0,271.41,0.08,12.0,22.62,3256.96,0.09,180.94,18.0,0.0,2.0,0,12.0,11.0,38.0,22.0,11.0,False
10.0,1.0,1.0,1.0,59.0,236.0,0.15,6.59,35.81,1555.45,0.08,86.41,10.0,0.0,0.0,0,5.0,11.0,30.0,29.0,1.0,False
24.0,1.0,1.0,1.0,19.0,60.23,0.5,2.0,30.11,120.46,0.02,6.69,6.0,12.0,4.0,0,3.0,6.0,11.0,8.0,1.0,False
8.0,2.0,1.0,2.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,5.0,0.0,1.0,0,5.0,4.0,6.0,4.0,3.0,False
5.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,1.0,0,4.0,3.0,4.0,3.0,1.0,False
41.0,7.0,4.0,4.0,174.0,1019.29,0.06,15.62,65.26,15920.32,0.34,884.46,35.0,0.0,4.0,0,16.0,42.0,92.0,82.0,13.0,True
33.0,3.0,1.0,3.0,90.0,437.22,0.06,15.84,27.6,6927.18,0.15,384.84,27.0,0.0,4.0,0,13.0,16.0,51.0,39.0,5.0,True
36.0,9.0,4.0,7.0,122.0,559.37,0.03,40.0,13.98,22374.62,0.19,1243.03,23.0,1.0,10.0,0,16.0,8.0,82.0,40.0,17.0,False
20.0,3.0,1.0,2.0,91.0,459.04,0.08,11.79,38.94,5411.84,0.15,300.66,15.0,0.0,3.0,0,14.0,19.0,59.0,32.0,5.0,False
24.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,False
214.0,61.0,49.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,121.0,True
17.0,7.0,7.0,5.0,53.0,229.06,0.09,11.0,20.82,2519.68,0.08,139.98,15.0,0.0,0.0,0,11.0,9.0,35.0,18.0,13.0,False
22.0,4.0,1.0,3.0,55.0,258.51,0.09,11.14,23.2,2880.7,0.09,160.04,17.0,0.0,1.0,1,12.0,14.0,29.0,26.0,7.0,False
4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2.0,0.0,0.0,0,4.0,2.0,4.0,2.0,1.0,False
14.0,2.0,1.0,2.0,13.0,39.0,0.5,2.0,19.5,78.0,0.01,4.33,7.0,4.0,1.0,0,4.0,4.0,9.0,4.0,3.0,False
19.0,3.0,1.0,2.0,34.0,146.95,0.13,7.5,19.59,1102.09,0.05,61.23,13.0,0.0,4.0,0,12.0,8.0,24.0,10.0,5.0,True
31.0,2.0,1.0,1.0,120.0,582.96,0.06,17.87,32.61,10420.37,0.19,578.91,27.0,0.0,2.0,0,13.0,16.0,76.0,44.0,3.0,False
25.0,4.0,4.0,3.0,54.0,256.76,0.08,12.92,19.87,3318.18,0.09,184.34,21.0,0.0,2.0,0,14.0,13.0,30.0,24.0,7.0,False
33.0,5.0,3.0,3.0,97.0,493.48,0.03,29.29,16.85,14452.03,0.16,802.89,27.0,3.0,3.0,0,20.0,14.0,56.0,41.0,9.0,False
30.0,5.0,5.0,1.0,68.0,343.02,0.05,20.77,16.52,7124.24,0.11,395.79,27.0,0.0,1.0,0,20.0,13.0,43.0,27.0,9.0,False
29.0,4.0,4.0,3.0,63.0,306.05,0.08,11.79,25.97,3607.05,0.1,200.39,19.0,4.0,3.0,0,15.0,14.0,41.0,22.0,7.0,True
89.0,18.0,18.0,8.0,369.0,1989.77,0.03,38.63,51.51,76854.68,0.66,4269.7,67.0,0.0,6.0,14,18.0,24.0,266.0,103.0,33.0,False
129.0,40.0,29.0,6.0,651.0,3920.56,0.01,93.84,41.78,367897.01,1.31,20438.72,106.0,10.0,11.0,0,28.0,37.0,403.0,248.0,79.0,False
14.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,False
27.0,3.0,1.0,3.0,97.0,512.67,0.1,10.5,48.83,5383.18,0.17,299.07,22.0,0.0,3.0,0,13.0,26.0,55.0,42.0,5.0,False
52.0,2.0,1.0,2.0,227.0,981.08,0.01,86.33,11.36,84699.71,0.33,4705.54,36.0,3.0,10.0,0,14.0,6.0,153.0,74.0,3.0,False
20.0,3.0,1.0,3.0,29.0,127.38,0.17,6.05,21.05,770.63,0.04,42.81,12.0,7.0,1.0,0,11.0,10.0,18.0,11.0,5.0,False
42.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,False
67.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,False
37.0,3.0,1.0,3.0,264.0,1466.41,0.05,20.86,70.3,30588.43,0.49,1699.36,29.0,1.0,2.0,0,15.0,32.0,175.0,89.0,5.0,False
9.0,3.0,1.0,2.0,18.0,68.53,0.16,6.3,10.88,431.75,0.02,23.99,6.0,0.0,1.0,0,9.0,5.0,11.0,7.0,5.0,False
49.0,11.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21.0,True
96.0,19.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21.0,False
23.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,False
23.0,6.0,1.0,2.0,55.0,261.51,0.12,8.08,32.38,2112.27,0.09,117.35,21.0,0.0,0.0,0,14.0,13.0,40.0,15.0,7.0,False
68.0,6.0,5.0,6.0,108.0,566.78,0.18,5.6,101.21,3173.95,0.19,176.33,30.0,22.0,14.0,0,8.0,30.0,66.0,42.0,11.0,False
8.0,1.0,1.0,1.0,13.0,43.19,0.33,3.0,14.4,129.56,0.01,7.2,4.0,0.0,1.0,0,6.0,4.0,9.0,4.0,1.0,False
26.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,False
32.0,3.0,1.0,2.0,59.0,283.63,0.09,11.0,25.78,3119.97,0.09,173.33,14.0,6.0,10.0,0,14.0,14.0,37.0,22.0,5.0,False
9.0,1.0,1.0,1.0,16.0,55.35,0.4,2.5,22.14,138.38,0.02,7.69,5.0,0.0,1.0,1,5.0,6.0,10.0,6.0,1.0,False
15.0,4.0,1.0,2.0,29.0,120.93,0.12,8.64,13.99,1045.16,0.04,58.06,11.0,0.0,2.0,0,11.0,7.0,18.0,11.0,7.0,False
17.0,1.0,1.0,1.0,67.0,268.0,0.08,13.0,20.62,3484.0,0.09,193.56,11.0,1.0,3.0,0,8.0,8.0,41.0,26.0,1.0,False
26.0,2.0,1.0,2.0,49.0,221.65,0.16,6.13,36.14,1359.48,0.07,75.53,13.0,6.0,5.0,0,8.0,15.0,26.0,23.0,3.0,False
55.0,9.0,1.0,6.0,115.0,645.69,0.06,16.81,38.42,10852.59,0.22,602.92,40.0,0.0,13.0,0,23.0,26.0,77.0,38.0,14.0,True
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1.0,False
7.0,2.0,1.0,1.0,15.0,51.89,0.19,5.25,9.88,272.43,0.02,15.14,5.0,0.0,0.0,0,7.0,4.0,9.0,6.0,3.0,False
24.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,True
19.0,2.0,1.0,2.0,43.0,194.51,0.18,5.6,34.73,1089.27,0.06,60.52,12.0,1.0,4.0,0,8.0,15.0,22.0,21.0,3.0,True
12.0,2.0,1.0,2.0,18.0,64.53,0.25,4.0,16.12,258.12,0.02,14.34,9.0,0.0,1.0,0,6.0,6.0,10.0,8.0,3.0,True
40.0,7.0,7.0,3.0,118.0,640.3,0.04,27.6,23.2,17672.26,0.21,981.79,35.0,0.0,3.0,0,23.0,20.0,70.0,48.0,13.0,False
8.0,1.0,1.0,1.0,31.0,118.03,0.17,6.0,19.67,708.17,0.04,39.34,5.0,0.0,0.0,1,7.0,7.0,19.0,12.0,1.0,True
59.0,6.0,3.0,5.0,176.0,1022.09,0.06,16.35,62.53,16707.31,0.34,928.18,42.0,7.0,7.0,0,17.0,39.0,101.0,75.0,11.0,False
33.0,9.0,5.0,4.0,107.0,544.36,0.06,16.58,32.83,9024.89,0.18,501.38,20.0,5.0,6.0,0,15.0,19.0,65.0,42.0,17.0,False
9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,False
17.0,1.0,1.0,1.0,52.0,241.48,0.17,5.88,41.05,1420.47,0.08,78.92,11.0,0.0,4.0,0,8.0,17.0,27.0,25.0,1.0,False
27.0,5.0,1.0,1.0,49.0,224.66,0.11,9.0,24.96,2021.97,0.07,112.33,21.0,0.0,3.0,1,12.0,12.0,31.0,18.0,6.0,False
77.0,8.0,1.0,8.0,390.0,2519.18,0.05,21.99,114.58,55385.94,0.84,3077.0,67.0,0.0,10.0,0,18.0,70.0,219.0,171.0,15.0,False
13.0,2.0,1.0,2.0,72.0,346.13,0.07,14.5,23.87,5018.88,0.12,278.83,6.0,4.0,0.0,0,14.0,14.0,43.0,29.0,3.0,False
12.0,2.0,1.0,2.0,24.0,91.38,0.09,11.0,8.31,1005.14,0.03,55.84,7.0,0.0,2.0,0,11.0,3.0,18.0,6.0,3.0,False
6.0,1.0,1.0,1.0,13.0,39.0,0.56,1.8,21.67,70.2,0.01,3.9,4.0,0.0,0.0,0,3.0,5.0,7.0,6.0,1.0,False
17.0,3.0,1.0,1.0,28.0,109.39,0.13,7.43,14.73,812.63,0.04,45.15,13.0,1.0,1.0,0,8.0,7.0,15.0,13.0,5.0,True
32.0,3.0,1.0,3.0,101.0,530.04,0.09,10.79,49.12,5720.02,0.18,317.78,17.0,2.0,5.0,5,14.0,24.0,64.0,37.0,5.0,False
5.0,1.0,1.0,1.0,14.0,46.51,0.5,2.0,23.25,93.01,0.02,5.17,3.0,0.0,0.0,0,4.0,6.0,8.0,6.0,1.0,False
13.0,2.0,1.0,2.0,33.0,140.18,0.18,5.45,25.7,764.63,0.05,42.48,8.0,0.0,3.0,0,8.0,11.0,18.0,15.0,3.0,False
43.0,6.0,5.0,4.0,85.0,425.0,0.07,14.78,28.76,6280.56,0.14,348.92,28.0,9.0,4.0,0,14.0,18.0,47.0,38.0,11.0,True
117.0,18.0,10.0,13.0,296.0,1789.14,0.03,35.14,50.91,62875.51,0.6,3493.08,77.0,12.0,10.0,16,24.0,42.0,173.0,123.0,35.0,True
28.0,5.0,3.0,2.0,134.0,670.0,0.03,38.0,17.63,25460.0,0.22,1414.44,22.0,0.0,4.0,0,19.0,13.0,82.0,52.0,9.0,False
32.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,False
15.0,2.0,1.0,2.0,47.0,206.44,0.14,7.38,27.96,1524.47,0.07,84.69,10.0,0.0,3.0,0,8.0,13.0,23.0,24.0,3.0,True
46.0,10.0,9.0,3.0,177.0,1008.98,0.03,34.26,29.45,34566.83,0.34,1920.38,40.0,0.0,6.0,0,25.0,27.0,103.0,74.0,19.0,True
16.0,2.0,1.0,2.0,42.0,199.71,0.19,5.29,37.72,1057.26,0.07,58.74,12.0,0.0,1.0,0,10.0,17.0,24.0,18.0,3.0,False
