city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,__target__
48.0,0.91,1.0,1.0,0.0,0.0,5.0,11.0,8.0,6.0,6.0,78,1
15.0,0.743,3.0,0.0,3.0,2.0,5.0,17.0,4.0,5.0,1.0,4,0
21.0,0.738,1.0,0.0,3.0,0.0,5.0,8.0,6.0,5.0,2.0,2,0
13.0,0.926,1.0,0.0,1.0,0.0,0.0,17.0,4.0,5.0,1.0,19,0
92.0,0.645,1.0,0.0,3.0,2.0,5.0,19.0,8.0,6.0,1.0,11,0
64.0,0.624,3.0,1.0,0.0,0.0,5.0,17.0,0.0,1.0,1.0,151,1
64.0,0.624,3.0,1.0,2.0,1.0,6.0,13.0,8.0,6.0,5.0,145,0
5.0,0.92,3.0,0.0,3.0,0.0,0.0,7.0,7.0,5.0,4.0,36,0
3.0,0.5579999999999999,3.0,0.0,1.0,2.0,5.0,15.0,7.0,5.0,0.0,87,0
64.0,0.624,1.0,1.0,0.0,1.0,6.0,14.0,8.0,6.0,6.0,16,0
13.0,0.926,0.0,0.0,3.0,0.0,5.0,1.0,3.0,5.0,4.0,100,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,21.0,8.0,6.0,2.0,47,0
48.0,0.91,3.0,0.0,3.0,2.0,2.0,14.0,7.0,5.0,1.0,55,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,15.0,1.0,1.0,0.0,48,0
5.0,0.92,1.0,0.0,3.0,0.0,4.0,21.0,1.0,5.0,2.0,106,0
5.0,0.92,1.0,0.0,3.0,2.0,5.0,21.0,8.0,6.0,0.0,86,1
93.0,0.6659999999999999,1.0,0.0,1.0,0.0,5.0,14.0,3.0,5.0,6.0,22,0
64.0,0.624,1.0,1.0,0.0,0.0,5.0,13.0,8.0,6.0,6.0,62,1
5.0,0.92,0.0,1.0,3.0,1.0,6.0,20.0,8.0,6.0,6.0,48,0
48.0,0.91,1.0,0.0,3.0,3.0,5.0,3.0,2.0,5.0,0.0,21,0
5.0,0.92,3.0,1.0,3.0,0.0,5.0,14.0,6.0,4.0,1.0,6,0
5.0,0.92,1.0,0.0,3.0,2.0,5.0,21.0,1.0,5.0,4.0,48,0
65.0,0.899,1.0,0.0,1.0,0.0,5.0,14.0,0.0,5.0,0.0,92,0
64.0,0.624,3.0,0.0,3.0,2.0,5.0,20.0,8.0,6.0,4.0,35,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,2.0,4.0,5.0,0.0,47,0
44.0,0.556,1.0,1.0,3.0,0.0,5.0,0.0,4.0,5.0,0.0,290,1
64.0,0.624,3.0,0.0,3.0,2.0,5.0,14.0,3.0,5.0,0.0,4,0
26.0,0.8270000000000001,1.0,0.0,3.0,0.0,5.0,16.0,7.0,5.0,4.0,29,0
5.0,0.92,3.0,0.0,3.0,0.0,5.0,10.0,4.0,5.0,4.0,101,0
5.0,0.92,3.0,1.0,3.0,0.0,5.0,20.0,8.0,6.0,0.0,50,0
64.0,0.624,3.0,0.0,3.0,0.0,5.0,20.0,3.0,5.0,6.0,25,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,19.0,1.0,5.0,0.0,167,0
13.0,0.926,1.0,0.0,3.0,0.0,5.0,6.0,5.0,5.0,1.0,21,0
2.0,0.887,3.0,1.0,3.0,1.0,6.0,17.0,8.0,6.0,6.0,19,0
95.0,0.855,1.0,0.0,3.0,2.0,5.0,4.0,4.0,3.0,0.0,40,0
64.0,0.624,1.0,0.0,0.0,2.0,5.0,11.0,5.0,6.0,0.0,7,0
5.0,0.92,3.0,0.0,3.0,0.0,5.0,16.0,5.0,5.0,1.0,224,1
5.0,0.92,1.0,0.0,3.0,2.0,5.0,15.0,8.0,6.0,0.0,103,1
5.0,0.92,3.0,0.0,3.0,0.0,5.0,21.0,1.0,5.0,4.0,13,0
4.0,0.804,3.0,1.0,0.0,4.0,6.0,17.0,8.0,6.0,6.0,94,0
30.0,0.897,1.0,0.0,0.0,0.0,5.0,14.0,3.0,5.0,0.0,58,0
56.0,0.7759999999999999,1.0,1.0,3.0,3.0,5.0,21.0,8.0,6.0,6.0,114,0
3.0,0.5579999999999999,3.0,0.0,0.0,0.0,5.0,13.0,4.0,5.0,1.0,90,1
5.0,0.92,1.0,0.0,3.0,0.0,5.0,19.0,5.0,4.0,1.0,112,0
64.0,0.624,3.0,1.0,3.0,0.0,5.0,11.0,1.0,5.0,0.0,54,0
78.0,0.8270000000000001,3.0,1.0,1.0,0.0,5.0,11.0,0.0,5.0,0.0,246,0
116.0,0.698,3.0,1.0,1.0,0.0,5.0,16.0,4.0,2.0,1.0,135,1
64.0,0.624,1.0,0.0,0.0,2.0,5.0,11.0,1.0,5.0,0.0,13,0
49.0,0.92,1.0,0.0,3.0,0.0,5.0,21.0,8.0,6.0,0.0,218,0
91.0,0.913,3.0,1.0,3.0,3.0,5.0,3.0,1.0,2.0,6.0,262,0
120.0,0.925,1.0,0.0,3.0,2.0,5.0,18.0,1.0,6.0,0.0,73,0
5.0,0.92,1.0,1.0,3.0,0.0,5.0,6.0,5.0,4.0,2.0,286,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,21.0,8.0,6.0,0.0,34,1
5.0,0.92,0.0,0.0,3.0,2.0,5.0,18.0,4.0,5.0,0.0,16,0
48.0,0.91,1.0,0.0,3.0,0.0,5.0,21.0,3.0,5.0,1.0,70,0
13.0,0.926,1.0,0.0,1.0,2.0,5.0,5.0,3.0,5.0,1.0,16,0
95.0,0.855,1.0,0.0,0.0,0.0,5.0,19.0,1.0,1.0,0.0,36,1
48.0,0.91,1.0,0.0,3.0,1.0,6.0,10.0,1.0,4.0,4.0,23,0
64.0,0.624,1.0,0.0,3.0,0.0,5.0,20.0,1.0,5.0,0.0,75,1
64.0,0.624,1.0,0.0,0.0,0.0,5.0,7.0,1.0,5.0,1.0,35,0
109.0,0.847,1.0,1.0,0.0,1.0,6.0,11.0,8.0,6.0,0.0,7,0
0.0,0.847,1.0,1.0,0.0,0.0,5.0,11.0,8.0,6.0,6.0,7,1
5.0,0.92,1.0,0.0,3.0,0.0,5.0,14.0,1.0,5.0,3.0,9,0
64.0,0.624,0.0,0.0,0.0,0.0,5.0,16.0,8.0,6.0,0.0,6,0
49.0,0.92,1.0,0.0,3.0,2.0,5.0,21.0,6.0,5.0,3.0,26,0
93.0,0.6659999999999999,1.0,1.0,3.0,0.0,5.0,13.0,8.0,6.0,1.0,44,1
49.0,0.92,3.0,1.0,0.0,1.0,6.0,14.0,3.0,5.0,0.0,4,0
64.0,0.624,1.0,0.0,3.0,2.0,5.0,15.0,3.0,6.0,0.0,194,0
99.0,0.884,1.0,1.0,0.0,0.0,5.0,13.0,8.0,6.0,6.0,11,1
41.0,0.6890000000000001,1.0,0.0,3.0,4.0,6.0,7.0,8.0,6.0,4.0,154,0
13.0,0.926,3.0,1.0,3.0,1.0,6.0,17.0,8.0,6.0,6.0,24,0
5.0,0.92,3.0,0.0,3.0,0.0,2.0,13.0,8.0,6.0,0.0,58,1
5.0,0.92,1.0,0.0,3.0,0.0,5.0,12.0,1.0,2.0,1.0,56,0
29.0,0.698,1.0,1.0,0.0,0.0,5.0,11.0,8.0,6.0,6.0,48,0
66.0,0.698,3.0,0.0,3.0,2.0,5.0,3.0,4.0,5.0,1.0,60,0
64.0,0.624,1.0,1.0,0.0,1.0,6.0,15.0,8.0,6.0,6.0,47,1
49.0,0.92,1.0,0.0,3.0,0.0,5.0,0.0,8.0,6.0,0.0,26,1
5.0,0.92,1.0,0.0,3.0,0.0,5.0,9.0,1.0,1.0,0.0,42,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,21.0,4.0,5.0,3.0,218,0
64.0,0.624,1.0,0.0,3.0,0.0,5.0,14.0,4.0,5.0,2.0,8,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,18.0,3.0,5.0,1.0,166,0
48.0,0.91,1.0,0.0,3.0,3.0,5.0,21.0,1.0,5.0,1.0,20,1
5.0,0.92,1.0,0.0,3.0,0.0,5.0,13.0,1.0,5.0,0.0,98,0
49.0,0.92,1.0,1.0,3.0,4.0,6.0,0.0,8.0,6.0,6.0,60,1
30.0,0.897,1.0,0.0,3.0,2.0,5.0,5.0,8.0,6.0,0.0,46,0
64.0,0.624,3.0,0.0,3.0,0.0,5.0,1.0,4.0,5.0,0.0,90,0
64.0,0.624,3.0,0.0,3.0,2.0,5.0,20.0,7.0,0.0,0.0,40,1
65.0,0.899,1.0,0.0,3.0,0.0,2.0,9.0,4.0,5.0,0.0,20,0
64.0,0.624,3.0,1.0,3.0,2.0,5.0,0.0,8.0,6.0,0.0,126,0
5.0,0.92,3.0,0.0,3.0,2.0,5.0,9.0,5.0,5.0,4.0,58,1
82.0,0.89,1.0,0.0,0.0,0.0,5.0,16.0,1.0,6.0,0.0,28,0
114.0,0.925,1.0,0.0,3.0,0.0,5.0,19.0,7.0,1.0,0.0,27,0
64.0,0.624,1.0,0.0,0.0,1.0,6.0,17.0,8.0,6.0,0.0,62,1
64.0,0.624,1.0,1.0,0.0,1.0,6.0,13.0,8.0,6.0,6.0,148,1
8.0,0.698,1.0,0.0,3.0,2.0,5.0,18.0,8.0,6.0,0.0,23,1
5.0,0.92,1.0,0.0,3.0,0.0,0.0,1.0,1.0,5.0,2.0,50,0
5.0,0.92,3.0,0.0,3.0,0.0,5.0,13.0,7.0,5.0,6.0,55,0
30.0,0.897,1.0,1.0,3.0,2.0,5.0,3.0,0.0,1.0,1.0,14,0
5.0,0.92,3.0,1.0,2.0,5.0,6.0,16.0,8.0,6.0,6.0,8,0
64.0,0.624,3.0,0.0,0.0,0.0,5.0,16.0,2.0,5.0,1.0,30,0
93.0,0.6659999999999999,1.0,1.0,3.0,4.0,6.0,20.0,8.0,6.0,6.0,7,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,21.0,8.0,6.0,4.0,198,1
64.0,0.624,3.0,1.0,0.0,0.0,5.0,0.0,8.0,5.0,6.0,16,1
64.0,0.624,3.0,0.0,3.0,0.0,5.0,20.0,0.0,5.0,0.0,18,1
70.0,0.939,1.0,0.0,3.0,2.0,3.0,8.0,1.0,5.0,0.0,124,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,21.0,5.0,5.0,0.0,37,0
122.0,0.915,3.0,0.0,3.0,0.0,5.0,11.0,6.0,5.0,0.0,30,0
101.0,0.754,1.0,0.0,1.0,1.0,6.0,17.0,7.0,5.0,1.0,176,0
21.0,0.738,1.0,0.0,3.0,0.0,5.0,1.0,1.0,5.0,4.0,18,0
95.0,0.855,1.0,0.0,3.0,0.0,5.0,3.0,2.0,5.0,0.0,47,0
64.0,0.624,1.0,1.0,0.0,0.0,5.0,15.0,8.0,6.0,6.0,34,1
31.0,0.836,3.0,1.0,0.0,2.0,5.0,14.0,8.0,6.0,0.0,15,1
118.0,0.865,1.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,3.0,92,0
103.0,0.939,1.0,0.0,3.0,0.0,5.0,4.0,5.0,5.0,4.0,116,0
5.0,0.92,1.0,1.0,0.0,1.0,6.0,2.0,8.0,6.0,6.0,37,1
64.0,0.624,3.0,0.0,3.0,0.0,5.0,19.0,0.0,5.0,0.0,84,0
48.0,0.91,1.0,0.0,3.0,2.0,5.0,19.0,2.0,5.0,0.0,82,0
13.0,0.926,0.0,1.0,1.0,0.0,5.0,15.0,3.0,5.0,0.0,10,0
5.0,0.92,3.0,1.0,0.0,0.0,5.0,15.0,8.0,6.0,6.0,34,0
37.0,0.74,1.0,1.0,3.0,0.0,5.0,21.0,8.0,6.0,6.0,31,0
64.0,0.624,0.0,0.0,0.0,2.0,5.0,20.0,0.0,5.0,0.0,54,1
69.0,0.848,1.0,0.0,3.0,0.0,5.0,19.0,7.0,5.0,4.0,8,0
42.0,0.698,1.0,1.0,3.0,0.0,5.0,21.0,1.0,4.0,4.0,24,0
95.0,0.855,1.0,1.0,0.0,1.0,6.0,19.0,8.0,6.0,0.0,19,0
64.0,0.624,1.0,0.0,3.0,0.0,5.0,20.0,0.0,5.0,0.0,17,1
64.0,0.624,3.0,0.0,3.0,0.0,5.0,13.0,0.0,5.0,0.0,66,1
13.0,0.926,1.0,0.0,3.0,2.0,5.0,19.0,4.0,5.0,0.0,150,1
30.0,0.897,3.0,1.0,3.0,4.0,6.0,20.0,8.0,6.0,0.0,50,0
109.0,0.847,1.0,0.0,0.0,0.0,5.0,15.0,1.0,5.0,3.0,51,0
64.0,0.624,1.0,0.0,3.0,0.0,5.0,5.0,1.0,1.0,4.0,9,1
5.0,0.92,1.0,0.0,3.0,0.0,5.0,19.0,3.0,5.0,1.0,88,0
77.0,0.7759999999999999,3.0,1.0,3.0,2.0,5.0,0.0,0.0,5.0,0.0,108,0
103.0,0.939,1.0,1.0,3.0,0.0,4.0,21.0,7.0,5.0,4.0,83,0
83.0,0.762,1.0,0.0,0.0,0.0,5.0,20.0,7.0,0.0,6.0,58,0
48.0,0.91,1.0,0.0,3.0,0.0,5.0,8.0,2.0,4.0,0.0,85,0
96.0,0.856,1.0,0.0,3.0,0.0,5.0,21.0,8.0,6.0,0.0,78,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,21.0,7.0,5.0,4.0,47,0
49.0,0.92,1.0,0.0,3.0,2.0,2.0,21.0,0.0,2.0,4.0,278,0
5.0,0.92,1.0,1.0,3.0,0.0,2.0,15.0,3.0,5.0,2.0,56,1
103.0,0.939,1.0,0.0,3.0,1.0,6.0,13.0,4.0,5.0,0.0,22,0
37.0,0.74,1.0,1.0,3.0,0.0,5.0,21.0,8.0,6.0,0.0,12,0
49.0,0.92,1.0,0.0,3.0,0.0,5.0,19.0,7.0,1.0,0.0,70,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,21.0,2.0,2.0,4.0,50,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,21.0,7.0,5.0,1.0,47,0
5.0,0.92,3.0,1.0,3.0,0.0,5.0,1.0,1.0,5.0,3.0,101,0
91.0,0.913,1.0,0.0,3.0,0.0,5.0,21.0,4.0,5.0,4.0,41,0
5.0,0.92,1.0,0.0,0.0,0.0,5.0,1.0,5.0,1.0,1.0,21,0
5.0,0.92,2.0,0.0,3.0,0.0,2.0,3.0,1.0,2.0,0.0,7,0
2.0,0.887,3.0,1.0,0.0,3.0,5.0,17.0,2.0,4.0,4.0,124,0
99.0,0.884,1.0,0.0,3.0,0.0,5.0,6.0,2.0,5.0,0.0,82,0
5.0,0.92,1.0,0.0,0.0,0.0,5.0,17.0,2.0,5.0,3.0,33,0
15.0,0.743,1.0,0.0,3.0,2.0,5.0,21.0,1.0,5.0,4.0,30,0
6.0,0.924,1.0,0.0,3.0,1.0,6.0,16.0,8.0,6.0,0.0,82,1
5.0,0.92,2.0,0.0,3.0,0.0,5.0,12.0,3.0,4.0,0.0,14,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,15.0,3.0,5.0,0.0,20,0
5.0,0.92,3.0,1.0,0.0,0.0,5.0,14.0,8.0,6.0,0.0,106,1
5.0,0.92,1.0,0.0,3.0,0.0,5.0,21.0,3.0,5.0,4.0,33,0
5.0,0.92,1.0,0.0,3.0,2.0,5.0,15.0,6.0,5.0,4.0,69,0
24.0,0.527,1.0,0.0,0.0,0.0,5.0,11.0,0.0,5.0,0.0,88,0
99.0,0.884,1.0,0.0,3.0,0.0,5.0,2.0,0.0,5.0,1.0,42,0
48.0,0.91,1.0,0.0,3.0,3.0,5.0,21.0,6.0,5.0,0.0,30,0
64.0,0.624,1.0,0.0,3.0,2.0,5.0,18.0,3.0,5.0,1.0,113,1
2.0,0.887,1.0,1.0,1.0,0.0,5.0,13.0,8.0,6.0,6.0,32,1
64.0,0.624,0.0,0.0,3.0,2.0,5.0,18.0,6.0,5.0,4.0,36,1
98.0,0.698,0.0,1.0,3.0,0.0,2.0,20.0,8.0,6.0,0.0,52,1
48.0,0.91,1.0,0.0,0.0,5.0,6.0,15.0,1.0,5.0,1.0,66,0
5.0,0.92,1.0,0.0,3.0,2.0,5.0,21.0,4.0,2.0,0.0,21,0
5.0,0.92,3.0,0.0,3.0,2.0,5.0,21.0,4.0,5.0,4.0,101,0
64.0,0.624,3.0,0.0,3.0,0.0,5.0,15.0,4.0,0.0,5.0,32,0
21.0,0.738,1.0,0.0,3.0,0.0,5.0,8.0,3.0,5.0,0.0,94,0
49.0,0.92,3.0,1.0,3.0,2.0,2.0,11.0,7.0,0.0,0.0,43,0
5.0,0.92,2.0,0.0,3.0,0.0,5.0,14.0,4.0,6.0,0.0,141,0
5.0,0.92,1.0,0.0,3.0,2.0,5.0,4.0,7.0,5.0,1.0,20,0
5.0,0.92,1.0,0.0,3.0,0.0,0.0,21.0,5.0,5.0,1.0,39,0
64.0,0.624,1.0,0.0,3.0,0.0,5.0,8.0,5.0,5.0,6.0,4,1
2.0,0.887,1.0,0.0,3.0,0.0,5.0,17.0,4.0,5.0,3.0,20,0
5.0,0.92,0.0,1.0,3.0,0.0,5.0,1.0,8.0,6.0,1.0,87,1
13.0,0.926,1.0,0.0,3.0,1.0,6.0,16.0,2.0,5.0,2.0,15,1
5.0,0.92,1.0,0.0,3.0,0.0,5.0,1.0,0.0,5.0,0.0,21,1
64.0,0.624,3.0,0.0,3.0,2.0,5.0,14.0,8.0,6.0,0.0,9,1
64.0,0.624,3.0,1.0,3.0,0.0,5.0,0.0,4.0,0.0,0.0,34,1
49.0,0.92,3.0,1.0,0.0,0.0,5.0,17.0,1.0,5.0,0.0,157,0
65.0,0.899,1.0,0.0,3.0,1.0,6.0,11.0,4.0,1.0,0.0,4,0
56.0,0.7759999999999999,0.0,0.0,3.0,0.0,5.0,8.0,8.0,6.0,4.0,13,1
5.0,0.92,1.0,0.0,3.0,0.0,2.0,21.0,1.0,5.0,4.0,94,0
64.0,0.624,1.0,1.0,0.0,0.0,5.0,11.0,8.0,6.0,6.0,13,1
64.0,0.624,0.0,1.0,0.0,0.0,5.0,18.0,8.0,6.0,6.0,53,1
30.0,0.897,3.0,1.0,0.0,0.0,5.0,16.0,8.0,6.0,0.0,17,1
13.0,0.926,1.0,0.0,3.0,2.0,5.0,21.0,3.0,5.0,2.0,2,0
5.0,0.92,3.0,0.0,3.0,0.0,2.0,11.0,1.0,1.0,1.0,5,0
74.0,0.893,1.0,0.0,3.0,2.0,5.0,3.0,3.0,5.0,0.0,107,0
48.0,0.91,1.0,0.0,3.0,0.0,5.0,1.0,3.0,5.0,1.0,12,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,18.0,3.0,5.0,4.0,51,0
116.0,0.698,1.0,1.0,3.0,1.0,6.0,13.0,4.0,5.0,0.0,13,0
11.0,0.55,1.0,1.0,0.0,1.0,6.0,13.0,8.0,6.0,6.0,19,0
5.0,0.92,0.0,0.0,3.0,0.0,5.0,13.0,1.0,5.0,0.0,19,0
21.0,0.738,1.0,1.0,0.0,0.0,4.0,15.0,1.0,5.0,0.0,8,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,14.0,4.0,5.0,0.0,16,0
48.0,0.91,3.0,1.0,0.0,1.0,6.0,20.0,0.0,5.0,1.0,58,0
49.0,0.92,3.0,1.0,3.0,5.0,6.0,15.0,8.0,6.0,6.0,82,0
64.0,0.624,1.0,1.0,3.0,0.0,5.0,15.0,3.0,5.0,2.0,264,1
49.0,0.92,1.0,1.0,0.0,0.0,4.0,13.0,8.0,6.0,6.0,13,1
64.0,0.624,1.0,1.0,3.0,0.0,5.0,16.0,3.0,5.0,0.0,50,1
5.0,0.92,1.0,0.0,3.0,0.0,5.0,10.0,1.0,5.0,1.0,55,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,5.0,7.0,5.0,0.0,120,0
103.0,0.939,1.0,0.0,3.0,0.0,5.0,21.0,1.0,5.0,4.0,7,0
77.0,0.7759999999999999,1.0,0.0,0.0,0.0,5.0,15.0,3.0,5.0,6.0,42,0
48.0,0.91,1.0,1.0,0.0,2.0,5.0,5.0,8.0,6.0,1.0,76,1
30.0,0.897,3.0,1.0,1.0,3.0,5.0,15.0,3.0,4.0,1.0,7,1
13.0,0.926,3.0,0.0,3.0,2.0,5.0,21.0,4.0,5.0,6.0,66,0
63.0,0.7959999999999999,1.0,1.0,0.0,1.0,6.0,13.0,0.0,5.0,0.0,12,1
21.0,0.738,1.0,1.0,3.0,0.0,5.0,11.0,8.0,6.0,6.0,13,0
101.0,0.754,3.0,0.0,3.0,0.0,5.0,6.0,1.0,5.0,3.0,90,0
64.0,0.624,0.0,1.0,3.0,0.0,5.0,11.0,7.0,2.0,0.0,26,0
36.0,0.727,1.0,0.0,3.0,2.0,5.0,21.0,8.0,6.0,4.0,85,0
100.0,0.795,1.0,0.0,3.0,0.0,5.0,1.0,7.0,5.0,0.0,16,0
36.0,0.727,3.0,0.0,3.0,0.0,5.0,16.0,8.0,5.0,0.0,23,0
39.0,0.555,1.0,1.0,0.0,0.0,5.0,17.0,0.0,5.0,0.0,102,1
48.0,0.91,3.0,0.0,3.0,0.0,5.0,3.0,1.0,5.0,0.0,202,0
5.0,0.92,3.0,1.0,0.0,0.0,5.0,14.0,3.0,6.0,5.0,20,1
31.0,0.836,0.0,0.0,3.0,0.0,5.0,7.0,2.0,5.0,4.0,130,0
74.0,0.893,2.0,0.0,3.0,0.0,5.0,4.0,2.0,5.0,3.0,11,0
48.0,0.91,1.0,0.0,3.0,0.0,5.0,15.0,1.0,5.0,1.0,4,0
5.0,0.92,0.0,0.0,3.0,0.0,5.0,10.0,1.0,5.0,6.0,79,0
5.0,0.92,3.0,0.0,1.0,0.0,1.0,5.0,7.0,5.0,0.0,9,1
91.0,0.913,1.0,0.0,3.0,2.0,5.0,8.0,2.0,5.0,2.0,54,0
5.0,0.92,1.0,0.0,3.0,0.0,1.0,21.0,8.0,6.0,4.0,78,1
64.0,0.624,1.0,0.0,0.0,0.0,5.0,11.0,4.0,1.0,0.0,176,0
64.0,0.624,1.0,0.0,3.0,2.0,5.0,16.0,3.0,5.0,2.0,55,0
5.0,0.92,3.0,1.0,0.0,0.0,5.0,13.0,8.0,6.0,0.0,49,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,9.0,2.0,5.0,3.0,23,0
64.0,0.624,1.0,0.0,0.0,0.0,5.0,14.0,5.0,6.0,6.0,44,1
5.0,0.92,1.0,0.0,3.0,2.0,5.0,21.0,0.0,1.0,1.0,308,0
5.0,0.92,1.0,1.0,3.0,4.0,6.0,14.0,8.0,6.0,6.0,15,0
48.0,0.91,1.0,0.0,3.0,1.0,6.0,4.0,6.0,4.0,4.0,52,1
5.0,0.92,1.0,0.0,3.0,0.0,5.0,4.0,1.0,5.0,0.0,29,0
77.0,0.7759999999999999,3.0,0.0,0.0,0.0,5.0,21.0,2.0,5.0,3.0,132,0
5.0,0.92,3.0,1.0,0.0,0.0,5.0,14.0,3.0,4.0,0.0,33,0
64.0,0.624,1.0,0.0,3.0,0.0,5.0,13.0,1.0,5.0,2.0,77,0
79.0,0.563,3.0,0.0,3.0,0.0,5.0,1.0,7.0,2.0,4.0,108,0
21.0,0.738,3.0,1.0,3.0,2.0,5.0,6.0,4.0,5.0,5.0,44,0
95.0,0.855,1.0,0.0,2.0,0.0,5.0,5.0,4.0,5.0,1.0,27,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,21.0,1.0,1.0,0.0,50,0
11.0,0.55,3.0,0.0,3.0,0.0,5.0,15.0,0.0,5.0,0.0,45,0
122.0,0.915,1.0,0.0,3.0,0.0,5.0,17.0,6.0,5.0,4.0,70,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,21.0,8.0,6.0,2.0,96,0
64.0,0.624,1.0,1.0,0.0,2.0,5.0,13.0,8.0,6.0,6.0,23,0
64.0,0.624,3.0,0.0,3.0,0.0,5.0,18.0,4.0,5.0,0.0,6,1
5.0,0.92,0.0,1.0,3.0,0.0,4.0,16.0,8.0,6.0,1.0,56,1
21.0,0.738,1.0,1.0,0.0,0.0,5.0,1.0,8.0,6.0,6.0,48,0
102.0,0.579,1.0,0.0,3.0,0.0,5.0,2.0,8.0,6.0,0.0,34,1
64.0,0.624,0.0,0.0,3.0,2.0,5.0,1.0,8.0,6.0,0.0,164,0
5.0,0.92,1.0,0.0,3.0,0.0,5.0,17.0,4.0,1.0,3.0,51,0
5.0,0.92,1.0,0.0,3.0,2.0,5.0,21.0,3.0,5.0,4.0,19,0
55.0,0.878,3.0,0.0,3.0,1.0,6.0,15.0,8.0,6.0,2.0,90,0
116.0,0.698,0.0,0.0,3.0,2.0,5.0,16.0,0.0,6.0,0.0,178,0
116.0,0.698,3.0,0.0,1.0,0.0,5.0,17.0,4.0,6.0,0.0,42,0
5.0,0.92,1.0,0.0,3.0,2.0,5.0,21.0,2.0,4.0,4.0,36,0
64.0,0.624,1.0,0.0,3.0,2.0,5.0,13.0,4.0,0.0,0.0,10,0
64.0,0.624,3.0,1.0,0.0,0.0,5.0,13.0,8.0,4.0,0.0,14,0
64.0,0.624,3.0,0.0,3.0,0.0,3.0,1.0,3.0,5.0,1.0,4,1
95.0,0.855,1.0,0.0,3.0,2.0,5.0,9.0,8.0,6.0,0.0,88,0
3.0,0.5579999999999999,1.0,1.0,3.0,0.0,5.0,14.0,8.0,6.0,0.0,92,1
31.0,0.836,1.0,1.0,3.0,0.0,5.0,21.0,8.0,6.0,1.0,180,0
102.0,0.579,1.0,0.0,3.0,0.0,5.0,16.0,1.0,5.0,1.0,17,0
99.0,0.884,3.0,1.0,3.0,5.0,6.0,11.0,8.0,6.0,6.0,162,0
64.0,0.624,1.0,0.0,3.0,0.0,5.0,17.0,2.0,5.0,1.0,25,1
91.0,0.913,1.0,1.0,3.0,2.0,5.0,21.0,3.0,5.0,4.0,80,0
6.0,0.924,1.0,1.0,0.0,1.0,6.0,0.0,8.0,6.0,6.0,278,0
13.0,0.926,1.0,1.0,3.0,1.0,6.0,11.0,8.0,6.0,6.0,31,0
5.0,0.92,3.0,0.0,3.0,0.0,5.0,15.0,3.0,5.0,0.0,156,0
51.0,0.903,3.0,1.0,3.0,5.0,6.0,13.0,8.0,4.0,6.0,62,0
95.0,0.855,1.0,0.0,3.0,1.0,6.0,7.0,4.0,5.0,1.0,34,0
5.0,0.92,0.0,1.0,0.0,0.0,5.0,11.0,8.0,6.0,0.0,21,1
116.0,0.698,1.0,1.0,0.0,0.0,5.0,19.0,8.0,6.0,0.0,286,1
49.0,0.92,1.0,1.0,3.0,2.0,5.0,3.0,8.0,6.0,0.0,6,1
68.0,0.698,1.0,0.0,3.0,2.0,5.0,2.0,7.0,5.0,1.0,29,1
64.0,0.624,3.0,0.0,3.0,0.0,5.0,13.0,7.0,5.0,0.0,23,1
13.0,0.926,1.0,1.0,0.0,0.0,5.0,19.0,8.0,5.0,6.0,31,0
49.0,0.92,3.0,0.0,3.0,0.0,5.0,6.0,7.0,0.0,0.0,116,0
5.0,0.92,1.0,0.0,3.0,3.0,5.0,21.0,7.0,5.0,6.0,144,0
13.0,0.926,1.0,0.0,3.0,3.0,5.0,21.0,1.0,5.0,3.0,30,0
5.0,0.92,3.0,0.0,3.0,0.0,5.0,13.0,3.0,5.0,0.0,52,0
48.0,0.91,1.0,1.0,0.0,0.0,5.0,18.0,1.0,1.0,0.0,74,0
74.0,0.893,1.0,0.0,3.0,0.0,5.0,19.0,5.0,5.0,3.0,15,1
99.0,0.884,1.0,0.0,1.0,0.0,5.0,18.0,4.0,5.0,1.0,69,0
5.0,0.92,1.0,1.0,3.0,0.0,5.0,13.0,1.0,4.0,0.0,9,0
5.0,0.92,0.0,0.0,3.0,0.0,5.0,7.0,3.0,5.0,1.0,7,0
