RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,__target__
3580.0,3950.0,18.0,63.0,402.0,47.0,5.0,61.0,51.0,1
7430.0,2067.0,18.0,65.0,193.0,24.0,528.0,0.0,34.0,1
5416.0,3569.0,74.0,99.0,61.0,22.0,5.0,61.0,23.0,1
6511.0,936.0,18.0,68.0,59.0,22.0,5.0,61.0,23.0,0
4792.0,479.0,18.0,18.0,129.0,19.0,37.0,61.0,20.0,1
1544.0,2276.0,15.0,14.0,7.0,331.0,447.0,62.0,64.0,1
2587.0,2932.0,18.0,65.0,168.0,22.0,5.0,61.0,23.0,1
3613.0,70.0,13.0,11.0,0.0,325.0,207.0,56.0,334.0,1
5317.0,297.0,1.0,0.0,91.0,51.0,539.0,57.0,55.0,1
3631.0,961.0,18.0,68.0,79.0,28.0,1651.0,10.0,29.0,1
893.0,2698.0,18.0,61.0,283.0,103.0,757.0,9.0,111.0,1
3118.0,1087.0,126.0,16.0,2.0,3.0,2.0,56.0,3.0,1
3599.0,1367.0,18.0,61.0,88.0,22.0,50.0,61.0,23.0,1
4565.0,3950.0,18.0,63.0,402.0,22.0,5.0,61.0,23.0,1
1501.0,3605.0,18.0,55.0,130.0,65.0,1109.0,25.0,72.0,1
6000.0,3391.0,18.0,63.0,243.0,150.0,247.0,17.0,160.0,1
6318.0,3212.0,8.0,6.0,5.0,36.0,1545.0,56.0,40.0,1
2315.0,680.0,18.0,63.0,56.0,242.0,1538.0,10.0,252.0,1
2741.0,3534.0,18.0,61.0,88.0,47.0,1722.0,61.0,51.0,1
6307.0,997.0,18.0,65.0,57.0,22.0,5.0,61.0,23.0,1
4565.0,1720.0,18.0,61.0,257.0,4.0,5.0,61.0,4.0,1
55.0,2509.0,18.0,69.0,260.0,260.0,37.0,61.0,269.0,1
3143.0,3356.0,42.0,175.0,4.0,1.0,6.0,0.0,1.0,0
2613.0,84.0,79.0,106.0,135.0,4.0,5.0,61.0,4.0,1
3409.0,1904.0,18.0,33.0,14.0,96.0,1457.0,60.0,104.0,1
6000.0,4070.0,18.0,55.0,39.0,4.0,1899.0,61.0,4.0,1
2228.0,3064.0,18.0,65.0,145.0,37.0,1841.0,16.0,41.0,1
931.0,1077.0,13.0,11.0,0.0,0.0,0.0,56.0,0.0,1
937.0,3750.0,18.0,61.0,125.0,4.0,1899.0,61.0,4.0,1
5275.0,2047.0,18.0,68.0,245.0,4.0,5.0,61.0,4.0,1
2435.0,2197.0,127.0,31.0,95.0,88.0,1400.0,2.0,96.0,1
6866.0,516.0,18.0,55.0,278.0,196.0,499.0,17.0,206.0,0
6206.0,3397.0,18.0,65.0,46.0,87.0,471.0,61.0,95.0,1
2312.0,212.0,18.0,63.0,56.0,56.0,855.0,8.0,60.0,1
844.0,610.0,48.0,110.0,73.0,217.0,1592.0,62.0,227.0,1
4565.0,3696.0,18.0,61.0,33.0,23.0,46.0,6.0,25.0,1
5361.0,3827.0,15.0,14.0,7.0,6.0,9.0,62.0,5.0,1
4370.0,3330.0,46.0,53.0,91.0,51.0,2302.0,57.0,55.0,1
5253.0,3863.0,18.0,63.0,58.0,16.0,1574.0,60.0,16.0,1
299.0,3384.0,18.0,55.0,212.0,22.0,5.0,61.0,23.0,1
813.0,2435.0,18.0,61.0,49.0,92.0,964.0,9.0,100.0,1
921.0,3389.0,18.0,33.0,29.0,196.0,2278.0,17.0,206.0,1
5416.0,3426.0,18.0,65.0,98.0,4.0,1440.0,61.0,4.0,1
1540.0,1303.0,18.0,65.0,151.0,37.0,1537.0,16.0,41.0,1
1751.0,3722.0,18.0,68.0,86.0,44.0,597.0,10.0,48.0,1
5266.0,1407.0,18.0,61.0,283.0,42.0,2248.0,3.0,46.0,1
1148.0,3605.0,18.0,55.0,130.0,65.0,1109.0,25.0,72.0,1
909.0,2159.0,1.0,0.0,0.0,0.0,0.0,56.0,0.0,1
6143.0,3610.0,18.0,55.0,158.0,40.0,158.0,63.0,44.0,1
2316.0,2971.0,127.0,31.0,20.0,4.0,5.0,61.0,4.0,1
1203.0,2062.0,18.0,65.0,261.0,22.0,1899.0,61.0,23.0,1
911.0,1864.0,12.0,10.0,5.0,0.0,1.0,56.0,0.0,1
3870.0,1962.0,18.0,55.0,123.0,91.0,144.0,12.0,99.0,1
4783.0,1631.0,50.0,60.0,26.0,103.0,2076.0,9.0,111.0,1
4389.0,1376.0,45.0,52.0,221.0,26.0,2091.0,8.0,27.0,1
1228.0,851.0,18.0,18.0,129.0,203.0,1021.0,17.0,213.0,1
593.0,3027.0,6.0,32.0,7.0,337.0,2144.0,62.0,71.0,1
3120.0,3677.0,25.0,26.0,0.0,315.0,1102.0,0.0,6.0,1
4359.0,1838.0,18.0,61.0,406.0,52.0,1865.0,9.0,56.0,1
3555.0,381.0,18.0,61.0,46.0,4.0,1899.0,61.0,4.0,1
2406.0,1769.0,18.0,69.0,52.0,40.0,177.0,63.0,44.0,1
6346.0,3548.0,18.0,55.0,39.0,46.0,2141.0,63.0,50.0,0
6051.0,1845.0,18.0,61.0,189.0,48.0,1999.0,9.0,52.0,1
3856.0,2676.0,83.0,111.0,315.0,42.0,2109.0,3.0,46.0,1
2228.0,127.0,18.0,68.0,59.0,241.0,752.0,64.0,251.0,1
545.0,1958.0,18.0,55.0,192.0,157.0,160.0,25.0,166.0,1
6927.0,411.0,18.0,65.0,219.0,4.0,5.0,61.0,4.0,1
3211.0,2611.0,30.0,35.0,0.0,0.0,2266.0,56.0,0.0,1
4846.0,2268.0,6.0,4.0,125.0,127.0,597.0,10.0,136.0,1
6318.0,3733.0,18.0,65.0,269.0,11.0,2271.0,0.0,11.0,1
2723.0,3937.0,18.0,68.0,59.0,22.0,5.0,61.0,23.0,1
5416.0,2256.0,18.0,63.0,442.0,22.0,5.0,61.0,23.0,1
4198.0,2592.0,30.0,35.0,0.0,1.0,30.0,0.0,1.0,1
7408.0,3888.0,18.0,55.0,317.0,83.0,2309.0,16.0,91.0,1
2909.0,654.0,78.0,105.0,7.0,217.0,1592.0,62.0,227.0,1
3540.0,1400.0,1.0,0.0,0.0,329.0,1334.0,56.0,337.0,1
550.0,661.0,18.0,63.0,56.0,11.0,165.0,0.0,11.0,1
820.0,944.0,48.0,57.0,73.0,61.0,2170.0,62.0,67.0,0
3184.0,4164.0,18.0,61.0,303.0,40.0,2141.0,63.0,44.0,1
815.0,4109.0,18.0,61.0,155.0,53.0,1118.0,9.0,57.0,1
1601.0,963.0,18.0,19.0,112.0,56.0,374.0,8.0,60.0,1
6658.0,3770.0,18.0,55.0,206.0,4.0,1899.0,61.0,4.0,1
2354.0,1185.0,18.0,61.0,304.0,83.0,1378.0,16.0,91.0,1
3191.0,3808.0,18.0,68.0,86.0,22.0,5.0,61.0,23.0,1
2129.0,1958.0,18.0,55.0,192.0,65.0,1150.0,25.0,72.0,1
3143.0,1726.0,42.0,175.0,4.0,0.0,1.0,56.0,0.0,0
2100.0,2511.0,18.0,65.0,113.0,52.0,760.0,9.0,56.0,1
6000.0,3790.0,18.0,65.0,219.0,22.0,52.0,61.0,23.0,1
1642.0,748.0,18.0,55.0,120.0,157.0,160.0,25.0,166.0,1
7435.0,4030.0,18.0,55.0,317.0,147.0,1107.0,37.0,157.0,1
4565.0,1756.0,18.0,55.0,206.0,4.0,5.0,61.0,4.0,1
5725.0,3916.0,23.0,24.0,5.0,131.0,328.0,35.0,140.0,1
3767.0,2795.0,83.0,111.0,414.0,124.0,2241.0,9.0,133.0,1
3635.0,727.0,18.0,55.0,267.0,22.0,5.0,61.0,23.0,1
6648.0,382.0,50.0,60.0,46.0,102.0,826.0,9.0,110.0,1
893.0,2439.0,18.0,61.0,171.0,75.0,737.0,9.0,82.0,1
5162.0,3779.0,18.0,61.0,303.0,40.0,158.0,63.0,44.0,0
6501.0,387.0,6.0,4.0,125.0,28.0,597.0,10.0,29.0,1
2564.0,1098.0,18.0,33.0,29.0,339.0,32.0,2.0,320.0,1
5416.0,1791.0,18.0,61.0,189.0,184.0,330.0,6.0,194.0,1
4792.0,3733.0,18.0,65.0,269.0,315.0,19.0,0.0,6.0,1
7428.0,2109.0,18.0,61.0,283.0,103.0,1552.0,9.0,111.0,1
1008.0,3307.0,18.0,68.0,27.0,32.0,2209.0,4.0,36.0,0
5362.0,2132.0,18.0,68.0,359.0,83.0,1721.0,16.0,91.0,1
5362.0,2201.0,18.0,33.0,214.0,22.0,52.0,61.0,23.0,1
5499.0,4029.0,18.0,63.0,107.0,22.0,5.0,61.0,23.0,1
5362.0,3624.0,18.0,68.0,59.0,263.0,734.0,40.0,272.0,1
267.0,2822.0,18.0,18.0,3.0,235.0,2256.0,65.0,245.0,1
3878.0,411.0,18.0,65.0,219.0,47.0,5.0,61.0,51.0,1
594.0,2306.0,18.0,55.0,212.0,4.0,1899.0,61.0,4.0,1
4210.0,940.0,18.0,69.0,260.0,22.0,5.0,61.0,23.0,1
5027.0,2961.0,18.0,18.0,3.0,315.0,1032.0,0.0,6.0,1
3479.0,3716.0,6.0,4.0,202.0,4.0,5.0,61.0,4.0,1
3184.0,1888.0,18.0,68.0,256.0,104.0,1952.0,3.0,112.0,1
893.0,2668.0,18.0,61.0,69.0,340.0,2344.0,4.0,24.0,1
3184.0,2991.0,18.0,65.0,57.0,4.0,5.0,61.0,4.0,1
4538.0,3048.0,27.0,28.0,0.0,315.0,791.0,0.0,6.0,1
1294.0,2179.0,18.0,65.0,193.0,340.0,706.0,4.0,24.0,1
1896.0,4217.0,86.0,115.0,75.0,254.0,454.0,28.0,263.0,1
819.0,2078.0,18.0,61.0,171.0,27.0,1883.0,9.0,28.0,1
3100.0,1175.0,20.0,21.0,97.0,315.0,2049.0,0.0,6.0,1
6754.0,1300.0,18.0,69.0,438.0,123.0,1219.0,23.0,132.0,1
1244.0,1574.0,69.0,90.0,49.0,103.0,1745.0,9.0,111.0,1
3704.0,3435.0,18.0,33.0,93.0,22.0,5.0,61.0,23.0,1
311.0,1329.0,18.0,69.0,438.0,123.0,83.0,23.0,132.0,1
5480.0,1300.0,18.0,69.0,438.0,46.0,2141.0,63.0,50.0,1
4774.0,2256.0,18.0,63.0,442.0,28.0,597.0,10.0,29.0,1
722.0,1720.0,18.0,61.0,439.0,22.0,1899.0,61.0,23.0,1
1603.0,1556.0,18.0,63.0,37.0,22.0,52.0,61.0,23.0,1
2554.0,3458.0,18.0,65.0,46.0,4.0,5.0,61.0,4.0,1
5634.0,1891.0,18.0,104.0,132.0,6.0,77.0,62.0,5.0,1
2616.0,4191.0,18.0,19.0,241.0,141.0,214.0,36.0,151.0,1
1497.0,4015.0,18.0,61.0,231.0,110.0,2265.0,17.0,119.0,1
986.0,1921.0,18.0,65.0,250.0,47.0,619.0,61.0,51.0,1
6035.0,3573.0,18.0,55.0,204.0,119.0,1266.0,8.0,128.0,1
5629.0,3098.0,18.0,61.0,231.0,4.0,5.0,61.0,4.0,1
4006.0,3598.0,18.0,55.0,39.0,4.0,1899.0,61.0,4.0,1
4758.0,3386.0,18.0,55.0,212.0,22.0,5.0,61.0,23.0,1
4479.0,3048.0,27.0,28.0,0.0,315.0,791.0,0.0,6.0,1
921.0,61.0,18.0,63.0,153.0,4.0,5.0,61.0,4.0,1
812.0,3001.0,18.0,61.0,294.0,22.0,5.0,61.0,23.0,1
1294.0,2524.0,18.0,61.0,283.0,92.0,521.0,9.0,100.0,1
2490.0,2244.0,18.0,61.0,186.0,22.0,1899.0,61.0,23.0,1
6719.0,2101.0,83.0,111.0,25.0,42.0,2154.0,3.0,46.0,1
2228.0,2480.0,18.0,61.0,283.0,92.0,1111.0,9.0,100.0,1
1091.0,205.0,18.0,65.0,352.0,33.0,2131.0,1.0,37.0,1
4446.0,1152.0,38.0,44.0,379.0,68.0,2295.0,26.0,75.0,1
490.0,2678.0,1.0,0.0,0.0,36.0,1570.0,56.0,40.0,1
5493.0,3077.0,18.0,61.0,200.0,4.0,5.0,61.0,4.0,1
484.0,683.0,18.0,18.0,262.0,120.0,179.0,61.0,129.0,1
1016.0,2891.0,4.0,2.0,0.0,0.0,0.0,56.0,0.0,1
642.0,2685.0,18.0,69.0,162.0,4.0,5.0,61.0,4.0,1
6607.0,2051.0,18.0,65.0,159.0,22.0,5.0,61.0,23.0,1
4922.0,2505.0,127.0,31.0,86.0,44.0,423.0,10.0,48.0,1
563.0,2054.0,18.0,65.0,151.0,83.0,1247.0,16.0,91.0,1
1043.0,3268.0,18.0,63.0,191.0,38.0,1898.0,17.0,42.0,1
911.0,4226.0,19.0,20.0,1.0,0.0,1.0,56.0,0.0,1
7428.0,3574.0,18.0,65.0,46.0,32.0,2279.0,4.0,36.0,1
489.0,2577.0,35.0,41.0,1.0,0.0,1.0,56.0,0.0,1
1603.0,3155.0,18.0,63.0,207.0,40.0,2141.0,63.0,44.0,1
2753.0,3182.0,18.0,65.0,397.0,22.0,5.0,61.0,23.0,1
5870.0,1807.0,45.0,77.0,2.0,2.0,6.0,0.0,2.0,1
2561.0,2005.0,18.0,61.0,175.0,37.0,359.0,16.0,41.0,1
1358.0,4065.0,18.0,63.0,60.0,46.0,2141.0,63.0,50.0,0
6853.0,1344.0,18.0,63.0,108.0,22.0,5.0,61.0,23.0,1
1203.0,1366.0,18.0,33.0,271.0,16.0,1457.0,60.0,16.0,1
4886.0,3305.0,18.0,68.0,256.0,47.0,5.0,61.0,51.0,1
6216.0,629.0,18.0,65.0,360.0,46.0,2141.0,63.0,50.0,1
5163.0,1249.0,18.0,63.0,56.0,26.0,1252.0,8.0,27.0,1
4618.0,3967.0,18.0,61.0,303.0,46.0,2141.0,63.0,50.0,1
4198.0,113.0,30.0,35.0,0.0,0.0,30.0,56.0,0.0,1
5910.0,3977.0,18.0,61.0,88.0,47.0,5.0,61.0,51.0,1
6906.0,936.0,18.0,68.0,59.0,22.0,301.0,61.0,23.0,1
1749.0,1679.0,51.0,72.0,285.0,47.0,601.0,61.0,51.0,1
6834.0,250.0,18.0,18.0,3.0,24.0,47.0,0.0,34.0,1
2633.0,3814.0,18.0,65.0,219.0,108.0,279.0,34.0,117.0,0
488.0,110.0,18.0,19.0,306.0,310.0,1332.0,53.0,318.0,1
911.0,188.0,12.0,10.0,5.0,169.0,287.0,56.0,178.0,1
3184.0,353.0,18.0,18.0,89.0,48.0,1714.0,9.0,52.0,1
3375.0,3016.0,78.0,105.0,73.0,61.0,817.0,62.0,67.0,1
5362.0,1546.0,51.0,62.0,220.0,30.0,1439.0,11.0,31.0,1
2232.0,2983.0,40.0,47.0,13.0,35.0,1257.0,60.0,39.0,1
2252.0,1191.0,1.0,0.0,217.0,196.0,1680.0,17.0,206.0,1
2056.0,2039.0,18.0,55.0,370.0,44.0,1856.0,10.0,48.0,1
3094.0,3156.0,36.0,42.0,5.0,0.0,1.0,56.0,0.0,1
395.0,2368.0,74.0,156.0,212.0,123.0,83.0,23.0,132.0,1
815.0,133.0,65.0,85.0,119.0,27.0,2236.0,9.0,28.0,1
5503.0,812.0,18.0,61.0,229.0,103.0,1664.0,9.0,111.0,1
1518.0,3426.0,18.0,65.0,98.0,22.0,5.0,61.0,23.0,1
5772.0,460.0,18.0,33.0,166.0,22.0,5.0,61.0,23.0,1
912.0,1396.0,18.0,18.0,55.0,40.0,2141.0,63.0,44.0,1
844.0,3842.0,58.0,76.0,7.0,6.0,969.0,62.0,5.0,1
4817.0,76.0,18.0,65.0,293.0,4.0,5.0,61.0,4.0,1
3766.0,466.0,18.0,61.0,231.0,47.0,5.0,61.0,51.0,1
3211.0,2714.0,30.0,35.0,0.0,1.0,6.0,0.0,1.0,1
1646.0,699.0,18.0,19.0,446.0,307.0,1277.0,54.0,315.0,1
4317.0,1921.0,18.0,65.0,250.0,47.0,224.0,61.0,51.0,1
7269.0,3455.0,8.0,29.0,1.0,0.0,1.0,56.0,0.0,1
4529.0,1999.0,90.0,125.0,108.0,44.0,2053.0,10.0,48.0,0
2367.0,1751.0,18.0,65.0,80.0,4.0,1899.0,61.0,4.0,1
920.0,1472.0,27.0,28.0,5.0,3.0,2.0,56.0,3.0,1
2634.0,1554.0,18.0,63.0,211.0,47.0,305.0,61.0,51.0,1
1813.0,1930.0,63.0,83.0,2.0,2.0,6.0,0.0,2.0,1
3201.0,4099.0,5.0,3.0,2.0,1.0,6.0,0.0,1.0,1
3223.0,1125.0,18.0,68.0,86.0,47.0,75.0,61.0,51.0,1
5503.0,2045.0,18.0,65.0,167.0,34.0,713.0,63.0,38.0,1
3689.0,2057.0,18.0,65.0,57.0,4.0,5.0,61.0,4.0,1
4414.0,3469.0,7.0,5.0,4.0,36.0,1630.0,56.0,40.0,1
2074.0,195.0,18.0,68.0,104.0,22.0,5.0,61.0,23.0,1
3747.0,3982.0,18.0,18.0,129.0,54.0,2278.0,17.0,58.0,1
591.0,559.0,48.0,110.0,7.0,217.0,631.0,62.0,227.0,1
55.0,4054.0,18.0,61.0,200.0,22.0,5.0,61.0,23.0,1
1924.0,1262.0,90.0,125.0,207.0,127.0,516.0,10.0,136.0,1
2595.0,2137.0,18.0,55.0,39.0,22.0,5.0,61.0,23.0,1
4450.0,1243.0,18.0,63.0,56.0,56.0,855.0,8.0,60.0,1
921.0,2969.0,18.0,18.0,443.0,110.0,2265.0,17.0,119.0,1
1570.0,791.0,18.0,61.0,91.0,166.0,1627.0,57.0,175.0,1
4335.0,3886.0,18.0,65.0,159.0,86.0,1820.0,4.0,94.0,1
4620.0,2932.0,18.0,65.0,168.0,22.0,5.0,61.0,23.0,1
1751.0,3183.0,18.0,65.0,409.0,41.0,148.0,19.0,45.0,1
5638.0,54.0,18.0,63.0,35.0,28.0,1130.0,10.0,29.0,1
2633.0,3780.0,18.0,63.0,108.0,47.0,346.0,61.0,51.0,1
5493.0,3286.0,18.0,18.0,222.0,106.0,2248.0,58.0,115.0,1
1325.0,747.0,18.0,55.0,120.0,65.0,689.0,25.0,72.0,0
2666.0,3460.0,18.0,18.0,32.0,22.0,1899.0,61.0,23.0,1
1646.0,3599.0,18.0,68.0,307.0,47.0,5.0,61.0,51.0,1
4958.0,913.0,18.0,18.0,8.0,51.0,2171.0,57.0,55.0,1
1091.0,4191.0,18.0,19.0,241.0,194.0,361.0,36.0,204.0,1
1837.0,1346.0,18.0,18.0,32.0,120.0,5.0,61.0,129.0,1
1432.0,3718.0,18.0,55.0,158.0,22.0,5.0,61.0,23.0,1
6903.0,2706.0,18.0,61.0,155.0,24.0,1994.0,0.0,34.0,1
1126.0,3540.0,18.0,65.0,409.0,4.0,5.0,61.0,4.0,1
4920.0,243.0,18.0,63.0,56.0,56.0,855.0,8.0,60.0,0
6229.0,739.0,18.0,55.0,204.0,26.0,2091.0,8.0,27.0,1
472.0,3095.0,18.0,61.0,234.0,22.0,5.0,61.0,23.0,1
3142.0,3446.0,22.0,23.0,0.0,36.0,2197.0,56.0,40.0,1
2228.0,2432.0,76.0,101.0,250.0,53.0,464.0,9.0,57.0,1
2752.0,3198.0,6.0,4.0,175.0,37.0,2309.0,16.0,41.0,1
1961.0,2212.0,18.0,68.0,79.0,22.0,5.0,61.0,23.0,1
4385.0,216.0,69.0,90.0,102.0,55.0,2288.0,8.0,59.0,1
6000.0,3397.0,18.0,65.0,46.0,46.0,2141.0,63.0,50.0,1
4565.0,1032.0,18.0,69.0,52.0,22.0,52.0,61.0,23.0,1
6928.0,3964.0,18.0,65.0,183.0,174.0,306.0,34.0,183.0,1
3007.0,2456.0,18.0,18.0,104.0,22.0,5.0,61.0,23.0,1
1184.0,1414.0,18.0,18.0,3.0,24.0,47.0,0.0,34.0,1
3040.0,265.0,1.0,0.0,0.0,0.0,1480.0,56.0,0.0,1
3760.0,3623.0,18.0,68.0,59.0,238.0,2140.0,15.0,248.0,1
844.0,1956.0,67.0,97.0,13.0,9.0,17.0,60.0,9.0,1
5503.0,1506.0,55.0,74.0,67.0,208.0,452.0,41.0,218.0,1
55.0,48.0,18.0,55.0,370.0,41.0,698.0,19.0,45.0,1
6000.0,1903.0,18.0,55.0,192.0,113.0,170.0,25.0,122.0,1
4792.0,2075.0,18.0,61.0,57.0,4.0,5.0,61.0,4.0,1
7294.0,852.0,18.0,71.0,78.0,22.0,5.0,61.0,23.0,1
2781.0,1211.0,75.0,100.0,48.0,68.0,1115.0,26.0,75.0,1
937.0,3750.0,18.0,61.0,125.0,22.0,5.0,61.0,23.0,1
1020.0,1602.0,21.0,22.0,1.0,0.0,1.0,56.0,0.0,1
4565.0,3640.0,18.0,68.0,59.0,4.0,2175.0,61.0,4.0,1
3178.0,1790.0,1.0,0.0,0.0,315.0,876.0,0.0,6.0,1
2354.0,2799.0,18.0,65.0,76.0,75.0,737.0,9.0,82.0,1
1499.0,1022.0,60.0,80.0,48.0,136.0,397.0,26.0,145.0,1
3184.0,875.0,18.0,55.0,316.0,11.0,165.0,0.0,11.0,1
5320.0,4004.0,18.0,68.0,160.0,21.0,1400.0,2.0,22.0,1
4298.0,2945.0,18.0,63.0,54.0,28.0,397.0,10.0,29.0,1
1299.0,2840.0,60.0,80.0,448.0,103.0,860.0,9.0,111.0,1
3211.0,3118.0,30.0,35.0,0.0,0.0,6.0,56.0,0.0,1
1705.0,2621.0,18.0,18.0,89.0,143.0,658.0,27.0,153.0,1
1057.0,2695.0,18.0,61.0,74.0,27.0,1168.0,9.0,28.0,1
3304.0,3885.0,89.0,123.0,314.0,47.0,5.0,61.0,51.0,1
4433.0,2237.0,18.0,68.0,256.0,4.0,2191.0,61.0,4.0,0
893.0,2022.0,18.0,65.0,287.0,56.0,374.0,8.0,60.0,1
1751.0,639.0,18.0,33.0,194.0,105.0,2324.0,9.0,113.0,1
7119.0,2581.0,18.0,65.0,286.0,83.0,2155.0,16.0,91.0,1
2916.0,1557.0,18.0,63.0,28.0,47.0,1899.0,61.0,51.0,1
5423.0,2237.0,18.0,68.0,256.0,47.0,5.0,61.0,51.0,1
578.0,2169.0,18.0,65.0,110.0,22.0,5.0,61.0,23.0,1
3897.0,4240.0,66.0,86.0,5.0,3.0,1469.0,56.0,3.0,1
1755.0,2989.0,105.0,153.0,13.0,9.0,17.0,60.0,9.0,1
4565.0,2945.0,18.0,63.0,54.0,44.0,397.0,10.0,48.0,1
883.0,446.0,127.0,31.0,48.0,38.0,322.0,17.0,42.0,1
2290.0,207.0,39.0,98.0,119.0,124.0,442.0,9.0,133.0,1
1758.0,3762.0,18.0,71.0,78.0,47.0,346.0,61.0,51.0,1
1586.0,2649.0,18.0,71.0,118.0,17.0,2175.0,61.0,18.0,1
4542.0,1693.0,67.0,97.0,224.0,337.0,2144.0,62.0,71.0,1
3083.0,619.0,18.0,61.0,110.0,22.0,5.0,61.0,23.0,1
6037.0,510.0,18.0,65.0,349.0,26.0,2235.0,8.0,27.0,1
116.0,946.0,18.0,63.0,207.0,22.0,5.0,61.0,23.0,1
7329.0,4077.0,18.0,63.0,191.0,4.0,5.0,61.0,4.0,1
3099.0,2303.0,23.0,24.0,1.0,1.0,6.0,0.0,1.0,1
3184.0,3176.0,60.0,80.0,47.0,340.0,2344.0,4.0,24.0,1
7101.0,2017.0,18.0,61.0,175.0,125.0,2309.0,16.0,134.0,1
5844.0,1350.0,18.0,61.0,165.0,119.0,2336.0,8.0,128.0,1
4565.0,951.0,18.0,69.0,260.0,120.0,629.0,61.0,129.0,1
550.0,1896.0,18.0,63.0,28.0,11.0,19.0,0.0,11.0,1
6623.0,2042.0,18.0,63.0,153.0,155.0,5.0,21.0,164.0,1
1518.0,134.0,65.0,85.0,119.0,27.0,348.0,9.0,28.0,1
5604.0,1263.0,18.0,18.0,55.0,207.0,415.0,14.0,217.0,1
1027.0,1451.0,11.0,9.0,1.0,1.0,6.0,0.0,1.0,1
412.0,1163.0,18.0,65.0,445.0,47.0,1031.0,61.0,51.0,1
1548.0,1038.0,18.0,69.0,42.0,47.0,1899.0,61.0,51.0,1
2683.0,1465.0,18.0,65.0,250.0,4.0,5.0,61.0,4.0,1
218.0,1142.0,18.0,63.0,153.0,123.0,83.0,23.0,132.0,1
3329.0,672.0,18.0,63.0,180.0,119.0,1897.0,8.0,128.0,1
2301.0,534.0,18.0,55.0,288.0,11.0,121.0,0.0,11.0,1
881.0,2190.0,18.0,18.0,265.0,87.0,595.0,61.0,95.0,1
3094.0,4064.0,34.0,40.0,4.0,1.0,6.0,0.0,1.0,1
250.0,972.0,18.0,65.0,57.0,22.0,1899.0,61.0,23.0,1
4283.0,3610.0,18.0,55.0,158.0,40.0,158.0,63.0,44.0,1
6000.0,1528.0,40.0,47.0,68.0,6.0,783.0,62.0,5.0,0
849.0,996.0,18.0,69.0,242.0,22.0,5.0,61.0,23.0,1
803.0,243.0,18.0,63.0,56.0,11.0,340.0,0.0,11.0,1
503.0,2821.0,83.0,111.0,303.0,22.0,5.0,61.0,23.0,1
680.0,3391.0,18.0,63.0,243.0,46.0,2141.0,63.0,50.0,1
5034.0,2835.0,105.0,153.0,123.0,35.0,1584.0,60.0,39.0,1
3025.0,2556.0,18.0,65.0,145.0,75.0,737.0,9.0,82.0,1
815.0,3296.0,60.0,80.0,448.0,103.0,626.0,9.0,111.0,1
2671.0,3404.0,18.0,65.0,46.0,46.0,2141.0,63.0,50.0,0
2564.0,697.0,18.0,63.0,207.0,128.0,2265.0,17.0,137.0,1
3767.0,3967.0,18.0,61.0,303.0,22.0,50.0,61.0,23.0,1
7341.0,3790.0,18.0,65.0,219.0,22.0,5.0,61.0,23.0,1
6734.0,1324.0,18.0,55.0,212.0,46.0,2141.0,63.0,50.0,1
55.0,3399.0,18.0,61.0,189.0,188.0,1237.0,9.0,198.0,1
5362.0,2131.0,51.0,72.0,59.0,33.0,2131.0,1.0,37.0,1
613.0,744.0,111.0,159.0,197.0,4.0,5.0,61.0,4.0,1
3686.0,3641.0,127.0,31.0,15.0,237.0,515.0,10.0,247.0,1
638.0,2005.0,18.0,61.0,175.0,138.0,546.0,9.0,148.0,1
4568.0,1010.0,18.0,55.0,158.0,47.0,5.0,61.0,51.0,1
2935.0,1838.0,18.0,61.0,406.0,57.0,2297.0,9.0,62.0,1
6000.0,1298.0,18.0,65.0,145.0,107.0,1772.0,9.0,116.0,1
488.0,3561.0,18.0,61.0,125.0,22.0,5.0,61.0,23.0,1
1749.0,305.0,18.0,33.0,176.0,4.0,5.0,61.0,4.0,1
5462.0,2122.0,51.0,72.0,127.0,47.0,454.0,61.0,51.0,1
1601.0,3783.0,18.0,55.0,39.0,22.0,5.0,61.0,23.0,1
1062.0,445.0,18.0,71.0,47.0,22.0,1770.0,61.0,23.0,1
844.0,3177.0,18.0,71.0,81.0,41.0,581.0,19.0,45.0,1
2274.0,581.0,78.0,105.0,7.0,12.0,714.0,1.0,12.0,0
3000.0,2221.0,18.0,61.0,125.0,47.0,5.0,61.0,51.0,1
3756.0,3826.0,18.0,65.0,125.0,28.0,597.0,10.0,29.0,1
4565.0,3987.0,18.0,63.0,107.0,195.0,650.0,58.0,205.0,1
2202.0,1890.0,18.0,63.0,371.0,4.0,1899.0,61.0,4.0,1
791.0,1329.0,18.0,69.0,438.0,127.0,597.0,10.0,136.0,1
3593.0,284.0,45.0,52.0,123.0,94.0,828.0,12.0,102.0,1
3783.0,1518.0,27.0,28.0,10.0,3.0,2.0,56.0,3.0,1
7083.0,4219.0,74.0,99.0,110.0,4.0,5.0,61.0,4.0,1
323.0,2910.0,18.0,18.0,265.0,46.0,455.0,63.0,50.0,1
2409.0,1214.0,18.0,61.0,155.0,104.0,1952.0,3.0,112.0,1
2750.0,2055.0,15.0,14.0,7.0,337.0,1479.0,62.0,71.0,1
4763.0,3740.0,18.0,61.0,88.0,47.0,75.0,61.0,51.0,1
