LATITUDE,LONGITUDE,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,avno60plus,month_sold,structure_quality,__target__
25.947736833,-80.314273043,13700.0,3144.0,4688.0,26048.3,63909.4,3269.5,73860.3,73860.3,8237.9,50,0.0,3,4,380000.0
25.4884688738,-80.4199806009,6355.0,2102.0,33994.0,20667.7,26203.7,16149.6,128733.5,80684.7,744.2,12,0.0,7,2,225000.0
25.5512815761,-80.3814323686,5170.0,2605.0,9150.0,6746.3,18292.8,7075.3,102787.0,54600.8,6158.0,0,0.0,7,2,324500.0
25.7689162227,-80.2592059132,6600.0,2262.0,5644.0,7477.7,15961.6,5847.1,22001.8,7008.0,5974.4,36,0.0,5,4,374500.0
25.7106761695,-80.2526043722,13950.0,5300.0,41978.0,6376.2,1232.2,215.4,30967.1,14194.9,19423.3,13,0.0,5,5,2550000.0
25.6629095979,-80.4330282334,6525.0,1740.0,0.0,8772.4,45287.4,35862.6,89244.2,40446.2,14943.5,29,0.0,4,4,299000.0
25.4972510101,-80.4095786884,5000.0,2154.0,0.0,25082.5,22921.7,14901.5,124124.8,76318.7,2557.3,12,0.0,11,2,237000.0
25.6771650331,-80.4118380645,7500.0,1893.0,16262.0,12882.6,41398.7,35764.8,80649.0,32624.1,7585.9,39,0.0,5,4,355000.0
25.9208445431,-80.2506934451,7875.0,1142.0,9362.0,6266.2,42499.1,1797.0,55710.8,55710.8,1853.1,67,0.0,9,5,145000.0
25.5079551417,-80.4045339299,5000.0,1582.0,1750.0,24029.2,21417.4,15034.0,119995.0,72101.6,2366.0,24,0.0,3,2,197000.0
25.8046615384,-80.3307472448,4730.0,3855.0,8505.0,3674.0,41408.4,3242.8,46524.1,30993.1,3160.9,0,0.0,6,5,1015200.0
25.5913802149,-80.3164452011,8454.0,2905.0,0.0,15858.7,2671.5,2585.7,78648.3,35222.7,16540.7,11,0.0,9,2,464000.0
25.5512915526,-80.4451513488,33541.0,3161.0,28210.0,7901.9,38277.6,24036.0,116607.4,65975.7,17865.9,71,0.0,5,2,352000.0
25.8587348822,-80.2679963989,7313.0,1168.0,1763.0,2601.9,45401.1,11009.7,38708.7,38708.7,17870.1,24,0.0,7,4,260000.0
25.7984923317,-80.3578910366,12182.0,4712.0,6164.0,5684.5,47029.8,10905.7,54881.1,37110.7,6106.0,10,0.0,8,4,856000.0
25.8072569523,-80.130642123,7900.0,1958.0,26311.0,18363.9,2653.2,1288.5,23184.1,5962.3,2605.5,66,0.0,6,5,1010000.0
25.9377231975,-80.1615979561,6780.0,1576.0,3493.0,3429.5,13637.5,2966.9,59365.0,54379.4,7768.3,26,0.0,5,4,320000.0
25.7297011781,-80.3735049008,7500.0,1493.0,2065.0,14515.0,41325.9,17186.0,61864.5,24771.4,3409.7,60,0.0,9,2,286000.0
25.7128395169,-80.4372227754,4050.0,1988.0,3729.0,15714.4,55768.4,37953.5,83741.6,41692.9,17690.2,28,0.0,8,4,285000.0
25.5625561528,-80.3336924195,5099.0,1917.0,0.0,14438.4,8394.6,6500.8,90579.2,46202.1,9530.5,2,0.0,3,2,287500.0
25.6624861004,-80.4469627193,4065.0,2065.0,0.0,8743.6,49517.5,39115.8,93400.9,44955.7,19505.2,20,0.0,4,4,265000.0
25.4683812661,-80.4250761708,6060.0,2374.0,3530.0,17651.7,27858.3,16521.7,135664.1,87994.7,5329.2,0,0.0,10,2,305800.0
25.6025188124,-80.4350239069,5191.0,2851.0,0.0,1741.9,41523.0,23017.4,101808.0,50742.5,18809.9,1,0.0,1,4,357600.0
25.9555847124,-80.257305324,11046.0,1775.0,4672.0,16021.9,45445.3,2215.4,68326.4,68326.4,5871.9,33,0.0,2,4,205000.0
25.5731354222,-80.4047608196,13364.0,3199.0,57817.0,8724.1,28822.4,9865.4,101661.2,51512.0,13064.1,1,0.0,4,2,491000.0
25.6250078918,-80.3521901944,22783.0,2030.0,2303.0,3685.3,15482.1,11099.1,76025.1,26259.2,8607.6,22,0.0,7,2,312000.0
25.9431942199,-80.1602393411,5650.0,1825.0,2898.0,3545.6,13390.7,2027.2,61399.6,56252.7,6409.4,26,0.0,4,4,253000.0
25.7281949219,-80.3579631929,8925.0,1322.0,8211.0,10099.9,36191.9,13755.1,57136.1,20528.2,8445.7,64,0.0,9,4,257000.0
25.507301276,-80.4054147594,5000.0,1656.0,2767.0,24341.9,21689.4,15198.5,120350.1,72426.4,2328.7,25,0.0,9,2,195000.0
25.8586236258,-80.2027475315,9375.0,1395.0,1952.0,5163.6,27530.8,1689.0,29910.7,29910.7,1700.7,56,0.0,1,4,360000.0
25.6342684062,-80.4431689839,9051.0,2937.0,27686.0,1453.1,45352.0,32201.0,97309.0,46995.0,19089.8,21,0.0,10,4,426500.0
25.8544269862,-80.1947875181,7500.0,2125.0,0.0,2143.3,24883.2,372.8,28246.1,28246.1,4234.4,67,0.0,12,4,299900.0
25.6804447167,-80.4579003032,7563.0,2334.0,2816.0,7083.2,55311.1,46147.7,94012.8,47611.5,22685.2,14,0.0,10,4,367000.0
25.7153174073,-80.4284753264,5000.0,1403.0,1216.0,18638.8,54145.3,34984.8,80706.1,39079.9,14711.7,26,0.0,9,4,305000.0
25.7541762319,-80.4411259233,7980.0,2198.0,6143.0,10767.2,64873.8,34796.7,82135.2,48305.9,11089.1,11,0.0,9,4,415000.0
25.6685116881,-80.422714134,7875.0,2058.0,26066.0,11323.6,43004.1,35163.0,85272.2,36674.1,11305.1,38,0.0,4,4,340000.0
25.6216108525,-80.4380398798,13637.0,3244.0,39956.0,5432.8,42908.5,27900.1,98426.5,47621.1,18005.5,25,0.0,10,2,385000.0
25.5512874232,-80.3809632704,5159.0,3131.0,4585.0,6723.7,18155.5,7028.2,102692.0,54535.8,6004.4,0,0.0,5,2,367000.0
25.778310679,-80.4041802453,4920.0,1847.0,4787.0,1553.4,56145.7,23195.5,69555.2,44221.6,1868.1,21,0.0,9,4,300000.0
25.622589096,-80.4438687513,13479.0,1688.0,31219.0,5672.3,44869.9,29596.2,99808.3,49110.2,19798.4,32,0.0,1,2,320000.0
25.5350845308,-80.4010659233,4500.0,1721.0,2589.0,14619.0,23017.6,15298.2,111408.4,62734.2,3352.5,25,0.0,3,2,178000.0
25.5610747795,-80.3451007783,8667.0,2922.0,0.0,10962.6,11222.7,3488.8,93009.8,47402.2,5748.9,11,0.0,7,2,299500.0
25.7135657744,-80.3137333239,15905.0,4182.0,49720.0,2202.1,21216.3,8000.1,45899.4,9063.3,1332.9,0,0.0,6,5,1615000.0
25.5814329591,-80.3564191182,8442.0,1417.0,560.0,7415.9,16088.4,609.9,89063.7,41328.2,2880.2,8,0.0,8,4,255000.0
25.8797965532,-80.2847841032,6300.0,1204.0,10051.0,7979.3,53866.6,4989.2,48138.8,48052.7,12641.4,28,0.0,9,4,255000.0
25.6889182825,-80.4478854649,5451.0,2464.0,1296.0,10557.3,53791.6,45552.6,89805.3,44231.6,19303.1,21,0.0,8,4,359500.0
25.752577164,-80.2318341036,6678.0,1773.0,2933.0,3382.8,6764.3,5829.0,15526.3,8861.2,6719.0,73,0.0,8,2,412500.0
25.7748395631,-80.3943358913,3800.0,1429.0,2036.0,2720.4,52684.9,19760.9,66328.7,41141.0,2786.0,28,0.0,10,5,284000.0
25.7111937173,-80.4342848109,4500.0,1337.0,1006.0,16651.3,54637.3,37397.2,82980.3,40621.7,16587.1,16,0.0,11,4,289000.0
25.5745069732,-80.3283195109,5450.0,2140.0,19674.0,15857.6,7566.8,5939.1,85950.1,41667.0,11430.4,27,0.0,11,4,285000.0
25.9336080413,-80.2285721496,7500.0,1613.0,0.0,3722.6,35480.5,497.2,58207.1,58207.1,2413.4,55,0.0,7,5,195000.0
25.9507346368,-80.3103015907,6355.0,1530.0,9928.0,25926.1,62713.3,2171.3,74089.6,74089.6,7146.5,30,0.0,12,4,260000.0
25.7703945199,-80.2658066703,6952.0,1155.0,780.0,5880.5,17660.6,4029.5,24138.1,7872.8,4735.3,75,0.0,12,4,290000.0
25.85840527,-80.2296157991,7875.0,1143.0,0.0,6357.3,36369.3,4462.3,32035.6,32035.6,7060.1,36,0.0,8,4,172000.0
25.5912998074,-80.3437900912,8850.0,2103.0,4202.0,12812.4,11613.0,1454.0,83696.6,36643.6,7947.1,22,0.0,2,4,313000.0
25.6728186052,-80.4254553088,4500.0,1534.0,18750.0,12633.8,44529.1,36959.9,85372.2,37290.5,12133.4,26,0.0,2,4,290000.0
25.5712126691,-80.3522429399,10530.0,1310.0,9086.0,7940.1,15017.8,2889.2,91232.8,44402.5,3466.1,57,0.0,10,2,166000.0
25.8955435553,-80.2176869368,8636.0,1097.0,18425.0,6886.3,31480.5,4980.9,43915.3,43915.3,2668.3,64,0.0,8,2,135000.0
25.5842485166,-80.4054579877,16197.0,4054.0,47324.0,9895.2,31361.7,11240.2,98903.5,48411.5,11009.3,10,0.0,7,4,502500.0
25.5816627093,-80.3525220506,8250.0,1384.0,1866.0,8595.8,14782.6,1571.5,88227.8,40838.4,4133.3,45,0.0,12,2,155000.0
25.5090508695,-80.4185112903,6923.0,2648.0,0.0,23516.6,26054.1,19417.6,122387.6,73752.6,1084.2,8,0.0,1,2,225000.0
25.5953354211,-80.3901721858,7641.0,1614.0,8723.0,8227.4,26772.4,10244.3,92537.1,42183.2,4732.6,34,0.0,7,2,210000.0
25.7741741778,-80.2756944751,7200.0,1743.0,3970.0,3898.8,20792.9,2055.9,27263.6,10499.9,3370.2,68,0.0,9,4,300500.0
25.7301983444,-80.338872612,8122.0,1356.0,29477.0,6828.7,30121.9,7566.6,50945.0,17282.6,6725.3,60,0.0,12,4,285000.0
25.9445191488,-80.2210637887,10800.0,1564.0,194.0,6386.8,33297.6,4352.7,61666.7,61666.7,977.0,57,0.0,3,4,182000.0
25.843301841,-80.226551454,5500.0,1172.0,1625.0,835.4,35344.2,5989.5,26600.2,26600.2,6357.7,53,0.0,11,2,85000.0
25.8713913799,-80.2921363967,8000.0,1552.0,5331.0,8762.5,53277.5,8847.2,47434.0,45580.1,10087.2,60,0.0,11,5,245000.0
25.63446431,-80.4512630452,6112.0,2633.0,0.0,1300.9,47995.2,34299.1,99556.2,49420.2,21775.8,13,0.0,11,4,375000.0
25.7158134713,-80.2632768759,12500.0,3759.0,21395.0,2640.1,4682.3,1207.5,32005.1,12293.2,17966.3,35,0.0,5,5,2041700.0
25.8554856187,-80.2259390559,6166.0,1019.0,15519.0,5271.5,35143.7,3260.4,30615.0,30615.0,5869.1,62,0.0,3,4,118000.0
25.6798452557,-80.348575073,35676.0,4662.0,55201.0,2484.3,26727.2,21559.5,62101.6,11901.2,2240.3,25,0.0,1,4,944000.0
25.6468472188,-80.2847145701,15376.0,3585.0,19071.0,14874.7,4308.7,1103.5,55992.2,17741.0,15414.4,41,0.0,10,4,955000.0
25.8772792953,-80.203414065,7500.0,1761.0,25179.0,7984.7,27283.5,5057.9,36689.9,36689.9,1748.9,16,0.0,11,4,449900.0
25.8324232067,-80.2678129032,6000.0,1127.0,3272.0,2770.6,37024.6,5327.4,31914.3,30217.1,8776.1,66,1.0,4,4,176100.0
25.7123151634,-80.4601365408,7126.0,2073.0,2886.0,8142.7,61727.0,44788.6,91031.3,49034.4,24662.4,12,0.0,8,4,310000.0
25.9450795847,-80.2159812588,8500.0,1355.0,1100.0,5042.9,31658.3,5301.3,61627.5,61627.5,2382.4,60,0.0,1,4,142500.0
25.9206874123,-80.1721855006,5724.0,1145.0,1094.0,3893.4,16736.7,2876.5,52719.2,49165.7,9336.2,36,0.0,11,2,165000.0
25.8124178618,-80.1963727598,5000.0,1174.0,3943.0,1825.4,23378.9,3590.2,13001.4,13001.4,305.5,68,0.0,1,2,475000.0
25.7505692267,-80.431494587,7160.0,2754.0,0.0,11688.7,61498.5,31800.4,79138.4,44905.2,10351.3,0,0.0,4,2,409900.0
25.5837053167,-80.3347515415,7500.0,1986.0,3157.0,14359.4,8895.9,5148.3,84251.0,38654.2,10034.2,24,0.0,7,4,282500.0
25.8046354265,-80.1387756613,7072.0,2720.0,4159.0,15717.2,4812.0,403.5,20377.3,5739.6,2336.2,90,0.0,2,2,415000.0
25.9543589232,-80.2215289555,8025.0,1720.0,2318.0,8462.5,33687.7,2244.1,65240.8,65240.8,2346.9,58,0.0,9,4,190000.0
25.5016364208,-80.4103622587,3575.0,1507.0,0.0,25563.5,23159.2,16018.0,122991.8,75003.3,2187.5,12,0.0,10,2,188000.0
25.6153497573,-80.3181931124,15360.0,1903.0,34104.0,9021.2,3807.2,3585.6,71654.3,26536.6,18780.6,43,0.0,6,4,499000.0
25.6165334962,-80.312697479,16940.0,3101.0,30430.0,10366.7,2184.3,2174.0,70268.9,26076.3,20603.3,39,0.0,7,4,526000.0
25.6303873551,-80.4403616182,13000.0,2568.0,24016.0,2859.8,44160.0,30658.8,97279.0,46765.6,18247.7,28,0.0,6,4,405000.0
25.4826775649,-80.4490199465,8267.0,2176.0,0.0,11053.2,35812.6,24791.5,136132.4,87050.6,3289.7,7,0.0,4,4,265000.0
25.9380462891,-80.1869850002,7800.0,1698.0,1276.0,2215.9,21964.1,2923.5,58637.0,56661.7,1397.6,16,0.0,10,4,265000.0
25.7080592012,-80.2717898801,5286.0,2535.0,1289.0,2890.5,7601.2,227.1,36003.9,15404.0,15054.1,22,0.0,12,5,995000.0
25.605934578,-80.4436423372,8000.0,2185.0,0.0,4715.2,44357.1,26078.7,103290.4,52284.5,21590.0,0,0.0,4,4,359000.0
25.7674119955,-80.3099894315,13031.0,3476.0,3309.0,22.6,27639.8,1246.5,38635.9,17981.5,3294.8,69,0.0,10,2,390000.0
25.4437776297,-80.45117909,7081.0,2204.0,0.0,12664.7,37721.3,25149.7,147915.8,99795.9,7521.3,14,0.0,12,2,240000.0
25.6423062489,-80.3892632913,7314.0,2508.0,1519.0,728.6,29125.2,21036.8,81009.0,30017.7,1266.0,15,0.0,8,4,349900.0
25.6359185494,-80.3632257109,7500.0,1472.0,1580.0,7568.2,20299.1,15726.9,75912.6,25122.7,6118.4,23,0.0,6,2,184000.0
25.6380507644,-80.3991454754,7754.0,2108.0,26560.0,667.5,31712.5,21663.3,84541.8,33581.5,4522.1,14,0.0,9,4,418000.0
25.6777503015,-80.3228347992,26946.0,1767.0,12300.0,1812.6,19404.6,13089.5,55818.9,4853.2,1575.0,57,0.0,10,2,567100.0
25.9726885699,-80.1651120146,11530.0,2991.0,33320.0,388.3,15356.7,5804.5,54415.0,54415.0,120.5,27,0.0,3,4,550000.0
25.8098296858,-80.261858193,7100.0,1271.0,8133.0,979.4,29131.1,273.4,25684.6,21903.1,355.8,66,1.0,8,4,283000.0
25.5597933245,-80.3547080062,3819.0,2061.0,0.0,8357.0,12950.8,1429.2,95147.4,48645.1,2624.5,24,0.0,2,4,240000.0
25.665597488,-80.4316289369,3800.0,1180.0,1080.0,9791.9,45234.8,36267.7,88371.3,39760.5,14324.5,13,0.0,4,4,235000.0
25.4880056582,-80.4225892459,5000.0,1865.0,0.0,19804.9,27073.7,16878.3,129355.8,81205.3,281.1,10,0.0,4,2,214500.0
25.550845107,-80.3805534703,5000.0,3131.0,2110.0,6890.5,17951.8,7100.5,102744.1,54640.7,5839.8,0,0.0,8,2,367000.0
25.6390892585,-80.4544663709,6503.0,2982.0,176.0,327.5,49378.6,36218.9,99602.5,49754.1,22749.9,0,0.0,2,4,475000.0
25.7583340823,-80.2420260365,6950.0,1248.0,390.0,6569.7,9998.9,9036.7,17509.2,6282.2,9373.9,70,0.0,3,2,315000.0
25.8968452287,-80.1761042185,7800.0,1329.0,3935.0,2464.8,17808.0,3175.7,43951.4,41355.3,10948.4,69,0.0,7,2,180000.0
25.6002598687,-80.4396136712,6393.0,2020.0,6458.0,2398.7,43052.1,23943.1,103503.4,52440.9,20359.6,19,0.0,4,4,290000.0
25.5795176357,-80.3614391862,7500.0,1933.0,27568.0,5625.9,17811.3,657.1,90623.4,42571.2,1108.8,53,0.0,2,2,250000.0
25.5669542196,-80.334609845,4080.0,1260.0,0.0,13859.1,9008.9,7459.6,89376.7,44650.4,9249.7,9,0.0,3,4,215000.0
25.6498448432,-80.3258244681,16663.0,1684.0,20015.0,1639.7,13607.7,10991.7,63524.3,14531.9,10469.5,58,0.0,10,4,525000.0
25.8580761176,-80.1775749804,8625.0,1723.0,1008.0,2421.9,19265.2,600.3,29938.3,28940.5,9970.3,64,0.0,6,4,410000.0
25.9269790979,-80.2429321116,12393.0,1337.0,1539.0,6989.7,40041.7,2113.6,57018.9,57018.9,166.6,43,0.0,7,4,170000.0
25.7496255847,-80.4402575478,9884.0,2489.0,36439.0,12296.1,64207.8,34664.4,82001.3,47238.4,12203.8,12,0.0,5,4,410000.0
25.6392409154,-80.4514611728,5473.0,2982.0,0.0,359.7,48431.7,35476.6,98715.0,48807.8,21759.1,0,0.0,12,4,499300.0
25.6741067086,-80.4095532085,7500.0,1660.0,21882.0,11574.1,40178.3,34422.4,80493.3,32050.2,6888.4,37,0.0,1,4,344500.0
25.9510053572,-80.1214113119,4402.0,3089.0,36292.0,8363.1,813.1,668.6,62149.3,58342.5,15202.9,1,0.0,2,5,1600000.0
25.4864055105,-80.4230871279,5001.0,2339.0,2937.0,19448.3,27248.6,16826.3,129923.6,81799.4,592.4,11,0.0,8,2,255000.0
25.4784726268,-80.4169275583,3600.0,1698.0,1068.0,20697.3,25192.2,14116.0,131121.2,83539.6,4087.2,11,0.0,5,2,190000.0
25.5707058326,-80.3287881027,5949.0,1362.0,29472.0,15685.6,7487.1,6745.6,87198.1,43033.9,11195.8,11,0.0,10,2,250000.0
25.703277707,-80.3614332213,8326.0,2489.0,0.0,5993.5,34460.9,19129.7,61558.1,16665.5,6185.2,20,0.0,10,4,350000.0
25.7308939636,-80.3455973513,10631.0,2052.0,19714.0,8610.4,32347.7,9571.9,52962.7,18662.1,8486.2,61,0.0,5,4,360000.0
25.8750252187,-80.2876289266,7280.0,1412.0,8464.0,8826.0,53676.0,6868.1,47409.1,46537.6,11616.2,27,0.0,6,4,300000.0
25.7231112897,-80.4572343668,11039.0,3070.0,29370.0,10202.0,63235.1,42423.8,89159.9,48950.8,23256.7,13,0.0,4,4,480000.0
25.6817211901,-80.3131698778,12000.0,1932.0,23694.0,896.8,16855.6,10564.5,52502.3,2377.3,462.3,37,0.0,4,4,573900.0
25.6741973202,-80.3800115612,8800.0,2870.0,34634.0,4056.8,32277.7,30579.5,71987.7,22490.1,2760.1,34,0.0,9,4,480000.0
25.6695957275,-80.4195152536,8850.0,2429.0,25237.0,12040.1,42227.8,34836.0,84146.8,35554.8,10216.9,39,0.0,1,4,350500.0
25.710789001,-80.379265653,4958.0,1848.0,0.0,12259.1,40926.3,22617.6,65883.6,23116.7,1278.1,27,0.0,11,4,330000.0
25.6349451771,-80.4092911603,2250.0,1340.0,1596.0,429.7,34630.9,23196.1,87942.4,37048.3,7943.1,16,0.0,8,4,255000.0
25.8800520295,-80.2764925773,5600.0,1034.0,2813.0,5261.8,51153.9,3364.0,46540.6,46540.6,15378.4,71,0.0,11,4,220000.0
25.7111388521,-80.4307063502,10890.0,2578.0,5244.0,17807.2,53719.2,36361.5,81818.4,39431.2,15502.7,36,0.0,10,4,370000.0
25.7467383859,-80.2552489264,6600.0,1541.0,2188.0,4285.6,8980.0,6672.6,23238.8,1462.8,13862.3,6,0.0,6,4,545000.0
25.617129295,-80.3507427223,10450.0,1760.0,3868.0,5191.9,14280.6,8204.8,77847.4,28613.4,9082.4,23,0.0,6,2,275000.0
25.5737970213,-80.334382169,8747.0,2217.0,1008.0,13820.8,9514.5,7064.0,87176.0,42168.6,9386.9,12,0.0,5,4,325000.0
25.6422646602,-80.3809619276,4895.0,1599.0,0.0,2894.0,26585.8,19833.0,78880.2,27821.1,1413.0,28,0.0,2,4,245000.0
25.645153469,-80.3813919797,4895.0,1641.0,0.0,2122.1,27106.2,20853.7,78348.8,27320.4,1198.1,31,0.0,4,4,245000.0
25.6189077184,-80.4208931049,8012.0,1875.0,26233.0,1863.7,37200.4,23145.6,94472.1,43445.4,12957.0,27,0.0,9,4,325000.0
25.9324405949,-80.1952423009,5500.0,1104.0,1956.0,1872.3,24548.2,6216.7,56578.5,55725.7,1687.8,31,0.0,9,2,140000.0
25.7773095034,-80.4155116985,5058.0,3045.0,2920.0,1922.8,59426.7,26771.6,73306.8,46567.1,610.0,16,0.0,6,4,419900.0
25.9092981109,-80.1830952235,12655.0,1633.0,0.0,6987.4,20176.4,4501.0,48249.8,46412.8,8771.1,21,0.0,1,4,300000.0
25.7411674258,-80.3423417778,7950.0,2165.0,3091.0,10201.4,32243.9,7925.2,50872.6,21340.3,7457.3,58,0.0,7,4,405000.0
25.4724814879,-80.4954659478,7500.0,1039.0,2987.0,1108.0,51059.0,22038.7,148857.5,98738.8,9693.5,26,0.0,1,2,114500.0
25.7460557359,-80.2958734965,7500.0,2430.0,3600.0,3840.4,19301.4,2821.8,35697.7,12287.4,7852.2,0,0.0,11,5,630000.0
25.6146331138,-80.4429676314,12061.0,1664.0,38190.0,6518.0,44271.4,27587.8,101227.1,50338.1,20297.4,21,0.0,4,2,328000.0
25.9037939012,-80.2271949611,16125.0,2133.0,1014.0,2736.7,34462.0,650.8,47524.1,47524.1,5553.2,57,0.0,4,2,125000.0
25.6094317407,-80.3431691582,9709.0,2642.0,4280.0,7042.3,11362.5,5663.9,78358.0,30275.3,10545.4,0,0.0,5,4,412300.0
25.5718496386,-80.3541690759,8923.0,1658.0,1185.0,7292.3,15680.5,2210.8,91426.8,44383.1,2846.7,19,0.0,5,2,260000.0
25.7525225779,-80.29852019,7331.0,1175.0,2281.0,2996.2,21392.6,5177.0,35884.7,13110.9,6984.0,68,0.0,11,4,270000.0
25.6876936317,-80.4553991574,4489.0,1770.0,1296.0,8066.5,55766.8,47476.3,92308.0,46727.3,21806.7,21,0.0,3,4,290500.0
25.4912482725,-80.4186271753,3750.0,1824.0,0.0,21472.7,25782.6,16180.5,127666.3,79589.9,357.6,12,0.0,2,2,190000.0
25.6957268108,-80.2876212404,14477.0,4077.0,44091.0,2733.1,11549.7,5180.0,42838.5,8826.7,9664.8,11,0.0,6,5,1350000.0
25.9448037529,-80.3373173233,4140.0,1808.0,4004.0,24114.0,71431.4,1366.7,77394.9,75492.0,4062.0,26,0.0,2,4,285000.0
25.6389439896,-80.3326064032,17400.0,2374.0,37885.0,1106.1,12047.5,11317.0,67929.0,18971.2,14891.2,52,0.0,7,4,525000.0
25.9596937806,-80.2690074406,11590.0,1331.0,246.0,19928.5,49304.5,767.1,71037.9,71037.9,4252.2,34,0.0,11,5,230000.0
25.6185192614,-80.4209118482,3345.0,1455.0,3840.0,1794.3,37190.7,23100.7,94572.1,43541.0,13019.4,23,0.0,11,4,270000.0
25.4888431559,-80.4189945153,6066.0,2495.0,1021.0,21030.2,25881.8,15904.2,128429.0,80412.4,874.1,12,0.0,6,2,260000.0
25.4696571864,-80.4446026885,9155.0,2671.0,8552.0,11195.1,34277.7,22945.3,138989.5,90428.4,1340.4,9,0.0,11,2,287000.0
25.8095742062,-80.2966161384,12128.0,860.0,1155.0,3687.7,35099.4,4123.6,36166.0,25043.6,8045.3,58,1.0,9,5,290900.0
25.6713397289,-80.4564421416,6005.0,2206.0,26160.0,7443.0,53581.8,43573.3,94844.9,47463.9,22344.2,17,0.0,4,4,360000.0
25.855802336,-80.2737743847,5520.0,1444.0,795.0,4260.5,45351.7,10627.7,39169.2,38866.7,16000.1,62,0.0,9,4,230000.0
25.5994470586,-80.4442152664,7639.0,2008.0,2694.0,3377.0,44561.4,25160.1,104872.0,53819.3,21876.6,12,0.0,10,4,310000.0
25.9141486367,-80.1954027784,8340.0,1431.0,791.0,6698.9,24278.4,1935.5,49940.9,49665.1,4735.9,16,0.0,6,4,265000.0
25.9210036173,-80.1671136957,10440.0,1726.0,1947.0,2598.5,15069.8,1214.4,53052.3,48818.8,10371.9,41,0.0,3,2,211000.0
25.8784885155,-80.1889927798,12600.0,2237.0,0.0,3765.0,22525.6,754.4,36938.9,36938.9,6503.9,21,0.0,6,4,409000.0
25.6633889243,-80.4549263587,3686.0,1186.0,0.0,7867.4,52085.2,41343.2,95618.2,47456.7,22056.0,23,0.0,5,4,225000.0
25.7311763556,-80.3714750675,7500.0,1960.0,3609.0,14247.8,40753.6,16332.2,61082.0,24575.9,4106.9,26,0.0,9,2,350000.0
25.8600841885,-80.1873674656,11574.0,2085.0,1956.0,699.0,22456.9,2525.6,30299.7,30299.7,6767.9,41,0.0,2,4,650000.0
25.632092262,-80.3688855412,7400.0,1397.0,1791.0,8302.4,21558.3,14905.2,78218.8,27384.5,3815.9,17,0.0,11,2,222500.0
25.5446146736,-80.3772293918,5446.0,2844.0,275.0,9089.4,16114.8,7099.1,103904.6,56276.7,4615.9,0,0.0,11,2,332000.0
25.6876070945,-80.3224186925,5260.0,2417.0,8624.0,2627.2,20435.1,14265.6,53544.1,2954.5,1802.3,21,0.0,7,4,540000.0
25.923643508,-80.336430873,7716.0,2469.0,35259.0,17875.5,70686.2,2159.5,71276.4,68194.9,3854.2,8,0.0,8,4,548000.0
25.6334383657,-80.3705359929,7500.0,1249.0,0.0,7578.7,22227.9,15551.6,78305.6,27398.5,3603.5,16,0.0,8,2,210000.0
25.8416046925,-80.356538234,4095.0,3238.0,29793.0,7865.3,56907.1,10441.3,58811.7,46387.8,9996.3,1,0.0,2,5,650000.0
25.8642262911,-80.1796124946,11500.0,2993.0,32203.0,929.5,19861.2,2300.5,32051.3,31190.6,9348.4,36,0.0,6,4,650000.0
25.557934055,-80.3574515109,5000.0,1811.0,0.0,7993.3,13125.6,548.8,96206.0,49546.5,1711.9,7,0.0,5,4,280000.0
25.672933729,-80.4329975648,4200.0,1721.0,0.0,12446.6,46758.7,38566.0,87593.3,39739.1,14609.0,19,0.0,6,4,293000.0
25.6041302302,-80.4225563265,3760.0,1398.0,2034.0,980.0,37419.4,19941.5,98251.7,47189.8,14687.4,19,0.0,12,4,247300.0
25.5226202211,-80.4123311131,3000.0,1440.0,460.0,20433.1,25180.5,20049.4,117269.1,68481.0,2955.3,10,0.0,2,2,130000.0
25.4646548559,-80.4558506946,7537.0,2478.0,5005.0,7616.3,38086.1,26662.6,142697.0,93850.8,542.3,10,0.0,12,2,255000.0
25.9588397601,-80.2691099851,10125.0,1735.0,5078.0,19784.4,49373.0,860.9,70747.3,70747.3,4550.7,44,0.0,11,5,225000.0
25.6179005372,-80.4207023878,3045.0,1455.0,483.0,1606.2,37120.1,22959.5,94664.6,43627.8,13062.5,23,0.0,11,4,270000.0
25.8637244404,-80.1948311561,8625.0,2549.0,624.0,3476.9,24866.8,3699.8,31593.0,31593.0,4354.8,67,0.0,1,4,460000.0
25.741814854,-80.440930992,5366.0,3112.0,2588.0,15162.5,63759.4,35396.4,82631.1,46205.2,14666.7,13,0.0,5,4,440000.0
25.7413959501,-80.4475217772,6000.0,3301.0,950.0,15837.9,65180.7,37550.6,84799.1,48114.6,16017.0,10,0.0,9,4,424000.0
25.5530780631,-80.3804732123,6019.0,2170.0,198.0,6059.4,18286.9,6366.2,102079.4,53882.2,5842.6,0,0.0,12,4,307400.0
25.5060906565,-80.4009003396,7500.0,2406.0,4790.0,24264.2,20129.4,13644.4,119846.8,72223.1,3686.9,0,0.0,9,4,313000.0
25.8604620057,-80.1882321579,6400.0,2050.0,2400.0,1025.6,22759.5,2639.9,30423.0,30423.0,6505.3,86,0.0,6,4,390000.0
25.9014858056,-80.2091056873,6500.0,1401.0,974.0,7019.9,28568.2,4117.3,45653.3,45653.3,204.7,67,0.0,9,2,147000.0
